Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas
Paris Saint Germain vs Tottenham Hotspur,2025-11-26 15:00:00,Champions League,Doble Chance,X2,2.99,pinnacle,4,0.0682,0.02,0.67,3.37,2.97,pinnacle:2.99; betsson:2.99; marathonbet:2.95; codere_it:2.95
FC Copenhagen vs FC Kairat,2025-11-26 12:45:00,Champions League,Goles (Over/Under),Under 2.5,2.28,codere_it,2,0.1171,0.015,0.66,4.1,2.265,codere_it:2.28; betsson:2.25
West Bromwich Albion vs Birmingham City,2025-11-26 15:00:00,Championship,Goles (Over/Under),Over 2.5,2.32,betsson,2,-0.0469,0.015,0.65,6.39,2.305,betsson:2.32; codere_it:2.29
FC Lugano vs FC St Gallen,2025-11-26 13:00:00,Swiss Superleague,Goles (Over/Under),Over 2.5,1.6,codere_it,2,0.1973,0.01,0.63,5.98,1.59,codere_it:1.6; betsson:1.58
Arsenal vs Bayern Munich,2025-11-26 15:00:00,Champions League,Doble Chance,1X,1.34,marathonbet,4,0.2199,0.0125,0.62,2.82,1.3275,marathonbet:1.34; pinnacle:1.33; betsson:1.32; codere_it:1.32
Arsenal vs Bayern Munich,2025-11-26 15:00:00,Champions League,Goles (Over/Under),Over 2.5,1.77,codere_it,2,0.2622,0.01,0.57,3.89,1.76,codere_it:1.77; betsson:1.75
Atlético Madrid vs Inter Milan,2025-11-26 15:00:00,Champions League,Goles (Over/Under),Over 2.5,1.9,pinnacle,3,0.6218,0.0067,0.5,2.38,1.8933,pinnacle:1.9; codere_it:1.9; betsson:1.88
Paris Saint Germain vs Tottenham Hotspur,2025-11-26 15:00:00,Champions League,Goles (Over/Under),Under 2.5,2.34,codere_it,2,0.0931,0.01,0.43,4.08,2.33,codere_it:2.34; betsson:2.32
Olympiakos Piraeus vs Real Madrid,2025-11-26 15:00:00,Champions League,Doble Chance,X2,1.2,pinnacle,4,-0.0056,0.005,0.42,3.54,1.195,pinnacle:1.2; codere_it:1.2; marathonbet:1.19; betsson:1.19
Sporting Lisbon vs Club Brugge,2025-11-26 15:00:00,Champions League,Doble Chance,X2,2.67,codere_it,4,-0.1253,0.015,0.42,4.07,2.655,codere_it:2.67; betsson:2.66; pinnacle:2.65; marathonbet:2.64
Liverpool vs PSV Eindhoven,2025-11-26 15:00:00,Champions League,Doble Chance,1X,1.07,marathonbet,4,0.1599,0.0025,0.41,3.19,1.0675,marathonbet:1.07; pinnacle:1.07; codere_it:1.07; betsson:1.06
Pafos FC vs AS Monaco,2025-11-26 12:45:00,Champions League,Doble Chance,X2,1.14,marathonbet,4,0.1191,0.0025,0.38,3.19,1.1375,marathonbet:1.14; betsson:1.14; codere_it:1.14; pinnacle:1.13
Atlético Madrid vs Inter Milan,2025-11-26 15:00:00,Champions League,Doble Chance,1X,1.45,marathonbet,4,0.1027,0.005,0.35,2.92,1.445,marathonbet:1.45; betsson:1.45; pinnacle:1.44; codere_it:1.44
Paris Saint Germain vs Tottenham Hotspur,2025-11-26 15:00:00,Champions League,Goles (Over/Under),Over 2.5,1.63,codere_it,2,0.0931,0.005,0.31,4.08,1.625,codere_it:1.63; betsson:1.62
FC Copenhagen vs FC Kairat,2025-11-26 12:45:00,Champions League,Goles (Over/Under),Over 2.5,1.66,codere_it,2,0.1171,0.005,0.3,4.1,1.655,codere_it:1.66; betsson:1.65
Wrexham AFC vs Bristol City,2025-11-26 14:45:00,Championship,Goles (Over/Under),Under 2.5,1.76,codere_it,2,0.0461,0.005,0.28,6.08,1.755,codere_it:1.76; betsson:1.75
Wrexham AFC vs Bristol City,2025-11-26 14:45:00,Championship,Goles (Over/Under),Over 2.5,2.03,codere_it,2,0.0461,0.005,0.25,6.08,2.025,codere_it:2.03; betsson:2.02
Sporting Lisbon vs Club Brugge,2025-11-26 15:00:00,Champions League,Doble Chance,1X,1.14,marathonbet,4,0.109,0.0,0.0,3.21,1.14,marathonbet:1.14; pinnacle:1.14; betsson:1.14; codere_it:1.14
Olympiakos Piraeus vs Real Madrid,2025-11-26 15:00:00,Champions League,Goles (Over/Under),Under 3.5,1.72,betsson,2,-0.1017,0.0,0.0,5.31,1.72,betsson:1.72; codere_it:1.72
