Partido,Fecha_Hora_Colombia,Mercado,Mejor_Cuota,Cuota_Promedio_Mercado,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,Mejor_Casa,Num_Casas,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Liga,Tipo_Mercado,Score_Final,Todas_Las_Cuotas
Valencia vs Alavés,2026-03-08 15:00:00,1X,1.3245,1.2621,,,,,0.00036122946715459297,34,0.018148537883885568,0.013761444620335517,betfair_ex_au,34,0.0624,2.31,0.5,La Liga,Doble Chance,9.76,betfair_ex_au:1.3245; betfair_ex_eu:1.3245; betfair_ex_uk:1.3245; smarkets:1.3091; pinnacle:1.2919; marathonbet:1.2902; unibet_se:1.2824; unibet_nl:1.2752; betvictor:1.2729; nordicbet:1.2713; betsson:1.2713; codere_it:1.2695; draftkings:1.2695; betclic_fr:1.2658; bovada:1.2645; unibet_uk:1.2611; fanduel:1.2524; paddypower:1.2524; betway:1.2524; tipico_de:1.2524; tab:1.2524; winamax_de:1.2519; skybet:1.2519; ladbrokes_uk:1.2519; coral:1.2519; unibet:1.2412; casumo:1.2412; grosvenor:1.2412; tabtouch:1.2412; leovegas_se:1.2412; williamhill:1.2353; winamax_fr:1.226; leovegas:1.2152; virginbet:1.1919
Toluca vs FC Juárez,2026-03-08 18:00:00,X2,3.5229,3.0715,,,,,0.0004737537619344067,31,0.02402672119093556,0.01932006439838169,betfair_ex_eu,31,0.4514,7.4,0.85,Liga MX,Doble Chance,8.8824,betfair_ex_eu:3.5229; betfair_ex_uk:3.5229; smarkets:3.456; betfair_ex_au:3.4422; pinnacle:3.3678; draftkings:3.2455; marathonbet:3.1618; unibet:3.1481; unibet_se:3.1481; unibet_nl:3.1481; casumo:3.1481; grosvenor:3.1481; fanduel:3.1145; leovegas_se:3.1082; tabtouch:3.1082; betsson:3.1008; nordicbet:3.1008; virginbet:3.0677; unibet_uk:3.0; betmgm:3.0; betvictor:3.0; paddypower:2.9804; betway:2.9167; sport888:2.8512; williamhill:2.8512; winamax_de:2.8391; skybet:2.7759; coral:2.7759; ladbrokes_uk:2.7759; betclic_fr:2.7419; winamax_fr:2.6498
AC Milan vs Inter Milan,2026-03-08 14:45:00,1X,1.6967,1.618,,,,,0.00020830502181047768,37,0.016504821782151048,0.013547282027071603,betfair_ex_au,37,0.0787,2.67,0.6,Serie A,Doble Chance,8.35,betfair_ex_au:1.6967; betfair_ex_uk:1.6967; betfair_ex_eu:1.6967; unibet_se:1.683; unibet_nl:1.683; smarkets:1.6716; winamax_de:1.6602; marathonbet:1.6493; pinnacle:1.6493; unibet:1.6466; betclic_fr:1.6358; casumo:1.6328; tabtouch:1.6328; grosvenor:1.6328; leovegas_se:1.6328; tipico_de:1.6246; winamax_fr:1.6235; codere_it:1.6235; fanduel:1.6215; pointsbetau:1.6215; coral:1.6124; unibet_uk:1.6101; bovada:1.6101; betvictor:1.6037; skybet:1.5984; betway:1.5984; betmgm:1.5866; ladbrokes_uk:1.5746; draftkings:1.5734; betsson:1.5734; nordicbet:1.5734; paddypower:1.5714; leovegas:1.5714; williamhill:1.55; sport888:1.55; tab:1.5484; virginbet:1.5464
AC Milan vs Inter Milan,2026-03-08 14:45:00,X2,1.3805,1.3198,,,,,0.0003008271176803434,37,0.01737862923012028,0.012496761278155664,betfair_ex_au,37,0.0607,2.28,0.6,Serie A,Doble Chance,8.35,betfair_ex_au:1.3805; betfair_ex_uk:1.3805; betfair_ex_eu:1.3805; smarkets:1.3649; marathonbet:1.351; pinnacle:1.3444; coral:1.3382; unibet_se:1.3382; unibet_nl:1.3382; betsson:1.3368; nordicbet:1.3368; codere_it:1.3294; betclic_fr:1.3262; betvictor:1.324; tipico_de:1.3211; unibet_uk:1.3204; williamhill:1.3204; skybet:1.3204; fanduel:1.3204; ladbrokes_uk:1.3204; betmgm:1.3204; pointsbetau:1.3204; betway:1.3204; bovada:1.3204; winamax_de:1.3037; sport888:1.3037; paddypower:1.3019; tab:1.3019; casumo:1.297; tabtouch:1.297; grosvenor:1.297; leovegas_se:1.297; unibet:1.2953; draftkings:1.2948; winamax_fr:1.2778; leovegas:1.2524; virginbet:1.2403
New York Red Bulls vs CF Montreal,2026-03-08 15:30:00,1X,1.1769,1.1244,,,,,0.0006366726366541056,34,0.018561038165461945,0.01424565000339344,betfair_ex_uk,34,0.0525,2.1,1.1,MLS,Doble Chance,5.3091,betfair_ex_uk:1.1769; betfair_ex_eu:1.1769; betfair_ex_au:1.1694; smarkets:1.1529; pinnacle:1.1516; leovegas:1.1428; leovegas_se:1.1428; betsson:1.1358; nordicbet:1.1358; mybookieag:1.1352; unibet_nl:1.13; unibet:1.13; unibet_se:1.13; casumo:1.13; bovada:1.1297; skybet:1.125; pointsbetau:1.125; grosvenor:1.1248; betway:1.1215; marathonbet:1.1196; tab:1.1196; draftkings:1.1176; paddypower:1.1141; betvictor:1.1141; winamax_de:1.1131; fanduel:1.1075; tabtouch:1.1067; sport888:1.1053; williamhill:1.1053; tipico_de:1.0955; ladbrokes_uk:1.0909; coral:1.0909; virginbet:1.0819; betclic_fr:1.08
New York Red Bulls vs CF Montreal,2026-03-08 15:30:00,X2,2.6734,2.421,,,,,0.0002436029509472371,34,0.018107938990641653,0.013878409160788367,betfair_ex_uk,34,0.2524,4.34,1.1,MLS,Doble Chance,5.3091,betfair_ex_uk:2.6734; betfair_ex_eu:2.6355; smarkets:2.5529; betfair_ex_au:2.5529; pointsbetau:2.5244; fanduel:2.5204; pinnacle:2.5065; skybet:2.475; betsson:2.4704; nordicbet:2.4704; betvictor:2.47; mybookieag:2.464; bovada:2.464; tipico_de:2.451; marathonbet:2.4419; leovegas:2.4271; leovegas_se:2.4271; paddypower:2.4227; tab:2.3974; betway:2.3814; sport888:2.3814; williamhill:2.3814; unibet_nl:2.367; grosvenor:2.367; unibet:2.367; unibet_se:2.367; casumo:2.367; draftkings:2.3639; winamax_de:2.3621; betclic_fr:2.3178; tabtouch:2.3158; virginbet:2.2632; ladbrokes_uk:2.1818; coral:2.1818
Toluca vs FC Juárez,2026-03-08 18:00:00,1X,1.1032,1.0454,,,,,0.003422829884269835,31,0.025507612035436,0.02003254320105093,betfair_ex_au,31,0.0578,2.7,1.52,Liga MX,Doble Chance,4.5263,betfair_ex_au:1.1032; betfair_ex_eu:1.1032; betfair_ex_uk:1.1032; smarkets:1.0864; pinnacle:1.0716; betmgm:1.0692; draftkings:1.0675; betway:1.063; unibet_uk:1.063; betsson:1.0545; nordicbet:1.0545; fanduel:1.0486; unibet:1.0443; unibet_se:1.0443; unibet_nl:1.0443; casumo:1.0443; grosvenor:1.0443; betvictor:1.0414; marathonbet:1.038; winamax_de:1.0337; coral:1.0317; ladbrokes_uk:1.0317; tabtouch:1.0274; leovegas_se:1.0212; paddypower:1.0207; skybet:1.0136; sport888:1.0136; williamhill:1.0136; betclic_fr:1.0051; virginbet:1.0043; winamax_fr:1.0014
Deportivo La Coruña vs Granada CF,2026-03-08 15:00:00,1X,1.2335,1.1835,,,,,0.00043664405604339034,34,0.017879659698121747,0.014847573336997662,betfair_ex_uk,34,0.05,2.13,1.48,La Liga 2,Doble Chance,4.5,betfair_ex_uk:1.2335; betfair_ex_au:1.2335; betfair_ex_eu:1.2335; smarkets:1.2189; unibet:1.2147; unibet_nl:1.2147; unibet_se:1.2147; pinnacle:1.2023; draftkings:1.2001; grosvenor:1.1918; tabtouch:1.1918; leovegas_se:1.1918; casumo:1.1918; fanduel:1.1897; betway:1.1854; nordicbet:1.1789; betsson:1.1789; leovegas:1.1772; pointsbetau:1.1772; virginbet:1.173; winamax_de:1.173; marathonbet:1.1708; betmgm:1.1708; paddypower:1.1647; betvictor:1.1647; codere_it:1.1642; coral:1.1642; ladbrokes_uk:1.1642; williamhill:1.1586; skybet:1.1584; bovada:1.1584; tipico_de:1.152; betclic_fr:1.144; winamax_fr:1.1373
Deportivo La Coruña vs Granada CF,2026-03-08 15:00:00,X2,2.0246,1.8584,,,,,0.00032415756607136783,34,0.021146343930687345,0.016282407980503306,betfair_ex_uk,34,0.1662,4.07,1.48,La Liga 2,Doble Chance,4.5,betfair_ex_uk:2.0246; betfair_ex_au:2.0246; betfair_ex_eu:2.0246; smarkets:2.0072; pinnacle:1.9833; fanduel:1.9179; marathonbet:1.9045; draftkings:1.9019; tipico_de:1.8872; bovada:1.8871; unibet:1.8587; unibet_nl:1.8587; unibet_se:1.8587; pointsbetau:1.8576; paddypower:1.848; betway:1.848; betvictor:1.848; nordicbet:1.8417; betsson:1.8417; grosvenor:1.8231; tabtouch:1.8231; casumo:1.8231; betmgm:1.8129; leovegas_se:1.8127; winamax_de:1.8082; williamhill:1.8066; leovegas:1.7979; codere_it:1.7973; skybet:1.7931; betclic_fr:1.7878; virginbet:1.7875; coral:1.7778; ladbrokes_uk:1.7778; winamax_fr:1.7325
Santa Clara vs Vitória SC,2026-03-08 15:30:00,1X,1.4081,1.3613,,,,,0.0001884353973954124,32,0.014286009331784887,0.012039901171081873,betfair_ex_eu,32,0.0468,1.95,1.32,Primeira Liga,Doble Chance,4.2727,betfair_ex_eu:1.4081; betfair_ex_uk:1.4081; betfair_ex_au:1.4081; grosvenor:1.4035; casumo:1.4035; smarkets:1.3918; unibet:1.3784; unibet_nl:1.3784; tabtouch:1.3784; unibet_se:1.3784; leovegas_se:1.3784; pinnacle:1.3778; draftkings:1.3636; unibet_uk:1.3586; winamax_de:1.3586; betclic_fr:1.3564; virginbet:1.3532; skybet:1.3527; pointsbetau:1.3527; fanduel:1.3486; paddypower:1.3486; winamax_fr:1.3486; bovada:1.3444; marathonbet:1.3405; tipico_de:1.3384; leovegas:1.3368; betsson:1.3355; nordicbet:1.3355; betway:1.3333; sport888:1.328; williamhill:1.328; betvictor:1.3072
