Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas
SC Freiburg vs FSV Mainz 05,2025-11-30 13:30:00,Bundesliga,Doble Chance,X2,1.81,marathonbet,7,1.0449,0.0579,3.59,3.12,1.7521,marathonbet:1.81; pinnacle:1.81; bwin:1.7746; betsson:1.76; codere_it:1.76; winamax_de:1.74; winamax_fr:1.61
Angers vs RC Lens,2025-11-30 11:15:00,Ligue 1,Doble Chance,1X,2.14,marathonbet,6,1.0408,0.0933,4.28,3.19,2.0467,marathonbet:2.14; pinnacle:2.12; betsson:2.09; codere_it:2.05; winamax_de:2.0; winamax_fr:1.88
Angers vs RC Lens,2025-11-30 11:15:00,Ligue 1,Doble Chance,X2,1.22,marathonbet,6,1.0408,0.0267,2.59,3.19,1.1933,marathonbet:1.22; betsson:1.21; pinnacle:1.21; codere_it:1.21; winamax_de:1.18; winamax_fr:1.13
FC Juárez vs Pachuca,2025-11-23 20:00:00,Liga MX,Doble Chance,1X,1.51,pinnacle,4,1.0356,0.0475,2.13,3.37,1.4625,pinnacle:1.51; betsson:1.47; marathonbet:1.44; codere_it:1.43
FC Juárez vs Pachuca,2025-11-23 20:00:00,Liga MX,Doble Chance,X2,1.46,pinnacle,4,1.0356,0.0425,1.75,3.37,1.4175,pinnacle:1.46; marathonbet:1.41; betsson:1.4; codere_it:1.4
Werder Bremen vs 1. FC Köln,2025-11-29 09:30:00,Bundesliga,Doble Chance,X2,1.68,marathonbet,6,1.0319,0.045,3.36,3.13,1.635,marathonbet:1.68; betsson:1.67; pinnacle:1.67; codere_it:1.65; winamax_de:1.62; winamax_fr:1.52
Internacional vs Santos,2025-11-24 19:00:00,Brasileirão,Doble Chance,X2,1.71,pinnacle,7,1.0287,0.0783,3.65,3.83,1.6317,pinnacle:1.71; bwin:1.6617; betsson:1.66; marathonbet:1.65; codere_it:1.64; winamax_de:1.59; winamax_fr:1.51
Girona vs Real Madrid,2025-11-30 15:00:00,La Liga,Doble Chance,X2,1.11,marathonbet,6,1.0256,0.025,2.59,3.12,1.085,marathonbet:1.11; codere_it:1.11; pinnacle:1.1; betsson:1.09; winamax_de:1.07; winamax_fr:1.03
Metz vs Rennes,2025-11-28 14:45:00,Ligue 1,Doble Chance,1X,1.86,marathonbet,6,1.0219,0.0667,3.71,3.2,1.7933,marathonbet:1.86; pinnacle:1.86; betsson:1.81; codere_it:1.81; winamax_de:1.75; winamax_fr:1.67
Metz vs Rennes,2025-11-28 14:45:00,Ligue 1,Doble Chance,X2,1.31,marathonbet,6,1.0219,0.0317,2.87,3.2,1.2783,marathonbet:1.31; pinnacle:1.31; codere_it:1.3; betsson:1.29; winamax_de:1.25; winamax_fr:1.21
Celta Vigo vs Espanyol,2025-11-30 12:30:00,La Liga,Doble Chance,X2,1.87,marathonbet,6,1.019,0.0983,3.49,3.15,1.7717,marathonbet:1.87; pinnacle:1.8; codere_it:1.79; winamax_de:1.77; betsson:1.73; winamax_fr:1.67
Levante vs Athletic Bilbao,2025-11-29 12:30:00,La Liga,Doble Chance,1X,1.85,marathonbet,6,0.9874,0.1,3.9,3.18,1.75,marathonbet:1.85; pinnacle:1.78; codere_it:1.76; betsson:1.75; winamax_de:1.74; winamax_fr:1.62
Hamburger SV vs VfB Stuttgart,2025-11-30 09:30:00,Bundesliga,Doble Chance,X2,1.41,marathonbet,6,0.981,0.04,2.8,3.16,1.37,marathonbet:1.41; pinnacle:1.39; codere_it:1.39; winamax_de:1.37; betsson:1.37; winamax_fr:1.29
Getafe vs Elche CF,2025-11-28 15:00:00,La Liga,Doble Chance,1X,1.29,marathonbet,7,0.9754,0.0354,3.18,3.25,1.2546,marathonbet:1.29; pinnacle:1.29; betsson:1.28; codere_it:1.27; bwin:1.2524; winamax_de:1.23; winamax_fr:1.17
Getafe vs Elche CF,2025-11-28 15:00:00,La Liga,Doble Chance,X2,1.69,marathonbet,7,0.9754,0.0462,3.16,3.25,1.6438,marathonbet:1.69; pinnacle:1.69; bwin:1.6765; codere_it:1.66; winamax_de:1.63; betsson:1.63; winamax_fr:1.53
Crystal Palace vs Manchester United,2025-11-30 07:00:00,Premier League,Doble Chance,X2,1.56,marathonbet,6,0.975,0.0383,3.12,3.2,1.5217,marathonbet:1.56; betsson:1.55; pinnacle:1.55; codere_it:1.53; winamax_de:1.52; winamax_fr:1.42
Everton vs Newcastle United,2025-11-29 12:30:00,Premier League,Doble Chance,1X,1.56,marathonbet,6,0.9711,0.035,3.0,3.11,1.525,marathonbet:1.56; pinnacle:1.56; codere_it:1.55; betsson:1.54; winamax_de:1.51; winamax_fr:1.43
Parma vs Udinese,2025-11-29 09:00:00,Serie A,Doble Chance,1X,1.48,pinnacle,6,0.9607,0.0483,3.41,3.31,1.4317,pinnacle:1.48; betsson:1.46; marathonbet:1.45; codere_it:1.45; winamax_de:1.42; winamax_fr:1.33
Sevilla vs Real Betis,2025-11-30 10:15:00,La Liga,Doble Chance,1X,1.61,marathonbet,5,0.955,0.03,3.18,3.11,1.58,marathonbet:1.61; pinnacle:1.61; betsson:1.6; codere_it:1.6; winamax_fr:1.48
Sevilla vs Real Betis,2025-11-30 10:15:00,La Liga,Doble Chance,X2,1.44,marathonbet,5,0.955,0.046,3.56,3.11,1.394,marathonbet:1.44; pinnacle:1.43; betsson:1.4; codere_it:1.4; winamax_fr:1.3
Borussia Monchengladbach vs RB Leipzig,2025-11-28 14:30:00,Bundesliga,Doble Chance,1X,1.72,marathonbet,6,0.947,0.0383,3.08,3.21,1.6817,marathonbet:1.72; pinnacle:1.72; betsson:1.7; codere_it:1.7; winamax_de:1.68; winamax_fr:1.57
Borussia Monchengladbach vs RB Leipzig,2025-11-28 14:30:00,Bundesliga,Doble Chance,X2,1.42,marathonbet,6,0.947,0.0417,3.61,3.21,1.3783,marathonbet:1.42; pinnacle:1.42; betsson:1.4; codere_it:1.4; winamax_de:1.35; winamax_fr:1.28
Real Sociedad vs Villarreal,2025-11-30 08:00:00,La Liga,Doble Chance,1X,1.52,marathonbet,6,0.9437,0.04,3.29,3.2,1.48,marathonbet:1.52; pinnacle:1.52; betsson:1.51; codere_it:1.48; winamax_de:1.47; winamax_fr:1.38
Real Sociedad vs Villarreal,2025-11-30 08:00:00,La Liga,Doble Chance,X2,1.51,marathonbet,6,0.9437,0.0283,2.57,3.2,1.4817,marathonbet:1.51; pinnacle:1.51; codere_it:1.5; betsson:1.49; winamax_de:1.48; winamax_fr:1.4
Nottingham Forest vs Brighton and Hove Albion,2025-11-30 09:05:00,Premier League,Doble Chance,1X,1.54,marathonbet,6,0.9388,0.045,3.08,3.27,1.495,marathonbet:1.54; betsson:1.52; pinnacle:1.52; codere_it:1.51; winamax_de:1.48; winamax_fr:1.4
Bayer Leverkusen vs Borussia Dortmund,2025-11-29 12:30:00,Bundesliga,Doble Chance,1X,1.52,marathonbet,7,0.9321,0.0454,3.1,3.24,1.4746,marathonbet:1.52; pinnacle:1.51; bwin:1.4919; betsson:1.48; codere_it:1.48; winamax_de:1.47; winamax_fr:1.37
Go Ahead Eagles vs VfB Stuttgart,2025-11-27 15:00:00,Europa League,Doble Chance,1X,2.61,betsson,6,0.9308,0.1033,2.47,2.89,2.5067,betsson:2.61; codere_it:2.53; marathonbet:2.51; winamax_de:2.5; pinnacle:2.49; winamax_fr:2.4
Tottenham Hotspur vs Fulham,2025-11-29 15:00:00,Premier League,Doble Chance,1X,1.32,marathonbet,6,0.9308,0.0367,2.83,3.18,1.2833,marathonbet:1.32; betsson:1.31; pinnacle:1.3; codere_it:1.29; winamax_de:1.27; winamax_fr:1.21
Levante vs Athletic Bilbao,2025-11-29 12:30:00,La Liga,Doble Chance,X2,1.33,pinnacle,6,0.9268,0.045,2.97,3.28,1.285,pinnacle:1.33; betsson:1.31; codere_it:1.3; marathonbet:1.29; winamax_de:1.27; winamax_fr:1.21
Corinthians vs Botafogo,2025-11-30 14:00:00,Brasileirão,Doble Chance,X2,1.59,pinnacle,7,0.9148,0.0757,4.38,4.81,1.5143,pinnacle:1.59; codere_it:1.55; betsson:1.55; bwin:1.55; marathonbet:1.53; winamax_de:1.44; winamax_fr:1.39
Torino vs Como,2025-11-24 12:30:00,Serie A,Doble Chance,1X,1.68,marathonbet,6,0.9107,0.035,2.48,2.91,1.645,marathonbet:1.68; pinnacle:1.68; codere_it:1.66; betsson:1.65; winamax_de:1.64; winamax_fr:1.56
Torino vs Como,2025-11-24 12:30:00,Serie A,Doble Chance,X2,1.35,marathonbet,6,0.9107,0.04,2.16,2.91,1.31,marathonbet:1.35; codere_it:1.33; pinnacle:1.32; betsson:1.3; winamax_de:1.3; winamax_fr:1.26
Werder Bremen vs 1. FC Köln,2025-11-29 09:30:00,Bundesliga,Doble Chance,1X,1.45,pinnacle,6,0.9099,0.0517,3.7,3.33,1.3983,pinnacle:1.45; marathonbet:1.43; betsson:1.42; codere_it:1.41; winamax_de:1.39; winamax_fr:1.29
Espanyol vs Sevilla,2025-11-24 15:00:00,La Liga,Doble Chance,1X,1.3,marathonbet,6,0.9088,0.0333,2.31,2.85,1.2667,marathonbet:1.3; betsson:1.28; pinnacle:1.28; codere_it:1.28; winamax_de:1.25; winamax_fr:1.21
Bragantino-SP vs Fortaleza,2025-11-26 17:00:00,Brasileirão,Doble Chance,1X,1.32,pinnacle,6,0.9081,0.0467,3.5,4.79,1.2733,pinnacle:1.32; betsson:1.3; codere_it:1.3; marathonbet:1.29; winamax_de:1.24; winamax_fr:1.19
Bragantino-SP vs Fortaleza,2025-11-26 17:00:00,Brasileirão,Doble Chance,X2,1.72,pinnacle,6,0.9081,0.0633,3.48,4.79,1.6567,pinnacle:1.72; codere_it:1.71; betsson:1.67; marathonbet:1.67; winamax_de:1.62; winamax_fr:1.55
Excelsior vs NAC Breda,2025-11-29 10:30:00,Eredivisie,Doble Chance,1X,1.37,betsson,6,0.8972,0.0483,4.22,4.96,1.3217,betsson:1.37; pinnacle:1.37; codere_it:1.36; marathonbet:1.34; winamax_de:1.26; winamax_fr:1.23
Excelsior vs NAC Breda,2025-11-29 10:30:00,Eredivisie,Doble Chance,X2,1.67,betsson,6,0.8972,0.075,5.03,4.96,1.595,betsson:1.67; pinnacle:1.66; codere_it:1.64; marathonbet:1.63; winamax_de:1.51; winamax_fr:1.46
Mirassol vs Ceará,2025-11-24 17:00:00,Brasileirão,Doble Chance,1X,1.16,pinnacle,6,0.8957,0.0317,2.58,4.22,1.1283,pinnacle:1.16; codere_it:1.15; betsson:1.14; marathonbet:1.13; winamax_de:1.12; winamax_fr:1.07
Mirassol vs Ceará,2025-11-24 17:00:00,Brasileirão,Doble Chance,X2,2.24,pinnacle,6,0.8957,0.1117,3.93,4.22,2.1283,pinnacle:2.24; marathonbet:2.17; codere_it:2.16; betsson:2.14; winamax_de:2.09; winamax_fr:1.97
Brentford vs Burnley,2025-11-29 10:00:00,Premier League,Doble Chance,1X,1.14,marathonbet,6,0.8913,0.0267,2.82,3.22,1.1133,marathonbet:1.14; pinnacle:1.14; betsson:1.13; codere_it:1.12; winamax_de:1.1; winamax_fr:1.05
Go Ahead Eagles vs FC Utrecht,2025-11-30 08:30:00,Eredivisie,Doble Chance,1X,1.59,betsson,6,0.8825,0.07,5.01,5.02,1.52,betsson:1.59; pinnacle:1.59; codere_it:1.56; marathonbet:1.55; winamax_de:1.43; winamax_fr:1.4
Go Ahead Eagles vs FC Utrecht,2025-11-30 08:30:00,Eredivisie,Doble Chance,X2,1.45,betsson,6,0.8825,0.0583,4.32,5.02,1.3917,betsson:1.45; codere_it:1.44; pinnacle:1.43; marathonbet:1.41; winamax_de:1.33; winamax_fr:1.29
Bayer Leverkusen vs Borussia Dortmund,2025-11-29 12:30:00,Bundesliga,Doble Chance,X2,1.59,pinnacle,7,0.8743,0.0661,3.47,3.34,1.5239,pinnacle:1.59; betsson:1.55; marathonbet:1.55; codere_it:1.54; bwin:1.527; winamax_de:1.5; winamax_fr:1.41
Chelsea vs Arsenal,2025-11-30 11:30:00,Premier League,Doble Chance,X2,1.36,marathonbet,6,0.8665,0.04,2.93,3.22,1.32,marathonbet:1.36; betsson:1.34; codere_it:1.34; pinnacle:1.33; winamax_de:1.31; winamax_fr:1.24
West Ham United vs Liverpool,2025-11-30 09:05:00,Premier League,Doble Chance,1X,2.37,marathonbet,6,0.8615,0.095,3.79,3.25,2.275,marathonbet:2.37; betsson:2.33; pinnacle:2.3; codere_it:2.3; winamax_de:2.25; winamax_fr:2.1
Mallorca vs CA Osasuna,2025-11-29 08:00:00,La Liga,Doble Chance,X2,1.6,pinnacle,6,0.8596,0.06,3.29,3.42,1.54,pinnacle:1.6; marathonbet:1.57; betsson:1.56; codere_it:1.55; winamax_de:1.52; winamax_fr:1.44
FC Twente Enschede vs AZ Alkmaar,2025-11-30 10:45:00,Eredivisie,Doble Chance,X2,1.64,pinnacle,6,0.8557,0.09,5.01,4.99,1.55,pinnacle:1.64; betsson:1.61; codere_it:1.59; marathonbet:1.57; winamax_de:1.46; winamax_fr:1.43
Everton vs Newcastle United,2025-11-29 12:30:00,Premier League,Doble Chance,X2,1.45,pinnacle,6,0.852,0.04,3.17,3.31,1.41,pinnacle:1.45; betsson:1.44; marathonbet:1.44; codere_it:1.42; winamax_de:1.39; winamax_fr:1.32
Sunderland vs Bournemouth,2025-11-29 10:00:00,Premier League,Doble Chance,1X,1.63,pinnacle,6,0.8393,0.055,3.49,3.36,1.575,pinnacle:1.63; marathonbet:1.61; betsson:1.6; codere_it:1.58; winamax_de:1.57; winamax_fr:1.46
Juventude vs Bahia,2025-11-28 17:00:00,Brasileirão,Doble Chance,1X,1.75,pinnacle,7,0.8358,0.0965,4.25,4.75,1.6535,pinnacle:1.75; betsson:1.7; codere_it:1.68; bwin:1.6746; marathonbet:1.66; winamax_de:1.59; winamax_fr:1.52
Marseille vs Toulouse,2025-11-29 15:05:00,Ligue 1,Doble Chance,1X,1.18,pinnacle,6,0.824,0.035,2.89,3.58,1.145,pinnacle:1.18; marathonbet:1.17; codere_it:1.16; betsson:1.15; winamax_de:1.13; winamax_fr:1.08
AS Monaco vs Paris Saint Germain,2025-11-29 11:00:00,Ligue 1,Doble Chance,1X,2.53,pinnacle,6,0.8199,0.0917,4.35,3.61,2.4383,pinnacle:2.53; marathonbet:2.51; betsson:2.5; codere_it:2.47; winamax_de:2.4; winamax_fr:2.22
AC Milan vs Lazio,2025-11-29 14:45:00,Serie A,Goles (Over/Under),Over 2.5,1.99,pinnacle,3,0.816,0.0567,2.08,2.88,1.9333,pinnacle:1.99; codere_it:1.91; betsson:1.9
AC Milan vs Lazio,2025-11-29 14:45:00,Serie A,Goles (Over/Under),Under 2.5,1.9,pinnacle,3,0.816,0.03,1.16,2.88,1.87,pinnacle:1.9; codere_it:1.86; betsson:1.85
Marseille vs Toulouse,2025-11-29 15:05:00,Ligue 1,Goles (Over/Under),Over 2.5,1.9,pinnacle,3,0.816,0.0267,1.1,2.88,1.8733,pinnacle:1.9; codere_it:1.87; betsson:1.85
Marseille vs Toulouse,2025-11-29 15:05:00,Ligue 1,Goles (Over/Under),Under 2.5,1.99,pinnacle,3,0.816,0.06,2.2,2.88,1.93,pinnacle:1.99; betsson:1.9; codere_it:1.9
Sassuolo vs Pisa,2025-11-24 14:45:00,Serie A,Doble Chance,X2,1.8,pinnacle,5,0.8138,0.066,4.09,3.49,1.734,pinnacle:1.8; marathonbet:1.78; codere_it:1.78; betsson:1.7; winamax_fr:1.61
Casa Pia vs Alverca,2025-11-29 10:30:00,Primeira Liga,Doble Chance,1X,1.38,pinnacle,5,0.7874,0.0363,3.89,4.94,1.3437,pinnacle:1.38; betsson:1.37; bwin:1.3685; marathonbet:1.36; winamax_fr:1.24
Casa Pia vs Alverca,2025-11-29 10:30:00,Primeira Liga,Doble Chance,X2,1.54,pinnacle,5,0.7874,0.0557,4.0,4.94,1.4843,pinnacle:1.54; bwin:1.5116; betsson:1.51; marathonbet:1.49; winamax_fr:1.37
Werder Bremen vs 1. FC Köln,2025-11-29 09:30:00,Bundesliga,Ambos Marcan,Yes,1.51,pinnacle,2,0.7826,0.035,2.37,3.68,1.475,pinnacle:1.51; williamhill:1.44
Werder Bremen vs 1. FC Köln,2025-11-29 09:30:00,Bundesliga,Ambos Marcan,No,2.67,pinnacle,2,0.7826,0.085,3.29,3.68,2.585,pinnacle:2.67; williamhill:2.5
Tottenham Hotspur vs Fulham,2025-11-29 15:00:00,Premier League,Doble Chance,X2,1.83,pinnacle,6,0.7797,0.0583,3.38,3.45,1.7717,pinnacle:1.83; marathonbet:1.82; codere_it:1.8; betsson:1.77; winamax_de:1.76; winamax_fr:1.65
Fenerbahce vs Ferencváros TC,2025-11-27 12:45:00,Europa League,Doble Chance,1X,1.12,codere_it,6,0.7657,0.0283,2.14,3.67,1.0917,codere_it:1.12; betsson:1.11; marathonbet:1.1; pinnacle:1.1; winamax_fr:1.06; winamax_de:1.06
Manchester United vs Everton,2025-11-24 15:00:00,Premier League,Doble Chance,1X,1.23,marathonbet,6,0.7637,0.0267,2.13,2.92,1.2033,marathonbet:1.23; codere_it:1.22; betsson:1.21; pinnacle:1.21; winamax_de:1.2; winamax_fr:1.15
Manchester United vs Everton,2025-11-24 15:00:00,Premier League,Doble Chance,X2,2.13,marathonbet,6,0.7637,0.0533,2.83,2.92,2.0767,marathonbet:2.13; pinnacle:2.11; codere_it:2.1; winamax_de:2.09; betsson:2.08; winamax_fr:1.95
AC Milan vs Lazio,2025-11-29 14:45:00,Serie A,Doble Chance,X2,2.41,pinnacle,6,0.7534,0.095,4.33,3.65,2.315,pinnacle:2.41; marathonbet:2.39; betsson:2.35; codere_it:2.35; winamax_de:2.28; winamax_fr:2.11
Ajax vs Groningen,2025-11-30 14:00:00,Eredivisie,Doble Chance,1X,1.2,pinnacle,6,0.7514,0.0567,4.27,5.35,1.1433,pinnacle:1.2; betsson:1.19; codere_it:1.17; marathonbet:1.14; winamax_de:1.09; winamax_fr:1.07
Union Berlin vs 1. FC Heidenheim,2025-11-29 09:30:00,Bundesliga,Goles (Over/Under),Over 2.5,1.89,pinnacle,3,0.7491,0.0333,1.54,2.91,1.8567,pinnacle:1.89; codere_it:1.86; betsson:1.82
Union Berlin vs 1. FC Heidenheim,2025-11-29 09:30:00,Bundesliga,Goles (Over/Under),Under 2.5,2.0,pinnacle,3,0.7491,0.0467,1.88,2.91,1.9533,pinnacle:2.0; betsson:1.95; codere_it:1.91
Fortaleza vs Atletico Mineiro,2025-11-30 16:30:00,Brasileirão,Doble Chance,X2,1.54,codere_it,5,0.7479,0.068,3.71,6.03,1.472,codere_it:1.54; marathonbet:1.51; betsson:1.49; winamax_de:1.43; winamax_fr:1.39
Grêmio vs Palmeiras,2025-11-25 19:30:00,Brasileirão,Doble Chance,X2,1.38,pinnacle,6,0.7454,0.0483,3.59,4.87,1.3317,pinnacle:1.38; codere_it:1.36; betsson:1.36; marathonbet:1.35; winamax_de:1.3; winamax_fr:1.24
NEC Nijmegen vs Sparta Rotterdam,2025-11-29 15:00:00,Eredivisie,Doble Chance,1X,1.18,betsson,6,0.7398,0.0333,3.58,5.38,1.1467,betsson:1.18; pinnacle:1.18; codere_it:1.18; marathonbet:1.16; winamax_de:1.1; winamax_fr:1.08
NEC Nijmegen vs Sparta Rotterdam,2025-11-29 15:00:00,Eredivisie,Doble Chance,X2,2.33,betsson,6,0.7398,0.1317,6.39,5.38,2.1983,betsson:2.33; pinnacle:2.3; marathonbet:2.28; codere_it:2.27; winamax_de:2.05; winamax_fr:1.96
Fluminense vs Sao Paulo,2025-11-27 18:30:00,Brasileirão,Doble Chance,1X,1.21,pinnacle,6,0.7375,0.0367,3.4,5.18,1.1733,pinnacle:1.21; codere_it:1.2; betsson:1.2; marathonbet:1.19; winamax_de:1.14; winamax_fr:1.1
Fluminense vs Sao Paulo,2025-11-27 18:30:00,Brasileirão,Doble Chance,X2,1.86,pinnacle,6,0.7375,0.0683,3.83,5.18,1.7917,pinnacle:1.86; codere_it:1.85; marathonbet:1.82; betsson:1.81; winamax_de:1.75; winamax_fr:1.66
FC Copenhagen vs FC Kairat,2025-11-26 12:45:00,Champions League,Doble Chance,1X,1.09,marathonbet,7,0.7261,0.0275,2.54,3.14,1.0625,marathonbet:1.09; codere_it:1.09; betsson:1.08; bwin:1.0675; pinnacle:1.06; winamax_de:1.04; winamax_fr:1.01
Fenerbahce vs Ferencváros TC,2025-11-27 12:45:00,Europa League,Doble Chance,X2,3.0,betsson,6,0.7234,0.1917,5.61,3.76,2.8083,betsson:3.0; marathonbet:2.95; codere_it:2.88; pinnacle:2.82; winamax_fr:2.6; winamax_de:2.6
Juventus vs Cagliari,2025-11-29 12:00:00,Serie A,Goles (Over/Under),Over 2.5,1.99,pinnacle,3,0.7222,0.0433,1.59,2.88,1.9467,pinnacle:1.99; codere_it:1.93; betsson:1.92
Juventus vs Cagliari,2025-11-29 12:00:00,Serie A,Goles (Over/Under),Under 2.5,1.9,pinnacle,3,0.7222,0.0333,1.26,2.88,1.8667,pinnacle:1.9; betsson:1.85; codere_it:1.85
AS Roma vs FC Midtjylland,2025-11-27 12:45:00,Europa League,Doble Chance,X2,2.86,betsson,6,0.7155,0.1217,3.78,3.41,2.7383,betsson:2.86; codere_it:2.81; marathonbet:2.79; pinnacle:2.74; winamax_de:2.69; winamax_fr:2.54
Atalanta BC vs Fiorentina,2025-11-30 12:00:00,Serie A,Doble Chance,X2,2.19,marathonbet,6,0.7143,0.075,3.24,3.85,2.115,marathonbet:2.19; codere_it:2.17; winamax_de:2.14; pinnacle:2.12; betsson:2.09; winamax_fr:1.98
Sporting Lisbon vs Club Brugge,2025-11-26 15:00:00,Champions League,Doble Chance,1X,1.22,marathonbet,7,0.7101,0.0233,2.2,3.07,1.1967,marathonbet:1.22; codere_it:1.22; betsson:1.21; bwin:1.2067; pinnacle:1.2; winamax_de:1.18; winamax_fr:1.14
Sporting Lisbon vs Club Brugge,2025-11-26 15:00:00,Champions League,Doble Chance,X2,2.23,marathonbet,7,0.7101,0.0554,2.63,3.07,2.1746,marathonbet:2.23; pinnacle:2.23; betsson:2.23; winamax_de:2.17; codere_it:2.17; bwin:2.1224; winamax_fr:2.07
