Partido,Fecha_Hora_Colombia,Mercado,Mejor_Cuota,Cuota_Promedio_Mercado,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,Mejor_Casa,Num_Casas,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Liga,Tipo_Mercado,Score_Final,Todas_Las_Cuotas
Lecce vs Cremonese,2026-03-08 06:30:00,1X,1.3112,1.2521,,,,,0.0003731305796285003,37,0.018262151764376996,0.014465076416911625,betfair_ex_uk,37,0.0591,2.3,0.07,Serie A,Doble Chance,81.4286,betfair_ex_uk:1.3112; betfair_ex_eu:1.3112; betfair_ex_au:1.3112; smarkets:1.2955; nordicbet:1.2917; betsson:1.2917; betclic_fr:1.2781; marathonbet:1.2759; pinnacle:1.2737; unibet_nl:1.2713; unibet_se:1.2713; codere_it:1.2659; betway:1.2524; betvictor:1.2524; williamhill:1.251; fanduel:1.251; bovada:1.251; tab:1.251; unibet_uk:1.2436; betmgm:1.2436; winamax_de:1.2353; tipico_de:1.2353; sport888:1.2347; skybet:1.2347; coral:1.2347; ladbrokes_uk:1.2347; pointsbetau:1.2347; leovegas_se:1.2335; casumo:1.2335; tabtouch:1.2335; unibet:1.2335; grosvenor:1.2335; paddypower:1.231; winamax_fr:1.2267; draftkings:1.2267; leovegas:1.1976; virginbet:1.189
Lecce vs Cremonese,2026-03-08 06:30:00,X2,1.7669,1.6771,,,,,0.00018156281323359748,37,0.015556757969058034,0.011652369337093632,betfair_ex_uk,37,0.0898,2.61,0.07,Serie A,Doble Chance,81.4286,betfair_ex_uk:1.7669; betfair_ex_eu:1.7669; betfair_ex_au:1.7669; smarkets:1.7324; unibet_nl:1.7305; unibet_se:1.7305; tipico_de:1.7143; betclic_fr:1.7115; pinnacle:1.7044; marathonbet:1.6994; winamax_de:1.6957; codere_it:1.6861; fanduel:1.6812; pointsbetau:1.6812; betmgm:1.6796; leovegas_se:1.6796; casumo:1.6796; tabtouch:1.6796; unibet:1.6796; grosvenor:1.6796; betway:1.6765; betvictor:1.6765; coral:1.6632; bovada:1.6632; winamax_fr:1.6607; unibet_uk:1.6607; nordicbet:1.6506; betsson:1.6506; skybet:1.6448; ladbrokes_uk:1.6448; draftkings:1.6414; paddypower:1.6383; leovegas:1.6383; virginbet:1.6193; tab:1.6062; sport888:1.5859; williamhill:1.5859
Hannover 96 vs Greuther Fürth,2026-03-08 07:30:00,1X,1.1343,1.0735,,,,,0.0016195007726170418,36,0.02299732172561161,0.015753430425126672,betfair_ex_eu,36,0.0608,2.5,0.36,Bundesliga 2,Doble Chance,19.5556,betfair_ex_eu:1.1343; betfair_ex_uk:1.1343; betfair_ex_au:1.1304; smarkets:1.1239; betmgm:1.112; pinnacle:1.1008; codere_it:1.0906; draftkings:1.0815; bovada:1.0815; unibet_uk:1.0754; unibet:1.0737; unibet_se:1.0737; casumo:1.0737; grosvenor:1.0737; tabtouch:1.0737; unibet_nl:1.0737; winamax_de:1.0718; tipico_de:1.071; marathonbet:1.0696; betway:1.0693; coral:1.0678; ladbrokes_uk:1.0678; nordicbet:1.0669; betsson:1.0669; fanduel:1.0632; leovegas_se:1.063; sport888:1.0597; williamhill:1.0597; pointsbetau:1.0573; leovegas:1.0568; paddypower:1.0506; betclic_fr:1.0506; betvictor:1.0506; skybet:1.0414; virginbet:1.023; winamax_fr:1.0136
Hannover 96 vs Greuther Fürth,2026-03-08 07:30:00,X2,3.3971,2.9569,,,,,0.00045743549305564786,36,0.023849660246989993,0.01612975836032417,betfair_ex_eu,36,0.4402,7.05,0.36,Bundesliga 2,Doble Chance,19.5556,betfair_ex_eu:3.3971; betfair_ex_uk:3.3971; smarkets:3.3626; betfair_ex_au:3.3626; pinnacle:3.2348; tipico_de:3.2256; fanduel:3.1055; marathonbet:3.0197; codere_it:3.0194; draftkings:3.0; betvictor:3.0; unibet:2.9504; unibet_se:2.9504; casumo:2.9504; grosvenor:2.9504; tabtouch:2.9504; unibet_nl:2.9504; leovegas:2.9167; leovegas_se:2.9167; paddypower:2.9167; unibet_uk:2.9167; bovada:2.9167; pointsbetau:2.9082; betclic_fr:2.8992; winamax_de:2.8889; nordicbet:2.8823; betsson:2.8823; betmgm:2.8723; sport888:2.8475; williamhill:2.8475; betway:2.8298; virginbet:2.8052; skybet:2.7611; winamax_fr:2.5654; coral:2.5244; ladbrokes_uk:2.5244
FC St Gallen vs FC Basel,2026-03-08 08:00:00,1X,1.4522,1.3554,,,,,0.00038320418081723434,36,0.02046901699468742,0.01479533627919495,betfair_ex_eu,36,0.0968,2.86,0.61,Swiss Superleague,Doble Chance,12.0492,betfair_ex_eu:1.4522; betfair_ex_au:1.4522; betfair_ex_uk:1.4522; smarkets:1.4212; pinnacle:1.4014; draftkings:1.3933; codere_it:1.3772; pointsbetau:1.3731; unibet_uk:1.365; fanduel:1.365; betmgm:1.3598; marathonbet:1.3491; unibet:1.3478; virginbet:1.3478; leovegas:1.3478; casumo:1.3478; leovegas_se:1.3478; grosvenor:1.3478; tabtouch:1.3478; unibet_se:1.3478; unibet_nl:1.3478; nordicbet:1.3478; betsson:1.3478; betway:1.3461; betvictor:1.3397; tipico_de:1.3397; bovada:1.3343; paddypower:1.3316; sport888:1.3263; williamhill:1.3263; winamax_de:1.3254; betclic_fr:1.3209; ladbrokes_uk:1.3125; coral:1.3125; skybet:1.3062; winamax_fr:1.2857
FC St Gallen vs FC Basel,2026-03-08 08:00:00,X2,1.7622,1.642,,,,,0.0002806815689965921,36,0.019283967812277685,0.01476808598409206,betfair_ex_eu,36,0.1202,3.24,0.61,Swiss Superleague,Doble Chance,12.0492,betfair_ex_eu:1.7622; betfair_ex_au:1.7622; betfair_ex_uk:1.7622; smarkets:1.7369; pinnacle:1.7224; tipico_de:1.6868; fanduel:1.6796; codere_it:1.6765; unibet_uk:1.6632; draftkings:1.6607; marathonbet:1.6587; nordicbet:1.6506; betsson:1.6506; pointsbetau:1.6448; betmgm:1.6414; paddypower:1.6383; betclic_fr:1.6222; bovada:1.6214; unibet:1.6195; virginbet:1.6195; leovegas:1.6195; casumo:1.6195; leovegas_se:1.6195; grosvenor:1.6195; tabtouch:1.6195; unibet_se:1.6195; unibet_nl:1.6195; betvictor:1.6195; winamax_de:1.6193; sport888:1.6062; williamhill:1.6062; betway:1.6; skybet:1.575; winamax_fr:1.5591; ladbrokes_uk:1.5556; coral:1.5556
FC St. Pauli vs Eintracht Frankfurt,2026-03-08 09:30:00,1X,1.5577,1.4928,,,,,0.00017317854108730808,37,0.014582864927316985,0.011292042660995935,betfair_ex_eu,37,0.0649,2.19,0.43,Bundesliga,Doble Chance,11.9535,betfair_ex_eu:1.5577; betfair_ex_au:1.5577; betfair_ex_uk:1.5577; unibet_nl:1.5456; unibet_se:1.5456; smarkets:1.5395; marathonbet:1.5219; pinnacle:1.5148; betclic_fr:1.5102; coral:1.5049; ladbrokes_uk:1.5049; betmgm:1.5049; tipico_de:1.5; nordicbet:1.4983; betsson:1.4983; winamax_de:1.4893; codere_it:1.485; skybet:1.485; grosvenor:1.485; casumo:1.485; leovegas:1.485; tabtouch:1.485; unibet:1.485; leovegas_se:1.485; betvictor:1.485; fanduel:1.479; betway:1.479; bovada:1.479; unibet_uk:1.4748; paddypower:1.4748; pointsbetau:1.4697; winamax_fr:1.4542; draftkings:1.4496; tab:1.4431; sport888:1.4405; williamhill:1.4405; virginbet:1.4345
FC St. Pauli vs Eintracht Frankfurt,2026-03-08 09:30:00,X2,1.5333,1.454,,,,,0.00022176750792652687,37,0.016298548913687278,0.011862038025180611,betfair_ex_eu,37,0.0793,2.41,0.43,Bundesliga,Doble Chance,11.9535,betfair_ex_eu:1.5333; betfair_ex_au:1.5333; betfair_ex_uk:1.5333; smarkets:1.5271; unibet_se:1.4924; unibet_nl:1.4826; marathonbet:1.4799; pinnacle:1.4789; betclic_fr:1.4733; codere_it:1.4697; winamax_de:1.4571; betmgm:1.4571; tipico_de:1.4542; skybet:1.4542; pointsbetau:1.4542; nordicbet:1.4506; betsson:1.4506; paddypower:1.4506; fanduel:1.4496; unibet_uk:1.4444; bovada:1.4436; coral:1.4407; ladbrokes_uk:1.4407; winamax_fr:1.4385; grosvenor:1.4385; casumo:1.4385; tabtouch:1.4385; unibet:1.4385; leovegas_se:1.4385; betvictor:1.4385; betway:1.4345; leovegas:1.4224; draftkings:1.4191; tab:1.414; sport888:1.4035; williamhill:1.4035; virginbet:1.3812
SC Preußen Münster vs Hertha Berlin,2026-03-08 07:30:00,1X,1.6405,1.5434,,,,,0.0002897773503179302,36,0.019113922305552027,0.014190500027589108,betfair_ex_eu,36,0.0971,2.95,0.64,Bundesliga 2,Doble Chance,10.875,betfair_ex_eu:1.6405; betfair_ex_uk:1.6405; betfair_ex_au:1.626; smarkets:1.6154; marathonbet:1.5936; pinnacle:1.5896; codere_it:1.5607; unibet_uk:1.5607; tipico_de:1.5576; betmgm:1.5576; unibet:1.5556; unibet_se:1.5556; casumo:1.5556; grosvenor:1.5556; tabtouch:1.5556; unibet_nl:1.5556; draftkings:1.5544; bovada:1.5544; leovegas_se:1.5456; fanduel:1.5435; betsson:1.5415; nordicbet:1.5415; winamax_de:1.54; betvictor:1.5355; betclic_fr:1.5314; leovegas:1.5302; pointsbetau:1.5203; paddypower:1.5041; sport888:1.5041; williamhill:1.5041; betway:1.5041; virginbet:1.4796; ladbrokes_uk:1.4712; coral:1.4712; skybet:1.4573; winamax_fr:1.4542
SC Preußen Münster vs Hertha Berlin,2026-03-08 07:30:00,X2,1.4738,1.3839,,,,,0.0004389387805732888,36,0.022055155008969946,0.015613096409321884,betfair_ex_eu,36,0.0899,3.07,0.64,Bundesliga 2,Doble Chance,10.875,betfair_ex_eu:1.4738; betfair_ex_uk:1.4738; betfair_ex_au:1.4738; smarkets:1.4583; pinnacle:1.4376; codere_it:1.4084; unibet_uk:1.4084; betvictor:1.4; draftkings:1.3983; pointsbetau:1.3896; betsson:1.3896; nordicbet:1.3896; tipico_de:1.3895; fanduel:1.3895; unibet:1.3879; unibet_se:1.3879; casumo:1.3879; grosvenor:1.3879; tabtouch:1.3879; unibet_nl:1.3879; winamax_de:1.3879; betmgm:1.3827; bovada:1.3811; betway:1.3805; leovegas_se:1.38; leovegas:1.3728; marathonbet:1.3665; paddypower:1.3468; sport888:1.3468; williamhill:1.3468; betclic_fr:1.3436; virginbet:1.3279; skybet:1.3204; winamax_fr:1.32; ladbrokes_uk:1.3037; coral:1.3037
