Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas
AEL vs OFI Crete,2025-11-24 13:00:00,Super League,Goles (Over/Under),Over 2.5,2.04,pinnacle,2,0.7049,0.07,3.55,3.66,1.97,pinnacle:2.04; codere_it:1.9
AEL vs OFI Crete,2025-11-24 13:00:00,Super League,Goles (Over/Under),Under 2.5,1.83,pinnacle,2,0.7049,0.025,1.39,3.66,1.805,pinnacle:1.83; codere_it:1.78
Stade de Reims vs Montpellier,2025-11-24 14:45:00,Ligue 2,Doble Chance,1X,1.3,pinnacle,4,0.6787,0.0225,1.16,4.45,1.2775,pinnacle:1.3; betsson:1.28; codere_it:1.27; marathonbet:1.26
Internacional vs Santos,2025-11-24 19:00:00,Brasileirão,Doble Chance,1X,1.32,pinnacle,5,0.648,0.0253,1.18,3.75,1.2947,pinnacle:1.32; bwin:1.3037; betsson:1.29; marathonbet:1.28; codere_it:1.28
Internacional vs Santos,2025-11-24 19:00:00,Brasileirão,Doble Chance,X2,1.7,pinnacle,5,0.648,0.0463,1.61,3.75,1.6537,pinnacle:1.7; codere_it:1.66; bwin:1.6485; marathonbet:1.64; betsson:1.62
Pogoń Szczecin vs Zagłębie Lubin,2025-11-24 13:00:00,Ekstraklasa,Doble Chance,1X,1.23,pinnacle,4,0.633,0.015,1.23,4.66,1.215,pinnacle:1.23; betsson:1.23; marathonbet:1.2; codere_it:1.2
Pogoń Szczecin vs Zagłębie Lubin,2025-11-24 13:00:00,Ekstraklasa,Doble Chance,X2,1.96,pinnacle,4,0.633,0.075,2.97,4.66,1.885,pinnacle:1.96; marathonbet:1.91; betsson:1.86; codere_it:1.81
Ñublense vs Huachipato,2025-11-24 18:00:00,Primera División,Goles (Over/Under),Over 2.5,1.94,pinnacle,3,0.6231,0.0367,1.38,3.9,1.9033,pinnacle:1.94; codere_it:1.89; betsson:1.88
Ñublense vs Huachipato,2025-11-24 18:00:00,Primera División,Goles (Over/Under),Under 2.5,1.91,pinnacle,3,0.6231,0.05,2.01,3.9,1.86,pinnacle:1.91; betsson:1.85; codere_it:1.82
AEL vs OFI Crete,2025-11-24 13:00:00,Super League,Doble Chance,1X,1.35,pinnacle,2,0.6185,0.015,1.12,4.43,1.335,pinnacle:1.35; codere_it:1.32
AEL vs OFI Crete,2025-11-24 13:00:00,Super League,Doble Chance,X2,1.61,pinnacle,2,0.6185,0.03,1.9,4.43,1.58,pinnacle:1.61; codere_it:1.55
Mirassol vs Ceará,2025-11-24 17:00:00,Brasileirão,Doble Chance,X2,2.29,pinnacle,4,0.5784,0.1075,2.87,3.89,2.1825,pinnacle:2.29; codere_it:2.16; betsson:2.14; marathonbet:2.14
Ñublense vs Huachipato,2025-11-24 18:00:00,Primera División,Doble Chance,1X,1.31,pinnacle,4,0.5425,0.02,1.23,4.59,1.29,pinnacle:1.31; betsson:1.3; marathonbet:1.28; codere_it:1.27
Ñublense vs Huachipato,2025-11-24 18:00:00,Primera División,Doble Chance,X2,1.76,pinnacle,4,0.5425,0.0675,2.55,4.59,1.6925,pinnacle:1.76; betsson:1.7; marathonbet:1.66; codere_it:1.65
Racing Club vs River Plate,2025-11-24 17:15:00,Primera División,Doble Chance,1X,1.47,pinnacle,4,0.5333,0.029,2.01,3.9,1.441,pinnacle:1.47; betsson:1.47; bwin:1.414; marathonbet:1.41
Racing Club vs River Plate,2025-11-24 17:15:00,Primera División,Doble Chance,X2,1.46,pinnacle,4,0.5333,0.0167,0.75,3.9,1.4433,pinnacle:1.46; bwin:1.4431; betsson:1.44; marathonbet:1.43
Randers FC vs OB Odense BK,2025-11-24 13:00:00,Superliga,Doble Chance,1X,1.39,pinnacle,3,0.5052,0.0167,0.91,3.84,1.3733,pinnacle:1.39; betsson:1.37; marathonbet:1.36
Randers FC vs OB Odense BK,2025-11-24 13:00:00,Superliga,Doble Chance,X2,1.66,pinnacle,3,0.5052,0.0333,1.53,3.84,1.6267,pinnacle:1.66; betsson:1.62; marathonbet:1.6
Deportivo Riestra vs Barracas Central,2025-11-24 15:00:00,Primera División,Doble Chance,X2,1.71,pinnacle,4,0.4704,0.0429,2.28,4.06,1.6671,pinnacle:1.71; betsson:1.7; marathonbet:1.63; bwin:1.6286
Slavia Praha vs Athletic Bilbao,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Over 2.5,2.07,pinnacle,3,0.4102,0.0333,1.16,2.95,2.0367,pinnacle:2.07; betsson:2.02; codere_it:2.02
Chelsea vs Barcelona,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Over 3.5,2.05,pinnacle,3,0.4028,0.01,0.69,2.83,2.04,pinnacle:2.05; codere_it:2.05; betsson:2.02
Chelsea vs Barcelona,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Under 3.5,1.85,pinnacle,3,0.4028,0.03,1.19,2.83,1.82,pinnacle:1.85; codere_it:1.81; betsson:1.8
SC Bastia vs Stade Lavallois,2025-11-25 14:00:00,Ligue 2,Doble Chance,X2,1.76,pinnacle,5,0.3975,0.0889,2.74,5.61,1.6711,pinnacle:1.76; bwin:1.6657; betsson:1.65; marathonbet:1.65; codere_it:1.63
Torino vs Como,2025-11-24 12:30:00,Serie A,Doble Chance,1X,1.68,marathonbet,4,0.3952,0.0125,0.78,2.91,1.6675,marathonbet:1.68; pinnacle:1.68; codere_it:1.66; betsson:1.65
Torino vs Como,2025-11-24 12:30:00,Serie A,Doble Chance,X2,1.35,marathonbet,4,0.3952,0.025,1.36,2.91,1.325,marathonbet:1.35; codere_it:1.33; pinnacle:1.32; betsson:1.3
Motherwell vs Hibernian,2025-11-25 14:45:00,Premiership,Goles (Over/Under),Over 2.5,1.91,pinnacle,3,0.3933,0.0433,2.24,4.17,1.8667,pinnacle:1.91; betsson:1.88; codere_it:1.81
Volos FC vs Levadiakos,2025-11-24 11:00:00,Super League,Goles (Over/Under),Over 2.5,2.21,betsson,2,0.3665,0.045,2.08,5.13,2.165,betsson:2.21; codere_it:2.12
Volos FC vs Levadiakos,2025-11-24 11:00:00,Super League,Goles (Over/Under),Under 2.5,1.67,betsson,2,0.3665,0.025,1.52,5.13,1.645,betsson:1.67; codere_it:1.62
Espanyol vs Sevilla,2025-11-24 15:00:00,La Liga,Goles (Over/Under),Over 2.5,2.22,codere_it,2,0.3643,0.05,2.3,3.87,2.17,codere_it:2.22; betsson:2.12
Espanyol vs Sevilla,2025-11-24 15:00:00,La Liga,Goles (Over/Under),Under 2.5,1.7,codere_it,2,0.3643,0.01,0.59,3.87,1.69,codere_it:1.7; betsson:1.68
Espanyol vs Sevilla,2025-11-24 15:00:00,La Liga,Doble Chance,1X,1.3,marathonbet,4,0.3544,0.0175,0.85,2.85,1.2825,marathonbet:1.3; betsson:1.28; codere_it:1.28; pinnacle:1.27
Motherwell vs Hibernian,2025-11-25 14:45:00,Premiership,Doble Chance,1X,1.53,pinnacle,5,0.3333,0.0296,1.1,4.92,1.5004,pinnacle:1.53; betsson:1.5; codere_it:1.5; bwin:1.4918; marathonbet:1.48
Norwich City vs Oxford United,2025-11-25 14:45:00,Championship,Goles (Over/Under),Under 2.5,1.93,pinnacle,3,0.3333,0.0467,1.8,4.17,1.8833,pinnacle:1.93; codere_it:1.87; betsson:1.85
Grêmio vs Palmeiras,2025-11-25 19:30:00,Brasileirão,Doble Chance,X2,1.39,pinnacle,4,0.3241,0.0225,1.08,4.69,1.3675,pinnacle:1.39; betsson:1.37; codere_it:1.36; marathonbet:1.35
Manchester City vs Bayer Leverkusen,2025-11-25 15:00:00,Champions League,Doble Chance,1X,1.05,marathonbet,5,0.2937,0.0071,0.59,3.2,1.0429,marathonbet:1.05; codere_it:1.05; pinnacle:1.04; betsson:1.04; bwin:1.0343
Manchester City vs Bayer Leverkusen,2025-11-25 15:00:00,Champions League,Doble Chance,X2,4.31,marathonbet,5,0.2937,0.0508,0.92,3.2,4.2592,marathonbet:4.31; betsson:4.28; codere_it:4.28; bwin:4.2162; pinnacle:4.21
Sassuolo vs Pisa,2025-11-24 14:45:00,Serie A,Doble Chance,X2,1.8,pinnacle,4,0.2831,0.0325,2.24,3.32,1.7675,pinnacle:1.8; codere_it:1.79; marathonbet:1.78; betsson:1.7
Torino vs Como,2025-11-24 12:30:00,Serie A,Goles (Over/Under),Over 2.5,2.34,codere_it,2,0.2794,0.03,1.3,4.08,2.31,codere_it:2.34; betsson:2.28
Torino vs Como,2025-11-24 12:30:00,Serie A,Goles (Over/Under),Under 2.5,1.63,codere_it,2,0.2794,0.015,0.93,4.08,1.615,codere_it:1.63; betsson:1.6
Union Santa Fe vs Gimnasia La Plata,2025-11-24 20:00:00,Primera División,Doble Chance,1X,1.16,pinnacle,3,0.2787,0.01,0.71,4.45,1.15,pinnacle:1.16; betsson:1.15; marathonbet:1.14
Union Santa Fe vs Gimnasia La Plata,2025-11-24 20:00:00,Primera División,Doble Chance,X2,2.16,pinnacle,3,0.2787,0.04,2.04,4.45,2.12,pinnacle:2.16; betsson:2.14; marathonbet:2.06
Manchester City vs Bayer Leverkusen,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Over 3.5,1.96,pinnacle,3,0.2722,0.01,0.42,3.38,1.95,pinnacle:1.96; betsson:1.95; codere_it:1.94
Manchester City vs Bayer Leverkusen,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Under 3.5,1.91,pinnacle,3,0.2722,0.0233,1.39,3.38,1.8867,pinnacle:1.91; codere_it:1.9; betsson:1.85
Luton vs Huddersfield Town,2025-11-25 14:45:00,League 1,Goles (Over/Under),Under 2.5,1.89,pinnacle,3,0.2691,0.04,1.77,4.72,1.85,pinnacle:1.89; betsson:1.85; codere_it:1.81
Southampton vs Leicester City,2025-11-25 15:00:00,Championship,Goles (Over/Under),Under 2.5,1.99,pinnacle,3,0.2668,0.0367,1.47,4.31,1.9533,pinnacle:1.99; betsson:1.95; codere_it:1.92
Deportivo Riestra vs Barracas Central,2025-11-24 15:00:00,Primera División,Doble Chance,1X,1.26,betsson,4,0.2568,0.0186,1.14,4.75,1.2414,betsson:1.26; pinnacle:1.25; marathonbet:1.23; bwin:1.2255
Manchester United vs Everton,2025-11-24 15:00:00,EPL,Doble Chance,1X,1.24,marathonbet,4,0.2543,0.0175,0.89,2.91,1.2225,marathonbet:1.24; pinnacle:1.22; codere_it:1.22; betsson:1.21
Sassuolo vs Pisa,2025-11-24 14:45:00,Serie A,Goles (Over/Under),Over 2.5,2.31,codere_it,2,0.2436,0.015,0.65,4.27,2.295,codere_it:2.31; betsson:2.28
Sassuolo vs Pisa,2025-11-24 14:45:00,Serie A,Goles (Over/Under),Under 2.5,1.64,codere_it,2,0.2436,0.02,1.23,4.27,1.62,codere_it:1.64; betsson:1.6
Hull City vs Ipswich Town,2025-11-25 14:45:00,Championship,Goles (Over/Under),Over 2.5,1.85,pinnacle,3,0.2367,0.02,0.77,4.31,1.83,pinnacle:1.85; codere_it:1.82; betsson:1.82
Hull City vs Ipswich Town,2025-11-25 14:45:00,Championship,Goles (Over/Under),Under 2.5,1.99,pinnacle,3,0.2367,0.0167,0.86,4.31,1.9733,pinnacle:1.99; betsson:1.98; codere_it:1.95
Napoli vs Qarabağ FK,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Under 3.5,1.6,codere_it,2,0.2331,0.025,1.59,3.99,1.575,codere_it:1.6; betsson:1.55
Ajax vs Benfica,2025-11-25 12:45:00,Champions League,Goles (Over/Under),Over 2.5,1.74,codere_it,2,0.2236,0.01,0.58,3.98,1.73,codere_it:1.74; betsson:1.72
Ajax vs Benfica,2025-11-25 12:45:00,Champions League,Goles (Over/Under),Under 2.5,2.15,codere_it,2,0.2236,0.025,1.18,3.98,2.125,codere_it:2.15; betsson:2.1
Middlesbrough vs Coventry City,2025-11-25 14:45:00,Championship,Goles (Over/Under),Under 2.5,2.01,pinnacle,3,0.2136,0.0367,1.67,4.4,1.9733,pinnacle:2.01; betsson:1.98; codere_it:1.93
Luton vs Huddersfield Town,2025-11-25 14:45:00,League 1,Doble Chance,X2,1.69,pinnacle,4,0.1968,0.0325,1.31,5.54,1.6575,pinnacle:1.69; betsson:1.66; codere_it:1.65; marathonbet:1.63
Sampdoria vs Juve Stabia,2025-11-24 14:30:00,Serie B,Goles (Over/Under),Over 2.5,2.36,codere_it,2,0.1862,0.005,0.21,6.07,2.355,codere_it:2.36; betsson:2.35
Sampdoria vs Juve Stabia,2025-11-24 14:30:00,Serie B,Goles (Over/Under),Under 2.5,1.57,codere_it,2,0.1862,0.025,1.62,6.07,1.545,codere_it:1.57; betsson:1.52
Atletico Mineiro vs Flamengo,2025-11-25 19:30:00,Brasileirão,Doble Chance,1X,1.95,pinnacle,5,0.183,0.0482,1.71,5.3,1.9018,pinnacle:1.95; betsson:1.91; bwin:1.9091; codere_it:1.89; marathonbet:1.85
Ajax vs Benfica,2025-11-25 12:45:00,Champions League,Doble Chance,1X,1.99,marathonbet,4,0.1761,0.0175,0.91,3.18,1.9725,marathonbet:1.99; pinnacle:1.99; betsson:1.96; codere_it:1.95
Ajax vs Benfica,2025-11-25 12:45:00,Champions League,Doble Chance,X2,1.26,marathonbet,4,0.1761,0.0,0.0,3.18,1.26,marathonbet:1.26; pinnacle:1.26; betsson:1.26; codere_it:1.26
Hull City vs Ipswich Town,2025-11-25 14:45:00,Championship,Doble Chance,X2,1.23,betsson,5,0.1679,0.0114,0.82,5.24,1.2186,betsson:1.23; bwin:1.223; codere_it:1.22; pinnacle:1.22; marathonbet:1.2
Stoke City vs Charlton Athletic,2025-11-25 14:45:00,Championship,Doble Chance,X2,1.88,pinnacle,5,0.1633,0.0427,1.72,5.02,1.8373,pinnacle:1.88; betsson:1.86; codere_it:1.84; bwin:1.8164; marathonbet:1.79
Grêmio vs Palmeiras,2025-11-25 19:30:00,Brasileirão,Goles (Over/Under),Over 2.5,2.14,codere_it,2,0.1593,0.01,0.47,5.9,2.13,codere_it:2.14; betsson:2.12
Grêmio vs Palmeiras,2025-11-25 19:30:00,Brasileirão,Goles (Over/Under),Under 2.5,1.69,codere_it,2,0.1593,0.02,1.2,5.9,1.67,codere_it:1.69; betsson:1.65
Swansea City vs Derby County,2025-11-25 14:45:00,Championship,Doble Chance,1X,1.31,betsson,5,0.1499,0.0221,1.43,5.27,1.2879,betsson:1.31; pinnacle:1.31; codere_it:1.28; marathonbet:1.27; bwin:1.2695
Swansea City vs Derby County,2025-11-25 14:45:00,Championship,Doble Chance,X2,1.68,betsson,5,0.1499,0.0129,0.88,5.27,1.6671,betsson:1.68; pinnacle:1.68; codere_it:1.67; bwin:1.6657; marathonbet:1.64
Manchester United vs Everton,2025-11-24 15:00:00,EPL,Goles (Over/Under),Over 2.5,1.75,codere_it,2,0.1491,0.015,0.86,4.09,1.735,codere_it:1.75; betsson:1.72
Manchester United vs Everton,2025-11-24 15:00:00,EPL,Goles (Over/Under),Under 2.5,2.13,codere_it,2,0.1491,0.005,0.24,4.09,2.125,codere_it:2.13; betsson:2.12
Borussia Dortmund vs Villarreal,2025-11-25 15:00:00,Champions League,Doble Chance,X2,2.05,marathonbet,4,0.1479,0.015,0.81,3.11,2.035,marathonbet:2.05; codere_it:2.05; pinnacle:2.03; betsson:2.01
Southampton vs Leicester City,2025-11-25 15:00:00,Championship,Doble Chance,X2,1.75,betsson,5,0.1453,0.0531,2.37,5.23,1.6969,betsson:1.75; pinnacle:1.74; bwin:1.6746; codere_it:1.67; marathonbet:1.65
Internacional vs Santos,2025-11-24 19:00:00,Brasileirão,Goles (Over/Under),Over 2.5,2.15,codere_it,2,0.144,0.015,0.7,6.04,2.135,codere_it:2.15; betsson:2.12
Internacional vs Santos,2025-11-24 19:00:00,Brasileirão,Goles (Over/Under),Under 2.5,1.68,codere_it,2,0.144,0.015,0.9,6.04,1.665,codere_it:1.68; betsson:1.65
Mirassol vs Ceará,2025-11-24 17:00:00,Brasileirão,Goles (Over/Under),Under 2.5,1.67,codere_it,2,0.1376,0.025,1.52,5.96,1.645,codere_it:1.67; betsson:1.62
Hull City vs Ipswich Town,2025-11-25 14:45:00,Championship,Doble Chance,1X,1.97,pinnacle,5,0.1354,0.0407,1.83,5.39,1.9293,pinnacle:1.97; betsson:1.95; codere_it:1.94; marathonbet:1.92; bwin:1.8667
Marseille vs Newcastle United,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Over 2.5,1.83,codere_it,2,0.133,0.005,0.27,3.91,1.825,codere_it:1.83; betsson:1.82
Marseille vs Newcastle United,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Under 2.5,2.03,codere_it,2,0.133,0.015,0.74,3.91,2.015,codere_it:2.03; betsson:2.0
Borussia Dortmund vs Villarreal,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Over 2.5,1.74,codere_it,2,0.131,0.01,0.58,4.2,1.73,codere_it:1.74; betsson:1.72
Borussia Dortmund vs Villarreal,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Under 2.5,2.14,codere_it,2,0.131,0.01,0.47,4.2,2.13,codere_it:2.14; betsson:2.12
Watford vs Preston North End,2025-11-25 14:45:00,Championship,Doble Chance,X2,1.85,pinnacle,5,0.1274,0.0384,1.5,5.26,1.8116,pinnacle:1.85; betsson:1.83; bwin:1.8082; codere_it:1.8; marathonbet:1.77
Atletico Mineiro vs Flamengo,2025-11-25 19:30:00,Brasileirão,Doble Chance,X2,1.223,bwin,5,0.1257,0.0084,0.7,5.57,1.2146,bwin:1.223; codere_it:1.22; pinnacle:1.22; marathonbet:1.21; betsson:1.2
Grêmio vs Palmeiras,2025-11-25 19:30:00,Brasileirão,Doble Chance,1X,1.57,codere_it,4,0.125,0.0275,1.48,5.52,1.5425,codere_it:1.57; pinnacle:1.56; betsson:1.52; marathonbet:1.52
San Diego FC vs Minnesota United FC,2025-11-24 22:00:00,MLS,Goles (Over/Under),Over 2.5,1.58,betsson,2,0.1236,0.01,0.64,6.39,1.57,betsson:1.58; codere_it:1.56
San Diego FC vs Minnesota United FC,2025-11-24 22:00:00,MLS,Goles (Over/Under),Under 2.5,2.32,betsson,2,0.1236,0.02,0.87,6.39,2.3,betsson:2.32; codere_it:2.28
Bodø/Glimt vs Juventus,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Over 2.5,1.6,codere_it,2,0.1228,0.01,0.63,3.99,1.59,codere_it:1.6; betsson:1.58
Bodø/Glimt vs Juventus,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Under 2.5,2.41,codere_it,2,0.1228,0.005,0.21,3.99,2.405,codere_it:2.41; betsson:2.4
Galatasaray vs Union Saint-Gilloise,2025-11-25 12:45:00,Champions League,Doble Chance,X2,2.45,marathonbet,4,0.1204,0.0325,1.41,3.24,2.4175,marathonbet:2.45; codere_it:2.45; betsson:2.4; pinnacle:2.37
Chelsea vs Barcelona,2025-11-25 15:00:00,Champions League,Doble Chance,X2,1.63,marathonbet,4,0.1156,0.0125,0.8,3.2,1.6175,marathonbet:1.63; codere_it:1.63; pinnacle:1.61; betsson:1.6
Middlesbrough vs Coventry City,2025-11-25 14:45:00,Championship,Doble Chance,1X,1.51,betsson,5,0.1128,0.01,0.73,5.23,1.5,betsson:1.51; pinnacle:1.51; codere_it:1.5; bwin:1.5; marathonbet:1.48
Norwich City vs Oxford United,2025-11-25 14:45:00,Championship,Doble Chance,X2,1.91,pinnacle,5,0.1117,0.0596,2.43,5.28,1.8504,pinnacle:1.91; betsson:1.9; bwin:1.8219; marathonbet:1.81; codere_it:1.81
Watford vs Preston North End,2025-11-25 14:45:00,Championship,Doble Chance,1X,1.25,betsson,5,0.1105,0.0105,0.52,5.34,1.2395,betsson:1.25; codere_it:1.24; pinnacle:1.24; bwin:1.2375; marathonbet:1.23
Espanyol vs Sevilla,2025-11-24 15:00:00,La Liga,Doble Chance,X2,1.83,pinnacle,4,0.1092,0.0275,1.43,3.48,1.8025,pinnacle:1.83; marathonbet:1.81; codere_it:1.81; betsson:1.76
Stade de Reims vs Montpellier,2025-11-24 14:45:00,Ligue 2,Goles (Over/Under),Over 2.5,2.08,betsson,2,0.0934,0.015,0.73,7.6,2.065,betsson:2.08; codere_it:2.05
Stade de Reims vs Montpellier,2025-11-24 14:45:00,Ligue 2,Goles (Over/Under),Under 2.5,1.68,betsson,2,0.0934,0.01,0.6,7.6,1.67,betsson:1.68; codere_it:1.66
Pogoń Szczecin vs Zagłębie Lubin,2025-11-24 13:00:00,Ekstraklasa,Goles (Over/Under),Over 2.5,1.65,betsson,2,0.0913,0.01,0.61,7.78,1.64,betsson:1.65; codere_it:1.63
Pogoń Szczecin vs Zagłębie Lubin,2025-11-24 13:00:00,Ekstraklasa,Goles (Over/Under),Under 2.5,2.12,betsson,2,0.0913,0.015,0.71,7.78,2.105,betsson:2.12; codere_it:2.09
Norwich City vs Oxford United,2025-11-25 14:45:00,Championship,Doble Chance,1X,1.2646,bwin,5,0.0891,0.0137,0.63,5.39,1.2509,bwin:1.2646; codere_it:1.25; betsson:1.25; pinnacle:1.25; marathonbet:1.24
Sassuolo vs Pisa,2025-11-24 14:45:00,Serie A,Doble Chance,1X,1.27,marathonbet,4,0.084,0.0025,0.34,3.93,1.2675,marathonbet:1.27; betsson:1.27; codere_it:1.27; pinnacle:1.26
Sampdoria vs Juve Stabia,2025-11-24 14:30:00,Serie B,Doble Chance,X2,1.46,codere_it,5,0.0828,0.0243,1.14,6.16,1.4357,codere_it:1.46; pinnacle:1.45; bwin:1.4287; betsson:1.42; marathonbet:1.42
SC Bastia vs Stade Lavallois,2025-11-25 14:00:00,Ligue 2,Doble Chance,1X,1.26,marathonbet,5,0.0814,0.0176,1.09,7.25,1.2424,marathonbet:1.26; bwin:1.2519; betsson:1.24; pinnacle:1.24; codere_it:1.22
Slavia Praha vs Athletic Bilbao,2025-11-25 15:00:00,Champions League,Goles (Over/Under),Under 2.5,1.84,codere_it,3,0.0805,0.0233,1.44,3.85,1.8167,codere_it:1.84; pinnacle:1.83; betsson:1.78
Galatasaray vs Union Saint-Gilloise,2025-11-25 12:45:00,Champions League,Doble Chance,1X,1.19,betsson,4,0.0772,0.01,0.6,3.37,1.18,betsson:1.19; marathonbet:1.18; pinnacle:1.18; codere_it:1.17
SC Bastia vs Stade Lavallois,2025-11-25 14:00:00,Ligue 2,Goles (Over/Under),Over 1.5,1.48,betsson,2,0.071,0.005,0.34,7.89,1.475,betsson:1.48; codere_it:1.47
SC Bastia vs Stade Lavallois,2025-11-25 14:00:00,Ligue 2,Goles (Over/Under),Under 1.5,2.48,betsson,2,0.071,0.02,0.81,7.89,2.46,betsson:2.48; codere_it:2.44
Slavia Praha vs Athletic Bilbao,2025-11-25 15:00:00,Champions League,Doble Chance,X2,1.44,marathonbet,4,0.069,0.01,0.49,3.19,1.43,marathonbet:1.44; pinnacle:1.43; codere_it:1.43; betsson:1.42
Atletico Mineiro vs Flamengo,2025-11-25 19:30:00,Brasileirão,Goles (Over/Under),Under 2.5,1.73,codere_it,2,0.0655,0.015,0.87,6.11,1.715,codere_it:1.73; betsson:1.7
Bodø/Glimt vs Juventus,2025-11-25 15:00:00,Champions League,Doble Chance,1X,1.75,pinnacle,4,0.0642,0.015,0.86,3.27,1.735,pinnacle:1.75; marathonbet:1.74; betsson:1.74; codere_it:1.71
Bodø/Glimt vs Juventus,2025-11-25 15:00:00,Champions League,Doble Chance,X2,1.4,pinnacle,4,0.0642,0.005,0.36,3.27,1.395,pinnacle:1.4; betsson:1.4; marathonbet:1.39; codere_it:1.39
Manchester United vs Everton,2025-11-24 15:00:00,EPL,Doble Chance,X2,2.12,pinnacle,4,0.0641,0.0175,0.7,3.43,2.1025,pinnacle:2.12; marathonbet:2.11; codere_it:2.1; betsson:2.08
Peterborough United vs Stevenage,2025-11-25 14:45:00,League 1,Goles (Over/Under),Under 2.5,1.68,codere_it,2,0.0596,0.03,1.82,6.04,1.65,codere_it:1.68; betsson:1.62
