Partido,Fecha_Hora_Colombia,Mercado,Mejor_Cuota,Cuota_Promedio_Mercado,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,Mejor_Casa,Num_Casas,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Liga,Tipo_Mercado,Score_Final,Todas_Las_Cuotas
Bristol City vs Coventry City,2026-03-07 10:00:00,1X,1.9374,1.784,,,,,0.0003472094959918503,37,0.02175162865940609,0.015229895850559614,betfair_ex_eu,37,0.1534,3.91,0.16,Championship,Doble Chance,39.125,betfair_ex_eu:1.9374; betfair_ex_au:1.9374; betfair_ex_uk:1.9374; smarkets:1.9124; skybet:1.8486; leovegas_se:1.8354; pinnacle:1.835; paddypower:1.8247; fanduel:1.8247; betvictor:1.8247; draftkings:1.7997; unibet:1.7853; unibet_nl:1.7853; casumo:1.7853; unibet_se:1.7853; tabtouch:1.7853; grosvenor:1.7853; coolbet:1.7832; betsson:1.78; nordicbet:1.78; codere_it:1.7746; coral:1.7718; betmgm:1.7718; marathonbet:1.77; unibet_uk:1.7617; leovegas:1.7603; betway:1.75; bovada:1.75; tipico_de:1.75; ladbrokes_uk:1.7443; tab:1.7246; virginbet:1.7236; sport888:1.7; williamhill:1.7; betclic_fr:1.6996; winamax_de:1.6716; winamax_fr:1.6101
Bristol City vs Coventry City,2026-03-07 10:00:00,X2,1.348,1.2862,,,,,0.0003952539927719849,37,0.01940414017638795,0.01557670693124172,betfair_ex_eu,37,0.0618,2.5,0.16,Championship,Doble Chance,39.125,betfair_ex_eu:1.348; betfair_ex_au:1.348; betfair_ex_uk:1.348; coolbet:1.3254; smarkets:1.3249; coral:1.3191; betmgm:1.3191; leovegas_se:1.3189; draftkings:1.3127; codere_it:1.3102; unibet_uk:1.3062; pinnacle:1.3041; ladbrokes_uk:1.2982; betsson:1.2928; nordicbet:1.2928; unibet:1.2898; unibet_nl:1.2855; casumo:1.2855; unibet_se:1.2855; grosvenor:1.2855; tabtouch:1.2813; paddypower:1.277; fanduel:1.277; betvictor:1.277; skybet:1.2711; marathonbet:1.2657; leovegas:1.2625; sport888:1.2593; williamhill:1.2593; tab:1.2593; winamax_de:1.2564; betway:1.2523; bovada:1.2523; betclic_fr:1.2499; tipico_de:1.244; virginbet:1.2334; winamax_fr:1.2124
Ipswich Town vs Leicester City,2026-03-07 10:00:00,1X,1.1429,1.0937,,,,,0.0008610554321260451,37,0.01930900433547261,0.015225969714224803,betfair_ex_eu,37,0.0492,2.13,0.32,Championship,Doble Chance,19.3125,betfair_ex_eu:1.1429; betfair_ex_au:1.1429; betfair_ex_uk:1.1429; smarkets:1.1313; draftkings:1.1198; coral:1.1197; leovegas_se:1.114; codere_it:1.114; betmgm:1.1109; pinnacle:1.1103; coolbet:1.108; unibet_uk:1.1025; ladbrokes_uk:1.0967; unibet:1.0966; betsson:1.0912; nordicbet:1.0912; casumo:1.0909; unibet_nl:1.0909; unibet_se:1.0909; grosvenor:1.0909; betway:1.0909; betvictor:1.0909; tabtouch:1.0852; skybet:1.0813; sport888:1.0806; williamhill:1.0806; fanduel:1.0794; marathonbet:1.0794; winamax_de:1.0792; bovada:1.0736; leovegas:1.0735; tipico_de:1.0735; paddypower:1.0678; betclic_fr:1.065; tab:1.0644; winamax_fr:1.0563; virginbet:1.0476
Ipswich Town vs Leicester City,2026-03-07 10:00:00,X2,2.9714,2.7015,,,,,0.0001829549235900242,37,0.01533862057351653,0.011606916391284914,betfair_ex_eu,37,0.2699,4.26,0.32,Championship,Doble Chance,19.3125,betfair_ex_eu:2.9714; betfair_ex_au:2.9714; betfair_ex_uk:2.9714; smarkets:2.9041; pinnacle:2.8311; skybet:2.8298; betsson:2.7478; nordicbet:2.7478; codere_it:2.7451; fanduel:2.7391; paddypower:2.7391; betvictor:2.7391; leovegas_se:2.7357; draftkings:2.7277; marathonbet:2.7159; coolbet:2.7; betmgm:2.6989; unibet_uk:2.6937; coral:2.6937; unibet:2.6591; casumo:2.6591; unibet_nl:2.6591; unibet_se:2.6591; tabtouch:2.6591; grosvenor:2.6591; bovada:2.6591; tab:2.6444; leovegas:2.6239; tipico_de:2.6239; ladbrokes_uk:2.6038; betclic_fr:2.5993; williamhill:2.5988; virginbet:2.5898; winamax_de:2.5848; betway:2.5714; sport888:2.515; winamax_fr:2.4832
RB Leipzig vs Augsburg,2026-03-07 09:30:00,1X,1.1508,1.1079,,,,,0.0007199985578498896,38,0.018310431399489,0.015065352923202208,betfair_ex_eu,38,0.0429,2.02,0.41,Bundesliga,Doble Chance,12.7073,betfair_ex_eu:1.1508; betfair_ex_au:1.1508; betfair_ex_uk:1.1508; smarkets:1.1338; coolbet:1.13; codere_it:1.1277; unibet_nl:1.1277; unibet_se:1.1277; pinnacle:1.1268; winamax_de:1.1262; marathonbet:1.1253; ladbrokes_uk:1.118; coral:1.118; betmgm:1.118; betway:1.118; betclic_fr:1.1177; bovada:1.1144; nordicbet:1.1095; betsson:1.1095; unibet_uk:1.1059; fanduel:1.1059; winamax_fr:1.1046; tipico_de:1.103; skybet:1.0938; pointsbetau:1.0938; grosvenor:1.0938; casumo:1.0938; unibet:1.0938; tabtouch:1.0938; leovegas_se:1.0938; tab:1.0932; draftkings:1.0899; paddypower:1.0813; williamhill:1.0813; leovegas:1.0768; sport888:1.0733; betvictor:1.0733; virginbet:1.0537
RB Leipzig vs Augsburg,2026-03-07 09:30:00,X2,3.0882,2.8429,,,,,0.00018682363359807258,38,0.015374042618473686,0.012371494825111884,betfair_ex_eu,38,0.2453,4.37,0.41,Bundesliga,Doble Chance,12.7073,betfair_ex_eu:3.0882; betfair_ex_au:3.0882; betfair_ex_uk:3.0882; smarkets:3.0194; coolbet:3.0; unibet_se:2.9836; marathonbet:2.949; unibet_nl:2.9372; tipico_de:2.9277; fanduel:2.9167; pinnacle:2.9022; betclic_fr:2.8841; nordicbet:2.8823; betsson:2.8823; grosvenor:2.8723; casumo:2.8723; unibet:2.8723; tabtouch:2.8723; leovegas_se:2.8723; paddypower:2.8298; codere_it:2.8281; skybet:2.8261; pointsbetau:2.8261; winamax_de:2.8142; leovegas:2.7939; bovada:2.7931; betmgm:2.7778; tab:2.7444; winamax_fr:2.7355; unibet_uk:2.7273; ladbrokes_uk:2.7273; coral:2.7273; betway:2.7273; virginbet:2.7149; draftkings:2.6667; williamhill:2.6512; sport888:2.6038; betvictor:2.6038
Levante vs Girona,2026-03-07 10:15:00,X2,1.4891,1.4277,,,,,0.000270406083704278,35,0.017701042200621336,0.01416698755125137,betfair_ex_uk,35,0.0614,2.52,0.49,La Liga,Doble Chance,10.1837,betfair_ex_uk:1.4891; betfair_ex_eu:1.4891; betfair_ex_au:1.4891; unibet_nl:1.484; unibet_se:1.484; smarkets:1.4826; marathonbet:1.4506; coolbet:1.4479; pinnacle:1.4455; tabtouch:1.4428; unibet:1.4428; leovegas_se:1.4428; casumo:1.4428; grosvenor:1.4428; betvictor:1.4407; draftkings:1.4316; codere_it:1.4283; betsson:1.425; betclic_fr:1.4239; fanduel:1.4224; betway:1.4224; bovada:1.4159; unibet_uk:1.4151; paddypower:1.413; leovegas:1.4084; winamax_de:1.4069; skybet:1.4061; coral:1.3969; williamhill:1.3876; tipico_de:1.3876; virginbet:1.3827; ladbrokes_uk:1.3805; betmgm:1.3805; tab:1.3714; winamax_fr:1.3468
1. FC Heidenheim vs TSG Hoffenheim,2026-03-07 09:30:00,1X,2.484,2.3279,,,,,0.00015795651099824803,38,0.014645632945953821,0.012377960208390057,betfair_ex_eu,38,0.1561,3.42,0.5,Bundesliga,Doble Chance,10.1,betfair_ex_eu:2.484; betfair_ex_au:2.484; betfair_ex_uk:2.484; marathonbet:2.4375; smarkets:2.4337; coolbet:2.4231; pinnacle:2.394; fanduel:2.3906; tipico_de:2.3833; betsson:2.3782; nordicbet:2.3782; codere_it:2.3684; skybet:2.3684; betclic_fr:2.3684; winamax_de:2.3489; bovada:2.3434; unibet_uk:2.3404; paddypower:2.3404; unibet_nl:2.3404; unibet_se:2.3404; pointsbetau:2.3118; tab:2.2973; coral:2.2957; betmgm:2.2842; winamax_fr:2.2747; grosvenor:2.2681; casumo:2.2681; unibet:2.2681; tabtouch:2.2681; leovegas_se:2.2681; betway:2.2651; leovegas:2.2541; draftkings:2.2456; williamhill:2.24; betvictor:2.24; ladbrokes_uk:2.2305; sport888:2.1818; virginbet:2.1678
1. FC Heidenheim vs TSG Hoffenheim,2026-03-07 09:30:00,X2,1.2198,1.1716,,,,,0.00042538545661666936,38,0.01710363909643336,0.013259817982539305,betfair_ex_eu,38,0.0482,2.01,0.5,Bundesliga,Doble Chance,10.1,betfair_ex_eu:1.2198; betfair_ex_au:1.2198; betfair_ex_uk:1.2198; smarkets:1.2073; unibet_se:1.2053; unibet_nl:1.2; coolbet:1.1912; pinnacle:1.1899; marathonbet:1.1892; betmgm:1.1841; codere_it:1.1803; coral:1.1787; bovada:1.1769; winamax_de:1.1761; fanduel:1.1749; betclic_fr:1.1749; ladbrokes_uk:1.1736; betway:1.1736; grosvenor:1.1661; casumo:1.1661; unibet:1.1661; tabtouch:1.1661; leovegas_se:1.1661; skybet:1.1639; unibet_uk:1.1625; pointsbetau:1.1608; williamhill:1.1586; winamax_fr:1.1584; tipico_de:1.1571; paddypower:1.1571; betsson:1.1518; nordicbet:1.1518; tab:1.1518; draftkings:1.1501; leovegas:1.1465; sport888:1.1429; betvictor:1.1215; virginbet:1.1195
SC Freiburg vs Bayer Leverkusen,2026-03-07 09:30:00,1X,1.6439,1.5724,,,,,0.0001587421306855002,38,0.014283212582232481,0.010952481921994824,betfair_ex_eu,38,0.0715,2.26,0.51,Bundesliga,Doble Chance,9.8627,betfair_ex_eu:1.6439; betfair_ex_au:1.6439; betfair_ex_uk:1.6439; unibet_se:1.6364; smarkets:1.6298; unibet_nl:1.6214; coolbet:1.5975; pinnacle:1.5975; pointsbetau:1.5938; marathonbet:1.5867; grosvenor:1.5799; tabtouch:1.5799; unibet:1.5799; leovegas_se:1.5799; casumo:1.5799; betclic_fr:1.578; coral:1.5769; tipico_de:1.5714; winamax_de:1.5709; betmgm:1.5709; codere_it:1.5651; bovada:1.563; leovegas:1.5607; betsson:1.5601; nordicbet:1.5601; skybet:1.5592; fanduel:1.5576; ladbrokes_uk:1.5563; unibet_uk:1.5544; betway:1.5435; paddypower:1.5379; winamax_fr:1.5355; sport888:1.5325; williamhill:1.5325; tab:1.5325; draftkings:1.5293; virginbet:1.5102; betvictor:1.5
