Partido,Fecha_Hora_Colombia,Mercado,Mejor_Cuota,Cuota_Promedio_Mercado,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,Mejor_Casa,Num_Casas,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Liga,Tipo_Mercado,Score_Final,Todas_Las_Cuotas
Deportivo La Coruña vs Real Racing Club de Santander,2026-01-25 15:00:00,1X,1.3734,1.2954,,,,,0.0003359240189325954,35,0.018299306646565327,0.01404370602984529,betfair_ex_au,35,0.078,2.43,0.59,La Liga 2,Doble Chance,12.3051,betfair_ex_au:1.3734; betfair_ex_eu:1.3659; betfair_ex_uk:1.3659; smarkets:1.3508; coolbet:1.3395; pinnacle:1.332; draftkings:1.3095; unibet_se:1.3058; unibet_nl:1.3058; unibet:1.3058; nordicbet:1.2984; betsson:1.2984; winamax_de:1.2982; fanduel:1.2982; pointsbetau:1.2982; betvictor:1.2982; betway:1.294; marathonbet:1.2851; codere_it:1.2833; tipico_de:1.2833; betmgm:1.2833; casumo:1.2832; grosvenor:1.2832; tabtouch:1.2832; bovada:1.2757; leovegas_se:1.2721; virginbet:1.2683; leovegas:1.2683; williamhill:1.2679; coral:1.2679; ladbrokes_uk:1.2679; paddypower:1.2645; winamax_fr:1.2571; skybet:1.2571; betclic_fr:1.2501
Deportivo La Coruña vs Real Racing Club de Santander,2026-01-25 15:00:00,X2,1.7874,1.6537,,,,,0.00029211941480958786,35,0.019716474995735988,0.014747570133813137,betfair_ex_au,35,0.1337,3.34,0.59,La Liga 2,Doble Chance,12.3051,betfair_ex_au:1.7874; betfair_ex_eu:1.7746; betfair_ex_uk:1.7746; smarkets:1.7496; pinnacle:1.7343; coolbet:1.6985; unibet_se:1.6874; unibet_nl:1.6874; unibet:1.6874; draftkings:1.675; marathonbet:1.659; tipico_de:1.65; casumo:1.6496; grosvenor:1.6496; tabtouch:1.6496; winamax_de:1.6485; fanduel:1.6485; pointsbetau:1.6485; bovada:1.6374; virginbet:1.6374; leovegas:1.6374; leovegas_se:1.6374; nordicbet:1.6366; betsson:1.6366; betvictor:1.627; betway:1.625; williamhill:1.6246; codere_it:1.6116; betclic_fr:1.6016; paddypower:1.5984; betmgm:1.5984; skybet:1.5866; coral:1.5746; ladbrokes_uk:1.5746; winamax_fr:1.5734
Alavés vs Real Betis,2026-01-25 15:00:00,1X,1.5089,1.4512,,,,,0.00016762710176476578,33,0.014152403233451495,0.01161076057192868,betfair_ex_uk,33,0.0577,2.08,0.52,La Liga,Doble Chance,8.9038,betfair_ex_uk:1.5089; betfair_ex_eu:1.5089; betfair_ex_au:1.5089; smarkets:1.5037; unibet_nl:1.4963; unibet_se:1.4963; bovada:1.4866; coolbet:1.4739; pinnacle:1.4665; marathonbet:1.4622; draftkings:1.4598; leovegas_se:1.4461; casumo:1.4461; tabtouch:1.4461; unibet:1.4461; grosvenor:1.4461; nordicbet:1.4383; betsson:1.4383; tipico_de:1.4374; fanduel:1.4365; codere_it:1.4348; skybet:1.4348; betway:1.4348; leovegas:1.4348; virginbet:1.4348; ladbrokes_uk:1.4348; coral:1.4348; winamax_fr:1.4246; betvictor:1.4246; betclic_fr:1.4211; paddypower:1.4115; williamhill:1.4115; tab:1.3982
Alavés vs Real Betis,2026-01-25 15:00:00,X2,1.5037,1.4407,,,,,0.00018293685682439133,33,0.014706031535135817,0.01229958027401794,betfair_ex_uk,33,0.063,2.14,0.52,La Liga,Doble Chance,8.9038,betfair_ex_uk:1.5037; betfair_ex_eu:1.5037; betfair_ex_au:1.4983; smarkets:1.493; pinnacle:1.4744; coolbet:1.4686; unibet_nl:1.4682; unibet_se:1.4682; marathonbet:1.4622; draftkings:1.4598; nordicbet:1.4489; betsson:1.4489; betclic_fr:1.4483; codere_it:1.4483; fanduel:1.4365; skybet:1.4348; betway:1.4348; ladbrokes_uk:1.4348; coral:1.4348; tab:1.4246; betvictor:1.4246; leovegas_se:1.418; casumo:1.418; tabtouch:1.418; unibet:1.418; grosvenor:1.418; bovada:1.4122; paddypower:1.4115; williamhill:1.4115; tipico_de:1.4115; leovegas:1.4014; virginbet:1.4014; winamax_fr:1.3847
Lille vs Strasbourg,2026-01-25 14:45:00,1X,1.4583,1.3972,,,,,0.0002961797789619599,37,0.018051364968876837,0.013509751489924867,betfair_ex_uk,37,0.0611,2.47,0.83,Ligue 1,Doble Chance,5.5783,betfair_ex_uk:1.4583; betfair_ex_au:1.4583; betfair_ex_eu:1.4583; smarkets:1.4428; pinnacle:1.4412; marathonbet:1.4307; draftkings:1.4239; leovegas_se:1.4237; unibet_nl:1.4237; nordicbet:1.4223; betsson:1.4223; codere_it:1.4103; coolbet:1.4069; winamax_de:1.4069; betclic_fr:1.4051; skybet:1.4; betway:1.4; betvictor:1.4; unibet_uk:1.3983; unibet:1.3896; paddypower:1.3895; tab:1.3895; grosvenor:1.3825; casumo:1.3825; unibet_se:1.3825; tabtouch:1.3825; winamax_fr:1.3811; fanduel:1.3726; sport888:1.3719; williamhill:1.3719; leovegas:1.3707; coral:1.3696; ladbrokes_uk:1.3696; betmgm:1.3696; virginbet:1.3567; tipico_de:1.3554; bovada:1.2774
Boca Juniors vs Deportivo Riestra,2026-01-25 16:30:00,1X,1.1311,1.0915,,,,,0.001220467462775525,24,0.02174664168010855,0.01698386739644876,betfair_ex_uk,24,0.0396,2.36,1.23,Primera División,Doble Chance,4.3902,betfair_ex_uk:1.1311; betfair_ex_eu:1.1311; betfair_ex_au:1.1311; smarkets:1.1267; pinnacle:1.1163; unibet:1.107; unibet_se:1.107; draftkings:1.1029; ladbrokes_uk:1.1027; bovada:1.0978; skybet:1.0932; betmgm:1.0926; nordicbet:1.0886; betsson:1.0886; unibet_uk:1.0886; leovegas_se:1.088; marathonbet:1.0847; winamax_de:1.0791; betway:1.0776; virginbet:1.0639; fanduel:1.0552; betclic_fr:1.0552; paddypower:1.0453; winamax_fr:1.0407
Braga vs Alverca,2026-01-25 15:30:00,1X,1.1425,1.0879,,,,,0.0014257296254547342,36,0.02394703014142803,0.019563521454456143,smarkets,36,0.0546,2.63,1.42,Primeira Liga,Doble Chance,3.7465,smarkets:1.1425; betfair_ex_eu:1.1418; betfair_ex_au:1.1418; betfair_ex_uk:1.1418; pinnacle:1.1326; coral:1.1186; betmgm:1.1141; ladbrokes_uk:1.1141; draftkings:1.1066; coolbet:1.1053; nordicbet:1.0964; betsson:1.0964; unibet_uk:1.0944; skybet:1.0909; marathonbet:1.0909; sport888:1.0909; williamhill:1.0909; tipico_de:1.0906; betway:1.0803; bovada:1.0792; winamax_de:1.0787; betclic_fr:1.0762; pointsbetau:1.075; fanduel:1.0731; paddypower:1.0723; casumo:1.07; grosvenor:1.07; winamax_fr:1.0668; tabtouch:1.0644; betvictor:1.0588; unibet_nl:1.0556; unibet:1.0556; unibet_se:1.0556; leovegas:1.05; leovegas_se:1.05; virginbet:1.0325
Boca Juniors vs Deportivo Riestra,2026-01-25 16:30:00,X2,2.4632,2.2876,,,,,0.00020659019923407952,24,0.016772379978412463,0.013044381973151083,smarkets,24,0.1756,3.89,1.57,Primera División,Doble Chance,3.2229,smarkets:2.4632; betfair_ex_uk:2.4396; betfair_ex_eu:2.4396; betfair_ex_au:2.4396; pinnacle:2.3844; skybet:2.3168; draftkings:2.3168; bovada:2.3043; nordicbet:2.299; betsson:2.299; fanduel:2.2885; marathonbet:2.2759; winamax_de:2.275; ladbrokes_uk:2.275; unibet_uk:2.275; betclic_fr:2.244; unibet:2.2416; unibet_se:2.2416; leovegas_se:2.2021; betmgm:2.2021; paddypower:2.1888; betway:2.1888; winamax_fr:2.1597; virginbet:2.1415
CA Tigre BA vs Estudiantes de Río Cuarto,2026-01-25 19:00:00,1X,1.2283,1.1926,,,,,0.0004805451171293944,23,0.0185507193741216,0.015265153275400813,betfair_ex_au,23,0.0357,2.18,1.82,Primera División,Doble Chance,2.7308,betfair_ex_au:1.2283; betfair_ex_eu:1.2283; betfair_ex_uk:1.2283; ladbrokes_uk:1.2178; betsson:1.2145; nordicbet:1.2145; betmgm:1.2095; smarkets:1.2079; pinnacle:1.2077; unibet:1.2006; fanduel:1.2; skybet:1.197; unibet_se:1.1969; bovada:1.1919; draftkings:1.1837; betway:1.1803; leovegas_se:1.1781; marathonbet:1.1701; paddypower:1.166; winamax_de:1.1624; betclic_fr:1.162; virginbet:1.1594; winamax_fr:1.1248
CA Tigre BA vs Estudiantes de Río Cuarto,2026-01-25 19:00:00,X2,1.8608,1.7598,,,,,0.0002465207943251656,23,0.018290109727875904,0.01506227352656155,betfair_ex_au,23,0.101,3.2,1.82,Primera División,Doble Chance,2.7308,betfair_ex_au:1.8608; betfair_ex_uk:1.8608; betfair_ex_eu:1.8462; pinnacle:1.8084; unibet:1.8013; unibet_se:1.8013; smarkets:1.801; fanduel:1.7838; skybet:1.7836; leovegas_se:1.7755; bovada:1.766; draftkings:1.7635; virginbet:1.7497; marathonbet:1.7482; betway:1.7296; betclic_fr:1.7225; paddypower:1.7155; ladbrokes_uk:1.7143; betsson:1.7085; nordicbet:1.7085; winamax_de:1.6986; betmgm:1.6978; winamax_fr:1.6299
