Partido,Fecha_Hora_Colombia,Mercado,Mejor_Cuota,Cuota_Promedio_Mercado,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,Mejor_Casa,Num_Casas,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Liga,Tipo_Mercado,Score_Final,Todas_Las_Cuotas,APIs_Usadas
Bournemouth vs Tottenham Hotspur,2026-01-07 14:30:00,Over 2.5,1.74,1.7005,1e-05,19,0.003771,0.003428,3.1e-05,19,0.006497,0.0046,toa_betus,19,0.0395,1.1,1017.46,Premier League,Over/Under,,sgo_betparx:1.6993; toa_betmgm:1.6900; toa_betrivers:1.6800; toa_betsson:1.7200; toa_betus:1.7400; toa_casumo:1.7000; toa_codere_it:1.6600; toa_coolbet:1.7300; toa_grosvenor:1.7000; toa_gtbets:1.6900; toa_leovegas:1.7100; toa_leovegas_se:1.7100; toa_mybookieag:1.6900; toa_nordicbet:1.7200; toa_tabtouch:1.7000; toa_tipico_de:1.7000; toa_unibet_nl:1.7000; toa_unibet_se:1.7000; toa_williamhill:1.6700,"SportsGameOdds, THE_ODDS_API"
Fulham vs Chelsea,2026-01-07 14:30:00,Under 2.75,1.88,1.855,1e-05,4,0.003676,0.003143,3e-05,4,0.006384,0.005146,toa_pinnacle,4,0.025,1.18,115.66,Premier League,Over/Under,,toa_betonlineag:1.8600; toa_bovada:1.8200; toa_lowvig:1.8600; toa_pinnacle:1.8800,THE_ODDS_API
Fulham vs Chelsea,2026-01-07 14:30:00,Over 2.75,2.02,2.0075,1e-05,4,0.003676,0.003143,3e-06,4,0.002053,0.00186,toa_bovada,4,0.0125,0.41,99.26,Premier League,Over/Under,,toa_betonlineag:2.0000; toa_bovada:2.0200; toa_lowvig:2.0000; toa_pinnacle:2.0100,THE_ODDS_API
Burnley vs Manchester United,2026-01-07 15:15:00,Over 2.5,1.77,1.7079,8e-06,19,0.003234,0.002541,4.1e-05,19,0.00744,0.005155,toa_coolbet,19,0.0621,1.27,1012.69,Premier League,Over/Under,,sgo_betparx:1.7092; toa_betmgm:1.6900; toa_betrivers:1.7000; toa_betsson:1.7000; toa_betus:1.7400; toa_casumo:1.7100; toa_codere_it:1.6700; toa_coolbet:1.7700; toa_grosvenor:1.7100; toa_gtbets:1.6900; toa_leovegas:1.7200; toa_leovegas_se:1.7200; toa_mybookieag:1.7000; toa_nordicbet:1.7000; toa_tabtouch:1.7100; toa_tipico_de:1.7200; toa_unibet_nl:1.7100; toa_unibet_se:1.7100; toa_williamhill:1.6700,"SportsGameOdds, THE_ODDS_API"
Burnley vs Manchester United,2026-01-07 15:15:00,Under 2.5,2.15,2.1121,8e-06,19,0.003234,0.002541,4e-05,19,0.007455,0.00581,toa_betsson,19,0.0379,1.57,799.8,Premier League,Over/Under,,sgo_betparx:2.1200; toa_betmgm:2.0500; toa_betrivers:2.1200; toa_betsson:2.1500; toa_betus:2.1500; toa_casumo:2.1200; toa_codere_it:2.0300; toa_coolbet:2.1300; toa_grosvenor:2.1200; toa_gtbets:2.0700; toa_leovegas:2.1400; toa_leovegas_se:2.1400; toa_mybookieag:2.0800; toa_nordicbet:2.1500; toa_tabtouch:2.1200; toa_tipico_de:2.1000; toa_unibet_nl:2.1200; toa_unibet_se:2.1200; toa_williamhill:2.1000,"SportsGameOdds, THE_ODDS_API"
Rangers vs Aberdeen,2026-01-06 15:00:00,Under 2.5,2.24,2.1793,8e-06,15,0.003308,0.001995,2.2e-05,15,0.005556,0.004509,toa_codere_it,15,0.0607,1.21,588.39,Scottish Premiership,Over/Under,,toa_betmgm:2.1500; toa_betrivers:2.1700; toa_betsson:2.2200; toa_casumo:2.1700; toa_codere_it:2.2400; toa_grosvenor:2.1700; toa_leovegas:2.1700; toa_leovegas_se:2.1500; toa_nordicbet:2.2200; toa_tabtouch:2.1700; toa_tipico_de:2.2000; toa_unibet:2.1700; toa_unibet_nl:2.1700; toa_unibet_se:2.1700; toa_williamhill:2.1500,THE_ODDS_API
Rangers vs Aberdeen,2026-01-06 15:00:00,Over 2.5,1.65,1.6073,8e-06,15,0.003308,0.001995,3.6e-05,15,0.006815,0.005294,toa_williamhill,15,0.0427,1.1,833.34,Scottish Premiership,Over/Under,,toa_betmgm:1.6200; toa_betrivers:1.6000; toa_betsson:1.6200; toa_casumo:1.6000; toa_codere_it:1.6300; toa_grosvenor:1.6000; toa_leovegas:1.6000; toa_leovegas_se:1.5700; toa_nordicbet:1.6200; toa_tabtouch:1.6000; toa_tipico_de:1.6000; toa_unibet:1.6000; toa_unibet_nl:1.6000; toa_unibet_se:1.6000; toa_williamhill:1.6500,THE_ODDS_API
Napoli vs Hellas Verona,2026-01-07 12:30:00,Over 2.5,2.12,2.0141,8e-06,22,0.003264,0.002171,5.7e-05,22,0.008869,0.007018,toa_coolbet,22,0.1059,1.79,992.66,Serie A,Over/Under,,sgo_betparx:2.0000; toa_betmgm:1.9800; toa_betonlineag:2.0500; toa_betrivers:2.0000; toa_betsson:1.9800; toa_betus:2.0500; toa_bovada:2.0500; toa_casumo:2.0000; toa_codere_it:1.9600; toa_coolbet:2.1200; toa_grosvenor:2.0200; toa_gtbets:2.0100; toa_leovegas:1.9700; toa_leovegas_se:2.0200; toa_lowvig:2.0500; toa_nordicbet:1.9800; toa_pinnacle:2.0700; toa_tabtouch:2.0000; toa_tipico_de:2.0000; toa_unibet_nl:2.0000; toa_unibet_se:2.0000; toa_williamhill:2.0000,"SportsGameOdds, THE_ODDS_API"
Napoli vs Hellas Verona,2026-01-07 12:30:00,Under 2.5,1.83,1.7727,8e-06,22,0.003264,0.002171,5.2e-05,22,0.008404,0.006455,toa_pinnacle,22,0.0573,1.49,1141.33,Serie A,Over/Under,,sgo_betparx:1.7692; toa_betmgm:1.7400; toa_betonlineag:1.8000; toa_betrivers:1.7600; toa_betsson:1.7800; toa_betus:1.8000; toa_bovada:1.8000; toa_casumo:1.7700; toa_codere_it:1.7200; toa_coolbet:1.7900; toa_grosvenor:1.7800; toa_gtbets:1.7300; toa_leovegas:1.7500; toa_leovegas_se:1.7900; toa_lowvig:1.8000; toa_nordicbet:1.7800; toa_pinnacle:1.8300; toa_tabtouch:1.7700; toa_tipico_de:1.7700; toa_unibet_nl:1.7700; toa_unibet_se:1.7700; toa_williamhill:1.7300,"SportsGameOdds, THE_ODDS_API"
Crystal Palace vs Aston Villa,2026-01-07 14:30:00,Under 2.5,1.94,1.8816,5e-06,23,0.002623,0.002401,4.4e-05,23,0.0078,0.005106,toa_pinnacle,23,0.0584,1.47,1122.62,Premier League,Over/Under,,sgo_betparx:1.8772; toa_betmgm:1.8300; toa_betonlineag:1.9300; toa_betrivers:1.8700; toa_betsson:1.8800; toa_betus:1.9100; toa_bovada:1.8900; toa_casumo:1.8800; toa_codere_it:1.8200; toa_coolbet:1.9000; toa_grosvenor:1.8800; toa_gtbets:1.8800; toa_leovegas:1.8800; toa_leovegas_se:1.8800; toa_lowvig:1.9300; toa_mybookieag:1.8600; toa_nordicbet:1.8800; toa_pinnacle:1.9400; toa_tabtouch:1.8800; toa_tipico_de:1.8700; toa_unibet_nl:1.8800; toa_unibet_se:1.8800; toa_williamhill:1.8500,"SportsGameOdds, THE_ODDS_API"
Crystal Palace vs Aston Villa,2026-01-07 14:30:00,Over 2.5,1.96,1.9095,5e-06,23,0.002623,0.002401,4.8e-05,23,0.008132,0.006466,toa_coolbet,23,0.0505,1.55,1104.82,Premier League,Over/Under,,sgo_betparx:1.9174; toa_betmgm:1.8700; toa_betonlineag:1.9300; toa_betrivers:1.9100; toa_betsson:1.9200; toa_betus:1.9100; toa_bovada:1.9300; toa_casumo:1.9200; toa_codere_it:1.8400; toa_coolbet:1.9600; toa_grosvenor:1.9200; toa_gtbets:1.8800; toa_leovegas:1.9300; toa_leovegas_se:1.9300; toa_lowvig:1.9300; toa_mybookieag:1.8800; toa_nordicbet:1.9200; toa_pinnacle:1.9400; toa_tabtouch:1.9200; toa_tipico_de:1.8700; toa_unibet_nl:1.9200; toa_unibet_se:1.9200; toa_williamhill:1.8500,"SportsGameOdds, THE_ODDS_API"
Fulham vs Chelsea,2026-01-07 14:30:00,Under 2.5,2.07,2.0216,5e-06,19,0.002542,0.001858,3.5e-05,19,0.006955,0.005117,toa_coolbet,19,0.0484,1.41,840.04,Premier League,Over/Under,,sgo_betparx:2.0200; toa_betmgm:1.9800; toa_betrivers:2.0200; toa_betsson:2.0500; toa_betus:2.0500; toa_casumo:2.0200; toa_codere_it:1.9500; toa_coolbet:2.0700; toa_grosvenor:2.0200; toa_gtbets:2.0000; toa_leovegas:2.0400; toa_leovegas_se:2.0400; toa_mybookieag:1.9900; toa_nordicbet:2.0500; toa_tabtouch:2.0200; toa_tipico_de:2.0500; toa_unibet_nl:2.0200; toa_unibet_se:2.0200; toa_williamhill:2.0000,"SportsGameOdds, THE_ODDS_API"
Fulham vs Chelsea,2026-01-07 14:30:00,Over 2.5,1.82,1.7799,5e-06,19,0.002542,0.001858,3.8e-05,19,0.007219,0.005697,toa_coolbet,19,0.0401,1.28,967.67,Premier League,Over/Under,,sgo_betparx:1.7874; toa_betmgm:1.7400; toa_betrivers:1.7800; toa_betsson:1.7800; toa_betus:1.8000; toa_casumo:1.7900; toa_codere_it:1.7300; toa_coolbet:1.8200; toa_grosvenor:1.7900; toa_gtbets:1.7900; toa_leovegas:1.8000; toa_leovegas_se:1.8000; toa_mybookieag:1.7600; toa_nordicbet:1.7800; toa_tabtouch:1.7900; toa_tipico_de:1.7500; toa_unibet_nl:1.7900; toa_unibet_se:1.7900; toa_williamhill:1.7500,"SportsGameOdds, THE_ODDS_API"
Burnley vs Manchester United,2026-01-07 15:15:00,Under 2.75,1.94,1.9175,3e-06,4,0.001965,0.001639,1.7e-05,4,0.004875,0.003771,toa_pinnacle,4,0.0225,0.93,108.62,Premier League,Over/Under,,toa_betonlineag:1.9200; toa_bovada:1.8900; toa_lowvig:1.9200; toa_pinnacle:1.9400,THE_ODDS_API
Burnley vs Manchester United,2026-01-07 15:15:00,Over 2.75,1.94,1.9325,3e-06,4,0.001965,0.001639,1e-06,4,0.001156,0.001002,toa_pinnacle,4,0.0075,0.22,106.99,Premier League,Over/Under,,toa_betonlineag:1.9300; toa_bovada:1.9300; toa_lowvig:1.9300; toa_pinnacle:1.9400,THE_ODDS_API
Bournemouth vs Tottenham Hotspur,2026-01-07 14:30:00,Over 2.75,1.94,1.9175,3e-06,4,0.001965,0.001639,1.7e-05,4,0.004875,0.003771,toa_pinnacle,4,0.0225,0.93,108.62,Premier League,Over/Under,,toa_betonlineag:1.9200; toa_bovada:1.8900; toa_lowvig:1.9200; toa_pinnacle:1.9400,THE_ODDS_API
Bournemouth vs Tottenham Hotspur,2026-01-07 14:30:00,Under 2.75,1.94,1.9325,3e-06,4,0.001965,0.001639,1e-06,4,0.001156,0.001002,toa_pinnacle,4,0.0075,0.22,106.99,Premier League,Over/Under,,toa_betonlineag:1.9300; toa_bovada:1.9300; toa_lowvig:1.9300; toa_pinnacle:1.9400,THE_ODDS_API
Parma vs Inter Milan,2026-01-07 14:45:00,Under 2.75,2.08,2.0525,1e-06,4,0.001187,0.001174,1.1e-05,4,0.003862,0.003236,toa_pinnacle,4,0.0275,0.79,94.9,Serie A,Over/Under,,toa_betonlineag:2.0400; toa_bovada:2.0500; toa_lowvig:2.0400; toa_pinnacle:2.0800,THE_ODDS_API
Parma vs Inter Milan,2026-01-07 14:45:00,Over 2.75,1.83,1.8125,1e-06,4,0.001187,0.001174,8e-06,4,0.003304,0.002648,toa_pinnacle,4,0.0175,0.6,120.7,Serie A,Over/Under,,toa_betonlineag:1.8100; toa_bovada:1.8000; toa_lowvig:1.8100; toa_pinnacle:1.8300,THE_ODDS_API
Newcastle United vs Leeds United,2026-01-07 15:15:00,Under 2.75,1.86,1.8467,0.0,3,0.000693,0.000654,6e-06,3,0.002755,0.002597,toa_pinnacle,3,0.0133,0.51,62.46,Premier League,Over/Under,,toa_betonlineag:1.8400; toa_lowvig:1.8400; toa_pinnacle:1.8600,THE_ODDS_API
Newcastle United vs Leeds United,2026-01-07 15:15:00,Over 2.75,2.04,2.0333,0.0,3,0.000693,0.000654,1e-06,3,0.001138,0.001073,toa_pinnacle,3,0.0067,0.23,47.54,Premier League,Over/Under,,toa_betonlineag:2.0300; toa_lowvig:2.0300; toa_pinnacle:2.0400,THE_ODDS_API
Lazio vs Fiorentina,2026-01-07 14:45:00,Over 2.25,2.04,2.015,0.0,4,0.000791,0.00059,1e-05,4,0.00367,0.003055,toa_pinnacle,4,0.025,0.74,98.52,Serie A,Over/Under,,toa_betonlineag:2.0100; toa_bovada:2.0000; toa_lowvig:2.0100; toa_pinnacle:2.0400,THE_ODDS_API
Lazio vs Fiorentina,2026-01-07 14:45:00,Under 2.25,1.85,1.835,0.0,4,0.000791,0.00059,5e-06,4,0.002558,0.002215,toa_pinnacle,4,0.015,0.47,117.99,Serie A,Over/Under,,toa_betonlineag:1.8300; toa_bovada:1.8300; toa_lowvig:1.8300; toa_pinnacle:1.8500,THE_ODDS_API
