Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas
Gent vs Royal Antwerp,2025-12-14 07:30:00,Belgium First Div,Goles (Over/Under),Over 2.5,1.88,pinnacle,2,0.4012,0.025,1.35,3.44,1.855,pinnacle:1.88; betsson:1.83
Gent vs Royal Antwerp,2025-12-14 07:30:00,Belgium First Div,Goles (Over/Under),Under 2.5,1.99,pinnacle,2,0.4012,0.025,1.27,3.44,1.965,pinnacle:1.99; betsson:1.94
Moreirense FC vs Benfica,2025-12-14 13:00:00,Primeira Liga,Doble Chance,1X,3.22,pinnacle,3,0.3982,0.1733,4.16,4.57,3.0467,pinnacle:3.22; betsson:3.0; marathonbet:2.92
Moreirense FC vs Benfica,2025-12-14 13:00:00,Primeira Liga,Doble Chance,X2,1.07,pinnacle,3,0.3982,0.01,0.77,4.57,1.06,pinnacle:1.07; marathonbet:1.06; betsson:1.05
Atromitos Athens vs PAOK Thessaloniki,2025-12-14 11:00:00,Super League,Doble Chance,1X,2.82,pinnacle,3,0.3972,0.11,3.85,4.96,2.71,pinnacle:2.82; betsson:2.74; codere_it:2.57
Atromitos Athens vs PAOK Thessaloniki,2025-12-14 11:00:00,Super League,Doble Chance,X2,1.1,pinnacle,3,0.3972,0.0167,1.57,4.96,1.0833,pinnacle:1.1; betsson:1.09; codere_it:1.06
Atromitos Athens vs PAOK Thessaloniki,2025-12-14 11:00:00,Super League,Goles (Over/Under),Over 2.5,1.81,betsson,2,0.396,0.03,1.69,5.0,1.78,betsson:1.81; codere_it:1.75
Atromitos Athens vs PAOK Thessaloniki,2025-12-14 11:00:00,Super League,Goles (Over/Under),Under 2.5,2.01,betsson,2,0.396,0.04,2.03,5.0,1.97,betsson:2.01; codere_it:1.93
Crystal Palace vs Manchester City,2025-12-14 09:00:00,EPL,Goles (Over/Under),Over 2.5,1.68,betsson,2,0.3936,0.03,1.82,4.98,1.65,betsson:1.68; codere_it:1.62
Crystal Palace vs Manchester City,2025-12-14 09:00:00,EPL,Goles (Over/Under),Under 2.5,2.2,betsson,2,0.3936,0.04,1.85,4.98,2.16,betsson:2.2; codere_it:2.12
Lyon vs Le Havre,2025-12-14 09:00:00,Ligue 1,Doble Chance,1X,1.17,marathonbet,4,0.393,0.0125,0.72,3.13,1.1575,marathonbet:1.17; pinnacle:1.16; betsson:1.15; codere_it:1.15
Lyon vs Le Havre,2025-12-14 09:00:00,Ligue 1,Doble Chance,X2,2.39,marathonbet,4,0.393,0.035,1.29,3.13,2.355,marathonbet:2.39; pinnacle:2.38; codere_it:2.33; betsson:2.32
Panathinaikos vs Volos FC,2025-12-14 14:00:00,Super League,Doble Chance,1X,1.05,pinnacle,3,0.3881,0.0167,1.64,5.23,1.0333,pinnacle:1.05; betsson:1.04; codere_it:1.01
Panathinaikos vs Volos FC,2025-12-14 14:00:00,Super League,Doble Chance,X2,3.46,pinnacle,3,0.3881,0.2,5.01,5.23,3.26,pinnacle:3.46; betsson:3.26; codere_it:3.06
Genk vs Westerlo,2025-12-14 13:15:00,Belgium First Div,Doble Chance,1X,1.23,pinnacle,3,0.3826,0.0167,1.4,4.26,1.2133,pinnacle:1.23; betsson:1.22; marathonbet:1.19
Genk vs Westerlo,2025-12-14 13:15:00,Belgium First Div,Doble Chance,X2,2.15,pinnacle,3,0.3826,0.03,1.68,4.26,2.12,pinnacle:2.15; marathonbet:2.14; betsson:2.07
Dender vs Club Brugge,2025-12-14 10:00:00,Belgium First Div,Doble Chance,1X,2.37,pinnacle,3,0.3797,0.0367,1.41,4.24,2.3333,pinnacle:2.37; marathonbet:2.34; betsson:2.29
Dender vs Club Brugge,2025-12-14 10:00:00,Belgium First Div,Doble Chance,X2,1.19,pinnacle,3,0.3797,0.0267,2.14,4.24,1.1633,pinnacle:1.19; betsson:1.17; marathonbet:1.13
Strasbourg vs Lorient,2025-12-14 11:15:00,Ligue 1,Doble Chance,X2,2.18,marathonbet,4,0.3758,0.05,1.72,3.06,2.13,marathonbet:2.18; pinnacle:2.15; codere_it:2.1; betsson:2.09
Getafe vs Espanyol,2025-12-13 15:00:00,La Liga,Goles (Over/Under),Over 1.5,1.78,codere_it,2,0.3737,0.015,0.85,3.8,1.765,codere_it:1.78; betsson:1.75
Getafe vs Espanyol,2025-12-13 15:00:00,La Liga,Goles (Over/Under),Under 1.5,2.1,codere_it,2,0.3737,0.04,1.94,3.8,2.06,codere_it:2.1; betsson:2.02
Sunderland vs Newcastle United,2025-12-14 09:00:00,EPL,Goles (Over/Under),Over 2.5,2.05,pinnacle,3,0.3675,0.0133,0.93,2.83,2.0367,pinnacle:2.05; betsson:2.05; codere_it:2.01
Sunderland vs Newcastle United,2025-12-14 09:00:00,EPL,Goles (Over/Under),Under 2.5,1.85,pinnacle,3,0.3675,0.0233,1.81,2.83,1.8267,pinnacle:1.85; codere_it:1.85; betsson:1.78
Sevilla vs Oviedo,2025-12-14 08:00:00,La Liga,Goles (Over/Under),Over 2.5,2.27,codere_it,2,0.3613,0.025,1.11,3.93,2.245,codere_it:2.27; betsson:2.22
Sevilla vs Oviedo,2025-12-14 08:00:00,La Liga,Goles (Over/Under),Under 2.5,1.67,codere_it,2,0.3613,0.025,1.52,3.93,1.645,codere_it:1.67; betsson:1.62
Celta Vigo vs Athletic Bilbao,2025-12-14 10:15:00,La Liga,Doble Chance,X2,1.48,marathonbet,4,0.3583,0.0175,0.89,3.07,1.4625,marathonbet:1.48; pinnacle:1.47; codere_it:1.45; betsson:1.45
Udinese vs Napoli,2025-12-14 09:00:00,Serie A,Goles (Over/Under),Under 2.5,1.62,codere_it,2,0.3342,0.035,2.21,3.92,1.585,codere_it:1.62; betsson:1.55
Aris Thessaloniki vs Olympiakos Piraeus,2025-12-14 13:00:00,Super League,Doble Chance,1X,2.8,pinnacle,3,0.3327,0.17,5.13,5.2,2.63,pinnacle:2.8; betsson:2.62; codere_it:2.47
Panetolikos Agrinio vs AEK Athens,2025-12-14 10:30:00,Super League,Doble Chance,1X,3.05,pinnacle,3,0.3283,0.1333,4.28,5.3,2.9167,pinnacle:3.05; betsson:2.95; codere_it:2.75
Auxerre vs Lille,2025-12-14 11:15:00,Ligue 1,Doble Chance,1X,2.06,marathonbet,4,0.3252,0.0675,2.23,3.29,1.9925,marathonbet:2.06; pinnacle:2.0; codere_it:1.97; betsson:1.94
Arsenal vs Wolverhampton Wanderers,2025-12-13 15:00:00,EPL,Goles (Over/Under),Over 3.5,2.18,betsson,2,0.3241,0.03,1.4,5.4,2.15,betsson:2.18; codere_it:2.12
Arsenal vs Wolverhampton Wanderers,2025-12-13 15:00:00,EPL,Goles (Over/Under),Under 3.5,1.68,betsson,2,0.3241,0.03,1.82,5.4,1.65,betsson:1.68; codere_it:1.62
Fiorentina vs Hellas Verona,2025-12-14 09:00:00,Serie A,Goles (Over/Under),Over 2.5,2.22,betsson,2,0.3221,0.05,2.3,5.65,2.17,betsson:2.22; codere_it:2.12
Fiorentina vs Hellas Verona,2025-12-14 09:00:00,Serie A,Goles (Over/Under),Under 2.5,1.65,betsson,2,0.3221,0.02,1.23,5.65,1.63,betsson:1.65; codere_it:1.61
Celta Vigo vs Athletic Bilbao,2025-12-14 10:15:00,La Liga,Doble Chance,1X,1.5,pinnacle,4,0.295,0.0125,0.56,3.22,1.4875,pinnacle:1.5; marathonbet:1.49; codere_it:1.48; betsson:1.48
Marseille vs AS Monaco,2025-12-14 14:45:00,Ligue 1,Doble Chance,X2,2.0,marathonbet,4,0.2947,0.0525,2.0,3.19,1.9475,marathonbet:2.0; pinnacle:1.97; betsson:1.91; codere_it:1.91
Fiorentina vs Hellas Verona,2025-12-14 09:00:00,Serie A,Doble Chance,1X,1.24,pinnacle,4,0.2917,0.01,0.57,3.36,1.23,pinnacle:1.24; betsson:1.23; marathonbet:1.23; codere_it:1.22
SC Freiburg vs Borussia Dortmund,2025-12-14 09:30:00,Bundesliga,Doble Chance,1X,1.73,pinnacle,4,0.2909,0.025,1.21,3.3,1.705,pinnacle:1.73; marathonbet:1.72; codere_it:1.69; betsson:1.68
SC Freiburg vs Borussia Dortmund,2025-12-14 09:30:00,Bundesliga,Doble Chance,X2,1.36,pinnacle,4,0.2909,0.0075,0.61,3.3,1.3525,pinnacle:1.36; marathonbet:1.36; betsson:1.35; codere_it:1.34
SC Freiburg vs Borussia Dortmund,2025-12-14 09:30:00,Bundesliga,Goles (Over/Under),Over 2.5,1.78,betsson,2,0.2887,0.015,0.85,5.68,1.765,betsson:1.78; codere_it:1.75
SC Freiburg vs Borussia Dortmund,2025-12-14 09:30:00,Bundesliga,Goles (Over/Under),Under 2.5,2.02,betsson,2,0.2887,0.045,2.28,5.68,1.975,betsson:2.02; codere_it:1.93
FC Twente Enschede vs Go Ahead Eagles,2025-12-14 08:30:00,Eredivisie,Doble Chance,1X,1.1,pinnacle,4,0.2857,0.015,1.03,4.41,1.085,pinnacle:1.1; codere_it:1.09; marathonbet:1.08; betsson:1.07
Udinese vs Napoli,2025-12-14 09:00:00,Serie A,Doble Chance,1X,1.99,pinnacle,4,0.279,0.0325,1.59,3.62,1.9575,pinnacle:1.99; marathonbet:1.98; codere_it:1.95; betsson:1.91
Udinese vs Napoli,2025-12-14 09:00:00,Serie A,Doble Chance,X2,1.22,pinnacle,4,0.279,0.015,0.93,3.62,1.205,pinnacle:1.22; marathonbet:1.21; betsson:1.2; codere_it:1.19
Werder Bremen vs VfB Stuttgart,2025-12-14 13:30:00,Bundesliga,Doble Chance,1X,1.68,pinnacle,4,0.2738,0.025,1.57,3.36,1.655,pinnacle:1.68; marathonbet:1.68; codere_it:1.64; betsson:1.62
Werder Bremen vs VfB Stuttgart,2025-12-14 13:30:00,Bundesliga,Doble Chance,X2,1.45,pinnacle,4,0.2738,0.0175,1.25,3.36,1.4325,pinnacle:1.45; marathonbet:1.45; codere_it:1.42; betsson:1.41
Carrarese vs Virtus Entella,2025-12-14 09:00:00,Serie B,Doble Chance,1X,1.4,codere_it,4,0.264,0.02,1.15,4.81,1.38,codere_it:1.4; pinnacle:1.39; marathonbet:1.37; betsson:1.36
Carrarese vs Virtus Entella,2025-12-14 09:00:00,Serie B,Doble Chance,X2,1.52,codere_it,4,0.264,0.025,1.67,4.81,1.495,codere_it:1.52; pinnacle:1.52; marathonbet:1.47; betsson:1.47
Paris FC vs Toulouse,2025-12-13 15:05:00,Ligue 1,Goles (Over/Under),Over 2.5,2.12,betsson,2,0.2638,0.045,2.17,5.99,2.075,betsson:2.12; codere_it:2.03
Paris FC vs Toulouse,2025-12-13 15:05:00,Ligue 1,Goles (Over/Under),Under 2.5,1.7,betsson,2,0.2638,0.015,0.89,5.99,1.685,betsson:1.7; codere_it:1.67
Sevilla vs Oviedo,2025-12-14 08:00:00,La Liga,Doble Chance,X2,1.87,marathonbet,4,0.2635,0.0425,1.99,3.15,1.8275,marathonbet:1.87; pinnacle:1.84; codere_it:1.83; betsson:1.77
Bologna vs Juventus,2025-12-14 14:45:00,Serie A,Doble Chance,X2,1.44,marathonbet,4,0.2593,0.0125,0.58,3.24,1.4275,marathonbet:1.44; pinnacle:1.43; codere_it:1.42; betsson:1.42
RC Lens vs Nice,2025-12-14 11:15:00,Ligue 1,Goles (Over/Under),Over 3.5,2.31,codere_it,2,0.2576,0.065,2.9,4.27,2.245,codere_it:2.31; betsson:2.18
Paris FC vs Toulouse,2025-12-13 15:05:00,Ligue 1,Doble Chance,X2,1.49,marathonbet,4,0.2573,0.0125,0.74,3.07,1.4775,marathonbet:1.49; pinnacle:1.48; betsson:1.48; codere_it:1.46
Sunderland vs Newcastle United,2025-12-14 09:00:00,EPL,Doble Chance,1X,1.7,marathonbet,4,0.25,0.035,1.38,3.2,1.665,marathonbet:1.7; pinnacle:1.67; codere_it:1.65; betsson:1.64
Auxerre vs Lille,2025-12-14 11:15:00,Ligue 1,Doble Chance,X2,1.24,pinnacle,4,0.2493,0.0075,0.35,3.49,1.2325,pinnacle:1.24; betsson:1.23; codere_it:1.23; marathonbet:1.23
Nottingham Forest vs Tottenham Hotspur,2025-12-14 09:00:00,EPL,Doble Chance,1X,1.47,marathonbet,4,0.2476,0.015,0.77,3.19,1.455,marathonbet:1.47; pinnacle:1.46; codere_it:1.45; betsson:1.44
West Ham United vs Aston Villa,2025-12-14 09:00:00,EPL,Doble Chance,X2,1.31,marathonbet,4,0.2437,0.01,0.54,3.2,1.3,marathonbet:1.31; pinnacle:1.3; codere_it:1.3; betsson:1.29
Aris Thessaloniki vs Olympiakos Piraeus,2025-12-14 13:00:00,Super League,Doble Chance,X2,1.09,betsson,3,0.2244,0.0133,1.16,5.66,1.0767,betsson:1.09; pinnacle:1.08; codere_it:1.06
Bayern Munich vs FSV Mainz 05,2025-12-14 11:30:00,Bundesliga,Goles (Over/Under),Over 4.5,2.31,codere_it,2,0.2154,0.015,0.65,3.9,2.295,codere_it:2.31; betsson:2.28
Bayern Munich vs FSV Mainz 05,2025-12-14 11:30:00,Bundesliga,Goles (Over/Under),Under 4.5,1.65,codere_it,2,0.2154,0.015,0.92,3.9,1.635,codere_it:1.65; betsson:1.62
Marseille vs AS Monaco,2025-12-14 14:45:00,Ligue 1,Doble Chance,1X,1.29,pinnacle,4,0.2147,0.0075,0.34,3.4,1.2825,pinnacle:1.29; betsson:1.28; codere_it:1.28; marathonbet:1.28
Crystal Palace vs Manchester City,2025-12-14 09:00:00,EPL,Doble Chance,1X,1.99,marathonbet,4,0.213,0.0225,0.91,3.24,1.9675,marathonbet:1.99; pinnacle:1.97; betsson:1.97; codere_it:1.94
Bologna vs Juventus,2025-12-14 14:45:00,Serie A,Goles (Over/Under),Over 2.5,2.18,betsson,2,0.2114,0.02,0.93,6.48,2.16,betsson:2.18; codere_it:2.14
Bologna vs Juventus,2025-12-14 14:45:00,Serie A,Goles (Over/Under),Under 2.5,1.65,betsson,2,0.2114,0.025,1.54,6.48,1.625,betsson:1.65; codere_it:1.6
Bologna vs Juventus,2025-12-14 14:45:00,Serie A,Doble Chance,1X,1.54,pinnacle,4,0.2107,0.01,0.65,3.37,1.53,pinnacle:1.54; marathonbet:1.54; codere_it:1.52; betsson:1.52
Genoa vs Inter Milan,2025-12-14 12:00:00,Serie A,Doble Chance,1X,2.53,marathonbet,4,0.2097,0.05,1.31,3.29,2.48,marathonbet:2.53; pinnacle:2.48; codere_it:2.47; betsson:2.44
Werder Bremen vs VfB Stuttgart,2025-12-14 13:30:00,Bundesliga,Goles (Over/Under),Over 3.5,2.32,betsson,2,0.2003,0.045,1.98,6.39,2.275,betsson:2.32; codere_it:2.23
Werder Bremen vs VfB Stuttgart,2025-12-14 13:30:00,Bundesliga,Goles (Over/Under),Under 3.5,1.58,betsson,2,0.2003,0.01,0.64,6.39,1.57,betsson:1.58; codere_it:1.56
Fatih Karagümrük vs Kocaelispor,2025-12-14 09:00:00,Super League,Goles (Over/Under),Over 2.5,2.07,betsson,2,0.2,0.01,0.49,6.45,2.06,betsson:2.07; codere_it:2.05
Fatih Karagümrük vs Kocaelispor,2025-12-14 09:00:00,Super League,Goles (Over/Under),Under 2.5,1.72,betsson,2,0.2,0.03,1.78,6.45,1.69,betsson:1.72; codere_it:1.66
Marseille vs AS Monaco,2025-12-14 14:45:00,Ligue 1,Goles (Over/Under),Over 3.5,2.18,betsson,2,0.1991,0.025,1.16,6.48,2.155,betsson:2.18; codere_it:2.13
Marseille vs AS Monaco,2025-12-14 14:45:00,Ligue 1,Goles (Over/Under),Under 3.5,1.65,betsson,2,0.1991,0.02,1.23,6.48,1.63,betsson:1.65; codere_it:1.61
Panetolikos Agrinio vs AEK Athens,2025-12-14 10:30:00,Super League,Doble Chance,X2,1.07,betsson,3,0.1973,0.0167,1.61,5.88,1.0533,betsson:1.07; pinnacle:1.06; codere_it:1.03
Trabzonspor vs Besiktas JK,2025-12-14 12:00:00,Super League,Goles (Over/Under),Over 2.5,1.63,betsson,2,0.1925,0.01,0.62,6.39,1.62,betsson:1.63; codere_it:1.61
Trabzonspor vs Besiktas JK,2025-12-14 12:00:00,Super League,Goles (Over/Under),Under 2.5,2.22,betsson,2,0.1925,0.04,1.83,6.39,2.18,betsson:2.22; codere_it:2.14
Nottingham Forest vs Tottenham Hotspur,2025-12-14 09:00:00,EPL,Doble Chance,X2,1.55,pinnacle,4,0.1916,0.01,0.46,3.34,1.54,pinnacle:1.55; marathonbet:1.54; betsson:1.54; codere_it:1.53
Sunderland vs Newcastle United,2025-12-14 09:00:00,EPL,Doble Chance,X2,1.35,pinnacle,4,0.1765,0.0025,0.32,3.4,1.3475,pinnacle:1.35; marathonbet:1.35; betsson:1.35; codere_it:1.34
Levante vs Villarreal,2025-12-14 12:30:00,La Liga,Goles (Over/Under),Under 2.5,2.38,betsson,2,0.17,0.08,3.48,6.53,2.3,betsson:2.38; codere_it:2.22
Panetolikos Agrinio vs AEK Athens,2025-12-14 10:30:00,Super League,Goles (Over/Under),Over 2.5,1.97,betsson,3,0.1663,0.0233,1.7,5.11,1.9467,betsson:1.97; pinnacle:1.97; codere_it:1.9
Celta Vigo vs Athletic Bilbao,2025-12-14 10:15:00,La Liga,Goles (Over/Under),Over 2.5,2.12,betsson,2,0.1659,0.025,1.19,6.69,2.095,betsson:2.12; codere_it:2.07
Celta Vigo vs Athletic Bilbao,2025-12-14 10:15:00,La Liga,Goles (Over/Under),Under 2.5,1.68,betsson,2,0.1659,0.015,0.9,6.69,1.665,betsson:1.68; codere_it:1.65
Wellington Phoenix FC vs Newcastle Jets FC,2025-12-13 21:00:00,A-League,Goles (Over/Under),Under 3.5,1.7,betsson,2,0.1619,0.03,1.8,5.99,1.67,betsson:1.7; codere_it:1.64
AC Milan vs Sassuolo,2025-12-14 06:30:00,Serie A,Doble Chance,1X,1.1,marathonbet,4,0.1574,0.01,0.65,3.94,1.09,marathonbet:1.1; pinnacle:1.09; codere_it:1.09; betsson:1.08
Strasbourg vs Lorient,2025-12-14 11:15:00,Ligue 1,Doble Chance,1X,1.21,pinnacle,4,0.1534,0.0025,0.36,3.65,1.2075,pinnacle:1.21; betsson:1.21; marathonbet:1.21; codere_it:1.2
RB Salzburg vs Wolfsberger AC,2025-12-14 08:30:00,Austrian Bundesliga,Goles (Over/Under),Under 2.5,2.21,codere_it,2,0.1504,0.065,3.03,5.85,2.145,codere_it:2.21; betsson:2.08
Brentford vs Leeds United,2025-12-14 11:30:00,EPL,Doble Chance,1X,1.3,pinnacle,4,0.142,0.01,0.78,3.45,1.29,pinnacle:1.3; marathonbet:1.3; codere_it:1.28; betsson:1.28
Brentford vs Leeds United,2025-12-14 11:30:00,EPL,Doble Chance,X2,1.85,pinnacle,4,0.142,0.01,0.94,3.45,1.84,pinnacle:1.85; marathonbet:1.85; betsson:1.85; codere_it:1.81
Pescara vs Frosinone,2025-12-14 11:15:00,Serie B,Goles (Over/Under),Under 2.5,2.12,codere_it,2,0.1352,0.035,1.68,5.99,2.085,codere_it:2.12; betsson:2.05
Fiorentina vs Hellas Verona,2025-12-14 09:00:00,Serie A,Doble Chance,X2,1.95,marathonbet,4,0.1302,0.0275,1.18,3.84,1.9225,marathonbet:1.95; pinnacle:1.94; codere_it:1.9; betsson:1.9
AC Milan vs Sassuolo,2025-12-14 06:30:00,Serie A,Doble Chance,X2,2.93,pinnacle,4,0.1232,0.05,1.28,4.06,2.88,pinnacle:2.93; marathonbet:2.9; betsson:2.85; codere_it:2.84
Levante vs Villarreal,2025-12-14 12:30:00,La Liga,Doble Chance,1X,2.25,pinnacle,4,0.1172,0.0275,1.4,3.67,2.2225,pinnacle:2.25; marathonbet:2.24; betsson:2.23; codere_it:2.17
Levante vs Villarreal,2025-12-14 12:30:00,La Liga,Doble Chance,X2,1.23,pinnacle,4,0.1172,0.0125,1.07,3.67,1.2175,pinnacle:1.23; marathonbet:1.23; codere_it:1.21; betsson:1.2
BSC Young Boys vs FC Luzern,2025-12-14 08:00:00,Swiss Superleague,Goles (Over/Under),Under 3.5,1.72,codere_it,2,0.1109,0.02,1.18,6.22,1.7,codere_it:1.72; betsson:1.68
Crystal Palace vs Manchester City,2025-12-14 09:00:00,EPL,Doble Chance,X2,1.28,pinnacle,4,0.1102,0.0075,0.65,3.54,1.2725,pinnacle:1.28; betsson:1.28; marathonbet:1.27; codere_it:1.26
RC Lens vs Nice,2025-12-14 11:15:00,Ligue 1,Doble Chance,X2,2.82,pinnacle,4,0.1069,0.0475,1.45,3.93,2.7725,pinnacle:2.82; betsson:2.79; marathonbet:2.77; codere_it:2.71
Schweinfurt vs TSV Havelse,2025-12-14 13:30:00,3. Liga,Goles (Over/Under),Over 3.5,2.22,betsson,2,0.106,0.02,0.91,7.55,2.2,betsson:2.22; codere_it:2.18
Schweinfurt vs TSV Havelse,2025-12-14 13:30:00,3. Liga,Goles (Over/Under),Under 3.5,1.6,betsson,2,0.106,0.01,0.63,7.55,1.59,betsson:1.6; codere_it:1.58
Legia Warszawa vs Piast Gliwice,2025-12-14 14:15:00,Ekstraklasa,Goles (Over/Under),Over 2.5,1.98,betsson,2,0.0941,0.015,0.76,7.65,1.965,betsson:1.98; codere_it:1.95
Legia Warszawa vs Piast Gliwice,2025-12-14 14:15:00,Ekstraklasa,Goles (Over/Under),Under 2.5,1.75,betsson,2,0.0941,0.01,0.57,7.65,1.74,betsson:1.75; codere_it:1.73
FC Lugano vs Servette,2025-12-14 10:30:00,Swiss Superleague,Goles (Over/Under),Over 2.5,1.68,betsson,2,0.0934,0.01,0.6,7.6,1.67,betsson:1.68; codere_it:1.66
FC Lugano vs Servette,2025-12-14 10:30:00,Swiss Superleague,Goles (Over/Under),Under 2.5,2.08,betsson,2,0.0934,0.015,0.73,7.6,2.065,betsson:2.08; codere_it:2.05
Wehen Wiesbaden vs FC Energie Cottbus,2025-12-14 07:30:00,3. Liga,Goles (Over/Under),Over 2.5,1.58,betsson,2,0.0904,0.01,0.64,7.74,1.57,betsson:1.58; codere_it:1.56
Wehen Wiesbaden vs FC Energie Cottbus,2025-12-14 07:30:00,3. Liga,Goles (Over/Under),Under 2.5,2.25,betsson,2,0.0904,0.015,0.67,7.74,2.235,betsson:2.25; codere_it:2.22
FC Twente Enschede vs Go Ahead Eagles,2025-12-14 08:30:00,Eredivisie,Doble Chance,X2,3.1,betsson,4,0.0821,0.1625,3.69,5.24,2.9375,betsson:3.1; codere_it:2.95; pinnacle:2.9; marathonbet:2.8
Genoa vs Inter Milan,2025-12-14 12:00:00,Serie A,Doble Chance,X2,1.14,pinnacle,4,0.0815,0.0025,0.38,3.68,1.1375,pinnacle:1.14; betsson:1.14; marathonbet:1.14; codere_it:1.13
Motor Lublin vs Jagiellonia Białystok,2025-12-14 11:30:00,Ekstraklasa,Goles (Over/Under),Over 2.5,1.65,betsson,2,0.0758,0.01,0.61,7.78,1.64,betsson:1.65; codere_it:1.63
Motor Lublin vs Jagiellonia Białystok,2025-12-14 11:30:00,Ekstraklasa,Goles (Over/Under),Under 2.5,2.12,betsson,2,0.0758,0.01,0.47,7.78,2.11,betsson:2.12; codere_it:2.1
SV Darmstadt 98 vs SC Preußen Münster,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,1X,1.16,codere_it,4,0.0741,0.0125,1.13,6.21,1.1475,codere_it:1.16; pinnacle:1.16; marathonbet:1.14; betsson:1.13
Carrarese vs Virtus Entella,2025-12-14 09:00:00,Serie B,Goles (Over/Under),Over 2.5,2.15,betsson,2,0.0534,0.02,0.94,8.24,2.13,betsson:2.15; codere_it:2.11
Carrarese vs Virtus Entella,2025-12-14 09:00:00,Serie B,Goles (Over/Under),Under 2.5,1.62,betsson,2,0.0534,0.0,0.0,8.24,1.62,betsson:1.62; codere_it:1.62
Almería vs Burgos CF,2025-12-14 12:30:00,La Liga 2,Goles (Over/Under),Over 2.5,2.15,betsson,2,0.0498,0.01,0.47,8.24,2.14,betsson:2.15; codere_it:2.13
Almería vs Burgos CF,2025-12-14 12:30:00,La Liga 2,Goles (Over/Under),Under 2.5,1.62,betsson,2,0.0498,0.005,0.31,8.24,1.615,betsson:1.62; codere_it:1.61
Ajax vs Feyenoord,2025-12-14 08:30:00,Eredivisie,Doble Chance,1X,1.72,betsson,4,0.0458,0.025,1.53,5.46,1.695,betsson:1.72; pinnacle:1.72; codere_it:1.68; marathonbet:1.66
Sparta Rotterdam vs Heerenveen,2025-12-14 06:15:00,Eredivisie,Goles (Over/Under),Under 3.5,1.59,codere_it,2,0.04,0.015,0.95,6.0,1.575,codere_it:1.59; betsson:1.56
Jahn Regensburg vs Waldhof Mannheim,2025-12-14 10:30:00,3. Liga,Goles (Over/Under),Over 2.5,1.58,betsson,2,0.036,0.005,0.32,8.34,1.575,betsson:1.58; codere_it:1.57
Jahn Regensburg vs Waldhof Mannheim,2025-12-14 10:30:00,3. Liga,Goles (Over/Under),Under 2.5,2.22,betsson,2,0.036,0.005,0.23,8.34,2.215,betsson:2.22; codere_it:2.21
Elversberg vs Fortuna Düsseldorf,2025-12-14 07:30:00,Bundesliga 2,Goles (Over/Under),Over 3.5,2.28,betsson,2,0.0346,0.015,0.66,8.38,2.265,betsson:2.28; codere_it:2.25
FC Zwolle vs Fortuna Sittard,2025-12-13 15:00:00,Eredivisie,Goles (Over/Under),Under 2.5,2.16,codere_it,2,0.0307,0.025,1.17,6.18,2.135,codere_it:2.16; betsson:2.11
SV Darmstadt 98 vs SC Preußen Münster,2025-12-14 07:30:00,Bundesliga 2,Goles (Over/Under),Under 2.5,2.18,betsson,2,0.0251,0.01,0.46,8.37,2.17,betsson:2.18; codere_it:2.16
FC Twente Enschede vs Go Ahead Eagles,2025-12-14 08:30:00,Eredivisie,Goles (Over/Under),Under 3.5,1.65,codere_it,2,0.0248,0.02,1.23,6.06,1.63,codere_it:1.65; betsson:1.61
Ajax vs Feyenoord,2025-12-14 08:30:00,Eredivisie,Goles (Over/Under),Over 3.5,2.21,codere_it,2,0.0,0.0,0.0,6.22,2.21,codere_it:2.21; betsson:2.21
Ajax vs Feyenoord,2025-12-14 08:30:00,Eredivisie,Goles (Over/Under),Under 3.5,1.64,codere_it,2,0.0,0.0,0.0,6.22,1.64,codere_it:1.64; betsson:1.64
Gazişehir Gaziantep vs Goztepe,2025-12-14 06:30:00,Super League,Doble Chance,X2,1.39,codere_it,4,-0.0135,0.015,1.09,5.94,1.375,codere_it:1.39; pinnacle:1.39; betsson:1.36; marathonbet:1.36
FC Twente Enschede vs Go Ahead Eagles,2025-12-14 08:30:00,Eredivisie,Goles (Over/Under),Over 3.5,2.26,betsson,2,-0.0236,0.03,1.35,6.36,2.23,betsson:2.26; codere_it:2.2
SV Darmstadt 98 vs SC Preußen Münster,2025-12-14 07:30:00,Bundesliga 2,Goles (Over/Under),Over 2.5,1.6,codere_it,2,-0.025,0.0,0.0,8.8,1.6,codere_it:1.6; betsson:1.6
FC Zwolle vs Fortuna Sittard,2025-12-13 15:00:00,Eredivisie,Goles (Over/Under),Over 2.5,1.69,betsson,2,-0.029,0.01,0.6,6.56,1.68,betsson:1.69; codere_it:1.67
Elversberg vs Fortuna Düsseldorf,2025-12-14 07:30:00,Bundesliga 2,Goles (Over/Under),Under 3.5,1.55,codere_it,2,-0.0324,0.0,0.0,8.96,1.55,codere_it:1.55; betsson:1.55
Sparta Rotterdam vs Heerenveen,2025-12-14 06:15:00,Eredivisie,Goles (Over/Under),Over 3.5,2.36,betsson,2,-0.037,0.02,0.85,6.48,2.34,betsson:2.36; codere_it:2.32
