Partido,Fecha_Hora_Colombia,Mercado,Mejor_Cuota,Cuota_Promedio_Mercado,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,Mejor_Casa,Num_Casas,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Liga,Tipo_Mercado,Score_Final,Todas_Las_Cuotas
Burnley vs Man Utd,2026-01-07 15:15:00,Under 2.5,2.12,2.0967,0.0056,,0.0053,0.0,,3,0.0053,0.0,BetPARX,3,0.0233,1.59,43.12,Premier League,Over/Under,,BetPARX:2.1200; BetRivers:2.1200; BetMGM:2.0500
Pisa vs Como,2026-01-06 09:00:00,Under 2.5,1.7092,1.686,0.0055,,0.0052,0.0019,,3,0.0052,0.0019,BetPARX,3,0.0233,1.57,77.98,Serie A,Over/Under,,BetPARX:1.7092; BetRivers:1.6993; BetMGM:1.6494
Napoli vs Verona,2026-01-07 12:30:00,Under 2.5,1.8,1.7642,0.005,,0.0036,0.0028,,4,0.0036,0.0028,Bovada,4,0.0358,1.42,126.78,Serie A,Over/Under,,BetPARX:1.7692; BetRivers:1.7576; BetMGM:1.7299; Bovada:1.8000
Sassuolo vs Juventus,2026-01-06 14:45:00,Under 2.5,1.8696,1.8393,0.0049,,0.0034,0.002,,4,0.0034,0.002,Bovada,4,0.0302,1.38,117.51,Serie A,Over/Under,,Bovada:1.8696; BetPARX:1.8475; BetRivers:1.8403; BetMGM:1.8000
Napoli vs Verona,2026-01-07 12:30:00,Over 2.5,2.05,2.0076,0.0045,,0.0032,0.0012,,4,0.0032,0.0012,Bovada,4,0.0424,1.27,99.28,Serie A,Over/Under,,BetPARX:2.0000; BetRivers:2.0000; BetMGM:1.9804; Bovada:2.0500
Man City vs Brighton,2026-01-07 14:30:00,Under 3.5,1.7299,1.7099,0.0044,,0.0042,0.002,,3,0.0042,0.002,BetPARX,3,0.0201,1.26,75.48,Premier League,Over/Under,,BetPARX:1.7299; BetRivers:1.7194; BetMGM:1.6803
Sassuolo vs Juventus,2026-01-06 14:45:00,Over 2.5,1.9524,1.9158,0.0039,,0.0028,0.0005,,4,0.0028,0.0005,Bovada,4,0.0366,1.1,108.81,Serie A,Over/Under,,Bovada:1.9524; BetPARX:1.9091; BetRivers:1.9009; BetMGM:1.9009
Torino vs Udinese,2026-01-07 14:45:00,Under 2.5,1.5988,1.5763,0.0037,,0.0035,0.0027,,3,0.0035,0.0027,BetMGM,3,0.0225,1.06,90.34,Serie A,Over/Under,,BetPARX:1.5714; BetRivers:1.5587; BetMGM:1.5988
Man City vs Brighton,2026-01-07 14:30:00,Over 3.5,2.1,2.0767,0.0035,,0.0033,0.0032,,3,0.0033,0.0032,BetPARX,3,0.0233,0.99,44.48,Premier League,Over/Under,,BetPARX:2.1000; BetRivers:2.0800; BetMGM:2.0500
Lazio vs Fiorentina,2026-01-07 14:45:00,Under 2.5,1.6579,1.6428,0.0034,,0.0032,0.0017,,3,0.0032,0.0017,BetPARX,3,0.0151,0.96,82.63,Serie A,Over/Under,,BetPARX:1.6579; BetRivers:1.6494; BetMGM:1.6211
Fulham vs Chelsea,2026-01-07 14:30:00,Under 2.5,2.02,2.0068,0.0033,,0.0031,0.0,,3,0.0031,0.0,BetPARX,3,0.0132,0.94,49.5,Premier League,Over/Under,,BetPARX:2.0200; BetRivers:2.0200; BetMGM:1.9804
Crystal Palace vs Aston Villa,2026-01-07 14:30:00,Under 2.5,1.9091,1.8853,0.0032,,0.003,0.0014,,3,0.003,0.0014,Bovada,3,0.0238,0.9,59.14,Premier League,Over/Under,,Bovada:1.9091; BetPARX:1.8772; BetRivers:1.8696
Fulham vs Chelsea,2026-01-07 14:30:00,Over 2.5,1.7874,1.7735,0.0031,,0.0029,0.0011,,3,0.0029,0.0011,BetPARX,3,0.0139,0.88,69.17,Premier League,Over/Under,,BetPARX:1.7874; BetRivers:1.7812; BetMGM:1.7519
West Ham vs Forest,2026-01-06 15:00:00,Under 2.5,1.8696,1.8586,0.0029,,0.002,0.0005,,4,0.002,0.0005,BetPARX,4,0.0109,0.81,115.23,Premier League,Over/Under,,BetPARX:1.8696; BetRivers:1.8621; Bovada:1.8696; BetMGM:1.8333
Burnley vs Man Utd,2026-01-07 15:15:00,Over 2.5,1.7092,1.6963,0.0025,,0.0024,0.0019,,3,0.0024,0.0019,BetPARX,3,0.013,0.71,76.87,Premier League,Over/Under,,BetPARX:1.7092; BetRivers:1.6993; BetMGM:1.6803
Parma vs Inter,2026-01-07 14:45:00,Over 2.5,1.5988,1.5839,0.0025,,0.0024,0.0021,,3,0.0024,0.0021,BetMGM,3,0.0149,0.71,89.42,Serie A,Over/Under,,BetPARX:1.5814; BetRivers:1.5714; BetMGM:1.5988
Bologna vs Atalanta,2026-01-07 12:30:00,Under 2.5,1.8475,1.8352,0.002,,0.0014,0.001,,4,0.0014,0.001,BetPARX,4,0.0123,0.56,117.97,Serie A,Over/Under,,Bovada:1.8333; BetPARX:1.8475; BetRivers:1.8403; BetMGM:1.8197
Bournemouth vs Tottenham,2026-01-07 14:30:00,Over 2.5,1.6993,1.6866,0.0019,,0.0018,0.0,,3,0.0018,0.0,BetPARX,3,0.0127,0.53,77.88,Premier League,Over/Under,,BetPARX:1.6993; BetRivers:1.6803; BetMGM:1.6803
Pisa vs Como,2026-01-06 09:00:00,Over 2.5,2.1,2.0933,0.0016,,0.0015,0.0,,3,0.0015,0.0,BetPARX,3,0.0067,0.45,43.32,Serie A,Over/Under,,BetPARX:2.1000; BetRivers:2.0800; BetMGM:2.1000
Lazio vs Fiorentina,2026-01-07 14:45:00,Over 2.5,2.17,2.16,0.0013,,0.0013,0.0015,,3,0.0013,0.0015,BetPARX,3,0.01,0.38,38.89,Serie A,Over/Under,,BetPARX:2.1700; BetRivers:2.1600; BetMGM:2.1500
Cremonese vs Cagliari,2026-01-08 12:30:00,Under 2.5,1.6211,1.6173,0.0012,,0.0011,0.0,,3,0.0011,0.0,BetPARX,3,0.0038,0.33,85.49,Serie A,Over/Under,,BetPARX:1.6211; BetRivers:1.6098; BetMGM:1.6211
Newcastle vs Leeds,2026-01-07 15:15:00,Over 2.5,1.7812,1.7732,0.0011,,0.0011,0.0,,3,0.0011,0.0,BetPARX,3,0.008,0.32,69.18,Premier League,Over/Under,,BetPARX:1.7812; BetRivers:1.7692; BetMGM:1.7692
Arsenal vs Liverpool,2026-01-08 15:00:00,Under 2.5,2.05,2.0467,0.0008,,0.0008,0.0,,3,0.0008,0.0,BetPARX,3,0.0033,0.23,46.58,Premier League,Over/Under,,BetPARX:2.0500; BetRivers:2.0400; BetMGM:2.0500
Crystal Palace vs Aston Villa,2026-01-07 14:30:00,Over 2.5,1.9174,1.9119,0.0007,,0.0007,0.0,,3,0.0007,0.0,BetPARX,3,0.0056,0.21,56.92,Premier League,Over/Under,,Bovada:1.9091; BetPARX:1.9174; BetRivers:1.9091
Milan vs Genoa,2026-01-08 14:45:00,Under 2.5,1.7576,1.7538,0.0005,,0.0005,0.0,,3,0.0005,0.0,BetPARX,3,0.0038,0.15,71.06,Serie A,Over/Under,,BetPARX:1.7576; BetRivers:1.7519; BetMGM:1.7519
