Partido,Fecha_Hora_Colombia,Liga,Mercado,Tipo_Mercado,Archivo_Origen,Verified_Score,Source
Rapid Wien vs Rheindorf Altach,2025-03-01 11:00:00,Austrian Bundesliga,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Austria Klagenfurt vs LASK,2025-03-02 08:30:00,Austrian Bundesliga,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Austria Klagenfurt vs LASK,2025-03-02 08:30:00,Austrian Bundesliga,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
FC Blau-Weiß Linz vs WSG Tirol,2025-03-02 08:30:00,Austrian Bundesliga,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
FC Blau-Weiß Linz vs WSG Tirol,2025-03-02 08:30:00,Austrian Bundesliga,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
FC Blau-Weiß Linz vs WSG Tirol,2025-03-02 08:30:00,Austrian Bundesliga,Over 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
FC Blau-Weiß Linz vs WSG Tirol,2025-03-02 08:30:00,Austrian Bundesliga,Under 2.25,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Holstein Kiel vs TSG Hoffenheim,2025-01-18 09:30:00,Bundesliga,Over 3.0,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Holstein Kiel vs TSG Hoffenheim,2025-01-18 09:30:00,Bundesliga,Under 3.0,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Holstein Kiel vs TSG Hoffenheim,2025-01-18 09:30:00,Bundesliga,Over 2.75,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Holstein Kiel vs TSG Hoffenheim,2025-01-18 09:30:00,Bundesliga,Under 2.75,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Holstein Kiel vs TSG Hoffenheim,2025-01-18 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Holstein Kiel vs TSG Hoffenheim,2025-01-18 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
VfL Bochum vs RB Leipzig,2025-01-18 09:30:00,Bundesliga,Over 2.75,Goles (Over/Under),historical_20250117_con_resultados.csv,,
VfL Bochum vs RB Leipzig,2025-01-18 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
VfL Bochum vs RB Leipzig,2025-01-18 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
VfL Bochum vs RB Leipzig,2025-01-18 09:30:00,Bundesliga,Under 2.75,Goles (Over/Under),historical_20250117_con_resultados.csv,,
VfL Wolfsburg vs Holstein Kiel,2025-01-24 14:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
VfL Wolfsburg vs Holstein Kiel,2025-01-24 14:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
VfL Wolfsburg vs Holstein Kiel,2025-01-24 14:30:00,Bundesliga,Over 3.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
VfL Wolfsburg vs Holstein Kiel,2025-01-24 14:30:00,Bundesliga,Under 3.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
VfL Wolfsburg vs Holstein Kiel,2025-01-24 14:30:00,Bundesliga,Over 3.0,Goles (Over/Under),historical_20250124_con_resultados.csv,,
VfL Wolfsburg vs Holstein Kiel,2025-01-24 14:30:00,Bundesliga,Under 3.0,Goles (Over/Under),historical_20250124_con_resultados.csv,,
FSV Mainz 05 vs VfB Stuttgart,2025-01-25 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
FSV Mainz 05 vs VfB Stuttgart,2025-01-25 09:30:00,Bundesliga,Over 2.75,Goles (Over/Under),historical_20250124_con_resultados.csv,,
FSV Mainz 05 vs VfB Stuttgart,2025-01-25 09:30:00,Bundesliga,Under 2.75,Goles (Over/Under),historical_20250124_con_resultados.csv,,
FSV Mainz 05 vs VfB Stuttgart,2025-01-25 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
SC Freiburg vs Bayern Munich,2025-01-25 09:30:00,Bundesliga,Over 3.25,Goles (Over/Under),historical_20250124_con_resultados.csv,,
SC Freiburg vs Bayern Munich,2025-01-25 09:30:00,Bundesliga,Under 3.25,Goles (Over/Under),historical_20250124_con_resultados.csv,,
SC Freiburg vs Bayern Munich,2025-01-25 09:30:00,Bundesliga,Under 3.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
SC Freiburg vs Bayern Munich,2025-01-25 09:30:00,Bundesliga,Over 3.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Borussia Monchengladbach vs VfL Bochum,2025-01-25 12:30:00,Bundesliga,Under 3.0,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Borussia Monchengladbach vs VfL Bochum,2025-01-25 12:30:00,Bundesliga,Over 3.0,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Borussia Monchengladbach vs VfL Bochum,2025-01-25 12:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Borussia Monchengladbach vs VfL Bochum,2025-01-25 12:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Bayern Munich vs Werder Bremen,2025-02-07 14:30:00,Bundesliga,Under 4.0,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Bayern Munich vs Werder Bremen,2025-02-07 14:30:00,Bundesliga,Over 3.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Bayern Munich vs Werder Bremen,2025-02-07 14:30:00,Bundesliga,Over 4.0,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Bayern Munich vs Werder Bremen,2025-02-07 14:30:00,Bundesliga,Under 3.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Bayern Munich vs Werder Bremen,2025-02-07 14:30:00,Bundesliga,Under 4.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Bayern Munich vs Werder Bremen,2025-02-07 14:30:00,Bundesliga,Over 4.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
SC Freiburg vs 1. FC Heidenheim,2025-02-08 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
SC Freiburg vs 1. FC Heidenheim,2025-02-08 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
SC Freiburg vs 1. FC Heidenheim,2025-02-08 09:30:00,Bundesliga,Over 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
SC Freiburg vs 1. FC Heidenheim,2025-02-08 09:30:00,Bundesliga,Under 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
TSG Hoffenheim vs Union Berlin,2025-02-08 09:30:00,Bundesliga,Under 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
TSG Hoffenheim vs Union Berlin,2025-02-08 09:30:00,Bundesliga,Over 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
TSG Hoffenheim vs Union Berlin,2025-02-08 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
TSG Hoffenheim vs Union Berlin,2025-02-08 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
VfL Wolfsburg vs Bayer Leverkusen,2025-02-08 09:30:00,Bundesliga,Over 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
VfL Wolfsburg vs Bayer Leverkusen,2025-02-08 09:30:00,Bundesliga,Under 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
VfL Wolfsburg vs Bayer Leverkusen,2025-02-08 09:30:00,Bundesliga,Over 3.0,Goles (Over/Under),historical_20250207_con_resultados.csv,,
VfL Wolfsburg vs Bayer Leverkusen,2025-02-08 09:30:00,Bundesliga,Under 3.0,Goles (Over/Under),historical_20250207_con_resultados.csv,,
VfL Wolfsburg vs Bayer Leverkusen,2025-02-08 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
VfL Wolfsburg vs Bayer Leverkusen,2025-02-08 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
Augsburg vs RB Leipzig,2025-02-14 14:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Augsburg vs RB Leipzig,2025-02-14 14:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
FC St. Pauli vs SC Freiburg,2025-02-15 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
FC St. Pauli vs SC Freiburg,2025-02-15 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
FC St. Pauli vs SC Freiburg,2025-02-15 09:30:00,Bundesliga,Over 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
FC St. Pauli vs SC Freiburg,2025-02-15 09:30:00,Bundesliga,Under 2.25,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Union Berlin vs Borussia Monchengladbach,2025-02-15 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Union Berlin vs Borussia Monchengladbach,2025-02-15 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Union Berlin vs Borussia Monchengladbach,2025-02-15 09:30:00,Bundesliga,Over 2.75,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Union Berlin vs Borussia Monchengladbach,2025-02-15 09:30:00,Bundesliga,Under 2.75,Goles (Over/Under),historical_20250214_con_resultados.csv,,
VfB Stuttgart vs VfL Wolfsburg,2025-02-15 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
VfB Stuttgart vs VfL Wolfsburg,2025-02-15 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
VfB Stuttgart vs VfL Wolfsburg,2025-02-15 09:30:00,Bundesliga,Over 3.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
VfB Stuttgart vs VfL Wolfsburg,2025-02-15 09:30:00,Bundesliga,Under 3.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
VfB Stuttgart vs VfL Wolfsburg,2025-02-15 09:30:00,Bundesliga,Over 3.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
VfB Stuttgart vs VfL Wolfsburg,2025-02-15 09:30:00,Bundesliga,Under 3.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
VfL Bochum vs Borussia Dortmund,2025-02-15 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
VfL Bochum vs Borussia Dortmund,2025-02-15 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
VfL Bochum vs Borussia Dortmund,2025-02-15 09:30:00,Bundesliga,Over 3.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
VfL Bochum vs Borussia Dortmund,2025-02-15 09:30:00,Bundesliga,Under 3.0,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Bayer Leverkusen vs Bayern Munich,2025-02-15 12:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Bayer Leverkusen vs Bayern Munich,2025-02-15 12:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Bayer Leverkusen vs Bayern Munich,2025-02-15 12:30:00,Bundesliga,Over 2.75,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Bayer Leverkusen vs Bayern Munich,2025-02-15 12:30:00,Bundesliga,Under 2.75,Goles (Over/Under),historical_20250214_con_resultados.csv,,
SC Freiburg vs Werder Bremen,2025-02-21 14:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
SC Freiburg vs Werder Bremen,2025-02-21 14:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Borussia Monchengladbach vs Augsburg,2025-02-22 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Borussia Monchengladbach vs Augsburg,2025-02-22 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Borussia Monchengladbach vs Augsburg,2025-02-22 09:30:00,Bundesliga,Over 2.75,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Borussia Monchengladbach vs Augsburg,2025-02-22 09:30:00,Bundesliga,Under 2.75,Goles (Over/Under),historical_20250221_con_resultados.csv,,
FSV Mainz 05 vs FC St. Pauli,2025-02-22 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
FSV Mainz 05 vs FC St. Pauli,2025-02-22 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
FSV Mainz 05 vs FC St. Pauli,2025-02-22 09:30:00,Bundesliga,Over 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
FSV Mainz 05 vs FC St. Pauli,2025-02-22 09:30:00,Bundesliga,Under 2.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Holstein Kiel vs Bayer Leverkusen,2025-02-22 09:30:00,Bundesliga,Over 3.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Holstein Kiel vs Bayer Leverkusen,2025-02-22 09:30:00,Bundesliga,Under 3.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Holstein Kiel vs Bayer Leverkusen,2025-02-22 09:30:00,Bundesliga,Over 3.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Holstein Kiel vs Bayer Leverkusen,2025-02-22 09:30:00,Bundesliga,Under 3.25,Goles (Over/Under),historical_20250221_con_resultados.csv,,
VfL Wolfsburg vs VfL Bochum,2025-02-22 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
VfL Wolfsburg vs VfL Bochum,2025-02-22 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
VfL Wolfsburg vs VfL Bochum,2025-02-22 09:30:00,Bundesliga,Over 3.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
VfL Wolfsburg vs VfL Bochum,2025-02-22 09:30:00,Bundesliga,Under 3.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Borussia Dortmund vs Union Berlin,2025-02-22 12:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Borussia Dortmund vs Union Berlin,2025-02-22 12:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Borussia Dortmund vs Union Berlin,2025-02-22 12:30:00,Bundesliga,Over 3.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
Borussia Dortmund vs Union Berlin,2025-02-22 12:30:00,Bundesliga,Under 3.0,Goles (Over/Under),historical_20250221_con_resultados.csv,,
VfB Stuttgart vs Bayern Munich,2025-02-28 14:30:00,Bundesliga,Over 3.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
VfB Stuttgart vs Bayern Munich,2025-02-28 14:30:00,Bundesliga,Under 3.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
VfB Stuttgart vs Bayern Munich,2025-02-28 14:30:00,Bundesliga,Over 3.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
VfB Stuttgart vs Bayern Munich,2025-02-28 14:30:00,Bundesliga,Under 3.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
1. FC Heidenheim vs Borussia Monchengladbach,2025-03-01 09:30:00,Bundesliga,Over 3.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
1. FC Heidenheim vs Borussia Monchengladbach,2025-03-01 09:30:00,Bundesliga,Under 3.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
1. FC Heidenheim vs Borussia Monchengladbach,2025-03-01 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
1. FC Heidenheim vs Borussia Monchengladbach,2025-03-01 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
FC St. Pauli vs Borussia Dortmund,2025-03-01 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
FC St. Pauli vs Borussia Dortmund,2025-03-01 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
FC St. Pauli vs Borussia Dortmund,2025-03-01 09:30:00,Bundesliga,Over 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
FC St. Pauli vs Borussia Dortmund,2025-03-01 09:30:00,Bundesliga,Under 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
RB Leipzig vs FSV Mainz 05,2025-03-01 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
RB Leipzig vs FSV Mainz 05,2025-03-01 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
RB Leipzig vs FSV Mainz 05,2025-03-01 09:30:00,Bundesliga,Over 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
RB Leipzig vs FSV Mainz 05,2025-03-01 09:30:00,Bundesliga,Under 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
VfL Bochum vs TSG Hoffenheim,2025-03-01 09:30:00,Bundesliga,Over 3.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
VfL Bochum vs TSG Hoffenheim,2025-03-01 09:30:00,Bundesliga,Under 3.0,Goles (Over/Under),historical_20250228_con_resultados.csv,,
VfL Bochum vs TSG Hoffenheim,2025-03-01 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
VfL Bochum vs TSG Hoffenheim,2025-03-01 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Werder Bremen vs VfL Wolfsburg,2025-03-01 09:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Werder Bremen vs VfL Wolfsburg,2025-03-01 09:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Werder Bremen vs VfL Wolfsburg,2025-03-01 09:30:00,Bundesliga,Over 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Werder Bremen vs VfL Wolfsburg,2025-03-01 09:30:00,Bundesliga,Under 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Eintracht Frankfurt vs Bayer Leverkusen,2025-03-01 12:30:00,Bundesliga,Over 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Eintracht Frankfurt vs Bayer Leverkusen,2025-03-01 12:30:00,Bundesliga,Under 2.5,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Eintracht Frankfurt vs Bayer Leverkusen,2025-03-01 12:30:00,Bundesliga,Over 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Eintracht Frankfurt vs Bayer Leverkusen,2025-03-01 12:30:00,Bundesliga,Under 2.75,Goles (Over/Under),historical_20250228_con_resultados.csv,,
Jahn Regensburg vs Hannover 96,2025-01-17 12:30:00,Bundesliga 2,Under 2.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Jahn Regensburg vs Hannover 96,2025-01-17 12:30:00,Bundesliga 2,Over 2.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
SC Preußen Münster vs Greuther Fürth,2025-01-18 07:00:00,Bundesliga 2,Under 2.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
SC Preußen Münster vs Greuther Fürth,2025-01-18 07:00:00,Bundesliga 2,Over 2.75,Goles (Over/Under),historical_20250117_con_resultados.csv,,
SC Preußen Münster vs Greuther Fürth,2025-01-18 07:00:00,Bundesliga 2,Over 2.5,Goles (Over/Under),historical_20250117_con_resultados.csv,,
SC Preußen Münster vs Greuther Fürth,2025-01-18 07:00:00,Bundesliga 2,Under 2.75,Goles (Over/Under),historical_20250117_con_resultados.csv,,
Hannover 96 vs SC Preußen Münster,2025-01-26 07:30:00,Bundesliga 2,Over 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
Hannover 96 vs SC Preußen Münster,2025-01-26 07:30:00,Bundesliga 2,Under 2.5,Goles (Over/Under),historical_20250124_con_resultados.csv,,
SC Preußen Münster vs Hamburger SV,2025-02-07 12:30:00,Bundesliga 2,Over 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
SC Preußen Münster vs Hamburger SV,2025-02-07 12:30:00,Bundesliga 2,Under 2.5,Goles (Over/Under),historical_20250207_con_resultados.csv,,
SC Preußen Münster vs Hamburger SV,2025-02-07 12:30:00,Bundesliga 2,Under 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
SC Preußen Münster vs Hamburger SV,2025-02-07 12:30:00,Bundesliga 2,Over 2.75,Goles (Over/Under),historical_20250207_con_resultados.csv,,
1. FC Kaiserslautern vs Hannover 96,2025-02-15 07:00:00,Bundesliga 2,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
1. FC Kaiserslautern vs Hannover 96,2025-02-15 07:00:00,Bundesliga 2,Under 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
1. FC Kaiserslautern vs Hannover 96,2025-02-15 07:00:00,Bundesliga 2,Over 2.75,Goles (Over/Under),historical_20250214_con_resultados.csv,,
1. FC Kaiserslautern vs Hannover 96,2025-02-15 07:00:00,Bundesliga 2,Under 2.75,Goles (Over/Under),historical_20250214_con_resultados.csv,,
Elversberg vs Greuther Fürth,2025-02-15 07:00:00,Bundesliga 2,Over 2.5,Goles (Over/Under),historical_20250214_con_resultados.csv,,
