Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,Todas_Las_Cuotas
Atalanta BC vs Inter Milan,2025-12-28 14:45:00,Serie A,Doble Chance,1X,1.8497,betfair_ex_eu,37,2.5595,0.1107,3.15,1.68,1.739,0.0002400197735744434,37,0.018027054498810407,0.014584763174798423,,,,,betfair_ex_eu:1.8497; betfair_ex_uk:1.8497; betfair_ex_au:1.8374; pinnacle:1.8175; smarkets:1.8124; tipico_de:1.8; marathonbet:1.7999; unibet_se:1.7867; unibet_nl:1.7867; winamax_de:1.7736; coolbet:1.7736; codere_it:1.7617; betsson:1.7496; nordicbet:1.7496; fanduel:1.7486; skybet:1.7486; unibet_uk:1.7246; pointsbetau:1.7246; grosvenor:1.7246; leovegas_se:1.7246; unibet:1.7246; tabtouch:1.7246; casumo:1.7246; betmgm:1.7246; coral:1.7246; winamax_fr:1.7117; leovegas:1.7117; betway:1.7; tab:1.7; paddypower:1.6985; ladbrokes_uk:1.6985; betclic_fr:1.6798; williamhill:1.6746; draftkings:1.6746; virginbet:1.6496; bovada:1.6384; sport888:1.6374
Pisa vs Juventus,2025-12-27 14:45:00,Serie A,Doble Chance,1X,2.88,betfair_ex_au,37,2.4022,0.2391,4.92,1.84,2.6409,0.00026128836437411664,37,0.018445736186851913,0.015488934059134261,,,,,betfair_ex_au:2.88; betfair_ex_eu:2.88; betfair_ex_uk:2.88; smarkets:2.8387; coolbet:2.833; tipico_de:2.8068; pinnacle:2.7826; betsson:2.7789; nordicbet:2.7789; tab:2.7391; marathonbet:2.7179; unibet_se:2.6923; unibet_nl:2.6923; coral:2.6752; pointsbetau:2.6637; betmgm:2.6379; codere_it:2.6342; fanduel:2.625; betway:2.625; bovada:2.6239; winamax_de:2.588; unibet_uk:2.5698; betclic_fr:2.5667; ladbrokes_uk:2.5514; paddypower:2.5455; skybet:2.5455; unibet:2.5455; tabtouch:2.5455; leovegas:2.5455; casumo:2.5455; grosvenor:2.5455; leovegas_se:2.5455; virginbet:2.5046; winamax_fr:2.4758; draftkings:2.4706; sport888:2.4375; williamhill:2.4
Burnley vs Everton,2025-12-27 10:00:00,EPL,Doble Chance,X2,1.282,betfair_ex_eu,38,2.0663,0.0456,2.07,1.81,1.2364,0.0003331001398085066,38,0.01677420436736909,0.013663644491899513,,,,,betfair_ex_eu:1.282; betfair_ex_uk:1.282; betfair_ex_au:1.282; smarkets:1.2672; unibet_se:1.2661; unibet_nl:1.2661; marathonbet:1.2647; pinnacle:1.2618; betsson:1.2593; nordicbet:1.2593; leovegas:1.254; coolbet:1.2513; codere_it:1.2484; unibet_uk:1.2445; winamax_de:1.2433; leovegas_se:1.2433; unibet:1.2393; bovada:1.2375; tabtouch:1.2352; casumo:1.2352; grosvenor:1.2352; betway:1.2257; williamhill:1.2257; tipico_de:1.2257; coral:1.2257; draftkings:1.2257; pointsbetau:1.2189; paddypower:1.2187; tab:1.2187; mybookieag:1.2162; winamax_fr:1.2138; fanduel:1.2117; skybet:1.2117; betclic_fr:1.2098; ladbrokes_uk:1.2098; betmgm:1.2098; sport888:1.1854; virginbet:1.1723
Livingston vs Celtic,2025-12-27 10:00:00,Premiership,Doble Chance,1X,3.3306,betfair_ex_eu,32,2.053,0.3476,4.35,3.02,2.983,0.00016469277244809456,32,0.014225746335893456,0.01043340775291321,,,,,betfair_ex_eu:3.3306; betfair_ex_uk:3.3306; fanduel:3.1145; coolbet:3.1132; smarkets:3.1061; pointsbetau:3.0769; skybet:3.0769; paddypower:3.0769; unibet:3.0; unibet_se:3.0; leovegas:3.0; tabtouch:3.0; casumo:3.0; grosvenor:3.0; unibet_nl:3.0; pinnacle:2.9948; leovegas_se:2.9804; marathonbet:2.9757; nordicbet:2.966; betsson:2.966; virginbet:2.9606; codere_it:2.948; coral:2.9167; ladbrokes_uk:2.9167; betmgm:2.8723; bovada:2.865; tipico_de:2.8632; unibet_uk:2.8298; betway:2.8298; draftkings:2.7939; sport888:2.7759; williamhill:2.7759
Rangers vs Motherwell,2025-12-27 10:00:00,Premiership,Doble Chance,1X,1.2223,betfair_ex_au,33,2.0225,0.0422,1.83,2.22,1.1801,0.00033475594283475813,33,0.015453676837634024,0.012263184482195587,,,,,betfair_ex_au:1.2223; betfair_ex_uk:1.2223; betfair_ex_eu:1.2223; coral:1.208; smarkets:1.2024; pinnacle:1.1999; ladbrokes_uk:1.1982; codere_it:1.1935; betmgm:1.1935; betway:1.1932; coolbet:1.1932; betsson:1.1856; nordicbet:1.1856; unibet_uk:1.1839; pointsbetau:1.1792; sport888:1.1788; marathonbet:1.1788; williamhill:1.1776; unibet:1.1742; leovegas:1.1742; unibet_se:1.1742; unibet_nl:1.1742; draftkings:1.173; bovada:1.1677; paddypower:1.1648; fanduel:1.1601; casumo:1.1598; grosvenor:1.1598; tabtouch:1.1598; skybet:1.1547; leovegas_se:1.1505; tipico_de:1.1408; virginbet:1.1361
Rangers vs Motherwell,2025-12-27 10:00:00,Premiership,Doble Chance,X2,2.187,betfair_ex_au,33,2.0225,0.1413,3.05,2.22,2.0457,0.00015714965169120071,33,0.014749084744834556,0.01120015721645689,,,,,betfair_ex_au:2.187; betfair_ex_uk:2.187; betfair_ex_eu:2.187; pointsbetau:2.0956; coolbet:2.0956; fanduel:2.0894; smarkets:2.0858; paddypower:2.0799; unibet:2.0702; leovegas:2.0702; unibet_se:2.0702; unibet_nl:2.0702; coral:2.0675; codere_it:2.0602; skybet:2.0479; tipico_de:2.0386; casumo:2.0352; leovegas_se:2.0352; grosvenor:2.0352; tabtouch:2.0352; marathonbet:2.0305; ladbrokes_uk:2.0239; betmgm:2.0239; pinnacle:2.0222; unibet_uk:2.0139; sport888:2.0099; virginbet:2.0; betway:1.9811; williamhill:1.9657; bovada:1.9648; draftkings:1.9595; betsson:1.9343; nordicbet:1.9343
Melbourne City vs Perth Glory,2025-12-28 03:00:00,A-League,Doble Chance,X2,2.3814,coral,26,1.8717,0.1311,3.21,5.69,2.2503,0.00016104156850860643,26,0.01487373243099622,0.010694312198425938,,,,,coral:2.3814; marathonbet:2.3414; ladbrokes_uk:2.3333; pointsbetau:2.3021; betmgm:2.3021; tab:2.2973; codere_it:2.2925; draftkings:2.2826; leovegas_se:2.2796; leovegas:2.2796; tabtouch:2.2632; grosvenor:2.2632; unibet_se:2.2632; unibet:2.2632; casumo:2.2632; unibet_nl:2.2632; nordicbet:2.2574; betsson:2.2574; paddypower:2.2222; unibet_uk:2.2222; winamax_de:2.2022; sport888:2.191; williamhill:2.191; virginbet:2.1775; winamax_fr:2.0659; smarkets:2.0506
Burnley vs Everton,2025-12-27 10:00:00,EPL,Doble Chance,1X,1.8987,smarkets,38,1.5576,0.0631,2.25,2.17,1.8356,0.00011078710066102327,38,0.012337165087912124,0.010325199413437675,,,,,smarkets:1.8987; betfair_ex_eu:1.8941; betfair_ex_uk:1.8941; betfair_ex_au:1.8941; unibet_se:1.8941; unibet_nl:1.8941; leovegas:1.8941; marathonbet:1.8809; pinnacle:1.8618; pointsbetau:1.8587; unibet:1.8587; tabtouch:1.8587; casumo:1.8587; grosvenor:1.8587; leovegas_se:1.8587; coral:1.848; ladbrokes_uk:1.848; winamax_de:1.8378; betsson:1.8378; nordicbet:1.8378; coolbet:1.8378; tipico_de:1.8284; betmgm:1.8284; unibet_uk:1.8231; codere_it:1.8231; bovada:1.8184; sport888:1.8082; williamhill:1.8082; draftkings:1.8082; betclic_fr:1.7938; paddypower:1.7931; tab:1.7931; fanduel:1.7778; skybet:1.7778; winamax_fr:1.7769; betway:1.7662; mybookieag:1.7653; virginbet:1.7577
Melbourne City vs Perth Glory,2025-12-28 03:00:00,A-League,Doble Chance,1X,1.1518,tab,26,1.3959,0.0293,2.2,6.82,1.1225,0.000904055783583434,26,0.020244973941354993,0.014332955458758016,,,,,tab:1.1518; pointsbetau:1.1457; nordicbet:1.1443; betsson:1.1443; leovegas_se:1.1429; leovegas:1.1429; coral:1.1428; ladbrokes_uk:1.1428; unibet:1.1387; betmgm:1.1353; codere_it:1.13; paddypower:1.1275; draftkings:1.1268; tabtouch:1.1235; grosvenor:1.1235; unibet_se:1.1235; casumo:1.1235; unibet_nl:1.1235; marathonbet:1.121; williamhill:1.1194; unibet_uk:1.1171; sport888:1.0989; winamax_de:1.0909; virginbet:1.0908; smarkets:1.0571; winamax_fr:1.056
Sydney FC vs Auckland FC,2025-12-27 01:00:00,A-League,Doble Chance,1X,1.4583,betfair_ex_uk,32,1.1915,0.0675,2.81,3.29,1.3908,0.0004049674674828276,32,0.02087580441850923,0.014455753437827477,,,,,betfair_ex_uk:1.4583; betfair_ex_eu:1.4583; betfair_ex_au:1.4515; smarkets:1.4428; unibet:1.4154; leovegas:1.4154; leovegas_se:1.4154; grosvenor:1.4084; casumo:1.4084; tabtouch:1.4084; unibet_se:1.4084; unibet_nl:1.4084; pointsbetau:1.4069; pinnacle:1.4054; tab:1.3938; ladbrokes_uk:1.3879; coral:1.3879; nordicbet:1.3876; betsson:1.3876; marathonbet:1.3863; bovada:1.3844; williamhill:1.3805; coolbet:1.375; paddypower:1.3719; betmgm:1.3719; virginbet:1.3707; codere_it:1.3696; unibet_uk:1.3618; draftkings:1.355; sport888:1.3468; winamax_de:1.3171; winamax_fr:1.2571
Pisa vs Juventus,2025-12-27 14:45:00,Serie A,Doble Chance,X2,1.1227,coolbet,37,1.1812,0.0344,2.04,2.87,1.0883,0.0009157420228558101,37,0.018794052779074397,0.016513355918897573,,,,,coolbet:1.1227; betfair_ex_au:1.1194; betfair_ex_eu:1.1194; betfair_ex_uk:1.1194; pinnacle:1.1146; betmgm:1.1141; bovada:1.1131; unibet_se:1.1107; unibet_nl:1.1107; marathonbet:1.1085; smarkets:1.1075; codere_it:1.1066; coral:1.103; betsson:1.0993; nordicbet:1.0993; unibet_uk:1.0977; ladbrokes_uk:1.0944; winamax_de:1.0899; tipico_de:1.085; sport888:1.0833; pointsbetau:1.0787; betclic_fr:1.0779; betway:1.0779; unibet:1.075; tabtouch:1.075; casumo:1.075; grosvenor:1.075; leovegas_se:1.075; draftkings:1.0723; tab:1.0678; leovegas:1.0642; fanduel:1.0612; winamax_fr:1.0602; paddypower:1.0588; skybet:1.0588; williamhill:1.0588; virginbet:1.0356
West Ham United vs Fulham,2025-12-27 10:00:00,EPL,Doble Chance,X2,1.5429,unibet_se,38,1.0431,0.0673,2.47,2.55,1.4756,0.00023636834690378034,38,0.01686595500754924,0.014056804529771117,,,,,unibet_se:1.5429; unibet_nl:1.5429; betfair_ex_uk:1.5178; betfair_ex_au:1.5178; betfair_ex_eu:1.5178; leovegas:1.5173; leovegas_se:1.5173; smarkets:1.5114; pinnacle:1.5044; unibet:1.5016; tabtouch:1.5016; grosvenor:1.5016; casumo:1.5016; marathonbet:1.4956; fanduel:1.4893; betsson:1.4891; nordicbet:1.4891; coolbet:1.4816; codere_it:1.4733; coral:1.4733; bovada:1.4733; tab:1.4733; winamax_de:1.4662; paddypower:1.4605; unibet_uk:1.4571; betmgm:1.4571; skybet:1.4542; pointsbetau:1.4542; betway:1.4542; draftkings:1.4479; ladbrokes_uk:1.4407; tipico_de:1.4345; winamax_fr:1.4316; mybookieag:1.4294; williamhill:1.4224; betclic_fr:1.4217; virginbet:1.4159; sport888:1.3895
Sampdoria vs Reggiana,2025-12-27 09:00:00,Serie B,Doble Chance,1X,1.2375,coolbet,36,0.987,0.0429,2.16,4.62,1.1946,0.0004758102598116219,36,0.018450705829092463,0.012413609930686948,,,,,coolbet:1.2375; codere_it:1.2365; unibet_uk:1.2325; pinnacle:1.2285; betmgm:1.2257; marathonbet:1.2165; betsson:1.2138; nordicbet:1.2138; smarkets:1.2138; pointsbetau:1.2117; draftkings:1.203; unibet:1.199; betway:1.1977; sport888:1.197; fanduel:1.1961; paddypower:1.1961; coral:1.1961; ladbrokes_uk:1.1961; williamhill:1.1961; unibet_nl:1.195; unibet_se:1.195; casumo:1.195; leovegas:1.195; grosvenor:1.195; tabtouch:1.195; bovada:1.191; leovegas_se:1.191; betfair_ex_au:1.1882; tipico_de:1.1854; virginbet:1.1843; winamax_de:1.183; betfair_ex_uk:1.1474; betfair_ex_eu:1.1474; skybet:1.1443; betclic_fr:1.1347; winamax_fr:1.132
Cremonese vs Napoli,2025-12-28 09:00:00,Serie A,Doble Chance,X2,1.1581,coolbet,37,0.9868,0.0394,1.97,3.02,1.1187,0.0006569935772729015,37,0.017834788225356096,0.01520561359078621,,,,,coolbet:1.1581; betfair_ex_eu:1.148; betfair_ex_au:1.148; betfair_ex_uk:1.148; pinnacle:1.1449; marathonbet:1.1413; bovada:1.1396; pointsbetau:1.1377; codere_it:1.1345; unibet_se:1.1345; unibet_nl:1.1345; smarkets:1.1337; winamax_de:1.1326; betmgm:1.1309; coral:1.1309; ladbrokes_uk:1.1309; betsson:1.1286; nordicbet:1.1286; betway:1.1215; williamhill:1.117; unibet_uk:1.116; tab:1.1092; skybet:1.1067; paddypower:1.1067; sport888:1.1023; tipico_de:1.1014; betclic_fr:1.1009; unibet:1.1009; casumo:1.1009; tabtouch:1.1009; grosvenor:1.1009; leovegas_se:1.1009; winamax_fr:1.1; draftkings:1.0917; fanduel:1.0908; leovegas:1.0866; virginbet:1.053
Sporting Lisbon vs Rio Ave FC,2025-12-28 15:30:00,Primeira Liga,Doble Chance,1X,1.0362,coral,4,0.981,0.0144,1.23,4.2,1.0218,0.00202139735813422,4,0.012151561251718427,0.009995280398829132,,,,,coral:1.0362; ladbrokes_uk:1.0283; betmgm:1.0207; tipico_de:1.0022
Sporting Lisbon vs Rio Ave FC,2025-12-28 15:30:00,Primeira Liga,Doble Chance,X2,5.1395,coral,4,0.981,0.1447,1.91,4.2,4.9948,1.636931161441221e-05,4,0.003807932103061075,0.003180054518901715,,,,,coral:5.1395; tipico_de:5.0092; ladbrokes_uk:4.9524; betmgm:4.878
Juve Stabia vs Südtirol,2025-12-27 09:00:00,Serie B,Doble Chance,1X,1.3125,coolbet,33,0.9454,0.0524,2.49,4.76,1.2601,0.00047905991300554356,33,0.02030963792673728,0.015903085753452784,,,,,coolbet:1.3125; pinnacle:1.2898; unibet:1.2882; grosvenor:1.2882; unibet_se:1.2882; leovegas:1.2882; casumo:1.2882; unibet_nl:1.2882; tabtouch:1.2882; betmgm:1.2868; codere_it:1.2849; marathonbet:1.2799; leovegas_se:1.2792; unibet_uk:1.2695; virginbet:1.2692; pointsbetau:1.2692; fanduel:1.2692; smarkets:1.266; paddypower:1.2524; betway:1.2524; sport888:1.2524; williamhill:1.2524; nordicbet:1.2507; betsson:1.2507; bovada:1.2472; draftkings:1.2437; coral:1.2353; ladbrokes_uk:1.2353; tipico_de:1.2353; winamax_de:1.226; skybet:1.2; winamax_fr:1.1837; betclic_fr:1.1733
US Catanzaro 1929 vs Cesena FC,2025-12-27 09:00:00,Serie B,Doble Chance,X2,1.5074,coolbet,35,0.9271,0.0874,2.48,4.8,1.42,0.00026022403818681784,35,0.017341838783457245,0.014612571472417851,,,,,coolbet:1.5074; codere_it:1.4824; pinnacle:1.4675; betmgm:1.4644; unibet_uk:1.4573; pointsbetau:1.4573; fanduel:1.4573; sport888:1.4573; smarkets:1.455; draftkings:1.4496; paddypower:1.4431; nordicbet:1.4378; betsson:1.4378; tipico_de:1.4246; bovada:1.42; winamax_de:1.418; williamhill:1.4115; unibet:1.3991; tabtouch:1.3991; virginbet:1.3991; unibet_se:1.3991; grosvenor:1.3991; leovegas:1.3991; leovegas_se:1.3991; casumo:1.3991; unibet_nl:1.3991; coral:1.3986; ladbrokes_uk:1.3986; betway:1.3982; betfair_ex_eu:1.3948; betfair_ex_au:1.3948; betfair_ex_uk:1.3948; skybet:1.3709; betclic_fr:1.3653; winamax_fr:1.3426
Udinese vs Lazio,2025-12-27 12:00:00,Serie A,Doble Chance,X2,1.413,unibet_se,37,0.9043,0.0407,1.82,3.03,1.3723,0.00016365684741907142,37,0.013345127243807426,0.00965593172532085,,,,,unibet_se:1.413; unibet_nl:1.413; betfair_ex_uk:1.4123; betfair_ex_eu:1.4123; betfair_ex_au:1.4123; smarkets:1.4062; coolbet:1.3991; pinnacle:1.398; marathonbet:1.394; codere_it:1.3809; betsson:1.3799; nordicbet:1.3799; winamax_de:1.3781; unibet:1.3718; casumo:1.3718; tabtouch:1.3718; grosvenor:1.3718; leovegas_se:1.3718; bovada:1.3696; unibet_uk:1.3685; fanduel:1.3685; skybet:1.3685; pointsbetau:1.3685; betmgm:1.3685; coral:1.3685; ladbrokes_uk:1.3685; sport888:1.3636; betway:1.3636; tab:1.3636; tipico_de:1.3527; leovegas:1.3527; williamhill:1.3486; winamax_fr:1.3431; betclic_fr:1.3368; paddypower:1.3333; draftkings:1.3234; virginbet:1.3083
Spezia vs Pescara,2025-12-27 06:30:00,Serie B,Doble Chance,1X,1.1793,coolbet,33,0.8958,0.0431,2.25,4.8,1.1362,0.0007389435997988918,33,0.020067715677885366,0.016048242589669987,,,,,coolbet:1.1793; pinnacle:1.1769; codere_it:1.1745; betmgm:1.1698; smarkets:1.1648; unibet_uk:1.1601; fanduel:1.1601; betway:1.1554; draftkings:1.155; pointsbetau:1.1507; bovada:1.1505; marathonbet:1.1486; betsson:1.1458; nordicbet:1.1458; sport888:1.1408; williamhill:1.1408; tipico_de:1.1358; ladbrokes_uk:1.1314; coral:1.1314; winamax_de:1.1267; paddypower:1.1267; unibet:1.122; leovegas:1.122; unibet_nl:1.122; grosvenor:1.122; tabtouch:1.122; unibet_se:1.122; casumo:1.122; leovegas_se:1.1172; virginbet:1.1077; skybet:1.088; betclic_fr:1.0809; winamax_fr:1.0743
Spezia vs Pescara,2025-12-27 06:30:00,Serie B,Doble Chance,X2,2.1751,coolbet,33,0.8958,0.0944,3.56,4.8,2.0807,0.0002319935158728026,33,0.017924056695514626,0.013539533412292096,,,,,coolbet:2.1751; pinnacle:2.1749; fanduel:2.1591; marathonbet:2.1433; codere_it:2.1364; unibet:2.1274; leovegas_se:2.1274; leovegas:2.1274; unibet_nl:2.1274; grosvenor:2.1274; tabtouch:2.1274; unibet_se:2.1274; casumo:2.1274; tipico_de:2.1209; smarkets:2.1164; draftkings:2.1164; unibet_uk:2.1111; bovada:2.1012; virginbet:2.093; betmgm:2.081; pointsbetau:2.0799; paddypower:2.0799; betsson:2.0759; nordicbet:2.0759; sport888:2.0571; williamhill:2.0571; winamax_de:2.0305; betway:2.0096; ladbrokes_uk:1.9657; coral:1.9657; betclic_fr:1.9203; skybet:1.9045; winamax_fr:1.8941
Bari vs Avellino,2025-12-27 13:30:00,Serie B,Doble Chance,1X,1.3781,coolbet,32,0.8921,0.0648,2.29,4.82,1.3133,0.00032635534240245444,32,0.01784530837706759,0.012432037689128653,,,,,coolbet:1.3781; codere_it:1.3583; pinnacle:1.3533; betmgm:1.3382; pointsbetau:1.3367; marathonbet:1.3335; fanduel:1.3333; smarkets:1.3305; unibet_uk:1.3294; draftkings:1.3273; betway:1.3271; nordicbet:1.3269; betsson:1.3269; williamhill:1.3204; grosvenor:1.3138; unibet:1.3138; leovegas:1.3138; unibet_se:1.3138; casumo:1.3138; tabtouch:1.3138; unibet_nl:1.3138; bovada:1.3083; winamax_de:1.3037; leovegas_se:1.3037; paddypower:1.3019; sport888:1.3019; virginbet:1.2948; coral:1.2857; ladbrokes_uk:1.2857; skybet:1.2475; winamax_fr:1.2436; betclic_fr:1.2334
Empoli vs Frosinone,2025-12-27 09:00:00,Serie B,Doble Chance,1X,1.4444,coolbet,33,0.8687,0.0514,2.41,4.95,1.393,0.0002993374373352354,33,0.017985302598087626,0.012104805576510001,,,,,coolbet:1.4444; pinnacle:1.4366; codere_it:1.4289; betmgm:1.4224; smarkets:1.422; marathonbet:1.4212; unibet_uk:1.4191; tipico_de:1.4071; pointsbetau:1.4035; betway:1.4035; sport888:1.4035; williamhill:1.4035; unibet_se:1.4014; leovegas:1.4014; tabtouch:1.4014; grosvenor:1.4014; unibet:1.4014; unibet_nl:1.4014; casumo:1.4014; nordicbet:1.4; betsson:1.4; bovada:1.3942; draftkings:1.3929; leovegas_se:1.3929; fanduel:1.3839; paddypower:1.3839; virginbet:1.382; coral:1.3714; ladbrokes_uk:1.3714; winamax_de:1.3622; skybet:1.3072; winamax_fr:1.3019; betclic_fr:1.2981
Empoli vs Frosinone,2025-12-27 09:00:00,Serie B,Doble Chance,X2,1.5041,coolbet,33,0.8687,0.0726,2.4,4.95,1.4315,0.00024144394338901354,33,0.016765420039505843,0.014144747945896851,,,,,coolbet:1.5041; codere_it:1.4896; betmgm:1.485; unibet_uk:1.479; pointsbetau:1.4644; williamhill:1.4644; pinnacle:1.461; nordicbet:1.4596; betsson:1.4596; fanduel:1.4573; marathonbet:1.4532; smarkets:1.4436; paddypower:1.4431; betway:1.4405; sport888:1.4405; coral:1.4345; ladbrokes_uk:1.4345; winamax_de:1.4243; draftkings:1.4211; bovada:1.4186; tipico_de:1.4071; unibet_se:1.4071; leovegas:1.4071; leovegas_se:1.4071; tabtouch:1.4071; grosvenor:1.4071; unibet:1.4071; unibet_nl:1.4071; casumo:1.4071; virginbet:1.3904; betclic_fr:1.3741; skybet:1.3709; winamax_fr:1.3636
Bologna vs Sassuolo,2025-12-28 12:00:00,Serie A,Doble Chance,X2,2.1875,unibet_se,37,0.8652,0.1317,2.84,3.19,2.0558,0.00013533406720782966,37,0.01368743401014764,0.011490967365311237,,,,,unibet_se:2.1875; unibet_nl:2.1875; tabtouch:2.1274; casumo:2.1274; grosvenor:2.1274; leovegas_se:2.1274; unibet:2.1274; coolbet:2.1017; pinnacle:2.0942; leovegas:2.093; betfair_ex_au:2.093; betfair_ex_eu:2.093; betfair_ex_uk:2.093; winamax_de:2.0858; marathonbet:2.0735; smarkets:2.0586; codere_it:2.0545; bovada:2.0497; pointsbetau:2.0479; tipico_de:2.0417; sport888:2.0241; virginbet:2.0241; betsson:2.0202; nordicbet:2.0202; unibet_uk:2.0195; fanduel:2.0195; betmgm:2.0195; coral:2.0195; ladbrokes_uk:2.0195; betclic_fr:2.0132; winamax_fr:2.0; skybet:2.0; paddypower:2.0; tab:2.0; williamhill:1.9688; betway:1.9688; draftkings:1.9367
Bari vs Avellino,2025-12-27 13:30:00,Serie B,Doble Chance,X2,1.5846,pinnacle,32,0.8424,0.0588,2.83,4.95,1.5258,0.0003016051044993362,32,0.019239883186140498,0.014636388376173603,,,,,pinnacle:1.5846; codere_it:1.5746; grosvenor:1.5624; unibet:1.5624; leovegas:1.5624; unibet_se:1.5624; casumo:1.5624; tabtouch:1.5624; unibet_nl:1.5624; coolbet:1.5624; marathonbet:1.55; leovegas_se:1.55; smarkets:1.5496; unibet_uk:1.5496; betmgm:1.5484; virginbet:1.5374; bovada:1.5294; draftkings:1.525; nordicbet:1.5246; betsson:1.5246; sport888:1.5246; williamhill:1.5246; pointsbetau:1.5246; fanduel:1.5; paddypower:1.5; winamax_de:1.4983; betway:1.4746; coral:1.4746; ladbrokes_uk:1.4746; betclic_fr:1.4447; winamax_fr:1.4365; skybet:1.4
Melbourne Victory vs Wellington Phoenix FC,2025-12-29 03:00:00,A-League,Doble Chance,1X,1.1867,pointsbetau,26,0.8337,0.0278,2.26,4.27,1.1589,0.0007878591405543749,26,0.020558849193661296,0.013487828778973327,,,,,pointsbetau:1.1867; pinnacle:1.1851; bovada:1.1823; tab:1.1803; coral:1.1781; leovegas_se:1.1745; leovegas:1.1745; ladbrokes_uk:1.1681; betmgm:1.1681; smarkets:1.1661; nordicbet:1.166; betsson:1.166; unibet:1.165; unibet_se:1.165; tabtouch:1.165; casumo:1.165; grosvenor:1.165; unibet_nl:1.165; draftkings:1.1608; williamhill:1.153; marathonbet:1.152; sport888:1.148; unibet_uk:1.1446; virginbet:1.122; winamax_de:1.1017; winamax_fr:1.0643
Juve Stabia vs Südtirol,2025-12-27 09:00:00,Serie B,Doble Chance,X2,1.6951,pinnacle,33,0.8228,0.1029,2.9,5.08,1.5922,0.0002613233380600517,33,0.01834959408643145,0.014510104505568673,,,,,pinnacle:1.6951; codere_it:1.669; coolbet:1.6579; smarkets:1.6549; unibet_uk:1.6439; tipico_de:1.6364; draftkings:1.6298; bovada:1.6298; marathonbet:1.625; betmgm:1.6215; nordicbet:1.6188; betsson:1.6188; winamax_de:1.5965; pointsbetau:1.5938; fanduel:1.5938; sport888:1.5938; williamhill:1.5938; unibet:1.5734; grosvenor:1.5734; unibet_se:1.5734; leovegas:1.5734; casumo:1.5734; unibet_nl:1.5734; tabtouch:1.5734; paddypower:1.5714; betway:1.5714; virginbet:1.5484; leovegas_se:1.5484; coral:1.5484; ladbrokes_uk:1.5484; betclic_fr:1.5269; winamax_fr:1.5213; skybet:1.4712
Sampdoria vs Reggiana,2025-12-27 09:00:00,Serie B,Doble Chance,X2,1.8857,smarkets,36,0.7965,0.1148,3.15,5.11,1.7709,0.00024517103549142396,36,0.01822372290128647,0.012802890979815478,,,,,smarkets:1.8857; pinnacle:1.8748; coolbet:1.848; betfair_ex_au:1.8347; tipico_de:1.8284; marathonbet:1.8142; codere_it:1.8127; unibet_uk:1.8021; bovada:1.7931; draftkings:1.783; unibet_nl:1.783; unibet_se:1.783; casumo:1.783; leovegas_se:1.783; leovegas:1.783; unibet:1.783; grosvenor:1.783; tabtouch:1.783; pointsbetau:1.7778; fanduel:1.7778; paddypower:1.7778; williamhill:1.7778; betsson:1.7769; nordicbet:1.7769; betway:1.7662; betmgm:1.7662; virginbet:1.7577; winamax_de:1.7411; betfair_ex_uk:1.7391; betfair_ex_eu:1.7391; sport888:1.7271; coral:1.6941; ladbrokes_uk:1.6941; betclic_fr:1.657; skybet:1.6364; winamax_fr:1.6298
Torino vs Cagliari,2025-12-27 09:00:00,Serie A,Doble Chance,1X,1.2661,unibet_se,37,0.7692,0.0353,1.97,3.38,1.2308,0.00031421010148373113,37,0.016150803687837407,0.013910927243641564,,,,,unibet_se:1.2661; unibet_nl:1.2661; marathonbet:1.2634; betfair_ex_eu:1.2593; betfair_ex_uk:1.2593; betfair_ex_au:1.2593; coolbet:1.2593; betsson:1.258; nordicbet:1.258; winamax_de:1.2499; pinnacle:1.2499; smarkets:1.2484; codere_it:1.2473; coral:1.2453; bovada:1.2445; pointsbetau:1.2393; betmgm:1.2375; unibet_uk:1.2325; unibet:1.2285; ladbrokes_uk:1.2257; tabtouch:1.2245; casumo:1.2245; grosvenor:1.2245; leovegas_se:1.2245; tipico_de:1.2178; winamax_fr:1.2124; williamhill:1.2098; skybet:1.2098; betway:1.2098; leovegas:1.2098; betclic_fr:1.2084; paddypower:1.2058; tab:1.2058; sport888:1.1961; draftkings:1.1961; fanduel:1.1897; virginbet:1.1723
