Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,Todas_Las_Cuotas
AC Milan vs Hellas Verona,2025-12-28 06:30:00,Serie A,Doble Chance,X2,3.3544,betfair_ex_au,37,7.0548,0.2868,4.39,0.73,3.0676,0.00016569977918608715,37,0.014196720250849174,0.011255385065360207,,,,,betfair_ex_au:3.3544; betfair_ex_eu:3.3544; betfair_ex_uk:3.3544; smarkets:3.2877; unibet_se:3.1888; unibet_nl:3.1888; coolbet:3.1758; pinnacle:3.1628; winamax_de:3.1481; tipico_de:3.1481; marathonbet:3.1304; betsson:3.1008; nordicbet:3.1008; codere_it:3.0947; grosvenor:3.0876; leovegas_se:3.0876; unibet:3.0876; casumo:3.0876; tabtouch:3.0876; coral:3.0769; pointsbetau:3.0472; leovegas:3.0441; betmgm:3.0392; bovada:3.0144; fanduel:3.0; betclic_fr:2.9942; skybet:2.9847; unibet_uk:2.9804; winamax_fr:2.9606; paddypower:2.9423; virginbet:2.9423; ladbrokes_uk:2.9268; tab:2.9082; sport888:2.88; betway:2.88; williamhill:2.8387; draftkings:2.8125
Arsenal vs Brighton and Hove Albion,2025-12-27 10:00:00,EPL,Doble Chance,X2,3.1884,betfair_ex_au,38,5.7654,0.2985,4.71,0.81,2.8899,0.0002035493301845079,38,0.015943917927817554,0.012282159594430844,,,,,betfair_ex_au:3.1884; betfair_ex_uk:3.1884; betfair_ex_eu:3.1884; smarkets:3.1618; pinnacle:3.0357; betsson:3.0159; nordicbet:3.0159; tipico_de:3.0094; fanduel:2.9606; marathonbet:2.9453; bovada:2.9453; coolbet:2.9257; winamax_de:2.9239; unibet_se:2.9082; unibet_nl:2.9082; draftkings:2.8893; leovegas:2.8893; leovegas_se:2.8893; codere_it:2.88; paddypower:2.88; tabtouch:2.8512; unibet:2.8512; grosvenor:2.8512; casumo:2.8512; unibet_uk:2.8298; pointsbetau:2.8298; tab:2.8298; skybet:2.8125; winamax_fr:2.812; betclic_fr:2.7957; williamhill:2.7759; betway:2.7444; mybookieag:2.7439; sport888:2.7391; betmgm:2.7149; virginbet:2.7018; ladbrokes_uk:2.6667; coral:2.6667
Brentford vs Bournemouth,2025-12-27 10:00:00,EPL,Doble Chance,1X,1.4484,betfair_ex_eu,38,5.7468,0.0604,2.33,0.79,1.388,0.0002536220718606815,38,0.016792083422752506,0.013085112600376408,,,,,betfair_ex_eu:1.4484; betfair_ex_uk:1.4484; betfair_ex_au:1.4484; smarkets:1.4409; unibet_se:1.4256; unibet_nl:1.4256; marathonbet:1.4192; betsson:1.4107; nordicbet:1.4107; leovegas_se:1.4107; leovegas:1.4107; pinnacle:1.4078; codere_it:1.3922; winamax_de:1.3919; grosvenor:1.3919; casumo:1.3919; unibet:1.3919; tabtouch:1.3919; coolbet:1.3914; pointsbetau:1.3846; betway:1.3846; ladbrokes_uk:1.3846; coral:1.3846; betmgm:1.3846; draftkings:1.3846; bovada:1.3808; unibet_uk:1.3696; tab:1.3696; mybookieag:1.3554; fanduel:1.354; paddypower:1.354; skybet:1.354; williamhill:1.354; winamax_fr:1.3509; tipico_de:1.3509; betclic_fr:1.3433; sport888:1.3357; virginbet:1.3131
Brentford vs Bournemouth,2025-12-27 10:00:00,EPL,Doble Chance,X2,1.7015,betfair_ex_eu,38,5.7468,0.0639,2.31,0.79,1.6376,0.00015128118425669366,38,0.014117380166747708,0.011759311529767528,,,,,betfair_ex_eu:1.7015; betfair_ex_uk:1.7015; betfair_ex_au:1.7015; unibet_se:1.6971; unibet_nl:1.6971; smarkets:1.6868; pinnacle:1.6796; leovegas_se:1.6719; leovegas:1.6719; marathonbet:1.6678; betsson:1.6567; nordicbet:1.6567; winamax_de:1.6466; grosvenor:1.6466; casumo:1.6466; unibet:1.6466; tabtouch:1.6466; coolbet:1.6464; tipico_de:1.6439; codere_it:1.6364; pointsbetau:1.6364; draftkings:1.6364; bovada:1.6364; sport888:1.6215; unibet_uk:1.6154; betclic_fr:1.6066; betway:1.6062; ladbrokes_uk:1.6062; coral:1.6062; betmgm:1.6062; fanduel:1.5938; paddypower:1.5938; skybet:1.5938; williamhill:1.5938; mybookieag:1.5936; winamax_fr:1.5859; tab:1.5859; virginbet:1.5607
Lecce vs Como,2025-12-27 09:00:00,Serie A,Doble Chance,1X,2.126,betfair_ex_uk,37,4.2018,0.1373,3.33,1.09,1.9887,0.00020220855292303426,37,0.016735716489757847,0.013661594658946735,,,,,betfair_ex_uk:2.126; betfair_ex_eu:2.126; betfair_ex_au:2.1097; smarkets:2.0756; unibet_nl:2.0588; unibet_se:2.0588; pinnacle:2.0568; marathonbet:2.0329; coolbet:2.0329; tipico_de:2.0241; betsson:2.0224; nordicbet:2.0224; winamax_de:2.0073; tabtouch:2.0072; grosvenor:2.0072; leovegas_se:2.0072; unibet:2.0072; casumo:2.0072; codere_it:1.9896; bovada:1.9896; fanduel:1.988; pointsbetau:1.9816; leovegas:1.973; skybet:1.9556; unibet_uk:1.955; paddypower:1.9472; betclic_fr:1.945; winamax_fr:1.9384; tab:1.9367; virginbet:1.9214; coral:1.9179; betmgm:1.9179; ladbrokes_uk:1.9045; betway:1.9045; williamhill:1.8857; draftkings:1.8857; sport888:1.8565
Lecce vs Como,2025-12-27 09:00:00,Serie A,Doble Chance,X2,1.2162,betfair_ex_uk,37,4.2018,0.0336,1.97,1.09,1.1826,0.00040535503657042923,37,0.01683543927349745,0.014368852569846094,,,,,betfair_ex_uk:1.2162; betfair_ex_eu:1.2162; betfair_ex_au:1.2162; coolbet:1.2146; betmgm:1.2065; smarkets:1.206; betsson:1.2032; nordicbet:1.2032; pinnacle:1.2032; marathonbet:1.2017; unibet_nl:1.2017; unibet_se:1.2017; ladbrokes_uk:1.1981; coral:1.1981; codere_it:1.1957; bovada:1.1915; pointsbetau:1.1897; betway:1.1897; unibet_uk:1.1854; winamax_de:1.1829; sport888:1.1789; tab:1.1769; tipico_de:1.1755; tabtouch:1.1683; grosvenor:1.1683; leovegas_se:1.1683; unibet:1.1683; casumo:1.1683; skybet:1.1647; williamhill:1.1647; betclic_fr:1.1562; winamax_fr:1.1538; leovegas:1.1538; fanduel:1.1521; draftkings:1.1521; paddypower:1.1436; virginbet:1.1205
Udinese vs Lazio,2025-12-27 12:00:00,Serie A,Doble Chance,1X,1.6116,betfair_ex_uk,37,4.1982,0.0774,2.5,1.11,1.5342,0.00020771953205179927,37,0.016176682592798277,0.012225084292986728,,,,,betfair_ex_uk:1.6116; betfair_ex_eu:1.6116; betfair_ex_au:1.6116; smarkets:1.5996; unibet_se:1.5866; unibet_nl:1.5866; coolbet:1.5746; marathonbet:1.555; pinnacle:1.5549; tipico_de:1.55; winamax_de:1.5496; codere_it:1.5374; unibet_uk:1.5374; unibet:1.5366; casumo:1.5366; tabtouch:1.5366; grosvenor:1.5366; leovegas_se:1.5366; betsson:1.525; nordicbet:1.525; fanduel:1.5246; skybet:1.5246; pointsbetau:1.5246; leovegas:1.5246; betmgm:1.5246; coral:1.5246; ladbrokes_uk:1.5246; betclic_fr:1.5124; bovada:1.5124; paddypower:1.5; tab:1.5; winamax_fr:1.4996; draftkings:1.475; sport888:1.4746; williamhill:1.4746; betway:1.4746; virginbet:1.4694
Arsenal vs Brighton and Hove Albion,2025-12-27 10:00:00,EPL,Doble Chance,1X,1.118,smarkets,38,4.1215,0.0291,1.88,1.07,1.0889,0.0008296867311623643,38,0.01746673743416337,0.013886928990509967,,,,,smarkets:1.118; betfair_ex_au:1.118; betfair_ex_uk:1.118; betfair_ex_eu:1.118; betmgm:1.1136; unibet_se:1.1109; unibet_nl:1.1109; marathonbet:1.1103; ladbrokes_uk:1.1077; coral:1.1077; betsson:1.0998; nordicbet:1.0998; betway:1.0991; pinnacle:1.0974; leovegas:1.0964; leovegas_se:1.0964; codere_it:1.0958; unibet_uk:1.0932; winamax_de:1.0889; bovada:1.0864; tabtouch:1.085; unibet:1.085; grosvenor:1.085; casumo:1.085; draftkings:1.0846; coolbet:1.0846; pointsbetau:1.0813; tab:1.0813; mybookieag:1.0733; williamhill:1.0733; tipico_de:1.0707; skybet:1.0678; sport888:1.0678; winamax_fr:1.0668; betclic_fr:1.0668; fanduel:1.0548; paddypower:1.0444; virginbet:1.033
Casa Pia vs Vitória SC,2025-12-28 10:30:00,Primeira Liga,Doble Chance,X2,1.3527,ladbrokes_uk,25,3.4676,0.0333,1.7,6.18,1.3194,0.00017233609045587308,25,0.013111934666669567,0.010288225614143599,,,,,ladbrokes_uk:1.3527; coral:1.3527; betsson:1.3368; nordicbet:1.3368; grosvenor:1.3367; casumo:1.3367; marathonbet:1.3367; unibet_uk:1.3333; fanduel:1.3333; paddypower:1.3333; tabtouch:1.3302; betway:1.3271; betmgm:1.3271; tipico_de:1.3204; unibet:1.3177; leovegas_se:1.3177; unibet_nl:1.3177; unibet_se:1.3177; leovegas:1.3112; virginbet:1.2955; winamax_fr:1.2948; winamax_de:1.2948; betclic_fr:1.2848; skybet:1.2788; smarkets:1.2612
Cremonese vs Napoli,2025-12-28 09:00:00,Serie A,Doble Chance,1X,2.5455,betfair_ex_eu,37,3.2857,0.1896,3.86,1.4,2.3559,0.00019348479713143647,37,0.016173839010105898,0.013420402673723913,,,,,betfair_ex_eu:2.5455; betfair_ex_au:2.5455; betfair_ex_uk:2.5455; smarkets:2.4986; tipico_de:2.4762; pinnacle:2.4419; unibet_se:2.4375; unibet_nl:2.4375; coolbet:2.4; marathonbet:2.394; unibet:2.3843; casumo:2.3843; tabtouch:2.3843; grosvenor:2.3843; leovegas_se:2.3843; winamax_de:2.3838; betsson:2.366; nordicbet:2.366; leovegas:2.3645; codere_it:2.3636; pointsbetau:2.359; bovada:2.3238; fanduel:2.3113; winamax_fr:2.2979; unibet_uk:2.288; betclic_fr:2.288; betmgm:2.288; coral:2.288; virginbet:2.2836; tab:2.2819; skybet:2.2697; sport888:2.2513; ladbrokes_uk:2.2473; paddypower:2.2297; betway:2.2297; draftkings:2.2297; williamhill:2.212
Sunderland vs Leeds United,2025-12-28 09:00:00,EPL,Doble Chance,1X,1.4702,betfair_ex_eu,38,3.1481,0.0522,2.24,1.35,1.418,0.00022077272497992014,38,0.015895666753062393,0.012510245448296837,,,,,betfair_ex_eu:1.4702; betfair_ex_uk:1.4702; betfair_ex_au:1.4702; unibet_se:1.4636; unibet_nl:1.4636; marathonbet:1.4574; smarkets:1.4542; pinnacle:1.4492; leovegas:1.4444; leovegas_se:1.4444; coolbet:1.4353; codere_it:1.4289; betsson:1.4289; nordicbet:1.4289; winamax_de:1.4224; pointsbetau:1.4224; sport888:1.4199; bovada:1.4191; grosvenor:1.4191; casumo:1.4191; unibet:1.4191; tabtouch:1.4191; betmgm:1.4191; draftkings:1.413; unibet_uk:1.4035; williamhill:1.4035; coral:1.4035; ladbrokes_uk:1.4035; tab:1.3938; tipico_de:1.3876; fanduel:1.3839; paddypower:1.3839; skybet:1.3839; betway:1.3839; mybookieag:1.3825; betclic_fr:1.3742; winamax_fr:1.3527; virginbet:1.3431
Sunderland vs Leeds United,2025-12-28 09:00:00,EPL,Doble Chance,X2,1.5827,betfair_ex_eu,38,3.1481,0.07,2.59,1.35,1.5127,0.0002417037396152484,38,0.017263431617304013,0.013724661038565561,,,,,betfair_ex_eu:1.5827; betfair_ex_uk:1.5827; betfair_ex_au:1.5827; smarkets:1.5659; unibet_se:1.5576; unibet_nl:1.5576; pinnacle:1.5442; marathonbet:1.5407; tipico_de:1.535; codere_it:1.5325; betsson:1.5325; nordicbet:1.5325; leovegas:1.5325; leovegas_se:1.5325; winamax_de:1.5293; pointsbetau:1.5293; coolbet:1.5264; grosvenor:1.5158; casumo:1.5158; unibet:1.5158; tabtouch:1.5158; unibet_uk:1.5074; bovada:1.5074; draftkings:1.5041; williamhill:1.4933; coral:1.4933; betmgm:1.4933; ladbrokes_uk:1.4933; betway:1.493; fanduel:1.4849; tab:1.4824; mybookieag:1.4801; paddypower:1.4712; skybet:1.4712; betclic_fr:1.4543; winamax_fr:1.4431; virginbet:1.4322; sport888:1.4199
Hibernian vs Hearts,2025-12-27 07:30:00,Premiership,Doble Chance,1X,1.5972,betfair_ex_eu,33,3.0838,0.1127,2.44,1.67,1.4845,0.0002135828633039276,33,0.016183987380000427,0.012433268441513571,,,,,betfair_ex_eu:1.5972; betfair_ex_uk:1.5474; pinnacle:1.5343; smarkets:1.5311; betfair_ex_au:1.5264; coral:1.5203; tipico_de:1.5203; coolbet:1.5041; nordicbet:1.4983; betsson:1.4983; fanduel:1.4933; williamhill:1.4933; pointsbetau:1.4896; ladbrokes_uk:1.485; betmgm:1.485; marathonbet:1.4832; bovada:1.4819; codere_it:1.4796; betway:1.4748; draftkings:1.4748; unibet:1.4644; unibet_nl:1.4644; unibet_se:1.4644; leovegas:1.4644; unibet_uk:1.4597; skybet:1.4573; paddypower:1.4573; grosvenor:1.4496; casumo:1.4496; tabtouch:1.4496; sport888:1.4431; leovegas_se:1.4333; virginbet:1.414
Hibernian vs Hearts,2025-12-27 07:30:00,Premiership,Doble Chance,X2,1.5047,betfair_ex_eu,33,3.0838,0.0801,1.79,1.67,1.4246,0.00013279596335132206,33,0.012433561944176297,0.009812444279398173,,,,,betfair_ex_eu:1.5047; codere_it:1.4639; betfair_ex_uk:1.4539; smarkets:1.4447; coolbet:1.4444; unibet:1.4436; unibet_nl:1.4436; unibet_se:1.4436; leovegas:1.4436; coral:1.4407; grosvenor:1.4345; casumo:1.4345; tabtouch:1.4345; pinnacle:1.4307; pointsbetau:1.4289; unibet_uk:1.4289; betfair_ex_au:1.4289; ladbrokes_uk:1.4224; betmgm:1.4224; fanduel:1.4191; sport888:1.414; betway:1.413; draftkings:1.413; marathonbet:1.4105; leovegas_se:1.4092; nordicbet:1.4066; betsson:1.4066; virginbet:1.3991; tipico_de:1.3896; williamhill:1.3876; bovada:1.3844; skybet:1.3839; paddypower:1.3839
Casa Pia vs Vitória SC,2025-12-28 10:30:00,Primeira Liga,Doble Chance,1X,1.5746,tipico_de,25,2.9499,0.0471,1.87,6.99,1.5275,0.0001262186181575686,25,0.012509149291454622,0.009550974413133032,,,,,tipico_de:1.5746; grosvenor:1.5624; casumo:1.5624; tabtouch:1.55; marathonbet:1.55; ladbrokes_uk:1.55; coral:1.55; unibet:1.5374; leovegas_se:1.5374; unibet_nl:1.5374; leovegas:1.5374; unibet_se:1.5374; betclic_fr:1.5374; unibet_uk:1.5366; betsson:1.525; nordicbet:1.525; betmgm:1.5246; virginbet:1.5124; winamax_fr:1.5124; winamax_de:1.5124; betway:1.5; fanduel:1.5; paddypower:1.5; smarkets:1.4699; skybet:1.445
West Ham United vs Fulham,2025-12-27 10:00:00,EPL,Doble Chance,1X,1.5617,betfair_ex_uk,38,2.8593,0.0614,2.09,1.35,1.5003,0.00016187803804078944,38,0.014075286640208705,0.010286908688376908,,,,,betfair_ex_uk:1.5617; betfair_ex_au:1.5617; betfair_ex_eu:1.5617; smarkets:1.5494; marathonbet:1.5302; pinnacle:1.5267; unibet_se:1.5264; unibet_nl:1.5264; leovegas:1.5173; sport888:1.5148; winamax_de:1.5146; leovegas_se:1.5108; betsson:1.5083; nordicbet:1.5083; codere_it:1.5049; unibet_uk:1.5049; betmgm:1.5049; coral:1.5049; ladbrokes_uk:1.5049; pointsbetau:1.5; williamhill:1.5; coolbet:1.4975; bovada:1.4956; draftkings:1.495; unibet:1.4918; tabtouch:1.4918; grosvenor:1.4918; casumo:1.4918; betclic_fr:1.4796; tipico_de:1.479; fanduel:1.4733; tab:1.4733; mybookieag:1.4675; winamax_fr:1.4639; betway:1.4605; paddypower:1.4542; skybet:1.4542; virginbet:1.4061
Torino vs Cagliari,2025-12-27 09:00:00,Serie A,Doble Chance,X2,1.9367,betfair_ex_eu,37,2.6687,0.1027,2.54,1.63,1.834,0.00013653973873433908,37,0.013702686147141386,0.010721181411191893,,,,,betfair_ex_eu:1.9367; betfair_ex_uk:1.9367; betfair_ex_au:1.9367; smarkets:1.9019; coolbet:1.8889; pinnacle:1.8858; unibet_se:1.8735; unibet_nl:1.8735; marathonbet:1.8659; fanduel:1.8587; winamax_de:1.8523; tipico_de:1.848; betsson:1.8416; nordicbet:1.8416; codere_it:1.8378; pointsbetau:1.8378; unibet_uk:1.8231; unibet:1.8231; tabtouch:1.8231; casumo:1.8231; grosvenor:1.8231; leovegas_se:1.8231; bovada:1.8231; paddypower:1.8082; skybet:1.8082; betway:1.8082; tab:1.8082; betmgm:1.8082; coral:1.8082; betclic_fr:1.8039; winamax_fr:1.8021; leovegas:1.7979; ladbrokes_uk:1.7875; sport888:1.7778; williamhill:1.7662; draftkings:1.7475; virginbet:1.7475
