fixture_id,league_id,league_name,bookmaker_id,bookmaker,home_odds,draw_odds,away_odds,odds_1x,odds_x2,prob_1x,prob_x2
1378035,135,Serie A,1,10Bet,6.0,3.75,1.6,2.3077,1.1215,43.33,89.17
1378035,135,Serie A,7,William Hill,5.5,3.75,1.57,2.2297,1.1067,44.85,90.36
1378035,135,Serie A,8,Bet365,5.75,3.8,1.62,2.288,1.1358,43.71,88.04
1378035,135,Serie A,2,Marathonbet,5.95,3.88,1.65,2.3485,1.1577,42.58,86.38
1378035,135,Serie A,16,Unibet,6.25,3.85,1.56,2.3824,1.1102,41.97,90.07
1378035,135,Serie A,3,Betfair,6.0,3.75,1.57,2.3077,1.1067,43.33,90.36
1378035,135,Serie A,13,188Bet,5.9,3.85,1.63,2.3297,1.1452,42.92,87.32
1378035,135,Serie A,4,Pinnacle,6.0,3.85,1.64,2.3452,1.1501,42.64,86.95
1378035,135,Serie A,5,SBO,5.51,3.64,1.6,2.192,1.1115,45.62,89.97
1378035,135,Serie A,11,1xBet,6.04,3.94,1.68,2.3845,1.1778,41.94,84.9
1378035,135,Serie A,32,Betano,6.0,3.85,1.67,2.3452,1.1648,42.64,85.85
1378035,135,Serie A,34,Superbet,5.8,3.75,1.65,2.2775,1.1458,43.91,87.28
1385272,408,Premiership,1,10Bet,2.4,3.0,2.85,1.3333,1.4615,75.0,68.42
1385272,408,Premiership,7,William Hill,2.4,3.0,2.9,1.3333,1.4746,75.0,67.82
1385272,408,Premiership,8,Bet365,2.45,3.1,2.88,1.3685,1.493,73.07,66.98
1385272,408,Premiership,2,Marathonbet,2.34,2.98,2.88,1.3108,1.4646,76.29,68.28
1385272,408,Premiership,16,Unibet,2.33,2.95,2.9,1.3018,1.4624,76.82,68.38
1385272,408,Premiership,3,Betfair,2.3,3.0,3.0,1.3019,1.5,76.81,66.67
1385272,408,Premiership,13,188Bet,2.09,3.1,2.85,1.2484,1.4849,80.1,67.34
1385272,408,Premiership,4,Pinnacle,2.46,3.11,3.12,1.3735,1.5575,72.81,64.21
1385272,408,Premiership,11,1xBet,2.36,2.98,2.94,1.317,1.4799,75.93,67.57
1385272,408,Premiership,32,Betano,2.42,3.0,3.0,1.3395,1.5,74.65,66.67
1385272,408,Premiership,34,Superbet,2.4,2.95,3.05,1.3234,1.4996,75.56,66.68
1387850,61,Ligue 1,1,10Bet,2.54,3.2,2.82,1.416,1.499,70.62,66.71
1387850,61,Ligue 1,7,William Hill,2.5,3.1,2.75,1.3839,1.4573,72.26,68.62
1387850,61,Ligue 1,8,Bet365,2.4,3.3,3.0,1.3895,1.5714,71.97,63.64
1387850,61,Ligue 1,2,Marathonbet,2.55,3.34,2.94,1.446,1.5636,69.16,63.95
1387850,61,Ligue 1,16,Unibet,2.5,3.25,2.8,1.413,1.5041,70.77,66.48
1387850,61,Ligue 1,3,Betfair,2.45,3.25,2.88,1.3969,1.5269,71.59,65.49
1387850,61,Ligue 1,13,188Bet,2.49,3.35,2.85,1.4283,1.5399,70.01,64.94
1387850,61,Ligue 1,4,Pinnacle,2.51,3.37,3.0,1.4386,1.5871,69.51,63.01
1387850,61,Ligue 1,5,SBO,2.43,3.17,2.76,1.3756,1.4754,72.7,67.78
1387850,61,Ligue 1,11,1xBet,2.57,3.4,3.01,1.4637,1.5966,68.32,62.63
1387850,61,Ligue 1,32,Betano,2.47,3.3,2.92,1.4127,1.5492,70.79,64.55
1387850,61,Ligue 1,34,Superbet,2.5,3.3,2.95,1.4224,1.5576,70.3,64.2
1387850,61,Ligue 1,21,888Sport,2.5,3.1,2.75,1.3839,1.4573,72.26,68.62
1389897,382,Liga Leumit,1,10Bet,1.91,3.4,3.55,1.223,1.7367,81.77,57.58
1389897,382,Liga Leumit,8,Bet365,1.8,3.4,3.75,1.1769,1.7832,84.97,56.08
1389897,382,Liga Leumit,2,Marathonbet,1.8,3.36,3.85,1.1721,1.7942,85.32,55.74
1389897,382,Liga Leumit,3,Betfair,1.85,3.3,3.9,1.1854,1.7875,84.36,55.94
1389897,382,Liga Leumit,13,188Bet,1.82,3.3,3.35,1.173,1.6624,85.25,60.15
1389897,382,Liga Leumit,4,Pinnacle,1.85,3.49,4.09,1.2091,1.8831,82.71,53.1
1389897,382,Liga Leumit,5,SBO,1.9,3.0,3.13,1.1633,1.5318,85.96,65.28
1389897,382,Liga Leumit,11,1xBet,1.81,3.36,3.98,1.1763,1.8219,85.01,54.89
1389897,382,Liga Leumit,32,Betano,1.88,3.4,3.75,1.2106,1.7832,82.6,56.08
1389897,382,Liga Leumit,34,Superbet,1.83,3.4,4.0,1.1897,1.8378,84.05,54.41
1389900,382,Liga Leumit,1,10Bet,1.8,3.4,3.95,1.1769,1.8272,84.97,54.73
1389900,382,Liga Leumit,8,Bet365,1.7,3.3,4.33,1.122,1.8727,89.13,53.4
1389900,382,Liga Leumit,2,Marathonbet,1.7,3.42,4.3,1.1355,1.9049,88.07,52.5
1389900,382,Liga Leumit,16,Unibet,1.58,3.5,5.1,1.0886,2.0756,91.86,48.18
1389900,382,Liga Leumit,3,Betfair,1.7,3.5,4.4,1.1442,1.9494,87.4,51.3
1389900,382,Liga Leumit,13,188Bet,1.65,3.45,3.95,1.1162,1.8416,89.59,54.3
1389900,382,Liga Leumit,4,Pinnacle,1.79,3.62,4.2,1.1977,1.9442,83.49,51.44
1389900,382,Liga Leumit,5,SBO,1.7,3.14,3.67,1.1029,1.6922,90.67,59.09
1389900,382,Liga Leumit,11,1xBet,1.72,3.42,4.38,1.1444,1.9205,87.38,52.07
1389900,382,Liga Leumit,32,Betano,1.8,3.45,4.05,1.1829,1.863,84.54,53.68
1389900,382,Liga Leumit,34,Superbet,1.77,3.55,4.1,1.1811,1.9026,84.67,52.56
1389902,382,Liga Leumit,1,10Bet,2.33,2.8,3.2,1.2717,1.4933,78.63,66.97
1389902,382,Liga Leumit,8,Bet365,2.25,2.7,3.3,1.2273,1.485,81.48,67.34
1389902,382,Liga Leumit,2,Marathonbet,2.26,2.84,3.14,1.2585,1.4912,79.46,67.06
1389902,382,Liga Leumit,3,Betfair,2.2,2.88,3.25,1.2472,1.5269,80.18,65.49
1389902,382,Liga Leumit,13,188Bet,2.06,3.2,2.82,1.2532,1.499,79.8,66.71
1389902,382,Liga Leumit,4,Pinnacle,2.29,2.99,3.33,1.2968,1.5754,77.11,63.48
1389902,382,Liga Leumit,5,SBO,2.2,2.78,2.72,1.2281,1.3748,81.43,72.74
1389902,382,Liga Leumit,11,1xBet,2.26,2.88,3.22,1.2663,1.5203,78.97,65.78
1389902,382,Liga Leumit,32,Betano,2.27,2.87,3.3,1.2675,1.535,78.9,65.15
1389902,382,Liga Leumit,34,Superbet,2.25,3.0,3.25,1.2857,1.56,77.78,64.1
1389903,382,Liga Leumit,1,10Bet,1.95,3.4,3.4,1.2393,1.7,80.69,58.82
1389903,382,Liga Leumit,8,Bet365,1.9,3.4,3.4,1.2189,1.7,82.04,58.82
1389903,382,Liga Leumit,2,Marathonbet,1.92,3.34,3.42,1.2192,1.6898,82.02,59.18
1389903,382,Liga Leumit,3,Betfair,1.91,3.4,3.5,1.223,1.7246,81.77,57.98
1389903,382,Liga Leumit,13,188Bet,1.9,3.5,2.96,1.2315,1.6037,81.2,62.36
1389903,382,Liga Leumit,4,Pinnacle,1.98,3.48,3.58,1.262,1.7646,79.24,56.67
1389903,382,Liga Leumit,5,SBO,2.01,2.98,2.88,1.2004,1.4646,83.31,68.28
1389903,382,Liga Leumit,11,1xBet,1.94,3.34,3.49,1.2272,1.7067,81.49,58.59
1389903,382,Liga Leumit,32,Betano,1.95,3.4,3.55,1.2393,1.7367,80.69,57.58
1389903,382,Liga Leumit,34,Superbet,1.95,3.45,3.5,1.2458,1.7374,80.27,57.56
1389904,382,Liga Leumit,8,Bet365,4.33,3.5,1.67,1.9355,1.1306,51.67,88.45
1389904,382,Liga Leumit,2,Marathonbet,4.4,3.58,1.65,1.9739,1.1294,50.66,88.54
1389904,382,Liga Leumit,16,Unibet,4.3,3.55,1.67,1.9446,1.1357,51.42,88.05
1389904,382,Liga Leumit,3,Betfair,4.6,3.6,1.67,2.0195,1.1408,49.52,87.66
1389904,382,Liga Leumit,13,188Bet,3.45,3.35,1.78,1.6996,1.1624,58.84,86.03
1389904,382,Liga Leumit,4,Pinnacle,4.37,3.77,1.74,2.0239,1.1905,49.41,84.0
1389904,382,Liga Leumit,5,SBO,3.76,3.18,1.67,1.7229,1.095,58.04,91.32
1389904,382,Liga Leumit,11,1xBet,4.48,3.58,1.67,1.9899,1.1388,50.25,87.81
1389904,382,Liga Leumit,32,Betano,4.35,3.6,1.72,1.9698,1.1639,50.77,85.92
1389904,382,Liga Leumit,34,Superbet,4.2,3.75,1.7,1.9811,1.1697,50.48,85.49
1390995,140,La Liga,1,10Bet,2.02,2.78,4.85,1.1699,1.7671,85.48,56.59
1390995,140,La Liga,7,William Hill,2.1,2.75,4.2,1.1907,1.6619,83.98,60.17
1390995,140,La Liga,8,Bet365,2.05,2.88,4.75,1.1976,1.7929,83.5,55.78
1390995,140,La Liga,2,Marathonbet,2.12,2.91,4.6,1.2265,1.7824,81.53,56.1
1390995,140,La Liga,16,Unibet,1.98,2.85,4.75,1.1683,1.7812,85.59,56.14
1390995,140,La Liga,3,Betfair,2.0,2.8,4.6,1.1667,1.7405,85.71,57.45
1390995,140,La Liga,13,188Bet,2.08,2.87,4.65,1.206,1.7747,82.92,56.35
1390995,140,La Liga,4,Pinnacle,2.1,2.91,4.78,1.2198,1.8088,81.98,55.29
1390995,140,La Liga,5,SBO,2.06,2.8,4.19,1.1868,1.6784,84.26,59.58
1390995,140,La Liga,11,1xBet,2.15,2.97,4.67,1.2472,1.8154,80.18,55.08
1390995,140,La Liga,32,Betano,2.07,2.85,4.6,1.1991,1.7597,83.4,56.83
1390995,140,La Liga,34,Superbet,2.1,2.82,4.7,1.2037,1.7625,83.08,56.74
1390995,140,La Liga,21,888Sport,2.1,2.75,4.2,1.1907,1.6619,83.98,60.17
1391982,141,Segunda División,1,10Bet,1.53,3.7,7.0,1.0824,2.4206,92.39,41.31
1391982,141,Segunda División,7,William Hill,1.55,3.6,6.5,1.0835,2.3168,92.29,43.16
1391982,141,Segunda División,8,Bet365,1.53,3.75,7.0,1.0866,2.4419,92.03,40.95
1391982,141,Segunda División,2,Marathonbet,1.52,3.7,6.95,1.0774,2.4146,92.82,41.41
1391982,141,Segunda División,16,Unibet,1.53,3.7,6.25,1.0824,2.3241,92.39,43.03
1391982,141,Segunda División,3,Betfair,1.47,3.6,6.5,1.0438,2.3168,95.8,43.16
1391982,141,Segunda División,13,188Bet,1.49,3.85,6.8,1.0743,2.4582,93.08,40.68
1391982,141,Segunda División,4,Pinnacle,1.55,3.86,7.49,1.1059,2.5473,90.42,39.26
1391982,141,Segunda División,5,SBO,1.48,3.66,6.28,1.0539,2.3124,94.89,43.25
1391982,141,Segunda División,11,1xBet,1.56,3.8,7.15,1.106,2.4813,90.42,40.3
1391982,141,Segunda División,32,Betano,1.57,3.9,7.8,1.1194,2.6,89.33,38.46
1391982,141,Segunda División,34,Superbet,1.56,3.75,6.9,1.1017,2.4296,90.77,41.16
1378034,135,Serie A,1,10Bet,2.22,3.3,3.25,1.3272,1.6374,75.35,61.07
1378034,135,Serie A,7,William Hill,2.2,3.1,3.25,1.2868,1.5866,77.71,63.03
1378034,135,Serie A,8,Bet365,2.25,3.2,3.4,1.3211,1.6485,75.69,60.66
1378034,135,Serie A,2,Marathonbet,2.31,3.3,3.38,1.3588,1.6698,73.59,59.89
1378034,135,Serie A,16,Unibet,2.23,3.2,3.3,1.3142,1.6246,76.09,61.55
1378034,135,Serie A,3,Betfair,2.3,3.2,3.3,1.3382,1.6246,74.73,61.55
1378034,135,Serie A,13,188Bet,2.28,3.25,3.4,1.34,1.6617,74.63,60.18
1378034,135,Serie A,4,Pinnacle,2.31,3.23,3.44,1.3468,1.6658,74.25,60.03
1378034,135,Serie A,5,SBO,2.24,3.01,2.84,1.2843,1.4613,77.86,68.43
1378034,135,Serie A,11,1xBet,2.35,3.35,3.44,1.3811,1.6972,72.41,58.92
1378034,135,Serie A,32,Betano,2.3,3.15,3.35,1.3294,1.6235,75.22,61.6
1378034,135,Serie A,34,Superbet,2.3,3.15,3.45,1.3294,1.6466,75.22,60.73
1378036,135,Serie A,1,10Bet,1.73,3.7,4.75,1.1788,2.0799,84.83,48.08
1378036,135,Serie A,7,William Hill,1.7,3.5,4.8,1.1442,2.0241,87.4,49.4
1378036,135,Serie A,8,Bet365,1.73,3.8,4.75,1.1888,2.1111,84.12,47.37
1378036,135,Serie A,2,Marathonbet,1.74,3.7,5.15,1.1835,2.1531,84.5,46.44
1378036,135,Serie A,16,Unibet,1.64,3.75,5.3,1.141,2.1961,87.64,45.54
1378036,135,Serie A,3,Betfair,1.73,3.7,5.0,1.1788,2.1264,84.83,47.03
1378036,135,Serie A,13,188Bet,1.74,3.7,5.0,1.1835,2.1264,84.5,47.03
1378036,135,Serie A,4,Pinnacle,1.75,3.62,5.26,1.1797,2.1443,84.77,46.64
1378036,135,Serie A,5,SBO,1.71,3.28,4.22,1.124,1.8455,88.97,54.19
1378036,135,Serie A,11,1xBet,1.78,3.78,5.27,1.2101,2.2012,82.64,45.43
1378036,135,Serie A,32,Betano,1.78,3.6,5.4,1.1911,2.16,83.96,46.3
1378036,135,Serie A,34,Superbet,1.74,3.6,5.2,1.173,2.1273,85.25,47.01
1378038,135,Serie A,1,10Bet,1.9,3.15,4.65,1.1851,1.8779,84.38,53.25
1378038,135,Serie A,7,William Hill,1.85,3.0,4.6,1.1443,1.8158,87.39,55.07
1378038,135,Serie A,8,Bet365,1.9,3.1,4.75,1.178,1.8758,84.89,53.31
1378038,135,Serie A,2,Marathonbet,1.93,3.18,4.85,1.2011,1.9207,83.26,52.06
1378038,135,Serie A,16,Unibet,1.85,3.15,4.9,1.1655,1.9174,85.8,52.15
1378038,135,Serie A,3,Betfair,1.91,3.2,5.0,1.1961,1.9512,83.61,51.25
1378038,135,Serie A,13,188Bet,1.9,3.2,5.0,1.1922,1.9512,83.88,51.25
1378038,135,Serie A,4,Pinnacle,1.93,3.11,5.09,1.1909,1.9305,83.97,51.8
1378038,135,Serie A,5,SBO,1.89,2.92,3.88,1.1474,1.6661,87.15,60.02
1378038,135,Serie A,11,1xBet,1.98,3.25,4.96,1.2304,1.9635,81.27,50.93
1378038,135,Serie A,32,Betano,1.95,3.15,5.1,1.2044,1.9473,83.03,51.35
1378038,135,Serie A,34,Superbet,1.92,3.1,5.0,1.1857,1.9136,84.34,52.26
1378040,135,Serie A,1,10Bet,1.26,5.5,12.0,1.0251,3.7714,97.55,26.52
1378040,135,Serie A,7,William Hill,1.25,5.0,11.0,1.0,3.4375,100.0,29.09
1378040,135,Serie A,8,Bet365,1.27,5.5,13.0,1.0318,3.8649,96.92,25.87
1378040,135,Serie A,2,Marathonbet,1.28,5.65,13.5,1.0436,3.983,95.82,25.11
1378040,135,Serie A,16,Unibet,1.25,5.75,11.5,1.0268,3.8333,97.39,26.09
1378040,135,Serie A,3,Betfair,1.25,5.5,13.0,1.0185,3.8649,98.18,25.87
1378040,135,Serie A,13,188Bet,1.27,5.8,12.5,1.0419,3.9617,95.98,25.24
1378040,135,Serie A,4,Pinnacle,1.27,5.8,12.43,1.0419,3.9547,95.98,25.29
1378040,135,Serie A,5,SBO,1.24,4.84,8.87,0.9871,3.1313,101.31,31.94
1378040,135,Serie A,11,1xBet,1.3,5.74,13.7,1.0599,4.0452,94.35,24.72
1378040,135,Serie A,32,Betano,1.3,5.6,12.5,1.0551,3.8674,94.78,25.86
1378040,135,Serie A,34,Superbet,1.27,5.7,12.0,1.0386,3.8644,96.28,25.88
1378042,135,Serie A,1,10Bet,1.93,3.35,4.1,1.2245,1.8436,81.67,54.24
1378042,135,Serie A,7,William Hill,1.91,3.2,4.0,1.1961,1.7778,83.61,56.25
1378042,135,Serie A,8,Bet365,1.91,3.3,4.2,1.2098,1.848,82.66,54.11
1378042,135,Serie A,2,Marathonbet,1.97,3.38,4.25,1.2446,1.8827,80.35,53.12
1378042,135,Serie A,16,Unibet,1.86,3.4,4.25,1.2023,1.8889,83.17,52.94
1378042,135,Serie A,3,Betfair,1.95,3.3,4.4,1.2257,1.8857,81.59,53.03
1378042,135,Serie A,13,188Bet,1.96,3.45,4.1,1.2499,1.8735,80.01,53.38
1378042,135,Serie A,4,Pinnacle,1.95,3.29,4.55,1.2243,1.9094,81.68,52.37
1378042,135,Serie A,5,SBO,1.93,3.04,3.54,1.1805,1.6355,84.71,61.14
