Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas
Brisbane Roar vs Melbourne Victory,2025-11-28 03:35:00,A-League,Goles (Over/Under),Under 2.5,1.92,pinnacle,3,0.5372,0.0433,1.65,4.17,1.8767,pinnacle:1.92; codere_it:1.86; betsson:1.85
AD Ceuta FC vs Burgos CF,2025-11-29 08:00:00,La Liga 2,Doble Chance,X2,1.61,pinnacle,4,0.5282,0.0538,2.08,4.96,1.5562,pinnacle:1.61; betsson:1.55; marathonbet:1.54; bwin:1.5246
FC Schalke 04 vs SC Paderborn,2025-11-28 12:30:00,Bundesliga 2,Goles (Over/Under),Over 2.5,1.98,pinnacle,3,0.5241,0.0633,2.35,4.56,1.9167,pinnacle:1.98; codere_it:1.89; betsson:1.88
FC Schalke 04 vs SC Paderborn,2025-11-28 12:30:00,Bundesliga 2,Goles (Over/Under),Under 2.5,1.85,pinnacle,3,0.5241,0.0233,0.93,4.56,1.8267,pinnacle:1.85; betsson:1.82; codere_it:1.81
Greuther Fürth vs VfL Bochum,2025-11-29 07:00:00,Bundesliga 2,Doble Chance,1X,1.64,pinnacle,4,0.5207,0.0375,1.42,4.84,1.6025,pinnacle:1.64; marathonbet:1.6; betsson:1.59; codere_it:1.58
Greuther Fürth vs VfL Bochum,2025-11-29 07:00:00,Bundesliga 2,Doble Chance,X2,1.42,pinnacle,4,0.5207,0.0375,1.65,4.84,1.3825,pinnacle:1.42; marathonbet:1.38; betsson:1.37; codere_it:1.36
Como vs Sassuolo,2025-11-28 14:45:00,Serie A,Goles (Over/Under),Over 2.5,2.01,pinnacle,3,0.5204,0.0333,1.26,2.94,1.9767,pinnacle:2.01; codere_it:1.97; betsson:1.95
Como vs Sassuolo,2025-11-28 14:45:00,Serie A,Goles (Over/Under),Under 2.5,1.88,pinnacle,3,0.5204,0.0233,1.41,2.94,1.8567,pinnacle:1.88; codere_it:1.87; betsson:1.82
Holstein Kiel vs Hertha Berlin,2025-11-29 07:00:00,Bundesliga 2,Doble Chance,1X,1.44,pinnacle,4,0.4899,0.0325,1.36,4.94,1.4075,pinnacle:1.44; marathonbet:1.4; betsson:1.4; codere_it:1.39
Holstein Kiel vs Hertha Berlin,2025-11-29 07:00:00,Bundesliga 2,Doble Chance,X2,1.56,pinnacle,4,0.4899,0.025,1.34,4.94,1.535,pinnacle:1.56; marathonbet:1.55; betsson:1.52; codere_it:1.51
Sporting Gijón vs Andorra CF,2025-11-28 14:30:00,La Liga 2,Doble Chance,X2,1.77,pinnacle,4,0.4863,0.0625,2.36,5.1,1.7075,pinnacle:1.77; marathonbet:1.71; betsson:1.69; codere_it:1.66
Eintracht Braunschweig vs 1. FC Kaiserslautern,2025-11-29 07:00:00,Bundesliga 2,Doble Chance,1X,1.64,pinnacle,4,0.4776,0.0475,1.85,4.9,1.5925,pinnacle:1.64; marathonbet:1.59; betsson:1.58; codere_it:1.56
Eintracht Braunschweig vs 1. FC Kaiserslautern,2025-11-29 07:00:00,Bundesliga 2,Doble Chance,X2,1.39,pinnacle,4,0.4776,0.02,0.89,4.9,1.37,pinnacle:1.39; betsson:1.37; marathonbet:1.36; codere_it:1.36
Western Sydney Wanderers vs Sydney FC,2025-11-29 03:35:00,A-League,Doble Chance,1X,1.64,pinnacle,5,0.4536,0.0543,2.02,5.07,1.5857,pinnacle:1.64; betsson:1.6; bwin:1.5785; marathonbet:1.56; codere_it:1.55
Empoli vs Bari,2025-11-29 09:00:00,Serie B,Doble Chance,1X,1.29,pinnacle,4,0.4325,0.0058,0.34,5.04,1.2842,pinnacle:1.29; bwin:1.2868; marathonbet:1.28; betsson:1.28
Empoli vs Bari,2025-11-29 09:00:00,Serie B,Doble Chance,X2,1.69,pinnacle,4,0.4325,0.0534,2.33,5.04,1.6366,pinnacle:1.69; marathonbet:1.65; betsson:1.62; bwin:1.5866
Barcelona vs Alavés,2025-11-29 10:15:00,La Liga,Doble Chance,1X,1.06,marathonbet,4,0.4263,0.0125,0.79,3.12,1.0475,marathonbet:1.06; codere_it:1.05; pinnacle:1.04; betsson:1.04
Cesena FC vs Modena,2025-11-28 14:30:00,Serie B,Doble Chance,1X,1.45,pinnacle,3,0.4,0.0156,1.22,4.75,1.4344,pinnacle:1.45; bwin:1.4431; betsson:1.41
Cesena FC vs Modena,2025-11-28 14:30:00,Serie B,Doble Chance,X2,1.45,pinnacle,3,0.4,0.0204,1.14,4.75,1.4296,pinnacle:1.45; bwin:1.4287; betsson:1.41
Getafe vs Elche CF,2025-11-28 15:00:00,La Liga,Doble Chance,1X,1.29,marathonbet,5,0.4,0.0135,1.11,3.25,1.2765,marathonbet:1.29; pinnacle:1.29; betsson:1.28; codere_it:1.27; bwin:1.2524
Getafe vs Elche CF,2025-11-28 15:00:00,La Liga,Doble Chance,X2,1.69,marathonbet,5,0.4,0.0207,1.35,3.25,1.6693,marathonbet:1.69; pinnacle:1.69; bwin:1.6765; codere_it:1.66; betsson:1.63
Brisbane Roar vs Melbourne Victory,2025-11-28 03:35:00,A-League,Doble Chance,X2,1.53,pinnacle,5,0.3984,0.0533,2.69,4.97,1.4767,pinnacle:1.53; betsson:1.51; bwin:1.4733; marathonbet:1.45; codere_it:1.42
Wellington Phoenix FC vs Adelaide United,2025-11-28 23:00:00,A-League,Doble Chance,1X,1.74,pinnacle,5,0.367,0.0537,2.27,5.15,1.6863,pinnacle:1.74; betsson:1.7; marathonbet:1.69; codere_it:1.68; bwin:1.6214
Radomiak Radom vs Górnik Zabrze,2025-11-28 14:30:00,Ekstraklasa,Goles (Over/Under),Over 2.5,1.9,pinnacle,2,0.3652,0.01,0.53,4.71,1.89,pinnacle:1.9; betsson:1.88
Radomiak Radom vs Górnik Zabrze,2025-11-28 14:30:00,Ekstraklasa,Goles (Over/Under),Under 2.5,1.92,pinnacle,2,0.3652,0.05,2.67,4.71,1.87,pinnacle:1.92; betsson:1.82
MSV Duisburg vs Alemannia Aachen,2025-11-29 08:00:00,3. Liga,Goles (Over/Under),Over 2.5,1.85,pinnacle,3,0.3646,0.0433,1.83,5.87,1.8067,pinnacle:1.85; betsson:1.8; codere_it:1.77
MSV Duisburg vs Alemannia Aachen,2025-11-29 08:00:00,3. Liga,Goles (Over/Under),Under 2.5,1.93,pinnacle,3,0.3646,0.03,1.29,5.87,1.9,pinnacle:1.93; betsson:1.9; codere_it:1.87
Südtirol vs Avellino,2025-11-29 09:00:00,Serie B,Doble Chance,1X,1.28,pinnacle,3,0.3542,0.0133,0.98,5.11,1.2667,pinnacle:1.28; marathonbet:1.27; betsson:1.25
Südtirol vs Avellino,2025-11-29 09:00:00,Serie B,Doble Chance,X2,1.73,pinnacle,3,0.3542,0.0233,1.0,5.11,1.7067,pinnacle:1.73; betsson:1.7; marathonbet:1.69
Milton Keynes Dons vs Fleetwood Town,2025-11-29 07:30:00,League 2,Goles (Over/Under),Over 2.5,1.85,pinnacle,3,0.3536,0.0133,1.03,5.6,1.8367,pinnacle:1.85; betsson:1.85; codere_it:1.81
Milton Keynes Dons vs Fleetwood Town,2025-11-29 07:30:00,League 2,Goles (Over/Under),Under 2.5,1.94,pinnacle,3,0.3536,0.0567,2.39,5.6,1.8833,pinnacle:1.94; betsson:1.88; codere_it:1.83
Kocaelispor vs Genclerbirligi SK,2025-11-28 12:00:00,Super League,Doble Chance,X2,1.88,pinnacle,4,0.352,0.06,2.36,5.17,1.82,pinnacle:1.88; betsson:1.84; marathonbet:1.79; codere_it:1.77
Cultural Leonesa vs Granada CF,2025-11-29 10:15:00,La Liga 2,Doble Chance,X2,1.51,pinnacle,3,0.3492,0.0333,1.6,5.04,1.4767,pinnacle:1.51; marathonbet:1.46; betsson:1.46
Çaykur Rizespor vs Kayserispor,2025-11-29 06:30:00,Super League,Doble Chance,1X,1.26,pinnacle,4,0.3462,0.0175,1.19,5.2,1.2425,pinnacle:1.26; betsson:1.25; marathonbet:1.24; codere_it:1.22
Çaykur Rizespor vs Kayserispor,2025-11-29 06:30:00,Super League,Doble Chance,X2,1.91,pinnacle,4,0.3462,0.0425,2.02,5.2,1.8675,pinnacle:1.91; betsson:1.89; marathonbet:1.86; codere_it:1.81
Metz vs Rennes,2025-11-28 14:45:00,Ligue 1,Doble Chance,1X,1.86,marathonbet,4,0.3438,0.025,1.36,3.2,1.835,marathonbet:1.86; pinnacle:1.86; betsson:1.81; codere_it:1.81
Metz vs Rennes,2025-11-28 14:45:00,Ligue 1,Doble Chance,X2,1.31,marathonbet,4,0.3438,0.0075,0.64,3.2,1.3025,marathonbet:1.31; pinnacle:1.31; codere_it:1.3; betsson:1.29
Hannover 96 vs Karlsruher SC,2025-11-28 12:30:00,Bundesliga 2,Doble Chance,X2,2.22,pinnacle,5,0.3429,0.1069,3.37,5.25,2.1131,pinnacle:2.22; bwin:2.1453; marathonbet:2.13; betsson:2.05; codere_it:2.02
Pescara vs Padova,2025-11-29 09:00:00,Serie B,Doble Chance,1X,1.51,pinnacle,3,0.3419,0.0267,1.27,5.03,1.4833,pinnacle:1.51; marathonbet:1.47; betsson:1.47
Pescara vs Padova,2025-11-29 09:00:00,Serie B,Doble Chance,X2,1.45,pinnacle,3,0.3419,0.0367,1.86,5.03,1.4133,pinnacle:1.45; marathonbet:1.4; betsson:1.39
Central Coast Mariners vs Melbourne City,2025-11-29 01:00:00,A-League,Doble Chance,1X,2.06,pinnacle,5,0.3284,0.0826,2.32,5.45,1.9774,pinnacle:2.06; betsson:1.98; bwin:1.9671; marathonbet:1.96; codere_it:1.92
Central Coast Mariners vs Melbourne City,2025-11-29 01:00:00,A-League,Doble Chance,X2,1.21,pinnacle,5,0.3284,0.0156,0.87,5.45,1.1944,pinnacle:1.21; bwin:1.2018; marathonbet:1.19; betsson:1.19; codere_it:1.18
Radomiak Radom vs Górnik Zabrze,2025-11-28 14:30:00,Ekstraklasa,Doble Chance,X2,1.39,pinnacle,3,0.3267,0.04,2.1,5.54,1.35,pinnacle:1.39; betsson:1.33; marathonbet:1.33
Dundee FC vs St Mirren,2025-11-29 10:00:00,Premiership,Doble Chance,1X,1.66,pinnacle,5,0.3254,0.044,2.43,5.07,1.616,pinnacle:1.66; codere_it:1.65; betsson:1.62; marathonbet:1.6; bwin:1.55
Cambridge United vs Crewe Alexandra,2025-11-29 10:00:00,League 2,Doble Chance,1X,1.34,pinnacle,4,0.3239,0.025,2.18,5.99,1.315,pinnacle:1.34; betsson:1.34; marathonbet:1.31; codere_it:1.27
Cambridge United vs Crewe Alexandra,2025-11-29 10:00:00,League 2,Doble Chance,X2,1.59,pinnacle,4,0.3239,0.03,1.11,5.99,1.56,pinnacle:1.59; marathonbet:1.55; codere_it:1.55; betsson:1.55
Werder Bremen vs 1. FC Köln,2025-11-29 09:30:00,Bundesliga,Doble Chance,X2,1.68,marathonbet,4,0.3227,0.0125,0.65,3.13,1.6675,marathonbet:1.68; betsson:1.67; pinnacle:1.67; codere_it:1.65
Mallorca vs CA Osasuna,2025-11-29 08:00:00,La Liga,Doble Chance,1X,1.38,marathonbet,4,0.3189,0.0175,0.8,3.23,1.3625,marathonbet:1.38; pinnacle:1.36; codere_it:1.36; betsson:1.35
Colchester United vs Cheltenham Town,2025-11-29 10:00:00,League 2,Goles (Over/Under),Under 2.5,1.98,pinnacle,3,0.3183,0.06,2.55,5.75,1.92,pinnacle:1.98; betsson:1.92; codere_it:1.86
Piast Gliwice vs Widzew Łódź,2025-11-28 12:00:00,Ekstraklasa,Doble Chance,1X,1.4,pinnacle,3,0.3127,0.0233,1.23,5.5,1.3767,pinnacle:1.4; betsson:1.37; marathonbet:1.36
Piast Gliwice vs Widzew Łódź,2025-11-28 12:00:00,Ekstraklasa,Doble Chance,X2,1.58,pinnacle,3,0.3127,0.0467,2.15,5.5,1.5333,pinnacle:1.58; betsson:1.51; marathonbet:1.51
Reggiana vs Frosinone,2025-11-29 09:00:00,Serie B,Doble Chance,1X,1.68,pinnacle,3,0.3097,0.0439,2.05,5.07,1.6361,pinnacle:1.68; marathonbet:1.63; bwin:1.5984
Reggiana vs Frosinone,2025-11-29 09:00:00,Serie B,Doble Chance,X2,1.32,pinnacle,3,0.3097,0.0033,0.36,5.07,1.3167,pinnacle:1.32; bwin:1.32; marathonbet:1.31
1. FC Saarbrücken vs Rot-Weiss Essen,2025-11-29 08:00:00,3. Liga,Doble Chance,1X,1.48,pinnacle,3,0.3048,0.03,1.69,6.3,1.45,pinnacle:1.48; betsson:1.45; codere_it:1.42
1. FC Saarbrücken vs Rot-Weiss Essen,2025-11-29 08:00:00,3. Liga,Doble Chance,X2,1.5,pinnacle,3,0.3048,0.0333,1.96,6.3,1.4667,pinnacle:1.5; betsson:1.47; codere_it:1.43
Borussia Monchengladbach vs RB Leipzig,2025-11-28 14:30:00,Bundesliga,Goles (Over/Under),Over 3.5,2.14,codere_it,2,0.3023,0.03,1.42,3.87,2.11,codere_it:2.14; betsson:2.08
Borussia Monchengladbach vs RB Leipzig,2025-11-28 14:30:00,Bundesliga,Goles (Over/Under),Under 3.5,1.75,codere_it,2,0.3023,0.015,0.86,3.87,1.735,codere_it:1.75; betsson:1.72
Bristol Rovers vs Notts County,2025-11-29 10:00:00,League 2,Goles (Over/Under),Over 2.5,1.92,pinnacle,3,0.2991,0.0233,1.74,5.85,1.8967,pinnacle:1.92; betsson:1.92; codere_it:1.85
Bristol Rovers vs Notts County,2025-11-29 10:00:00,League 2,Goles (Over/Under),Under 2.5,1.86,pinnacle,3,0.2991,0.0367,1.57,5.85,1.8233,pinnacle:1.86; betsson:1.82; codere_it:1.79
Metz vs Rennes,2025-11-28 14:45:00,Ligue 1,Goles (Over/Under),Over 2.5,1.77,codere_it,2,0.2982,0.025,1.43,3.89,1.745,codere_it:1.77; betsson:1.72
Metz vs Rennes,2025-11-28 14:45:00,Ligue 1,Goles (Over/Under),Under 2.5,2.11,codere_it,2,0.2982,0.015,0.72,3.89,2.095,codere_it:2.11; betsson:2.08
Hannover 96 vs Karlsruher SC,2025-11-28 12:30:00,Bundesliga 2,Doble Chance,1X,1.2017,bwin,5,0.296,0.0194,1.03,5.44,1.1823,bwin:1.2017; pinnacle:1.19; betsson:1.18; marathonbet:1.17; codere_it:1.17
Juventude vs Bahia,2025-11-28 17:00:00,Brasileirão,Doble Chance,1X,1.75,pinnacle,5,0.2905,0.0531,1.65,4.75,1.6969,pinnacle:1.75; betsson:1.7; marathonbet:1.68; codere_it:1.68; bwin:1.6746
Parma vs Udinese,2025-11-29 09:00:00,Serie A,Doble Chance,1X,1.48,pinnacle,4,0.2905,0.0225,0.89,3.27,1.4575,pinnacle:1.48; betsson:1.45; marathonbet:1.45; codere_it:1.45
Shrewsbury Town vs Gillingham,2025-11-29 10:00:00,League 2,Goles (Over/Under),Over 2.5,2.18,betsson,2,0.2809,0.04,1.87,6.48,2.14,betsson:2.18; codere_it:2.1
Shrewsbury Town vs Gillingham,2025-11-29 10:00:00,League 2,Goles (Over/Under),Under 2.5,1.65,betsson,2,0.2809,0.025,1.54,6.48,1.625,betsson:1.65; codere_it:1.6
FC Ingolstadt 04 vs TSG Hoffenheim II,2025-11-29 08:00:00,3. Liga,Doble Chance,1X,1.51,pinnacle,3,0.2792,0.0333,1.94,6.16,1.4767,pinnacle:1.51; betsson:1.48; codere_it:1.44
FC Ingolstadt 04 vs TSG Hoffenheim II,2025-11-29 08:00:00,3. Liga,Doble Chance,X2,1.48,pinnacle,3,0.2792,0.0233,1.41,6.16,1.4567,pinnacle:1.48; betsson:1.46; codere_it:1.43
Bristol Rovers vs Notts County,2025-11-29 10:00:00,League 2,Doble Chance,1X,1.57,pinnacle,4,0.2789,0.0375,1.87,6.06,1.5325,pinnacle:1.57; betsson:1.54; marathonbet:1.53; codere_it:1.49
Bristol Rovers vs Notts County,2025-11-29 10:00:00,League 2,Doble Chance,X2,1.37,pinnacle,4,0.2789,0.01,0.9,6.06,1.36,pinnacle:1.37; betsson:1.37; marathonbet:1.36; codere_it:1.34
Accrington Stanley vs Oldham Athletic,2025-11-29 07:30:00,League 2,Doble Chance,X2,1.46,pinnacle,4,0.2738,0.025,1.26,6.1,1.435,pinnacle:1.46; betsson:1.44; marathonbet:1.43; codere_it:1.41
Newport County vs Barrow,2025-11-29 10:00:00,League 2,Doble Chance,1X,1.5,pinnacle,4,0.2713,0.03,1.44,6.23,1.47,pinnacle:1.5; marathonbet:1.47; betsson:1.47; codere_it:1.44
Newport County vs Barrow,2025-11-29 10:00:00,League 2,Doble Chance,X2,1.46,pinnacle,4,0.2713,0.03,1.56,6.23,1.43,pinnacle:1.46; betsson:1.44; marathonbet:1.42; codere_it:1.4
Borussia Monchengladbach vs RB Leipzig,2025-11-28 14:30:00,Bundesliga,Doble Chance,1X,1.72,marathonbet,4,0.271,0.01,0.58,3.21,1.71,marathonbet:1.72; pinnacle:1.72; betsson:1.7; codere_it:1.7
Borussia Monchengladbach vs RB Leipzig,2025-11-28 14:30:00,Bundesliga,Doble Chance,X2,1.42,marathonbet,4,0.271,0.01,0.71,3.21,1.41,marathonbet:1.42; pinnacle:1.42; betsson:1.4; codere_it:1.4
SonderjyskE vs Viborg FF,2025-11-28 13:00:00,Superliga,Doble Chance,1X,1.47,pinnacle,3,0.2607,0.0167,0.86,4.91,1.4533,pinnacle:1.47; marathonbet:1.45; betsson:1.44
SonderjyskE vs Viborg FF,2025-11-28 13:00:00,Superliga,Doble Chance,X2,1.54,pinnacle,3,0.2607,0.02,1.07,4.91,1.52,pinnacle:1.54; betsson:1.52; marathonbet:1.5
Walsall vs Bromley FC,2025-11-29 10:00:00,League 2,Doble Chance,1X,1.32,pinnacle,4,0.2575,0.015,1.15,6.37,1.305,pinnacle:1.32; marathonbet:1.31; betsson:1.31; codere_it:1.28
Walsall vs Bromley FC,2025-11-29 10:00:00,League 2,Doble Chance,X2,1.61,pinnacle,4,0.2575,0.0275,1.51,6.37,1.5825,pinnacle:1.61; betsson:1.6; marathonbet:1.57; codere_it:1.55
Blackpool vs Reading,2025-11-29 07:30:00,League 1,Goles (Over/Under),Over 2.5,1.96,pinnacle,3,0.249,0.04,1.7,4.78,1.92,pinnacle:1.96; betsson:1.92; codere_it:1.88
Lechia Gdańsk vs Nieciecza,2025-11-29 08:45:00,Ekstraklasa,Doble Chance,1X,1.2,pinnacle,3,0.2483,0.0133,1.05,6.04,1.1867,pinnacle:1.2; betsson:1.19; marathonbet:1.17
Lechia Gdańsk vs Nieciecza,2025-11-29 08:45:00,Ekstraklasa,Doble Chance,X2,2.12,pinnacle,3,0.2483,0.0667,3.04,6.04,2.0533,pinnacle:2.12; marathonbet:2.07; betsson:1.97
Wehen Wiesbaden vs Erzgebirge Aue,2025-11-28 13:00:00,3. Liga,Doble Chance,1X,1.33,pinnacle,4,0.2461,0.0319,2.02,6.38,1.2981,pinnacle:1.33; bwin:1.3125; betsson:1.29; codere_it:1.26
Mallorca vs CA Osasuna,2025-11-29 08:00:00,La Liga,Doble Chance,X2,1.6,pinnacle,4,0.2456,0.03,1.19,3.42,1.57,pinnacle:1.6; marathonbet:1.57; betsson:1.56; codere_it:1.55
Union Berlin vs 1. FC Heidenheim,2025-11-29 09:30:00,Bundesliga,Doble Chance,X2,2.38,pinnacle,5,0.2454,0.0998,4.05,3.83,2.2802,pinnacle:2.38; betsson:2.35; marathonbet:2.31; codere_it:2.24; bwin:2.1209
Cambridge United vs Crewe Alexandra,2025-11-29 10:00:00,League 2,Goles (Over/Under),Over 2.5,2.22,betsson,2,0.2437,0.05,2.3,6.77,2.17,betsson:2.22; codere_it:2.12
Cambridge United vs Crewe Alexandra,2025-11-29 10:00:00,League 2,Goles (Over/Under),Under 2.5,1.62,betsson,2,0.2437,0.015,0.93,6.77,1.605,betsson:1.62; codere_it:1.59
Werder Bremen vs 1. FC Köln,2025-11-29 09:30:00,Bundesliga,Doble Chance,1X,1.45,pinnacle,4,0.2432,0.0225,1.04,3.33,1.4275,pinnacle:1.45; marathonbet:1.43; betsson:1.42; codere_it:1.41
Shrewsbury Town vs Gillingham,2025-11-29 10:00:00,League 2,Doble Chance,X2,1.51,pinnacle,4,0.2413,0.025,1.12,6.34,1.485,pinnacle:1.51; betsson:1.49; marathonbet:1.47; codere_it:1.47
Milton Keynes Dons vs Fleetwood Town,2025-11-29 07:30:00,League 2,Doble Chance,1X,1.27,pinnacle,4,0.2399,0.0275,1.83,6.42,1.2425,pinnacle:1.27; betsson:1.26; codere_it:1.22; marathonbet:1.22
Milton Keynes Dons vs Fleetwood Town,2025-11-29 07:30:00,League 2,Doble Chance,X2,1.82,pinnacle,4,0.2399,0.0325,2.51,6.42,1.7875,pinnacle:1.82; marathonbet:1.81; betsson:1.81; codere_it:1.71
Bradford City vs Exeter City,2025-11-29 10:00:00,League 1,Goles (Over/Under),Over 2.5,1.86,pinnacle,3,0.2364,0.0233,0.93,4.78,1.8367,pinnacle:1.86; codere_it:1.83; betsson:1.82
Bradford City vs Exeter City,2025-11-29 10:00:00,League 1,Goles (Over/Under),Under 2.5,1.96,pinnacle,3,0.2364,0.0167,0.87,4.78,1.9433,pinnacle:1.96; codere_it:1.95; betsson:1.92
Fluminense vs Sao Paulo,2025-11-27 18:30:00,Brasileirão,Doble Chance,X2,1.86,pinnacle,5,0.2355,0.0228,0.92,5.18,1.8372,pinnacle:1.86; codere_it:1.85; betsson:1.84; marathonbet:1.82; bwin:1.8162
Barnet vs Harrogate Town,2025-11-29 10:00:00,League 2,Goles (Over/Under),Over 2.5,1.62,betsson,2,0.2304,0.01,0.62,6.77,1.61,betsson:1.62; codere_it:1.6
Barnet vs Harrogate Town,2025-11-29 10:00:00,League 2,Goles (Over/Under),Under 2.5,2.22,betsson,2,0.2304,0.055,2.54,6.77,2.165,betsson:2.22; codere_it:2.11
Accrington Stanley vs Oldham Athletic,2025-11-29 07:30:00,League 2,Goles (Over/Under),Over 2.5,2.08,betsson,2,0.2275,0.005,0.24,6.9,2.075,betsson:2.08; codere_it:2.07
Accrington Stanley vs Oldham Athletic,2025-11-29 07:30:00,League 2,Goles (Over/Under),Under 2.5,1.7,betsson,2,0.2275,0.04,2.41,6.9,1.66,betsson:1.7; codere_it:1.62
Walsall vs Bromley FC,2025-11-29 10:00:00,League 2,Goles (Over/Under),Over 2.5,2.08,betsson,2,0.2275,0.005,0.24,6.9,2.075,betsson:2.08; codere_it:2.07
Walsall vs Bromley FC,2025-11-29 10:00:00,League 2,Goles (Over/Under),Under 2.5,1.7,betsson,2,0.2275,0.04,2.41,6.9,1.66,betsson:1.7; codere_it:1.62
Cobresal vs Colo Colo,2025-11-28 18:00:00,Primera División,Doble Chance,1X,1.75,pinnacle,3,0.2266,0.0333,1.37,5.56,1.7167,pinnacle:1.75; betsson:1.7; marathonbet:1.7
Chesterfield FC vs Swindon Town,2025-11-29 10:00:00,League 2,Doble Chance,1X,1.41,pinnacle,4,0.2236,0.0225,1.79,6.26,1.3875,pinnacle:1.41; betsson:1.41; marathonbet:1.38; codere_it:1.35
Chesterfield FC vs Swindon Town,2025-11-29 10:00:00,League 2,Doble Chance,X2,1.56,pinnacle,4,0.2236,0.01,0.46,6.26,1.55,pinnacle:1.56; marathonbet:1.55; codere_it:1.55; betsson:1.54
FC Energie Cottbus vs FC Viktoria Köln 1904,2025-11-29 08:00:00,3. Liga,Doble Chance,1X,1.27,pinnacle,3,0.2225,0.0333,2.02,6.83,1.2367,pinnacle:1.27; betsson:1.23; codere_it:1.21
FC Energie Cottbus vs FC Viktoria Köln 1904,2025-11-29 08:00:00,3. Liga,Doble Chance,X2,1.92,pinnacle,3,0.2225,0.04,1.57,6.83,1.88,pinnacle:1.92; betsson:1.87; codere_it:1.85
Salford City vs Crawley Town,2025-11-29 10:00:00,League 2,Doble Chance,1X,1.22,pinnacle,4,0.2192,0.0225,1.49,6.66,1.1975,pinnacle:1.22; betsson:1.21; marathonbet:1.18; codere_it:1.18
Salford City vs Crawley Town,2025-11-29 10:00:00,League 2,Doble Chance,X2,2.02,pinnacle,4,0.2192,0.04,2.47,6.66,1.98,pinnacle:2.02; marathonbet:2.02; betsson:1.98; codere_it:1.9
KV Mechelen vs Standard Liege,2025-11-28 14:45:00,Belgium First Div,Goles (Over/Under),Over 2.5,1.89,pinnacle,2,0.2175,0.015,0.8,4.46,1.875,pinnacle:1.89; betsson:1.86
KV Mechelen vs Standard Liege,2025-11-28 14:45:00,Belgium First Div,Goles (Over/Under),Under 2.5,1.94,pinnacle,2,0.2175,0.02,1.04,4.46,1.92,pinnacle:1.94; betsson:1.9
Chesterfield FC vs Swindon Town,2025-11-29 10:00:00,League 2,Goles (Over/Under),Under 2.5,2.08,betsson,2,0.213,0.06,2.97,6.9,2.02,betsson:2.08; codere_it:1.96
Venezia vs Mantova,2025-11-29 09:00:00,Serie B,Doble Chance,1X,1.12,pinnacle,4,0.2082,0.0154,1.0,5.62,1.1046,pinnacle:1.12; bwin:1.1085; betsson:1.1; marathonbet:1.09
