Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas
Venezia vs Mantova,2025-11-29 09:00:00,Serie B,Doble Chance,X2,2.6,pinnacle,4,0.2082,0.0413,1.3,5.62,2.5587,pinnacle:2.6; marathonbet:2.58; betsson:2.54; bwin:2.515
Brentford vs Burnley,2025-11-29 10:00:00,EPL,Doble Chance,1X,1.14,marathonbet,4,0.2081,0.01,0.88,3.22,1.13,marathonbet:1.14; pinnacle:1.14; betsson:1.12; codere_it:1.12
Gazişehir Gaziantep vs Eyüpspor,2025-11-29 09:00:00,Super League,Doble Chance,1X,1.31,betsson,4,0.2077,0.01,0.77,6.26,1.3,betsson:1.31; marathonbet:1.31; codere_it:1.29; pinnacle:1.29
Gazişehir Gaziantep vs Eyüpspor,2025-11-29 09:00:00,Super League,Doble Chance,X2,1.69,betsson,4,0.2077,0.0175,0.65,6.26,1.6725,betsson:1.69; marathonbet:1.67; pinnacle:1.67; codere_it:1.66
MSV Duisburg vs Alemannia Aachen,2025-11-29 08:00:00,3. Liga,Doble Chance,1X,1.27,pinnacle,4,0.2067,0.0177,1.17,6.53,1.2523,pinnacle:1.27; bwin:1.2593; betsson:1.25; codere_it:1.23
MSV Duisburg vs Alemannia Aachen,2025-11-29 08:00:00,3. Liga,Doble Chance,X2,1.78,pinnacle,4,0.2067,0.0353,1.43,6.53,1.7447,pinnacle:1.78; bwin:1.7486; betsson:1.74; codere_it:1.71
Vitória SC vs AVS Futebol SAD,2025-11-28 15:15:00,Primeira Liga,Doble Chance,1X,1.16,pinnacle,3,0.2022,0.0133,1.64,5.34,1.1467,pinnacle:1.16; betsson:1.16; marathonbet:1.12
Doncaster Rovers vs Peterborough United,2025-11-29 10:00:00,League 1,Doble Chance,1X,1.34,codere_it,3,0.2007,0.0167,0.94,5.63,1.3233,codere_it:1.34; marathonbet:1.32; betsson:1.31
Doncaster Rovers vs Peterborough United,2025-11-29 10:00:00,League 1,Doble Chance,X2,1.67,codere_it,3,0.2007,0.0133,0.75,5.63,1.6567,codere_it:1.67; betsson:1.66; marathonbet:1.64
Blackpool vs Reading,2025-11-29 07:30:00,League 1,Doble Chance,1X,1.44,pinnacle,4,0.1956,0.01,0.86,5.47,1.43,pinnacle:1.44; codere_it:1.44; marathonbet:1.43; betsson:1.41
Blackpool vs Reading,2025-11-29 07:30:00,League 1,Doble Chance,X2,1.53,pinnacle,4,0.1956,0.015,0.74,5.47,1.515,pinnacle:1.53; betsson:1.52; codere_it:1.51; marathonbet:1.5
Lincoln City vs Port Vale,2025-11-29 10:00:00,League 1,Doble Chance,1X,1.28,pinnacle,4,0.1874,0.01,0.79,5.55,1.27,pinnacle:1.28; codere_it:1.28; marathonbet:1.26; betsson:1.26
Lincoln City vs Port Vale,2025-11-29 10:00:00,League 1,Doble Chance,X2,1.74,pinnacle,4,0.1874,0.02,0.82,5.55,1.72,pinnacle:1.74; codere_it:1.72; betsson:1.72; marathonbet:1.7
SSV Ulm 1846 vs TSV 1860 München,2025-11-29 08:00:00,3. Liga,Doble Chance,1X,1.56,pinnacle,2,0.1854,0.02,1.3,6.15,1.54,pinnacle:1.56; betsson:1.52
SSV Ulm 1846 vs TSV 1860 München,2025-11-29 08:00:00,3. Liga,Doble Chance,X2,1.45,pinnacle,2,0.1854,0.02,1.4,6.15,1.43,pinnacle:1.45; betsson:1.41
Plymouth Argyle vs Northampton Town,2025-11-29 10:00:00,League 1,Doble Chance,X2,1.79,pinnacle,4,0.1835,0.025,0.94,5.56,1.765,pinnacle:1.79; marathonbet:1.77; codere_it:1.75; betsson:1.75
Sunderland vs Bournemouth,2025-11-29 10:00:00,EPL,Doble Chance,1X,1.63,pinnacle,4,0.1786,0.025,1.12,3.36,1.605,pinnacle:1.63; marathonbet:1.61; betsson:1.6; codere_it:1.58
Burton Albion vs Leyton Orient,2025-11-29 10:00:00,League 1,Doble Chance,1X,1.55,pinnacle,4,0.1715,0.0125,0.71,5.48,1.5375,pinnacle:1.55; codere_it:1.54; betsson:1.54; marathonbet:1.52
Newport County vs Barrow,2025-11-29 10:00:00,League 2,Goles (Over/Under),Over 2.5,2.02,betsson,2,0.1675,0.03,1.51,7.64,1.99,betsson:2.02; codere_it:1.96
Newport County vs Barrow,2025-11-29 10:00:00,League 2,Goles (Over/Under),Under 2.5,1.72,betsson,2,0.1675,0.015,0.88,7.64,1.705,betsson:1.72; codere_it:1.69
Motherwell vs Hearts,2025-11-29 10:00:00,Premiership,Doble Chance,1X,1.94,codere_it,3,0.1633,0.05,1.88,5.94,1.89,codere_it:1.94; betsson:1.87; marathonbet:1.86
FC Schalke 04 vs SC Paderborn,2025-11-28 12:30:00,Bundesliga 2,Doble Chance,1X,1.4191,bwin,5,0.157,0.0113,0.68,6.18,1.4078,bwin:1.4191; marathonbet:1.41; betsson:1.41; pinnacle:1.41; codere_it:1.39
FC Schalke 04 vs SC Paderborn,2025-11-28 12:30:00,Bundesliga 2,Doble Chance,X2,1.4933,bwin,5,0.157,0.0346,1.26,6.18,1.4587,bwin:1.4933; betsson:1.46; marathonbet:1.45; pinnacle:1.45; codere_it:1.44
Salford City vs Crawley Town,2025-11-29 10:00:00,League 2,Goles (Over/Under),Over 2.5,1.55,betsson,2,0.1549,0.005,0.32,7.62,1.545,betsson:1.55; codere_it:1.54
Salford City vs Crawley Town,2025-11-29 10:00:00,League 2,Goles (Over/Under),Under 2.5,2.32,betsson,2,0.1549,0.05,2.2,7.62,2.27,betsson:2.32; codere_it:2.22
TSG Hoffenheim vs Augsburg,2025-11-29 09:30:00,Bundesliga,Doble Chance,1X,1.24,pinnacle,5,0.1542,0.0177,1.04,3.89,1.2223,pinnacle:1.24; marathonbet:1.23; betsson:1.22; codere_it:1.22; bwin:1.2017
Rotherham United vs Wycombe Wanderers,2025-11-29 10:00:00,League 1,Goles (Over/Under),Over 2.5,2.0,codere_it,2,0.1516,0.01,0.5,5.87,1.99,codere_it:2.0; betsson:1.98
Rotherham United vs Wycombe Wanderers,2025-11-29 10:00:00,League 1,Goles (Over/Under),Under 2.5,1.79,codere_it,2,0.1516,0.02,1.13,5.87,1.77,codere_it:1.79; betsson:1.75
FC Ingolstadt 04 vs TSG Hoffenheim II,2025-11-29 08:00:00,3. Liga,Goles (Over/Under),Over 3.5,2.08,betsson,2,0.1487,0.025,1.22,7.6,2.055,betsson:2.08; codere_it:2.03
FC Ingolstadt 04 vs TSG Hoffenheim II,2025-11-29 08:00:00,3. Liga,Goles (Over/Under),Under 3.5,1.68,betsson,2,0.1487,0.015,0.9,7.6,1.665,betsson:1.68; codere_it:1.65
Vasco da Gama vs Internacional,2025-11-28 17:30:00,Brasileirão,Goles (Over/Under),Over 2.5,2.12,codere_it,2,0.1486,0.0,0.0,5.99,2.12,codere_it:2.12; betsson:2.12
Vasco da Gama vs Internacional,2025-11-28 17:30:00,Brasileirão,Goles (Over/Under),Under 2.5,1.7,codere_it,2,0.1486,0.025,1.49,5.99,1.675,codere_it:1.7; betsson:1.65
Lincoln City vs Port Vale,2025-11-29 10:00:00,League 1,Goles (Over/Under),Over 2.5,2.12,codere_it,2,0.1486,0.0,0.0,5.99,2.12,codere_it:2.12; betsson:2.12
Lincoln City vs Port Vale,2025-11-29 10:00:00,League 1,Goles (Over/Under),Under 2.5,1.7,codere_it,2,0.1486,0.025,1.49,5.99,1.675,codere_it:1.7; betsson:1.65
Cardiff City vs Mansfield Town,2025-11-29 10:00:00,League 1,Doble Chance,X2,1.94,codere_it,4,0.1476,0.0175,0.68,5.69,1.9225,codere_it:1.94; pinnacle:1.93; marathonbet:1.91; betsson:1.91
Juventude vs Bahia,2025-11-28 17:00:00,Brasileirão,Goles (Over/Under),Over 2.5,2.05,codere_it,2,0.147,0.035,1.74,5.92,2.015,codere_it:2.05; betsson:1.98
Dundee FC vs St Mirren,2025-11-29 10:00:00,Premiership,Doble Chance,X2,1.33,codere_it,5,0.1448,0.0179,1.12,5.87,1.3121,codere_it:1.33; bwin:1.3204; pinnacle:1.32; marathonbet:1.3; betsson:1.29
Stockport County FC vs Barnsley,2025-11-29 07:30:00,League 1,Doble Chance,1X,1.26,pinnacle,4,0.1436,0.02,1.28,5.92,1.24,pinnacle:1.26; codere_it:1.25; betsson:1.23; marathonbet:1.22
Stockport County FC vs Barnsley,2025-11-29 07:30:00,League 1,Doble Chance,X2,1.91,pinnacle,4,0.1436,0.015,1.37,5.92,1.895,pinnacle:1.91; marathonbet:1.91; codere_it:1.91; betsson:1.85
Barnet vs Harrogate Town,2025-11-29 10:00:00,League 2,Doble Chance,1X,1.03,pinnacle,4,0.1436,0.0075,0.81,7.24,1.0225,pinnacle:1.03; betsson:1.03; marathonbet:1.02; codere_it:1.01
Barnet vs Harrogate Town,2025-11-29 10:00:00,League 2,Doble Chance,X2,3.51,pinnacle,4,0.1436,0.1525,4.62,7.24,3.3575,pinnacle:3.51; betsson:3.48; marathonbet:3.32; codere_it:3.12
Colchester United vs Cheltenham Town,2025-11-29 10:00:00,League 2,Doble Chance,1X,1.11,pinnacle,4,0.1431,0.01,0.64,7.06,1.1,pinnacle:1.11; marathonbet:1.1; betsson:1.1; codere_it:1.09
Colchester United vs Cheltenham Town,2025-11-29 10:00:00,League 2,Doble Chance,X2,2.48,pinnacle,4,0.1431,0.0675,2.98,7.06,2.4125,pinnacle:2.48; betsson:2.47; marathonbet:2.4; codere_it:2.3
Getafe vs Elche CF,2025-11-28 15:00:00,La Liga,Goles (Over/Under),Over 1.5,1.61,codere_it,2,0.1429,0.015,0.94,4.13,1.595,codere_it:1.61; betsson:1.58
Santos vs Sport Recife,2025-11-28 19:30:00,Brasileirão,Doble Chance,X2,2.76,codere_it,3,0.1424,0.06,2.18,5.69,2.7,codere_it:2.76; marathonbet:2.72; betsson:2.62
FC Zwolle vs Heerenveen,2025-11-28 14:00:00,Eredivisie,Doble Chance,1X,1.77,pinnacle,4,0.1423,0.0475,2.34,5.27,1.7225,pinnacle:1.77; betsson:1.74; codere_it:1.72; marathonbet:1.66
Como vs Sassuolo,2025-11-28 14:45:00,Serie A,Doble Chance,X2,2.34,marathonbet,4,0.1368,0.0425,1.32,3.8,2.2975,marathonbet:2.34; pinnacle:2.31; betsson:2.28; codere_it:2.26
Plymouth Argyle vs Northampton Town,2025-11-29 10:00:00,League 1,Goles (Over/Under),Over 2.5,2.02,codere_it,2,0.1367,0.0,0.0,6.0,2.02,codere_it:2.02; betsson:2.02
Plymouth Argyle vs Northampton Town,2025-11-29 10:00:00,League 1,Goles (Over/Under),Under 2.5,1.77,codere_it,2,0.1367,0.025,1.43,6.0,1.745,codere_it:1.77; betsson:1.72
Accrington Stanley vs Oldham Athletic,2025-11-29 07:30:00,League 2,Doble Chance,1X,1.47,betsson,4,0.136,0.03,1.77,6.84,1.44,betsson:1.47; pinnacle:1.46; marathonbet:1.42; codere_it:1.41
Huddersfield Town vs Wimbledon,2025-11-29 10:00:00,League 1,Doble Chance,1X,1.14,codere_it,3,0.1345,0.01,0.72,5.95,1.13,codere_it:1.14; betsson:1.13; marathonbet:1.12
Çaykur Rizespor vs Kayserispor,2025-11-29 06:30:00,Super League,Goles (Over/Under),Over 2.5,1.69,betsson,2,0.1278,0.01,0.6,6.34,1.68,betsson:1.69; codere_it:1.67
Çaykur Rizespor vs Kayserispor,2025-11-29 06:30:00,Super League,Goles (Over/Under),Under 2.5,2.12,betsson,2,0.1278,0.02,0.95,6.34,2.1,betsson:2.12; codere_it:2.08
Wigan Athletic vs Stevenage,2025-11-29 10:00:00,League 1,Doble Chance,X2,1.57,codere_it,3,0.1224,0.0367,1.71,5.88,1.5333,codere_it:1.57; marathonbet:1.52; betsson:1.51
Rotherham United vs Wycombe Wanderers,2025-11-29 10:00:00,League 1,Doble Chance,1X,1.93,pinnacle,4,0.1201,0.0225,1.01,5.83,1.9075,pinnacle:1.93; codere_it:1.92; marathonbet:1.9; betsson:1.88
Vasco da Gama vs Internacional,2025-11-28 17:30:00,Brasileirão,Doble Chance,X2,1.63,codere_it,3,0.1194,0.0333,1.56,6.2,1.5967,codere_it:1.63; marathonbet:1.59; betsson:1.57
Kocaelispor vs Genclerbirligi SK,2025-11-28 12:00:00,Super League,Goles (Over/Under),Over 2.5,2.16,betsson,2,0.1177,0.01,0.47,6.54,2.15,betsson:2.16; codere_it:2.14
Kocaelispor vs Genclerbirligi SK,2025-11-28 12:00:00,Super League,Goles (Over/Under),Under 2.5,1.66,betsson,2,0.1177,0.015,0.91,6.54,1.645,betsson:1.66; codere_it:1.63
Santos vs Sport Recife,2025-11-28 19:30:00,Brasileirão,Goles (Over/Under),Under 2.5,1.93,codere_it,2,0.1175,0.025,1.31,5.87,1.905,codere_it:1.93; betsson:1.88
1. FC Saarbrücken vs Rot-Weiss Essen,2025-11-29 08:00:00,3. Liga,Goles (Over/Under),Over 2.5,1.65,betsson,2,0.1154,0.01,0.61,8.23,1.64,betsson:1.65; codere_it:1.63
1. FC Saarbrücken vs Rot-Weiss Essen,2025-11-29 08:00:00,3. Liga,Goles (Over/Under),Under 2.5,2.1,betsson,2,0.1154,0.025,1.2,8.23,2.075,betsson:2.1; codere_it:2.05
Luton vs Bolton Wanderers,2025-11-29 10:00:00,League 1,Goles (Over/Under),Under 2.5,1.82,codere_it,2,0.114,0.035,1.96,6.23,1.785,codere_it:1.82; betsson:1.75
Sporting Gijón vs Andorra CF,2025-11-28 14:30:00,La Liga 2,Goles (Over/Under),Over 2.5,2.0,betsson,2,0.1106,0.015,0.76,8.14,1.985,betsson:2.0; codere_it:1.97
Sporting Gijón vs Andorra CF,2025-11-28 14:30:00,La Liga 2,Goles (Over/Under),Under 2.5,1.72,betsson,2,0.1106,0.015,0.88,8.14,1.705,betsson:1.72; codere_it:1.69
Cardiff City vs Mansfield Town,2025-11-29 10:00:00,League 1,Doble Chance,1X,1.27,pinnacle,4,0.1105,0.0225,1.19,5.88,1.2475,pinnacle:1.27; betsson:1.25; codere_it:1.24; marathonbet:1.23
Plymouth Argyle vs Northampton Town,2025-11-29 10:00:00,League 1,Doble Chance,1X,1.29,codere_it,4,0.1077,0.02,1.24,5.94,1.27,codere_it:1.29; pinnacle:1.28; betsson:1.26; marathonbet:1.25
Bradford City vs Exeter City,2025-11-29 10:00:00,League 1,Doble Chance,X2,2.12,codere_it,4,0.1072,0.0225,0.92,5.97,2.0975,codere_it:2.12; pinnacle:2.11; marathonbet:2.09; betsson:2.07
Huddersfield Town vs Wimbledon,2025-11-29 10:00:00,League 1,Goles (Over/Under),Under 2.5,1.96,codere_it,2,0.1072,0.04,2.08,5.97,1.92,codere_it:1.96; betsson:1.88
Como vs Sassuolo,2025-11-28 14:45:00,Serie A,Doble Chance,1X,1.17,pinnacle,4,0.102,0.01,0.61,3.92,1.16,pinnacle:1.17; betsson:1.16; marathonbet:1.16; codere_it:1.15
Genoa vs Hellas Verona,2025-11-29 09:00:00,Serie A,Doble Chance,X2,1.76,marathonbet,4,0.0997,0.0275,1.25,3.81,1.7325,marathonbet:1.76; pinnacle:1.74; codere_it:1.73; betsson:1.7
Parma vs Udinese,2025-11-29 09:00:00,Serie A,Doble Chance,X2,1.5,marathonbet,4,0.0876,0.0075,0.56,3.88,1.4925,marathonbet:1.5; pinnacle:1.5; codere_it:1.49; betsson:1.48
Wehen Wiesbaden vs Erzgebirge Aue,2025-11-28 13:00:00,3. Liga,Goles (Over/Under),Over 2.5,1.65,betsson,2,0.0841,0.01,0.61,8.68,1.64,betsson:1.65; codere_it:1.63
Wehen Wiesbaden vs Erzgebirge Aue,2025-11-28 13:00:00,3. Liga,Goles (Over/Under),Under 2.5,2.08,betsson,2,0.0841,0.015,0.73,8.68,2.065,betsson:2.08; codere_it:2.05
Rotherham United vs Wycombe Wanderers,2025-11-29 10:00:00,League 1,Doble Chance,X2,1.22,codere_it,4,0.0829,0.015,0.93,6.03,1.205,codere_it:1.22; pinnacle:1.21; betsson:1.2; marathonbet:1.19
Gazişehir Gaziantep vs Eyüpspor,2025-11-29 09:00:00,Super League,Goles (Over/Under),Over 2.5,1.83,betsson,3,0.0805,0.02,0.9,6.46,1.81,betsson:1.83; pinnacle:1.81; codere_it:1.79
Doncaster Rovers vs Peterborough United,2025-11-29 10:00:00,League 1,Goles (Over/Under),Under 2.5,1.98,codere_it,2,0.0792,0.03,1.54,6.06,1.95,codere_it:1.98; betsson:1.92
Colchester United vs Cheltenham Town,2025-11-29 10:00:00,League 2,Goles (Over/Under),Over 2.5,1.82,betsson,3,0.0782,0.0167,0.94,7.03,1.8033,betsson:1.82; pinnacle:1.81; codere_it:1.78
Hannover 96 vs Karlsruher SC,2025-11-28 12:30:00,Bundesliga 2,Goles (Over/Under),Over 2.5,1.57,codere_it,2,0.0774,0.01,0.64,7.75,1.56,codere_it:1.57; betsson:1.55
Hannover 96 vs Karlsruher SC,2025-11-28 12:30:00,Bundesliga 2,Goles (Over/Under),Under 2.5,2.27,codere_it,2,0.0774,0.01,0.44,7.75,2.26,codere_it:2.27; betsson:2.25
Cardiff City vs Mansfield Town,2025-11-29 10:00:00,League 1,Goles (Over/Under),Over 2.5,1.7,codere_it,2,0.0768,0.0,0.0,5.99,1.7,codere_it:1.7; betsson:1.7
Cardiff City vs Mansfield Town,2025-11-29 10:00:00,League 1,Goles (Over/Under),Under 2.5,2.12,codere_it,2,0.0768,0.02,0.95,5.99,2.1,codere_it:2.12; betsson:2.08
Burton Albion vs Leyton Orient,2025-11-29 10:00:00,League 1,Doble Chance,X2,1.45,codere_it,4,0.0754,0.0225,1.04,5.97,1.4275,codere_it:1.45; pinnacle:1.43; marathonbet:1.42; betsson:1.41
Dundee FC vs St Mirren,2025-11-29 10:00:00,Premiership,Goles (Over/Under),Over 2.5,2.09,codere_it,2,0.0751,0.005,0.24,5.99,2.085,codere_it:2.09; betsson:2.08
Dundee FC vs St Mirren,2025-11-29 10:00:00,Premiership,Goles (Over/Under),Under 2.5,1.72,codere_it,2,0.0751,0.01,0.58,5.99,1.71,codere_it:1.72; betsson:1.7
Fluminense vs Sao Paulo,2025-11-27 18:30:00,Brasileirão,Goles (Over/Under),Under 2.5,1.54,codere_it,2,0.0739,0.02,1.32,6.09,1.52,codere_it:1.54; betsson:1.5
Kocaelispor vs Genclerbirligi SK,2025-11-28 12:00:00,Super League,Doble Chance,1X,1.23,betsson,4,0.0737,0.0075,1.06,6.51,1.2225,betsson:1.23; marathonbet:1.23; pinnacle:1.23; codere_it:1.2
Luton vs Bolton Wanderers,2025-11-29 10:00:00,League 1,Doble Chance,1X,1.48,codere_it,3,0.0727,0.0133,0.64,6.6,1.4667,codere_it:1.48; marathonbet:1.46; betsson:1.46
Luton vs Bolton Wanderers,2025-11-29 10:00:00,League 1,Doble Chance,X2,1.48,codere_it,3,0.0727,0.0133,0.64,6.6,1.4667,codere_it:1.48; marathonbet:1.46; betsson:1.46
Mallorca vs CA Osasuna,2025-11-29 08:00:00,La Liga,Goles (Over/Under),Over 2.5,2.5,codere_it,2,0.0706,0.04,1.63,6.23,2.46,codere_it:2.5; betsson:2.42
Wigan Athletic vs Stevenage,2025-11-29 10:00:00,League 1,Goles (Over/Under),Over 2.5,2.5,codere_it,2,0.0706,0.04,1.63,6.23,2.46,codere_it:2.5; betsson:2.42
Gazişehir Gaziantep vs Eyüpspor,2025-11-29 09:00:00,Super League,Goles (Over/Under),Under 2.5,1.95,pinnacle,3,0.0689,0.0167,0.65,6.53,1.9333,pinnacle:1.95; betsson:1.93; codere_it:1.92
Wellington Phoenix FC vs Adelaide United,2025-11-28 23:00:00,A-League,Goles (Over/Under),Over 2.5,1.58,betsson,2,0.0685,0.0,0.0,7.15,1.58,betsson:1.58; codere_it:1.58
Wellington Phoenix FC vs Adelaide United,2025-11-28 23:00:00,A-League,Goles (Over/Under),Under 2.5,2.28,betsson,2,0.0685,0.025,1.11,7.15,2.255,betsson:2.28; codere_it:2.23
Stockport County FC vs Barnsley,2025-11-29 07:30:00,League 1,Goles (Over/Under),Under 2.5,2.19,codere_it,2,0.0678,0.035,1.62,5.9,2.155,codere_it:2.19; betsson:2.12
Greuther Fürth vs VfL Bochum,2025-11-29 07:00:00,Bundesliga 2,Goles (Over/Under),Over 2.5,1.57,codere_it,2,0.0642,0.01,0.64,7.94,1.56,codere_it:1.57; betsson:1.55
Greuther Fürth vs VfL Bochum,2025-11-29 07:00:00,Bundesliga 2,Goles (Over/Under),Under 2.5,2.26,codere_it,2,0.0642,0.005,0.22,7.94,2.255,codere_it:2.26; betsson:2.25
AD Ceuta FC vs Burgos CF,2025-11-29 08:00:00,La Liga 2,Doble Chance,1X,1.32,marathonbet,4,0.0631,0.0161,1.24,7.13,1.3039,marathonbet:1.32; pinnacle:1.32; betsson:1.29; bwin:1.2857
Bradford City vs Exeter City,2025-11-29 10:00:00,League 1,Doble Chance,1X,1.18,pinnacle,4,0.061,0.0125,0.71,6.23,1.1675,pinnacle:1.18; codere_it:1.17; marathonbet:1.16; betsson:1.16
Motherwell vs Hearts,2025-11-29 10:00:00,Premiership,Goles (Over/Under),Under 2.5,2.03,codere_it,2,0.0493,0.025,1.25,6.08,2.005,codere_it:2.03; betsson:1.98
Burton Albion vs Leyton Orient,2025-11-29 10:00:00,League 1,Goles (Over/Under),Under 2.5,2.1,codere_it,2,0.0475,0.06,2.94,6.1,2.04,codere_it:2.1; betsson:1.98
Parma vs Udinese,2025-11-29 09:00:00,Serie A,Goles (Over/Under),Under 2.5,1.64,codere_it,2,0.0464,0.02,1.23,5.82,1.62,codere_it:1.64; betsson:1.6
KV Mechelen vs Standard Liege,2025-11-28 14:45:00,Belgium First Div,Doble Chance,1X,1.4069,bwin,4,0.0405,0.0227,0.99,5.92,1.3842,bwin:1.4069; marathonbet:1.38; betsson:1.38; pinnacle:1.37
KV Mechelen vs Standard Liege,2025-11-28 14:45:00,Belgium First Div,Doble Chance,X2,1.5563,bwin,4,0.0405,0.0247,1.49,5.92,1.5316,bwin:1.5563; pinnacle:1.55; marathonbet:1.52; betsson:1.5
Dender vs Westerlo,2025-11-29 10:00:00,Belgium First Div,Doble Chance,1X,1.6258,bwin,4,0.0336,0.0243,1.42,5.95,1.6015,bwin:1.6258; pinnacle:1.62; betsson:1.59; marathonbet:1.57
Central Coast Mariners vs Melbourne City,2025-11-29 01:00:00,A-League,Goles (Over/Under),Over 2.5,1.72,betsson,2,0.0327,0.0,0.0,7.64,1.72,betsson:1.72; codere_it:1.72
Central Coast Mariners vs Melbourne City,2025-11-29 01:00:00,A-League,Goles (Over/Under),Under 2.5,2.02,betsson,2,0.0327,0.01,0.5,7.64,2.01,betsson:2.02; codere_it:2.0
Bayern Munich vs FC St. Pauli,2025-11-29 09:30:00,Bundesliga,Goles (Over/Under),Over 3.5,1.73,codere_it,2,0.0289,0.005,0.29,5.88,1.725,codere_it:1.73; betsson:1.72
TSG Hoffenheim vs Augsburg,2025-11-29 09:30:00,Bundesliga,Goles (Over/Under),Over 2.5,1.58,codere_it,2,0.0258,0.015,0.96,6.21,1.565,codere_it:1.58; betsson:1.55
Werder Bremen vs 1. FC Köln,2025-11-29 09:30:00,Bundesliga,Goles (Over/Under),Under 3.5,1.57,codere_it,2,0.0224,0.01,0.64,6.25,1.56,codere_it:1.57; betsson:1.55
Holstein Kiel vs Hertha Berlin,2025-11-29 07:00:00,Bundesliga 2,Goles (Over/Under),Under 2.5,2.03,codere_it,2,0.0161,0.005,0.25,8.08,2.025,codere_it:2.03; betsson:2.02
Eintracht Braunschweig vs 1. FC Kaiserslautern,2025-11-29 07:00:00,Bundesliga 2,Goles (Over/Under),Under 2.5,2.06,codere_it,2,0.0149,0.005,0.24,8.07,2.055,codere_it:2.06; betsson:2.05
Western Sydney Wanderers vs Sydney FC,2025-11-29 03:35:00,A-League,Goles (Over/Under),Over 3.5,2.12,betsson,2,0.0141,0.005,0.24,7.78,2.115,betsson:2.12; codere_it:2.11
Western Sydney Wanderers vs Sydney FC,2025-11-29 03:35:00,A-League,Goles (Over/Under),Under 3.5,1.65,betsson,2,0.0141,0.0,0.0,7.78,1.65,betsson:1.65; codere_it:1.65
Barcelona vs Alavés,2025-11-29 10:15:00,La Liga,Doble Chance,X2,4.33,pinnacle,4,0.0137,0.2075,3.73,4.39,4.1225,pinnacle:4.33; betsson:4.16; marathonbet:4.1; codere_it:3.9
Fluminense vs Sao Paulo,2025-11-27 18:30:00,Brasileirão,Doble Chance,1X,1.2117,bwin,5,0.0095,0.0114,0.78,6.34,1.2003,bwin:1.2117; pinnacle:1.21; codere_it:1.2; marathonbet:1.19; betsson:1.19
TSG Hoffenheim vs Augsburg,2025-11-29 09:30:00,Bundesliga,Doble Chance,X2,2.23,betsson,5,0.0045,0.0475,1.83,4.47,2.1825,betsson:2.23; marathonbet:2.21; pinnacle:2.2; codere_it:2.15; bwin:2.1224
Genoa vs Hellas Verona,2025-11-29 09:00:00,Serie A,Goles (Over/Under),Over 1.5,1.55,betsson,2,0.0,0.0,0.0,5.84,1.55,betsson:1.55; codere_it:1.55
Genoa vs Hellas Verona,2025-11-29 09:00:00,Serie A,Goles (Over/Under),Under 1.5,2.42,betsson,2,0.0,0.0,0.0,5.84,2.42,betsson:2.42; codere_it:2.42
Wehen Wiesbaden vs Erzgebirge Aue,2025-11-28 13:00:00,3. Liga,Doble Chance,X2,1.71,betsson,4,-0.0038,0.0221,1.04,7.98,1.6879,betsson:1.71; pinnacle:1.7; bwin:1.6716; codere_it:1.67
Wigan Athletic vs Stevenage,2025-11-29 10:00:00,League 1,Doble Chance,1X,1.35,betsson,3,-0.0105,0.0067,0.35,6.67,1.3433,betsson:1.35; marathonbet:1.34; codere_it:1.34
Wellington Phoenix FC vs Adelaide United,2025-11-28 23:00:00,A-League,Doble Chance,X2,1.3655,bwin,5,-0.0126,0.0304,1.84,7.13,1.3351,bwin:1.3655; pinnacle:1.36; betsson:1.33; marathonbet:1.32; codere_it:1.3
Eintracht Braunschweig vs 1. FC Kaiserslautern,2025-11-29 07:00:00,Bundesliga 2,Goles (Over/Under),Over 2.5,1.68,betsson,2,-0.0133,0.0,0.0,8.3,1.68,betsson:1.68; codere_it:1.68
Santos vs Sport Recife,2025-11-28 19:30:00,Brasileirão,Doble Chance,1X,1.1,betsson,3,-0.0137,0.0167,1.15,6.59,1.0833,betsson:1.1; codere_it:1.08; marathonbet:1.07
Shrewsbury Town vs Gillingham,2025-11-29 10:00:00,League 2,Doble Chance,1X,1.37,marathonbet,4,-0.0138,0.005,0.63,7.98,1.365,marathonbet:1.37; pinnacle:1.37; betsson:1.37; codere_it:1.35
Holstein Kiel vs Hertha Berlin,2025-11-29 07:00:00,Bundesliga 2,Goles (Over/Under),Over 2.5,1.7,betsson,2,-0.0144,0.0,0.0,8.33,1.7,betsson:1.7; codere_it:1.7
Juventude vs Bahia,2025-11-28 17:00:00,Brasileirão,Doble Chance,X2,1.3018,bwin,5,-0.0161,0.0154,0.67,6.23,1.2864,bwin:1.3018; pinnacle:1.29; marathonbet:1.28; betsson:1.28; codere_it:1.28
Blackpool vs Reading,2025-11-29 07:30:00,League 1,Goles (Over/Under),Under 2.5,1.89,codere_it,3,-0.0213,0.0333,1.54,6.1,1.8567,codere_it:1.89; pinnacle:1.86; betsson:1.82
Werder Bremen vs 1. FC Köln,2025-11-29 09:30:00,Bundesliga,Goles (Over/Under),Over 3.5,2.38,betsson,2,-0.0214,0.015,0.63,6.53,2.365,betsson:2.38; codere_it:2.35
