Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,Todas_Las_Cuotas
Athletic Bilbao vs Espanyol,2025-12-22 15:00:00,La Liga,Goles (Over/Under),Over 2.5,2.4,leovegas_se,14,0.2705,0.0871,2.96,5.36,2.3129,0.0001279302164070479,14,0.013218440769926386,0.010781202064536874,7.965644819535416e-05,14,0.010346542268829534,0.007954269511724196,leovegas_se:2.4; grosvenor:2.38; casumo:2.35; leovegas:2.35; unibet_nl:2.35; unibet:2.35; unibet_se:2.35; tabtouch:2.35; betsson:2.32; nordicbet:2.32; tipico_de:2.25; betmgm:2.25; codere_it:2.21; williamhill:2.15
Athletic Bilbao vs Espanyol,2025-12-22 15:00:00,La Liga,Goles (Over/Under),Under 2.5,1.65,williamhill,14,-0.0435,0.0757,1.51,7.12,1.5743,6.652994976655678e-05,14,0.009296638621731083,0.006359144305320886,7.965644819535416e-05,14,0.01034654226882957,0.007954269511724232,williamhill:1.65; tipico_de:1.6; betsson:1.58; nordicbet:1.58; codere_it:1.57; leovegas_se:1.57; betmgm:1.57; casumo:1.56; leovegas:1.56; grosvenor:1.56; unibet_nl:1.56; unibet:1.56; unibet_se:1.56; tabtouch:1.56
Benfica vs Famalicão,2025-12-22 15:45:00,Primeira Liga,Goles (Over/Under),Under 2.75,1.93,pinnacle,2,0.2484,0.05,2.66,3.1,1.88,0.0001452067020173151,2,0.014156686202893565,0.014156686202893565,6.944102494756067e-05,2,0.009807945950310815,0.009807945950310815,pinnacle:1.93; bovada:1.83
Benfica vs Famalicão,2025-12-22 15:45:00,Primeira Liga,Goles (Over/Under),Over 2.75,2.0,bovada,2,-0.1659,0.025,1.27,4.64,1.975,2.9647465591088953e-05,2,0.006410256410256443,0.006410256410256443,6.944102494756067e-05,2,0.009807945950310926,0.009807945950310926,bovada:2.0; pinnacle:1.95
Melbourne City vs Macarthur FC,2025-12-23 03:15:00,A-League,Goles (Over/Under),Over 2.5,1.77,coolbet,14,1.1568,0.065,1.82,3.89,1.705,8.286697011338538e-05,14,0.01056810849767276,0.00975430409420949,3.385035864421363e-05,14,0.006830937269700209,0.005664859795913786,coolbet:1.77; williamhill:1.75; betmgm:1.74; codere_it:1.73; nordicbet:1.72; betsson:1.72; unibet:1.68; tabtouch:1.68; casumo:1.68; leovegas_se:1.68; leovegas:1.68; unibet_se:1.68; unibet_nl:1.68; grosvenor:1.68
Melbourne City vs Macarthur FC,2025-12-23 03:15:00,A-League,Goles (Over/Under),Under 2.5,2.11,coolbet,14,1.1568,0.0979,1.91,3.89,2.0121,6.416088503031719e-05,14,0.00942889392276911,0.00633683758804405,3.385035864421363e-05,14,0.0068309372697002374,0.005664859795913797,coolbet:2.11; unibet:2.02; tabtouch:2.02; casumo:2.02; leovegas_se:2.02; leovegas:2.02; unibet_se:2.02; unibet_nl:2.02; grosvenor:2.02; nordicbet:2.02; betsson:2.02; codere_it:1.96; williamhill:1.95; betmgm:1.95
Fulham vs Nottingham Forest,2025-12-22 15:00:00,EPL,Goles (Over/Under),Over 2.5,1.98,pinnacle,16,1.3621,0.0519,1.75,2.32,1.9281,6.214013641132637e-05,16,0.009269526307783335,0.006961131166906415,2.0821334827868633e-05,16,0.005372008590763898,0.004832956041699286,pinnacle:1.98; nordicbet:1.95; betsson:1.95; leovegas_se:1.95; leovegas:1.95; tabtouch:1.94; unibet_nl:1.94; grosvenor:1.94; unibet_se:1.94; casumo:1.94; codere_it:1.93; mybookieag:1.93; coolbet:1.92; tipico_de:1.87; betmgm:1.87; williamhill:1.85
Fulham vs Nottingham Forest,2025-12-22 15:00:00,EPL,Goles (Over/Under),Under 2.5,1.94,coolbet,16,0.5096,0.0738,1.67,3.63,1.8662,5.562986653596851e-05,16,0.008764973766085891,0.007008620558503029,2.0821334827868633e-05,16,0.005372008590763876,0.0048329560416992615,coolbet:1.94; pinnacle:1.93; codere_it:1.91; mybookieag:1.88; tipico_de:1.87; williamhill:1.85; nordicbet:1.85; betsson:1.85; tabtouch:1.85; leovegas_se:1.85; unibet_nl:1.85; grosvenor:1.85; leovegas:1.85; unibet_se:1.85; casumo:1.85; betmgm:1.83
Athletic Bilbao vs Espanyol,2025-12-22 15:00:00,La Liga,Goles (Over/Under),Under 2.25,1.84,pinnacle,2,0.3967,0.02,1.1,2.42,1.82,2.6565850937821387e-05,2,0.006038647342995196,0.006038647342995196,6.23216576967837e-07,2,0.0009276437847866581,0.0009276437847866581,pinnacle:1.84; bovada:1.8
Athletic Bilbao vs Espanyol,2025-12-22 15:00:00,La Liga,Goles (Over/Under),Over 2.25,2.08,pinnacle,2,0.3967,0.015,0.73,2.42,2.065,8.935689842070249e-06,2,0.003517823639774903,0.003517823639774903,6.23216576967837e-07,2,0.0009276437847866303,0.0009276437847866303,pinnacle:2.08; bovada:2.05
Melbourne City vs Macarthur FC,2025-12-23 03:15:00,A-League,Goles (Over/Under),Over 2.75,2.03,pinnacle,2,0.1988,0.015,0.74,3.32,2.015,9.847038260305733e-06,2,0.003694581280788145,0.003694581280788145,1.8167361641217925e-07,2,0.0005013324002045572,0.0005013324002045572,pinnacle:2.03; bovada:2.0
Melbourne City vs Macarthur FC,2025-12-23 03:15:00,A-League,Goles (Over/Under),Under 2.75,1.85,pinnacle,2,0.1988,0.01,0.54,3.32,1.84,6.341650590827399e-06,2,0.002953773445576735,0.002953773445576735,1.8167361641217925e-07,2,0.0005013324002045572,0.0005013324002045572,pinnacle:1.85; bovada:1.83
