Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,Todas_Las_Cuotas
Benfica vs Famalicão,2025-12-22 15:45:00,Primeira Liga,Doble Chance,1X,1.0885,betfair_ex_eu,35,10.4643,0.0402,1.88,0.56,1.0483,0.001332287393324775,35,0.01772191616942696,0.013793359539314414,,,,,betfair_ex_eu:1.0885; betfair_ex_uk:1.0885; betfair_ex_au:1.0885; smarkets:1.0849; coral:1.0739; ladbrokes_uk:1.0739; betmgm:1.0675; pinnacle:1.0667; bovada:1.057; skybet:1.0515; unibet_uk:1.0506; sport888:1.0506; williamhill:1.0506; coolbet:1.0506; draftkings:1.0484; marathonbet:1.0461; casumo:1.0452; grosvenor:1.0452; tabtouch:1.0452; betsson:1.0413; nordicbet:1.0413; pointsbetau:1.0391; leovegas_se:1.0367; unibet_se:1.0367; unibet:1.0367; unibet_nl:1.0367; winamax_de:1.0352; fanduel:1.0336; betway:1.0317; paddypower:1.0317; tipico_de:1.031; leovegas:1.0306; betclic_fr:1.0291; virginbet:1.0136; winamax_fr:1.0115
Melbourne City vs Macarthur FC,2025-12-23 03:15:00,A-League,Doble Chance,1X,1.2102,betfair_ex_au,32,7.0988,0.0475,2.19,0.81,1.1627,0.000579374515095154,32,0.019032042029089168,0.012707989350931568,,,,,betfair_ex_au:1.2102; betfair_ex_uk:1.2102; betfair_ex_eu:1.2102; smarkets:1.2; pinnacle:1.1848; pointsbetau:1.1781; draftkings:1.1781; leovegas_se:1.1742; leovegas:1.1742; coral:1.1693; codere_it:1.1681; unibet:1.1648; bovada:1.1644; nordicbet:1.1638; betsson:1.1638; betmgm:1.1601; ladbrokes_uk:1.1601; tabtouch:1.1599; casumo:1.1599; unibet_se:1.1599; unibet_nl:1.1599; grosvenor:1.1599; tab:1.1595; coolbet:1.156; sport888:1.1507; williamhill:1.1507; marathonbet:1.1492; unibet_uk:1.1446; paddypower:1.1358; winamax_de:1.1203; virginbet:1.117; winamax_fr:1.0874
Benfica vs Famalicão,2025-12-22 15:45:00,Primeira Liga,Doble Chance,X2,3.8555,betfair_ex_eu,35,10.4643,0.564,7.75,0.56,3.2915,0.0004291697494511383,35,0.02227760120649334,0.01829556351583089,,,,,betfair_ex_eu:3.8555; betfair_ex_uk:3.8555; betfair_ex_au:3.8555; smarkets:3.8099; winamax_de:3.5897; pinnacle:3.5758; tipico_de:3.4641; betsson:3.4163; nordicbet:3.4163; skybet:3.4138; winamax_fr:3.402; betclic_fr:3.3491; coolbet:3.3333; draftkings:3.3158; fanduel:3.2958; paddypower:3.2759; unibet_uk:3.2759; betway:3.2143; bovada:3.207; coral:3.1698; ladbrokes_uk:3.1698; betmgm:3.1698; pointsbetau:3.1667; sport888:3.1481; marathonbet:3.1215; williamhill:3.0769; casumo:3.0472; grosvenor:3.0472; tabtouch:3.0472; leovegas_se:3.0265; unibet_se:3.0265; unibet:3.0265; unibet_nl:3.0265; leovegas:3.0265; virginbet:2.9847
Athletic Bilbao vs Espanyol,2025-12-22 15:00:00,La Liga,Doble Chance,1X,1.2458,betfair_ex_eu,34,17.5556,0.0518,2.0,0.27,1.194,0.0003561464724315152,34,0.016526694132118085,0.01356707493249019,,,,,betfair_ex_eu:1.2458; betfair_ex_uk:1.2458; betfair_ex_au:1.2417; smarkets:1.2311; marathonbet:1.2245; unibet_se:1.2188; betsson:1.2124; nordicbet:1.2124; unibet_nl:1.2103; coolbet:1.2096; pinnacle:1.2081; codere_it:1.1981; betclic_fr:1.1963; fanduel:1.1936; draftkings:1.1936; betway:1.191; leovegas_se:1.1897; skybet:1.1854; bovada:1.1854; tab:1.1803; winamax_de:1.1793; williamhill:1.1789; ladbrokes_uk:1.1789; coral:1.1789; betmgm:1.1789; tipico_de:1.1769; casumo:1.1751; grosvenor:1.1751; unibet:1.1751; tabtouch:1.1751; paddypower:1.1723; leovegas:1.1666; virginbet:1.1624; winamax_fr:1.1501
Melbourne City vs Macarthur FC,2025-12-23 03:15:00,A-League,Doble Chance,X2,2.3814,smarkets,32,3.3158,0.2082,4.39,1.52,2.1732,0.0002737514093847933,32,0.019379001128193015,0.014416203837048546,,,,,smarkets:2.3814; betfair_ex_au:2.3814; betfair_ex_uk:2.3814; betfair_ex_eu:2.3814; coolbet:2.3305; pinnacle:2.2224; codere_it:2.2022; draftkings:2.2022; tab:2.191; coral:2.191; pointsbetau:2.1714; marathonbet:2.1625; bovada:2.1617; paddypower:2.1591; unibet_uk:2.1517; nordicbet:2.1462; betsson:2.1462; leovegas_se:2.1416; leovegas:2.1416; unibet:2.1265; betmgm:2.1209; ladbrokes_uk:2.1209; tabtouch:2.1164; casumo:2.1164; unibet_se:2.1164; unibet_nl:2.1164; grosvenor:2.1164; winamax_de:2.1164; williamhill:2.0894; sport888:2.0799; virginbet:2.0506; winamax_fr:2.0099
Fulham vs Nottingham Forest,2025-12-22 15:00:00,EPL,Doble Chance,1X,1.4956,betfair_ex_uk,38,6.1538,0.0627,2.13,0.65,1.4329,0.00018505931803781592,38,0.01472853713810835,0.011408232085642423,,,,,betfair_ex_uk:1.4956; betfair_ex_au:1.4956; betfair_ex_eu:1.4956; smarkets:1.4891; unibet_nl:1.4733; unibet_se:1.4733; coolbet:1.4644; pinnacle:1.4543; leovegas_se:1.4479; leovegas:1.4479; marathonbet:1.4454; fanduel:1.4385; tabtouch:1.4385; unibet:1.4385; grosvenor:1.4385; casumo:1.4385; winamax_de:1.4316; nordicbet:1.4316; betsson:1.4316; mybookieag:1.4298; codere_it:1.4224; unibet_uk:1.4224; betclic_fr:1.4224; betway:1.4224; draftkings:1.4224; pointsbetau:1.4224; skybet:1.4224; paddypower:1.413; winamax_fr:1.4069; virginbet:1.4066; tipico_de:1.4061; betmgm:1.4061; ladbrokes_uk:1.4061; coral:1.4061; bovada:1.4035; williamhill:1.3876; tab:1.3805; sport888:1.3714
Athletic Bilbao vs Espanyol,2025-12-22 15:00:00,La Liga,Doble Chance,X2,2.0417,unibet_nl,34,0.6535,0.085,2.53,3.03,1.9567,0.00012043936389703307,34,0.012915618403416863,0.010319472279807907,,,,,unibet_nl:2.0417; betfair_ex_au:2.0414; betfair_ex_eu:2.0414; betfair_ex_uk:2.0414; unibet_se:2.0241; smarkets:2.0238; pinnacle:2.0052; coolbet:1.9932; tipico_de:1.9902; leovegas_se:1.9816; betclic_fr:1.9796; winamax_de:1.973; codere_it:1.9728; marathonbet:1.9573; casumo:1.9559; grosvenor:1.9559; unibet:1.9559; tabtouch:1.9559; virginbet:1.9559; bovada:1.9472; fanduel:1.9387; draftkings:1.9387; leovegas:1.9384; coral:1.9379; betmgm:1.9297; betsson:1.9112; nordicbet:1.9112; winamax_fr:1.9045; ladbrokes_uk:1.9045; skybet:1.9038; betway:1.8871; williamhill:1.8871; paddypower:1.8701; tab:1.8701
Fulham vs Nottingham Forest,2025-12-22 15:00:00,EPL,Doble Chance,X2,1.5989,betfair_ex_eu,38,10.0714,0.0579,1.79,0.42,1.541,0.00010432752768967748,38,0.011505271561799089,0.009399619226685496,,,,,betfair_ex_eu:1.5989; smarkets:1.5931; betfair_ex_uk:1.5931; betfair_ex_au:1.5931; coolbet:1.591; unibet_nl:1.5795; unibet_se:1.5795; pinnacle:1.5687; marathonbet:1.5592; leovegas:1.5544; nordicbet:1.5486; betsson:1.5486; leovegas_se:1.5486; codere_it:1.5435; draftkings:1.5435; winamax_de:1.5399; unibet_uk:1.5379; betclic_fr:1.5379; mybookieag:1.5378; tipico_de:1.5293; tabtouch:1.5293; unibet:1.5293; grosvenor:1.5293; casumo:1.5293; pointsbetau:1.5293; sport888:1.5213; williamhill:1.5213; bovada:1.5213; winamax_fr:1.5203; fanduel:1.5148; betway:1.5148; skybet:1.5148; betmgm:1.5148; ladbrokes_uk:1.5148; coral:1.5148; paddypower:1.5041; virginbet:1.5041; tab:1.5041
Benfica vs Famalicão,2025-12-22 15:45:00,Primeira Liga,Goles (Over/Under),Under 2.5,2.15,tipico_de,14,0.3146,0.1421,3.91,6.39,2.0079,0.0002613362614421491,14,0.019026494348899334,0.017347324590374708,0.00012773080288297888,14,0.013249432929670046,0.011586879573212123,tipico_de:2.15; betsson:2.12; nordicbet:2.12; coolbet:2.1; williamhill:2.05; betmgm:2.0; casumo:1.95; unibet_se:1.95; grosvenor:1.95; unibet:1.95; unibet_nl:1.95; tabtouch:1.95; leovegas_se:1.94; leovegas:1.93
Benfica vs Famalicão,2025-12-22 15:45:00,Primeira Liga,Goles (Over/Under),Over 2.5,1.73,williamhill,14,0.2766,0.0207,1.69,6.58,1.7093,7.623571372812077e-05,14,0.010105558930247718,0.007898851180518727,0.00012773080288297888,14,0.013249432929670023,0.011586879573212108,williamhill:1.73; casumo:1.73; unibet_se:1.73; grosvenor:1.73; unibet:1.73; unibet_nl:1.73; tabtouch:1.73; leovegas_se:1.72; leovegas:1.71; betmgm:1.71; coolbet:1.71; tipico_de:1.67; betsson:1.65; nordicbet:1.65
