Partido,Fecha_Hora_Colombia,Mercado,Mejor_Cuota,Cuota_Promedio_Mercado,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,Mejor_Casa,Num_Casas,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Liga,Tipo_Mercado,Snapshot_Date,Todas_Las_Cuotas,Score,Total_Goles,Acerto,Bookmaker
Bromley FC vs Colchester United,2025-01-18 10:00:00,Over 2.25,1.77,1.77,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,lowvig,2.0,0.0,0.0,4.12,League Two,Goles (Over/Under),2025-01-17,lowvig:1.7700; betonlineag:1.7700,0-1,1.0,No,
Reading vs Stockport County FC,2025-01-18 10:00:00,Over 2.75,2.27,2.27,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,betonlineag,2.0,0.0,0.0,3.58,League One,Goles (Over/Under),2025-01-17,betonlineag:2.2700; lowvig:2.2700,1-3,4.0,Sí,
Reading vs Stockport County FC,2025-01-18 10:00:00,Under 2.75,1.68,1.68,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,betonlineag,2.0,0.0,0.0,3.58,League One,Goles (Over/Under),2025-01-17,betonlineag:1.6800; lowvig:1.6800,1-3,4.0,No,
Luton vs Preston North End,2025-01-18 10:00:00,Under 2.5,1.72,1.6927,4.31227029219977e-05,11.0,0.0092246814577836,0.0084719671398836,3.364169083203809e-05,11.0,0.0080614282120036,0.0072328882613885,unibet_eu,11.0,0.0273,0.023,6.92,Championship,Goles (Over/Under),2025-01-17,unibet_eu:1.7200; unibet:1.7200; betrivers:1.7200; matchbook:1.7100; coolbet:1.7000; williamhill:1.7000; betsson:1.6800; nordicbet:1.6800; onexbet:1.6700; tipico_de:1.6700; playup:1.6500,0-0,0.0,Sí,
Swindon Town vs Barrow,2025-01-18 10:00:00,Over 2.5,2.2,2.1036,4.838630967991392e-05,11.0,0.0097517046673175,0.0065265394017701,2.847838847715041e-05,11.0,0.0075320972442991,0.0040909578477967,matchbook,11.0,0.0964,0.0342,9.15,League Two,Goles (Over/Under),2025-01-17,matchbook:2.2000; onexbet:2.1100; tipico_de:2.1000; betrivers:2.1000; unibet_eu:2.1000; unibet:2.1000; nordicbet:2.1000; betsson:2.1000; williamhill:2.1000; coolbet:2.0800; playup:2.0500,2-0,2.0,No,
Swindon Town vs Barrow,2025-01-18 10:00:00,Under 2.5,1.75,1.6818,4.838630967991392e-05,11.0,0.0097517046673175,0.0065265394017702,0.000140034823071,11.0,0.0163547427495211,0.0117207217587387,williamhill,11.0,0.0682,0.0449,5.92,League Two,Goles (Over/Under),2025-01-17,williamhill:1.7500; nordicbet:1.7200; betsson:1.7200; onexbet:1.7000; coolbet:1.7000; playup:1.6800; betrivers:1.6700; unibet_eu:1.6700; unibet:1.6700; tipico_de:1.6500; matchbook:1.5700,2-0,2.0,Sí,
Sheffield United vs Norwich City,2025-01-18 10:00:00,Over 2.25,1.85,1.824,4.707464011862764e-05,5.0,0.0096956468918922,0.0081039561373301,2.100000759886118e-05,5.0,0.0064514722233082,0.0062250095399267,pinnacle,5.0,0.026,0.0215,6.96,Championship,Goles (Over/Under),2025-01-17,pinnacle:1.8500; betus:1.8500; lowvig:1.8100; betonlineag:1.8100; bovada:1.8000,2-1,3.0,Sí,
Sheffield United vs Norwich City,2025-01-18 10:00:00,Under 2.25,2.05,2.002,4.707464011862764e-05,5.0,0.0096956468918922,0.0081039561373301,0.0001111795001456,5.0,0.014905859361429,0.0116690500532434,bovada,5.0,0.048,0.0574,4.34,Championship,Goles (Over/Under),2025-01-17,bovada:2.0500; lowvig:2.0300; betonlineag:2.0300; pinnacle:2.0100; betus:1.8900,2-1,3.0,No,
Morecambe vs Crewe Alexandra,2025-01-18 10:00:00,Over 2.5,2.15,2.0418,4.4231579528626975e-05,11.0,0.0093688020338304,0.0073468671140991,9.234530459342684e-05,11.0,0.0135837565787409,0.0117517336926807,williamhill,11.0,0.1082,0.057,6.04,League Two,Goles (Over/Under),2025-01-17,williamhill:2.1500; coolbet:2.1100; onexbet:2.0800; matchbook:2.0800; nordicbet:2.0500; betsson:2.0500; playup:2.0200; tipico_de:2.0000; unibet:1.9800; unibet_eu:1.9700; betrivers:1.9700,0-1,1.0,No,
Salford City vs Fleetwood Town,2025-01-18 10:00:00,Over 2.5,2.1,2.0255,2.272168152894437e-05,11.0,0.006722704506355,0.0059687987910795,4.540525390722375e-05,11.0,0.0095276108554215,0.0076860668241988,williamhill,11.0,0.0745,0.0389,5.76,League Two,Goles (Over/Under),2025-01-17,williamhill:2.1000; matchbook:2.0600; onexbet:2.0400; unibet_eu:2.0400; unibet:2.0400; betrivers:2.0400; coolbet:2.0300; nordicbet:2.0000; betsson:2.0000; playup:1.9800; tipico_de:1.9500,2-0,2.0,No,
Salford City vs Fleetwood Town,2025-01-18 10:00:00,Under 2.5,1.78,1.7445,2.272168152894437e-05,11.0,0.0067227045063551,0.0059687987910795,2.519561173306307e-05,11.0,0.0070242716669724,0.0061358227043523,nordicbet,11.0,0.0355,0.0215,7.46,League Two,Goles (Over/Under),2025-01-17,nordicbet:1.7800; betsson:1.7800; matchbook:1.7600; onexbet:1.7500; tipico_de:1.7500; playup:1.7500; williamhill:1.7300; coolbet:1.7300; unibet_eu:1.7200; unibet:1.7200; betrivers:1.7200,2-0,2.0,Sí,
Accrington Stanley vs Notts County,2025-01-18 10:00:00,Over 2.75,2.01,1.966,2.2419877348350305e-05,5.0,0.0066932246487064,0.0053220893511306,6.850792550866444e-05,5.0,0.0116998928755384,0.0096387958498724,lowvig,5.0,0.044,0.0445,5.31,League Two,Goles (Over/Under),2025-01-17,lowvig:2.0100; betonlineag:2.0100; pinnacle:1.9700; bovada:1.9500; betus:1.8900,0-3,3.0,Sí,
Accrington Stanley vs Notts County,2025-01-18 10:00:00,Under 2.75,1.85,1.83,2.2419877348350305e-05,5.0,0.0066932246487063,0.0053220893511305,1.2786470887169715e-05,5.0,0.0050329785812374,0.0036245796758982,betus,5.0,0.02,0.0167,6.96,League Two,Goles (Over/Under),2025-01-17,betus:1.8500; pinnacle:1.8400; lowvig:1.8300; betonlineag:1.8300; bovada:1.8000,0-3,3.0,No,
Morecambe vs Crewe Alexandra,2025-01-18 10:00:00,Under 2.5,1.75,1.7273,4.4231579528626975e-05,11.0,0.0093688020338303,0.0073468671140991,4.058625656208578e-05,11.0,0.0088890595791427,0.0083500630696253,unibet_eu,11.0,0.0227,0.0263,7.9,League Two,Goles (Over/Under),2025-01-17,unibet_eu:1.7500; unibet:1.7500; betrivers:1.7500; nordicbet:1.7500; betsson:1.7500; matchbook:1.7500; onexbet:1.7200; tipico_de:1.7000; williamhill:1.7000; playup:1.7000; coolbet:1.6800,0-1,1.0,Sí,
Luton vs Preston North End,2025-01-18 10:00:00,Over 2.5,2.26,2.14,4.31227029219977e-05,11.0,0.0092246814577837,0.0084719671398836,0.0001050300575917,11.0,0.0144584952062714,0.0127427459841412,matchbook,11.0,0.12,0.0665,4.85,Championship,Goles (Over/Under),2025-01-17,matchbook:2.2600; onexbet:2.2000; betsson:2.2000; nordicbet:2.2000; playup:2.1500; williamhill:2.1500; coolbet:2.1200; unibet_eu:2.0700; unibet:2.0700; betrivers:2.0700; tipico_de:2.0500,0-0,0.0,No,
Accrington Stanley vs Notts County,2025-01-18 10:00:00,Over 2.5,1.83,1.7545,2.230193518229081e-05,11.0,0.006664161224456,0.0059260493014822,7.986253082689586e-05,11.0,0.0125203988085342,0.0104012523841551,williamhill,11.0,0.0755,0.0389,5.15,League Two,Goles (Over/Under),2025-01-17,williamhill:1.8300; nordicbet:1.8000; betsson:1.8000; onexbet:1.7600; matchbook:1.7600; playup:1.7500; coolbet:1.7400; unibet_eu:1.7200; unibet:1.7200; betrivers:1.7200; tipico_de:1.7000,0-3,3.0,Sí,
Accrington Stanley vs Notts County,2025-01-18 10:00:00,Under 2.5,2.08,2.0145,2.230193518229081e-05,11.0,0.006664161224456,0.0059260493014822,1.72823311323883e-05,11.0,0.0058780863669228,0.004135855416438,matchbook,11.0,0.0655,0.0243,6.9,League Two,Goles (Over/Under),2025-01-17,matchbook:2.0800; onexbet:2.0200; unibet_eu:2.0200; unibet:2.0200; betrivers:2.0200; coolbet:2.0200; nordicbet:2.0000; betsson:2.0000; tipico_de:2.0000; williamhill:2.0000; playup:1.9800,0-3,3.0,No,
Wimbledon vs Tranmere Rovers,2025-01-18 10:00:00,Over 2.25,1.9,1.872,2.118898538368206e-05,5.0,0.0065092175652112,0.0056426596827838,1.5262938422559628e-05,5.0,0.0055126757995897,0.0052295807813634,betus,5.0,0.028,0.0194,6.11,League Two,Goles (Over/Under),2025-01-17,betus:1.9000; pinnacle:1.8900; lowvig:1.8600; betonlineag:1.8600; bovada:1.8500,2-0,2.0,No,
Athens Kallithea FC vs Volos FC,2025-01-18 10:00:00,Under 2.0,1.96,1.925,1.6608576114302153e-05,8.0,0.0057629246853819,0.0049404014208661,2.518149042910109e-05,8.0,0.0070889531418891,0.0054203759218343,coolbet,8.0,0.035,0.026,5.07,Super League Greece,Goles (Over/Under),2025-01-17,coolbet:1.9600; bovada:1.9500; nordicbet:1.9400; pinnacle:1.9300; lowvig:1.9200; betonlineag:1.9200; betsson:1.9100; betus:1.8700,1-1,2.0,No,
Bristol Rovers vs Barnsley,2025-01-18 10:00:00,Over 2.5,1.75,1.708,2.775709369746194e-05,10.0,0.007413646066109,0.0066750694835307,9.506209954303508e-05,10.0,0.0135766870808579,0.012571360809554,onexbet,10.0,0.042,0.0394,5.92,League One,Goles (Over/Under),2025-01-17,onexbet:1.7500; williamhill:1.7500; betsson:1.7500; nordicbet:1.7500; playup:1.7200; coolbet:1.7100; tipico_de:1.6700; unibet_eu:1.6600; betrivers:1.6600; unibet:1.6600,3-1,4.0,Sí,
Wimbledon vs Tranmere Rovers,2025-01-18 10:00:00,Under 2.25,1.96,1.918,2.118898538368206e-05,5.0,0.0065092175652112,0.0056426596827838,4.939774476088498e-05,5.0,0.0099297238662183,0.0090892563064677,lowvig,5.0,0.042,0.0366,5.07,League Two,Goles (Over/Under),2025-01-17,lowvig:1.9600; betonlineag:1.9600; pinnacle:1.9100; bovada:1.8900; betus:1.8700,2-0,2.0,Sí,
Leicester City vs Fulham,2025-01-18 10:00:00,Under 2.5,2.2,2.13,3.528963961356989e-05,11.0,0.0083560886548225,0.007547319692024,5.731351831757877e-05,11.0,0.0106857861687349,0.0092428537111138,williamhill,11.0,0.07,0.0484,4.28,Premier League,Goles (Over/Under),2025-01-17,williamhill:2.2000; betus:2.2000; unibet_eu:2.1700; betrivers:2.1700; coolbet:2.1400; onexbet:2.1300; tipico_de:2.1000; nordicbet:2.1000; betsson:2.1000; mybookieag:2.0700; playup:2.0500,0-2,2.0,Sí,
Birmingham City vs Exeter City,2025-01-18 10:00:00,Over 2.75,1.88,1.836,1.5574210806382215e-05,5.0,0.0055776824817357,0.0050945256744995,2.161201409486744e-05,5.0,0.0065528162148262,0.0051310159437121,pinnacle,5.0,0.044,0.0224,5.0,League One,Goles (Over/Under),2025-01-17,pinnacle:1.8800; betonlineag:1.8300; lowvig:1.8300; bovada:1.8200; betus:1.8200,1-1,2.0,No,
Birmingham City vs Exeter City,2025-01-18 10:00:00,Under 2.75,2.01,1.966,1.5574210806382215e-05,5.0,0.0055776824817358,0.0050945256744996,4.4540570898793765e-05,5.0,0.0094366711954578,0.0090484207103184,betonlineag,5.0,0.044,0.0367,4.7,League One,Goles (Over/Under),2025-01-17,betonlineag:2.0100; lowvig:2.0100; pinnacle:1.9500; bovada:1.9300; betus:1.9300,1-1,2.0,Sí,
Stevenage vs Wigan Athletic,2025-01-18 10:00:00,Under 2.0,1.93,1.87,3.2271035233364115e-05,6.0,0.008032401373495,0.0072379656196945,3.1492758498147404e-05,6.0,0.0079221086341058,0.0056613650030291,pinnacle,6.0,0.06,0.0283,5.29,League One,Goles (Over/Under),2025-01-17,pinnacle:1.9300; bovada:1.8700; betus:1.8700; coolbet:1.8500; betonlineag:1.8500; lowvig:1.8500,1-2,3.0,No,
Stevenage vs Wigan Athletic,2025-01-18 10:00:00,Over 2.0,1.98,1.9167,3.2271035233364115e-05,6.0,0.0080324013734951,0.0072379656196946,7.955460805833853e-05,6.0,0.0126029881562606,0.0113308261000147,betonlineag,6.0,0.0633,0.0468,4.56,League One,Goles (Over/Under),2025-01-17,betonlineag:1.9800; lowvig:1.9800; pinnacle:1.9100; coolbet:1.8900; bovada:1.8700; betus:1.8700,1-2,3.0,Sí,
Rotherham United vs Charlton Athletic,2025-01-18 10:00:00,Under 2.5,1.64,1.62,3.5431630968348364e-05,10.0,0.0083320869617397,0.0062214913609778,1.5503254143195536e-05,10.0,0.0054094782637372,0.0046012962685863,onexbet,10.0,0.02,0.0141,10.0,League One,Goles (Over/Under),2025-01-17,onexbet:1.6400; betsson:1.6300; nordicbet:1.6300; playup:1.6300; matchbook:1.6300; tipico_de:1.6200; williamhill:1.6200; betrivers:1.6000; unibet:1.6000; unibet_eu:1.6000,3-0,3.0,No,
Bolton Wanderers vs Cambridge United,2025-01-18 10:00:00,Under 2.5,2.1,2.0464,1.6406253428653756e-05,11.0,0.0057074269140792,0.0052206709290215,3.1549282461275905e-05,11.0,0.0079415949491018,0.0059478218196643,williamhill,11.0,0.0536,0.0328,6.44,League One,Goles (Over/Under),2025-01-17,williamhill:2.1000; betrivers:2.0700; unibet:2.0700; unibet_eu:2.0700; onexbet:2.0500; betsson:2.0500; nordicbet:2.0500; matchbook:2.0400; coolbet:2.0200; playup:2.0200; tipico_de:1.9700,2-2,4.0,No,
Bolton Wanderers vs Cambridge United,2025-01-18 10:00:00,Over 2.5,1.77,1.73,1.6406253428653756e-05,11.0,0.0057074269140792,0.0052206709290214,3.0159108926205143e-05,11.0,0.0076706631271433,0.0066934797169919,onexbet,11.0,0.04,0.023,7.26,League One,Goles (Over/Under),2025-01-17,onexbet:1.7700; betsson:1.7500; nordicbet:1.7500; playup:1.7500; coolbet:1.7400; williamhill:1.7300; tipico_de:1.7200; matchbook:1.7200; betrivers:1.7000; unibet:1.7000; unibet_eu:1.7000,2-2,4.0,Sí,
Leicester City vs Fulham,2025-01-18 10:00:00,Over 2.5,1.8,1.7355,3.528963961356989e-05,11.0,0.0083560886548225,0.007547319692024,6.609081710237799e-05,11.0,0.0113673518471528,0.0103834580661136,onexbet,11.0,0.0645,0.0345,4.34,Premier League,Goles (Over/Under),2025-01-17,onexbet:1.8000; nordicbet:1.7700; betsson:1.7700; coolbet:1.7600; playup:1.7500; williamhill:1.7300; betus:1.7100; mybookieag:1.7000; tipico_de:1.7000; unibet_eu:1.7000; betrivers:1.7000,0-2,2.0,No,
Leganés vs Atlético Madrid,2025-01-18 10:15:00,Over 2.25,1.91,1.88,9.135647519186991e-06,4.0,0.0042732274342524,0.0035991311542673,1.809909376791989e-05,4.0,0.0060038358074774,0.0042789531204369,pinnacle,4.0,0.03,0.0212,4.17,La Liga,Goles (Over/Under),2025-01-17,pinnacle:1.9100; betonlineag:1.8800; lowvig:1.8800; bovada:1.8500,1-0,1.0,No,
Leganés vs Atlético Madrid,2025-01-18 10:15:00,Over 2.5,2.19,2.1109,3.4162709085672546e-05,11.0,0.0082255341658967,0.0073762104945389,8.334411016270211e-05,11.0,0.0128924278012945,0.0116703593298164,onexbet,11.0,0.0791,0.0573,4.49,La Liga,Goles (Over/Under),2025-01-17,onexbet:2.1900; coolbet:2.1900; betsson:2.1500; nordicbet:2.1500; betus:2.1500; playup:2.1200; tipico_de:2.1000; williamhill:2.0500; betrivers:2.0400; unibet:2.0400; unibet_eu:2.0400,1-0,1.0,No,
CD Eldense vs Cádiz CF,2025-01-18 10:15:00,Over 2.5,2.7,2.6125,7.120254691414708e-05,4.0,0.0114665654091856,0.0099231519068475,0.0001124061981239,4.0,0.0146283945824073,0.0124253055519901,williamhill,4.0,0.0875,0.096,7.46,La Liga 2,Goles (Over/Under),2025-01-17,williamhill:2.7000; unibet_eu:2.6500; unibet:2.6500; tipico_de:2.4500,1-4,5.0,Sí,
CD Eldense vs Cádiz CF,2025-01-18 10:15:00,Over 1.5,1.54,1.525,1.484137295548998e-05,4.0,0.005280205553362,0.0048282853982937,7.557515517742449e-06,4.0,0.0036996984098788,0.0032040328092959,matchbook,4.0,0.015,0.0087,5.75,La Liga 2,Goles (Over/Under),2025-01-17,matchbook:1.5400; onexbet:1.5200; nordicbet:1.5200; betsson:1.5200,1-4,5.0,Sí,
Leganés vs Atlético Madrid,2025-01-18 10:15:00,Under 2.5,1.79,1.7282,3.4162709085672546e-05,11.0,0.0082255341658967,0.007376210494539,4.276303751048587e-05,11.0,0.0091396068584892,0.0079624325381246,onexbet,11.0,0.0618,0.0276,4.89,La Liga,Goles (Over/Under),2025-01-17,onexbet:1.7900; williamhill:1.7500; betrivers:1.7400; unibet:1.7400; unibet_eu:1.7400; betus:1.7400; coolbet:1.7100; betsson:1.7000; nordicbet:1.7000; tipico_de:1.7000; playup:1.7000,1-0,1.0,Sí,
CD Eldense vs Cádiz CF,2025-01-18 10:15:00,Under 2.5,1.47,1.4375,7.120254691414708e-05,4.0,0.0114665654091855,0.0099231519068475,5.650627889533095e-05,4.0,0.0098097627782058,0.0084335377343426,tipico_de,4.0,0.0325,0.0205,8.84,La Liga 2,Goles (Over/Under),2025-01-17,tipico_de:1.4700; williamhill:1.4400; unibet_eu:1.4200; unibet:1.4200,1-4,5.0,No,
Leganés vs Atlético Madrid,2025-01-18 10:15:00,Under 2.25,1.98,1.955,9.135647519186991e-06,4.0,0.0042732274342524,0.0035991311542674,2.1412150518054568e-05,4.0,0.0065421049877008,0.0065421049877008,pinnacle,4.0,0.025,0.025,4.56,La Liga,Goles (Over/Under),2025-01-17,pinnacle:1.9800; bovada:1.9800; betonlineag:1.9300; lowvig:1.9300,1-0,1.0,Sí,
CD Eldense vs Cádiz CF,2025-01-18 10:15:00,Over 2.0,1.97,1.9429,1.4624227336594254e-05,7.0,0.0054072171822538,0.0032690468147247,3.484685306577336e-05,7.0,0.0083392173637704,0.0056920736171406,pinnacle,7.0,0.0271,0.0306,5.71,La Liga 2,Goles (Over/Under),2025-01-17,pinnacle:1.9700; coolbet:1.9600; bovada:1.9500; lowvig:1.9500; betonlineag:1.9500; betanysports:1.9500; betus:1.8700,1-4,5.0,Sí,
CD Eldense vs Cádiz CF,2025-01-18 10:15:00,Under 1.5,2.62,2.51,1.484137295548998e-05,4.0,0.005280205553362,0.0048282853982937,6.176499616428317e-05,4.0,0.0108664835681193,0.0094554361184677,matchbook,4.0,0.11,0.0696,3.96,La Liga 2,Goles (Over/Under),2025-01-17,matchbook:2.6200; onexbet:2.5200; nordicbet:2.4500; betsson:2.4500,1-4,5.0,No,
CD Eldense vs Cádiz CF,2025-01-18 10:15:00,Under 2.0,1.88,1.8657,1.4624227336594254e-05,7.0,0.0054072171822538,0.0032690468147247,1.5854027254036092e-05,7.0,0.0056116691034102,0.0038300439311907,pinnacle,7.0,0.0143,0.0192,6.67,La Liga 2,Goles (Over/Under),2025-01-17,pinnacle:1.8800; betus:1.8800; bovada:1.8700; lowvig:1.8700; betonlineag:1.8700; betanysports:1.8700; coolbet:1.8200,1-4,5.0,No,
Santa Clara vs Estoril,2025-01-18 10:30:00,Under 2.25,1.78,1.78,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,betonlineag,2.0,0.0,0.0,4.03,Liga Portugal,Goles (Over/Under),2025-01-17,betonlineag:1.7800; lowvig:1.7800,3-1,4.0,No,
Santa Clara vs Estoril,2025-01-18 10:30:00,Under 2.0,2.03,1.9925,2.7894150716109773e-05,4.0,0.007463003572891,0.0062757311045253,7.770688325579037e-05,4.0,0.0124630682558978,0.0106884810090484,pinnacle,4.0,0.0375,0.0482,5.44,Liga Portugal,Goles (Over/Under),2025-01-17,pinnacle:2.0300; bovada:2.0200; coolbet:2.0100; betus:1.9100,3-1,4.0,No,
Santa Clara vs Estoril,2025-01-18 10:30:00,Over 2.5,2.45,2.4088,5.120063051153096e-05,8.0,0.0098980160781593,0.0071132473523611,3.4765847338228605e-05,8.0,0.0082332141770774,0.0058837090351771,unibet,8.0,0.0412,0.0465,7.04,Liga Portugal,Goles (Over/Under),2025-01-17,unibet:2.4500; unibet_eu:2.4500; betrivers:2.4500; onexbet:2.4200; tipico_de:2.4000; betsson:2.4000; nordicbet:2.4000; williamhill:2.3000,3-1,4.0,Sí,
Santa Clara vs Estoril,2025-01-18 10:30:00,Under 2.5,1.62,1.545,5.120063051153096e-05,8.0,0.0098980160781593,0.0071132473523611,0.0001104854848781,8.0,0.0142483862587628,0.0110123264564089,williamhill,8.0,0.075,0.0346,5.21,Liga Portugal,Goles (Over/Under),2025-01-17,williamhill:1.6200; onexbet:1.5600; tipico_de:1.5500; betsson:1.5500; nordicbet:1.5500; unibet:1.5100; unibet_eu:1.5100; betrivers:1.5100,3-1,4.0,No,
Wehen Wiesbaden vs SC Verl,2025-01-18 10:30:00,Under 2.75,1.85,1.8325,8.091495320915618e-06,4.0,0.0040188995187006,0.0034519385786437,4.281639132750956e-05,4.0,0.0092046429190572,0.0079714546006681,pinnacle,4.0,0.0175,0.0303,4.56,3. Liga,Goles (Over/Under),2025-01-17,pinnacle:1.8500; lowvig:1.8500; betonlineag:1.8500; bovada:1.7800,2-0,2.0,Sí,
Wehen Wiesbaden vs SC Verl,2025-01-18 10:30:00,Over 2.75,1.99,1.9825,8.091495320915618e-06,4.0,0.0040188995187007,0.0034519385786438,6.03893442958472e-07,4.0,0.001098961225045,0.000951728338663,pinnacle,4.0,0.0075,0.0043,6.43,3. Liga,Goles (Over/Under),2025-01-17,pinnacle:1.9900; bovada:1.9800; lowvig:1.9800; betonlineag:1.9800,2-0,2.0,No,
FC Zwolle vs PSV Eindhoven,2025-01-18 10:30:00,Over 3.5,1.88,1.824,4.029330437548852e-05,15.0,0.0089700541920967,0.0076700575070645,8.490045569158462e-05,15.0,0.0129625193289104,0.0107932352907739,lowvig,15.0,0.056,0.0429,5.82,Eredivisie,Goles (Over/Under),2025-01-17,lowvig:1.8800; betonlineag:1.8800; bovada:1.8700; coolbet:1.8700; betanysports:1.8700; onexbet:1.8300; pinnacle:1.8300; betus:1.8300; betsson:1.8200; nordicbet:1.8200; playup:1.8000; unibet_eu:1.7700; betrivers:1.7700; unibet:1.7700; tipico_de:1.7500,3-1,4.0,Sí,
FC Zwolle vs PSV Eindhoven,2025-01-18 10:30:00,Under 3.5,2.01,1.9593,4.029330437548852e-05,15.0,0.0089700541920968,0.0076700575070645,3.378860977028268e-05,15.0,0.0082178422830499,0.0067090720928827,pinnacle,15.0,0.0507,0.0315,6.89,Eredivisie,Goles (Over/Under),2025-01-17,pinnacle:2.0100; unibet_eu:2.0000; betrivers:2.0000; unibet:2.0000; onexbet:1.9700; tipico_de:1.9700; betsson:1.9500; nordicbet:1.9500; bovada:1.9500; playup:1.9500; betanysports:1.9500; lowvig:1.9400; betonlineag:1.9400; betus:1.9100; coolbet:1.9000,3-1,4.0,No,
Wehen Wiesbaden vs SC Verl,2025-01-18 10:30:00,Under 2.5,2.05,2.0,3.1416911004775235e-06,5.0,0.0025000588212135,0.0023598235535812,3.130656352005993e-05,5.0,0.007912121405011,0.0050781738586616,tipico_de,5.0,0.05,0.0316,7.6,3. Liga,Goles (Over/Under),2025-01-17,tipico_de:2.0500; nordicbet:2.0000; betsson:2.0000; coolbet:2.0000; unibet_eu:1.9500,2-0,2.0,Sí,
Wehen Wiesbaden vs SC Verl,2025-01-18 10:30:00,Over 2.5,1.75,1.734,3.1416911004775235e-06,5.0,0.0025000588212135,0.0023598235535812,2.445916066511925e-05,5.0,0.0069056283995647,0.0064256400234512,tipico_de,5.0,0.016,0.0206,8.42,3. Liga,Goles (Over/Under),2025-01-17,tipico_de:1.7500; nordicbet:1.7500; betsson:1.7500; coolbet:1.7200; unibet_eu:1.7000,2-0,2.0,No,
Santa Clara vs Estoril,2025-01-18 10:30:00,Over 2.0,1.83,1.815,2.7894150716109773e-05,4.0,0.0074630035728911,0.0062757311045253,2.029405991664116e-05,4.0,0.00633298626989,0.0053808167641286,pinnacle,4.0,0.015,0.0206,7.0,Liga Portugal,Goles (Over/Under),2025-01-17,pinnacle:1.8300; betus:1.8300; bovada:1.8200; coolbet:1.7800,3-1,4.0,Sí,
Santa Clara vs Estoril,2025-01-18 10:30:00,Over 2.25,2.09,2.09,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,betonlineag,2.0,0.0,0.0,4.03,Liga Portugal,Goles (Over/Under),2025-01-17,betonlineag:2.0900; lowvig:2.0900,3-1,4.0,Sí,
RC Lens vs Paris Saint Germain,2025-01-18 11:00:00,Under 3.5,1.6,1.5933,1.057898602005252e-06,3.0,0.0014272562551729,0.0013456301020316,7.45019966172479e-06,3.0,0.0037294661454986,0.0035161744022503,betsson,3.0,0.0067,0.0094,5.05,Ligue 1,Goles (Over/Under),2025-01-17,betsson:1.6000; nordicbet:1.6000; playup:1.5800,1-2,3.0,Sí,
RC Lens vs Paris Saint Germain,2025-01-18 11:00:00,Under 2.5,2.5,2.39,3.5407968797758625e-05,6.0,0.0082394442167274,0.0080441831692069,6.815865081027634e-05,6.0,0.0115081053401812,0.0104539526826467,onexbet,6.0,0.11,0.0666,4.52,Ligue 1,Goles (Over/Under),2025-01-17,onexbet:2.5000; williamhill:2.4500; tipico_de:2.4000; unibet:2.3300; betrivers:2.3300; unibet_eu:2.3300,1-2,3.0,No,
RC Lens vs Paris Saint Germain,2025-01-18 11:00:00,Over 2.5,1.62,1.5867,3.5407968797758625e-05,6.0,0.0082394442167274,0.0080441831692069,6.237256439992154e-05,6.0,0.0107648736344274,0.0098179122970042,onexbet,6.0,0.0333,0.0269,4.65,Ligue 1,Goles (Over/Under),2025-01-17,onexbet:1.6200; unibet:1.6000; betrivers:1.6000; unibet_eu:1.6000; tipico_de:1.5500; williamhill:1.5500,1-2,3.0,Sí,
RC Lens vs Paris Saint Germain,2025-01-18 11:00:00,Under 3.0,1.98,1.915,2.3428391536905325e-05,6.0,0.0068449850354729,0.0067433160452018,4.84152601796071e-05,6.0,0.0098313767993971,0.0086067468979182,pinnacle,6.0,0.065,0.0364,3.7,Ligue 1,Goles (Over/Under),2025-01-17,pinnacle:1.9800; betonlineag:1.9300; lowvig:1.9300; bovada:1.8900; coolbet:1.8900; betus:1.8700,1-2,3.0,No,
Besiktas JK vs Samsunspor,2025-01-18 11:00:00,Over 2.75,2.06,2.014,1.8582828603209524e-05,5.0,0.0060864062196136,0.0056549783549783,5.861465948735137e-05,5.0,0.0108261149811022,0.0097413176717223,lowvig,5.0,0.046,0.0436,4.41,Süper Lig,Goles (Over/Under),2025-01-17,lowvig:2.0600; betonlineag:2.0600; bovada:2.0200; pinnacle:1.9800; betus:1.9500,0-0,0.0,No,
Besiktas JK vs Samsunspor,2025-01-18 11:00:00,Under 2.75,1.82,1.8,1.8582828603209524e-05,5.0,0.0060864062196137,0.0056549783549783,5.720462200933394e-06,5.0,0.0033625717936663,0.0024665588911398,bovada,5.0,0.02,0.011,6.23,Süper Lig,Goles (Over/Under),2025-01-17,bovada:1.8200; pinnacle:1.8000; betus:1.8000; lowvig:1.7900; betonlineag:1.7900,0-0,0.0,Sí,
