Partido,Fecha_Hora_Colombia,Mercado,Mejor_Cuota,Cuota_Promedio_Mercado,BDI_jsd_fair,BDI_n_bookmakers_fair,BDI_std_p_fair,BDI_mad_p_fair,BDI_jsd,BDI_n_bookmakers,BDI_std_p,BDI_mad_p,Mejor_Casa,Num_Casas,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Liga,Tipo_Mercado,Snapshot_Date,Todas_Las_Cuotas,Score,Total_Goles,Acerto,Bookmaker
Rotherham United vs Shrewsbury Town,2025-02-08 10:00:00,Over 2.5,2.15,2.093,4.400310874767559e-05,10.0,0.0093290306953059,0.009002000855231,8.084183607761249e-05,10.0,0.0127037985919382,0.0116234488946024,onexbet,10.0,0.057,0.0551,7.12,League One,Goles (Over/Under),2025-02-07,onexbet:2.1500; betsson:2.1500; nordicbet:2.1500; playup:2.1500; coolbet:2.1100; williamhill:2.1000; betrivers:2.0400; unibet:2.0400; unibet_eu:2.0400; tipico_de:2.0000,1-2,3.0,Sí,
Athletic Bilbao vs Girona,2025-02-08 10:15:00,Over 2.5,2.14,2.0818,1.6416812976355804e-05,11.0,0.0057063731901857,0.0038080976065123,1.952154682312056e-05,11.0,0.0062425291632071,0.0054733650589053,onexbet,11.0,0.0582,0.0272,6.61,La Liga,Goles (Over/Under),2025-02-07,onexbet:2.1400; williamhill:2.1000; betsson:2.1000; nordicbet:2.1000; coolbet:2.1000; playup:2.0800; unibet:2.0600; betrivers:2.0600; unibet_eu:2.0600; tipico_de:2.0500; betus:2.0500,3-0,3.0,Sí,
Granada CF vs CD Mirandés,2025-02-08 10:15:00,Under 2.5,1.6,1.5771,4.6691671496322106e-05,7.0,0.0095025251279186,0.0086448661775666,4.950108330346259e-05,7.0,0.0095777562899227,0.0093935931037052,unibet,7.0,0.0229,0.0237,7.95,La Liga 2,Goles (Over/Under),2025-02-07,unibet:1.6000; unibet_eu:1.6000; williamhill:1.6000; onexbet:1.5900; tipico_de:1.5500; betsson:1.5500; nordicbet:1.5500,0-0,0.0,Sí,
Athletic Bilbao vs Girona,2025-02-08 10:15:00,Over 2.25,1.85,1.84,4.415822061247922e-06,4.0,0.002969302161557,0.0025478444637787,4.395697227128383e-06,4.0,0.0029537734455767,0.0029537734455767,pinnacle,4.0,0.01,0.01,4.56,La Liga,Goles (Over/Under),2025-02-07,pinnacle:1.8500; bovada:1.8500; betonlineag:1.8300; lowvig:1.8300,3-0,3.0,Sí,
Granada CF vs CD Mirandés,2025-02-08 10:15:00,Over 2.5,2.35,2.2786,4.6691671496322106e-05,7.0,0.0095025251279186,0.0086448661775666,7.878890680297066e-05,7.0,0.0124580415493988,0.0117369965394281,onexbet,7.0,0.0714,0.0647,7.07,La Liga 2,Goles (Over/Under),2025-02-07,onexbet:2.3500; betsson:2.3500; nordicbet:2.3500; tipico_de:2.2500; williamhill:2.2500; unibet:2.2000; unibet_eu:2.2000,0-0,0.0,No,
Athletic Bilbao vs Girona,2025-02-08 10:15:00,Under 2.25,2.04,2.01,4.415822061247922e-06,4.0,0.002969302161557,0.0025478444637787,1.3793602550530992e-05,4.0,0.0052521253718231,0.0037413201372814,pinnacle,4.0,0.03,0.0212,3.66,La Liga,Goles (Over/Under),2025-02-07,pinnacle:2.0400; betonlineag:2.0100; lowvig:2.0100; bovada:1.9800,3-0,3.0,No,
Granada CF vs CD Mirandés,2025-02-08 10:15:00,Under 2.25,1.78,1.78,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,lowvig,3.0,0.0,0.0,4.03,La Liga 2,Goles (Over/Under),2025-02-07,lowvig:1.7800; betonlineag:1.7800; betanysports:1.7800,0-0,0.0,Sí,
Granada CF vs CD Mirandés,2025-02-08 10:15:00,Over 2.0,1.8,1.79,2.487285460648218e-05,4.0,0.007040849929512,0.005850204160402,4.938702398387838e-06,4.0,0.0031210986267166,0.0031210986267166,pinnacle,4.0,0.01,0.01,6.84,La Liga 2,Goles (Over/Under),2025-02-07,pinnacle:1.8000; betus:1.8000; bovada:1.7800; coolbet:1.7800,0-0,0.0,No,
Granada CF vs CD Mirandés,2025-02-08 10:15:00,Over 2.25,2.09,2.09,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,lowvig,3.0,0.0,0.0,4.03,La Liga 2,Goles (Over/Under),2025-02-07,lowvig:2.0900; betonlineag:2.0900; betanysports:2.0900,0-0,0.0,No,
Athletic Bilbao vs Girona,2025-02-08 10:15:00,Under 2.5,1.82,1.7482,1.6416812976355804e-05,11.0,0.0057063731901858,0.0038080976065124,8.359184486315155e-05,11.0,0.0127878154673197,0.009592774896419,onexbet,11.0,0.0718,0.039,3.73,La Liga,Goles (Over/Under),2025-02-07,onexbet:1.8200; betus:1.8000; coolbet:1.7800; tipico_de:1.7500; betsson:1.7500; nordicbet:1.7500; unibet:1.7300; betrivers:1.7300; unibet_eu:1.7300; playup:1.7200; williamhill:1.6700,3-0,3.0,No,
Granada CF vs CD Mirandés,2025-02-08 10:15:00,Under 2.0,2.08,2.0275,2.487285460648218e-05,4.0,0.007040849929512,0.0058502041604021,8.24986439219576e-05,4.0,0.0128430510468291,0.0116179831056534,bovada,4.0,0.0525,0.0521,4.26,La Liga 2,Goles (Over/Under),2025-02-07,bovada:2.0800; pinnacle:2.0700; coolbet:2.0100; betus:1.9500,0-0,0.0,Sí,
Heracles Almelo vs Go Ahead Eagles,2025-02-08 10:30:00,Over 2.75,1.87,1.8367,1.0139403942955864e-05,6.0,0.0045005416029229,0.0040327098577663,9.551247348451583e-06,6.0,0.0043561321556934,0.0032468692063677,pinnacle,6.0,0.0333,0.0149,5.83,Eredivisie,Goles (Over/Under),2025-02-07,pinnacle:1.8700; bovada:1.8300; betus:1.8300; lowvig:1.8300; betonlineag:1.8300; betanysports:1.8300,4-2,6.0,Sí,
Heracles Almelo vs Go Ahead Eagles,2025-02-08 10:30:00,Under 2.75,2.0,1.9833,1.0139403942955864e-05,6.0,0.0045005416029229,0.0040327098577663,3.736754879491444e-05,6.0,0.0086419345632299,0.0064049157947971,bovada,6.0,0.0167,0.033,4.64,Eredivisie,Goles (Over/Under),2025-02-07,bovada:2.0000; lowvig:2.0000; betonlineag:2.0000; betanysports:2.0000; pinnacle:1.9900; betus:1.9100,4-2,6.0,No,
TSV 1860 München vs FC Ingolstadt 04,2025-02-08 10:30:00,Under 2.5,2.05,2.0217,3.630854336840399e-06,6.0,0.0026853614361699,0.0022778114153364,1.4367534393078449e-05,6.0,0.0053600889956789,0.0053004941814124,tipico_de,6.0,0.0283,0.0219,8.66,3. Liga,Goles (Over/Under),2025-02-07,tipico_de:2.0500; betsson:2.0400; nordicbet:2.0400; unibet_eu:2.0000; unibet:2.0000; coolbet:2.0000,1-1,2.0,Sí,
Heracles Almelo vs Go Ahead Eagles,2025-02-08 10:30:00,Under 2.5,2.32,2.2278,8.621552865760402e-05,9.0,0.0129529944461682,0.0118947189814051,8.993520833157134e-05,9.0,0.0133310041555977,0.0121633135058905,betrivers,9.0,0.0922,0.0671,6.8,Eredivisie,Goles (Over/Under),2025-02-07,betrivers:2.3200; unibet_eu:2.3200; unibet:2.3200; onexbet:2.2000; tipico_de:2.2000; williamhill:2.2000; betsson:2.1700; nordicbet:2.1700; playup:2.1500,4-2,6.0,No,
AVS Futebol SAD vs Santa Clara,2025-02-08 10:30:00,Over 1.5,1.57,1.55,2.5386357696329334e-05,4.0,0.0069579456507424,0.0054728999535544,5.864962625841442e-05,4.0,0.0103327780677858,0.0084635407807956,betsson,4.0,0.02,0.0245,7.17,Liga Portugal,Goles (Over/Under),2025-02-07,betsson:1.5700; nordicbet:1.5700; tipico_de:1.5500; betrivers:1.5100,2-2,4.0,Sí,
AVS Futebol SAD vs Santa Clara,2025-02-08 10:30:00,Under 2.0,1.82,1.8067,2.3135425393312133e-05,6.0,0.0067888079872715,0.0046081279894965,1.7152312528312282e-05,6.0,0.0058205274822945,0.0054876459370841,bovada,6.0,0.0133,0.0189,5.97,Liga Portugal,Goles (Over/Under),2025-02-07,bovada:1.8200; lowvig:1.8200; betonlineag:1.8200; coolbet:1.8200; pinnacle:1.7800; betus:1.7800,2-2,4.0,No,
Heracles Almelo vs Go Ahead Eagles,2025-02-08 10:30:00,Over 2.5,1.67,1.6256,8.621552865760402e-05,9.0,0.0129529944461683,0.0118947189814051,0.0001193427030487,9.0,0.0150023461677116,0.0137637513320292,onexbet,9.0,0.0444,0.0392,6.39,Eredivisie,Goles (Over/Under),2025-02-07,onexbet:1.6700; betsson:1.6600; nordicbet:1.6600; playup:1.6500; tipico_de:1.6500; williamhill:1.6200; unibet:1.5800; betrivers:1.5700; unibet_eu:1.5700,4-2,6.0,Sí,
AVS Futebol SAD vs Santa Clara,2025-02-08 10:30:00,Under 1.5,2.43,2.3825,2.5386357696329334e-05,4.0,0.0069579456507424,0.0054728999535543,3.999960389464684e-05,4.0,0.0088399777124582,0.0074364823760959,betrivers,4.0,0.0475,0.0492,7.38,Liga Portugal,Goles (Over/Under),2025-02-07,betrivers:2.4300; betsson:2.4000; nordicbet:2.4000; tipico_de:2.3000,2-2,4.0,No,
AVS Futebol SAD vs Santa Clara,2025-02-08 10:30:00,Under 2.5,1.44,1.4133,0.0001263517355679,3.0,0.0151551368782227,0.0142884000752021,5.252742283276372e-05,3.0,0.0093532643014093,0.0088183421516755,williamhill,3.0,0.0267,0.0189,9.44,Liga Portugal,Goles (Over/Under),2025-02-07,williamhill:1.4400; unibet:1.4000; unibet_eu:1.4000,2-2,4.0,No,
AVS Futebol SAD vs Santa Clara,2025-02-08 10:30:00,Over 2.5,2.8,2.7,0.0001263517355679,3.0,0.0151551368782226,0.014288400075202,0.0002170207407963,3.0,0.0202030508910442,0.019047619047619,unibet,3.0,0.1,0.1414,7.14,Liga Portugal,Goles (Over/Under),2025-02-07,unibet:2.8000; unibet_eu:2.8000; williamhill:2.5000,2-2,4.0,Sí,
AVS Futebol SAD vs Santa Clara,2025-02-08 10:30:00,Over 2.0,2.1,2.0167,2.3135425393312133e-05,6.0,0.0067888079872716,0.0046081279894967,5.659026964114156e-05,6.0,0.0106359172175737,0.0076855758138172,pinnacle,6.0,0.0833,0.0438,3.8,Liga Portugal,Goles (Over/Under),2025-02-07,pinnacle:2.1000; bovada:2.0200; lowvig:2.0200; betonlineag:2.0200; betus:1.9800; coolbet:1.9600,2-2,4.0,Sí,
TSV 1860 München vs FC Ingolstadt 04,2025-02-08 10:30:00,Over 2.5,1.75,1.7117,3.630854336840399e-06,6.0,0.00268536143617,0.0022778114153364,5.785354091549689e-05,6.0,0.0105922676565569,0.0095906996011881,tipico_de,6.0,0.0383,0.0308,7.14,3. Liga,Goles (Over/Under),2025-02-07,tipico_de:1.7500; betsson:1.7300; nordicbet:1.7300; coolbet:1.7200; unibet_eu:1.6700; unibet:1.6700,1-1,2.0,No,
TSV 1860 München vs FC Ingolstadt 04,2025-02-08 10:30:00,Under 2.75,1.83,1.785,0.0001696942380882,4.0,0.018377199028227,0.017816442604443,0.0001013738349107,4.0,0.0141322781232334,0.0141322781232334,pinnacle,4.0,0.045,0.045,7.0,3. Liga,Goles (Over/Under),2025-02-07,pinnacle:1.8300; bovada:1.8300; lowvig:1.7400; betonlineag:1.7400,1-1,2.0,Sí,
TSV 1860 München vs FC Ingolstadt 04,2025-02-08 10:30:00,Over 2.75,2.15,2.055,0.0001696942380882,4.0,0.018377199028227,0.017816442604443,0.0003006327547322,4.0,0.0245062423156042,0.0227100222738735,lowvig,4.0,0.095,0.1014,3.98,3. Liga,Goles (Over/Under),2025-02-07,lowvig:2.1500; betonlineag:2.1500; pinnacle:2.0100; bovada:1.9100,1-1,2.0,No,
Sivasspor vs Besiktas JK,2025-02-08 11:00:00,Under 2.5,2.16,2.0738,3.918023839507068e-06,8.0,0.0027862803939644,0.002092478783615,3.759287836312584e-05,8.0,0.0086611534782199,0.00640020500954,onexbet,8.0,0.0863,0.0381,5.12,Süper Lig,Goles (Over/Under),2025-02-07,onexbet:2.1600; tipico_de:2.1000; betsson:2.0700; nordicbet:2.0700; coolbet:2.0700; betrivers:2.0400; unibet:2.0400; unibet_eu:2.0400,0-2,2.0,Sí,
Rapid Wien vs Wolfsberger AC,2025-02-08 11:00:00,Under 2.75,1.93,1.902,7.379730341254045e-06,5.0,0.0038417219099089,0.0026505197425576,1.6041872192174662e-05,5.0,0.0056559855850907,0.0048855515535799,pinnacle,5.0,0.028,0.0204,5.87,Austrian Bundesliga,Goles (Over/Under),2025-02-07,pinnacle:1.9300; lowvig:1.9100; betonlineag:1.9100; bovada:1.8900; betus:1.8700,1-3,4.0,No,
Rheindorf Altach vs Grazer AK,2025-02-08 11:00:00,Over 2.5,2.06,1.995,2.7902291820253253e-05,16.0,0.0074575623205487,0.0064662340556975,9.44967393400104e-05,16.0,0.0137444309818469,0.011782708898444,coolbet,16.0,0.065,0.0541,6.68,Austrian Bundesliga,Goles (Over/Under),2025-02-07,coolbet:2.0600; pinnacle:2.0600; matchbook:2.0600; nordicbet:2.0500; betsson:2.0500; onexbet:2.0200; lowvig:2.0100; betonlineag:2.0100; tipico_de:2.0000; playup:2.0000; bovada:1.9800; williamhill:1.9500; betus:1.9400; unibet:1.9100; unibet_eu:1.9100; betrivers:1.9100,1-2,3.0,Sí,
Rapid Wien vs Wolfsberger AC,2025-02-08 11:00:00,Over 2.75,1.92,1.902,7.379730341254045e-06,5.0,0.0038417219099089,0.0026505197425575,2.777297046258616e-05,5.0,0.0074381576598559,0.0058700061317861,pinnacle,5.0,0.018,0.0264,5.56,Austrian Bundesliga,Goles (Over/Under),2025-02-07,pinnacle:1.9200; betus:1.9200; lowvig:1.9100; betonlineag:1.9100; bovada:1.8500,1-3,4.0,Sí,
Nice vs RC Lens,2025-02-08 11:00:00,Under 2.5,2.06,1.9675,2.1880848180320687e-05,16.0,0.0066118525321425,0.0050784552544625,7.389648326423719e-05,16.0,0.0121521534036907,0.0097747357181357,matchbook,16.0,0.0925,0.047,3.79,Ligue 1,Goles (Over/Under),2025-02-07,matchbook:2.0600; onexbet:2.0300; pinnacle:2.0200; unibet:2.0000; betrivers:2.0000; unibet_eu:2.0000; nordicbet:1.9600; betsson:1.9600; betonlineag:1.9600; lowvig:1.9600; bovada:1.9500; coolbet:1.9400; tipico_de:1.9300; playup:1.9300; williamhill:1.9100; betus:1.8700,2-0,2.0,Sí,
Sivasspor vs Besiktas JK,2025-02-08 11:00:00,Under 2.75,1.92,1.902,1.0576630610007287e-05,5.0,0.0045991775667974,0.0037845141500116,8.222247107149569e-06,5.0,0.0040500822466653,0.0039682539682539,pinnacle,5.0,0.018,0.0147,5.56,Süper Lig,Goles (Over/Under),2025-02-07,pinnacle:1.9200; betus:1.9200; bovada:1.8900; betonlineag:1.8900; lowvig:1.8900,0-2,2.0,Sí,
Rapid Wien vs Wolfsberger AC,2025-02-08 11:00:00,Over 2.5,1.73,1.6855,5.499562631631014e-06,11.0,0.0032973582722978,0.00248014556301,7.854976315336565e-05,11.0,0.0122682552309725,0.0089056746067064,coolbet,11.0,0.0445,0.0339,9.35,Austrian Bundesliga,Goles (Over/Under),2025-02-07,coolbet:1.7300; onexbet:1.7200; tipico_de:1.7000; nordicbet:1.7000; betsson:1.7000; williamhill:1.7000; betrivers:1.6800; unibet_eu:1.6800; unibet:1.6800; playup:1.6500; matchbook:1.6000,1-3,4.0,Sí,
Sivasspor vs Besiktas JK,2025-02-08 11:00:00,Over 2.75,1.93,1.918,1.0576630610007287e-05,5.0,0.0045991775667975,0.0037845141500116,2.2173866469166103e-05,5.0,0.0066498573051452,0.0053198858441162,pinnacle,5.0,0.012,0.024,4.72,Süper Lig,Goles (Over/Under),2025-02-07,pinnacle:1.9300; bovada:1.9300; betonlineag:1.9300; lowvig:1.9300; betus:1.8700,0-2,2.0,No,
Nice vs RC Lens,2025-02-08 11:00:00,Over 2.5,1.91,1.8506,2.1880848180320687e-05,16.0,0.0066118525321425,0.0050784552544626,3.290832951021611e-05,16.0,0.0080856557668787,0.0067564095944742,onexbet,16.0,0.0594,0.0277,5.83,Ligue 1,Goles (Over/Under),2025-02-07,onexbet:1.9100; pinnacle:1.8800; bovada:1.8700; betus:1.8700; coolbet:1.8700; matchbook:1.8700; betonlineag:1.8600; lowvig:1.8600; nordicbet:1.8500; betsson:1.8500; tipico_de:1.8300; williamhill:1.8300; playup:1.8300; unibet:1.8100; betrivers:1.8100; unibet_eu:1.8100,2-0,2.0,No,
Rapid Wien vs Wolfsberger AC,2025-02-08 11:00:00,Under 2.5,2.12,2.0727,5.499562631631014e-06,11.0,0.0032973582722978,0.00248014556301,7.714330327986988e-05,11.0,0.012416835170068,0.0099995147151956,onexbet,11.0,0.0473,0.0514,9.67,Austrian Bundesliga,Goles (Over/Under),2025-02-07,onexbet:2.1200; coolbet:2.1200; tipico_de:2.1000; nordicbet:2.1000; betsson:2.1000; williamhill:2.1000; playup:2.1000; betrivers:2.0400; unibet_eu:2.0400; unibet:2.0400; matchbook:1.9400,1-3,4.0,No,
Sivasspor vs Besiktas JK,2025-02-08 11:00:00,Over 2.5,1.78,1.7225,3.918023839507068e-06,8.0,0.0027862803939644,0.0020924787836151,3.019857344313165e-05,8.0,0.007684771602858,0.0053696657521628,onexbet,8.0,0.0575,0.0233,5.2,Süper Lig,Goles (Over/Under),2025-02-07,onexbet:1.7800; coolbet:1.7300; betsson:1.7200; nordicbet:1.7200; betrivers:1.7100; unibet:1.7100; unibet_eu:1.7100; tipico_de:1.7000,0-2,2.0,No,
Rheindorf Altach vs Grazer AK,2025-02-08 11:00:00,Under 2.5,1.83,1.7806,2.7902291820253253e-05,16.0,0.0074575623205487,0.0064662340556975,4.823497610581692e-05,16.0,0.0097455801706729,0.0080800176495934,lowvig,16.0,0.0494,0.0309,7.0,Austrian Bundesliga,Goles (Over/Under),2025-02-07,lowvig:1.8300; betonlineag:1.8300; matchbook:1.8200; pinnacle:1.8100; betus:1.8100; onexbet:1.7900; bovada:1.7800; tipico_de:1.7700; coolbet:1.7700; unibet:1.7700; unibet_eu:1.7700; betrivers:1.7700; nordicbet:1.7500; betsson:1.7500; williamhill:1.7500; playup:1.7200,1-2,3.0,No,
Sampdoria vs Modena,2025-02-08 11:15:00,Under 2.5,1.62,1.5514,4.836784987953716e-05,7.0,0.009639058500198,0.0087644042576588,0.0002210818486895,7.0,0.0201227904152162,0.0184029316061313,matchbook,7.0,0.0686,0.0485,6.17,Serie B,Goles (Over/Under),2025-02-07,matchbook:1.6200; williamhill:1.6000; onexbet:1.5900; tipico_de:1.5500; betrivers:1.5000; unibet_eu:1.5000; unibet:1.5000,1-0,1.0,Sí,
Sampdoria vs Modena,2025-02-08 11:15:00,Over 2.5,2.4,2.3286,4.836784987953716e-05,7.0,0.0096390585001979,0.0087644042576588,4.9054198842211246e-05,7.0,0.009813620868656,0.0084430935494765,matchbook,7.0,0.0714,0.0525,8.33,Serie B,Goles (Over/Under),2025-02-07,matchbook:2.4000; onexbet:2.3500; betrivers:2.3500; unibet_eu:2.3500; unibet:2.3500; tipico_de:2.2500; williamhill:2.2500,1-0,1.0,No,
Sampdoria vs Modena,2025-02-08 11:15:00,Over 2.25,2.09,2.06,1.777250189106377e-05,5.0,0.0059500481667929,0.0047596339075359,6.056660022178257e-05,5.0,0.0110041503545585,0.0087744208770123,pinnacle,5.0,0.03,0.0452,4.03,Serie B,Goles (Over/Under),2025-02-07,pinnacle:2.0900; bovada:2.0800; lowvig:2.0800; betonlineag:2.0800; betus:1.9700,1-0,1.0,No,
Sampdoria vs Modena,2025-02-08 11:15:00,Under 2.25,1.79,1.784,1.777250189106377e-05,5.0,0.0059500481667929,0.0047596339075358,1.1994557299950415e-06,5.0,0.0015375618246081,0.001506496767309,pinnacle,5.0,0.006,0.0049,6.63,Serie B,Goles (Over/Under),2025-02-07,pinnacle:1.7900; betus:1.7900; bovada:1.7800; lowvig:1.7800; betonlineag:1.7800,1-0,1.0,Sí,
Raków Częstochowa vs GKS Katowice,2025-02-08 11:30:00,Over 2.5,1.89,1.8321,3.198677562678649e-05,14.0,0.0079950347759701,0.0066040415660569,0.000101128427474,14.0,0.014154459097016,0.0130181112537993,pinnacle,14.0,0.0579,0.0472,6.39,Ekstraklasa,Goles (Over/Under),2025-02-07,pinnacle:1.8900; betus:1.8900; lowvig:1.8800; betonlineag:1.8800; bovada:1.8700; coolbet:1.8700; onexbet:1.8500; nordicbet:1.8200; betsson:1.8200; playup:1.8000; betrivers:1.7700; unibet_eu:1.7700; unibet:1.7700; tipico_de:1.7700,1-2,3.0,Sí,
Raków Częstochowa vs GKS Katowice,2025-02-08 11:30:00,Under 2.5,1.95,1.9279,3.198677562678649e-05,14.0,0.0079950347759702,0.006604041566057,1.8721391403212567e-05,14.0,0.0061126009221013,0.0049207320834758,bovada,14.0,0.0221,0.0224,7.78,Ekstraklasa,Goles (Over/Under),2025-02-07,bovada:1.9500; betrivers:1.9500; unibet_eu:1.9500; unibet:1.9500; pinnacle:1.9400; lowvig:1.9400; betonlineag:1.9400; tipico_de:1.9300; onexbet:1.9200; nordicbet:1.9200; betsson:1.9200; playup:1.9100; coolbet:1.9000; betus:1.8700,1-2,3.0,No,
FC Lugano vs Grasshopper Zürich,2025-02-08 12:00:00,Over 2.5,1.83,1.772,1.4963845901262343e-05,10.0,0.0054632000851586,0.0041575345203666,2.9664814087473813e-05,10.0,0.0076466466862334,0.0059033757969791,williamhill,10.0,0.058,0.0244,5.93,Super League Switzerland,Goles (Over/Under),2025-02-07,williamhill:1.8300; onexbet:1.8000; coolbet:1.7800; playup:1.7700; tipico_de:1.7700; nordicbet:1.7600; betsson:1.7600; unibet_eu:1.7500; unibet:1.7500; betrivers:1.7500,1-1,2.0,No,
Empoli vs AC Milan,2025-02-08 12:00:00,Under 2.5,1.97,1.9133,6.187737628427279e-06,15.0,0.0035177810943236,0.0028428377003782,3.401233631418312e-05,15.0,0.0082372914998519,0.0060736629752389,matchbook,15.0,0.0567,0.03,5.41,Serie A,Goles (Over/Under),2025-02-07,matchbook:1.9700; onexbet:1.9600; pinnacle:1.9300; coolbet:1.9300; betus:1.9300; lowvig:1.9200; betonlineag:1.9200; betsson:1.9100; bovada:1.9100; betrivers:1.9100; unibet_eu:1.9100; nordicbet:1.9000; playup:1.8800; tipico_de:1.8700; williamhill:1.8500,0-2,2.0,Sí,
FC Lausanne-Sport vs Yverdon Sport FC,2025-02-08 12:00:00,Over 3.0,1.95,1.94,2.384712653157678e-06,5.0,0.0021836742314865,0.0015654688140948,4.285377115937772e-06,5.0,0.0029258994590619,0.0021411578112608,pinnacle,5.0,0.01,0.011,4.76,Super League Switzerland,Goles (Over/Under),2025-02-07,pinnacle:1.9500; bovada:1.9500; betonlineag:1.9400; lowvig:1.9400; coolbet:1.9200,4-1,5.0,Sí,
FC Lugano vs Grasshopper Zürich,2025-02-08 12:00:00,Over 2.75,2.02,2.005,9.000652578640631e-06,6.0,0.0042392122073433,0.0031597222222222,3.701991021149348e-05,6.0,0.0086033498339139,0.006412558354281,pinnacle,6.0,0.015,0.0335,4.45,Super League Switzerland,Goles (Over/Under),2025-02-07,pinnacle:2.0200; betonlineag:2.0200; lowvig:2.0200; bovada:2.0200; betanysports:2.0200; betus:1.9300,1-1,2.0,No,
FC Lugano vs Grasshopper Zürich,2025-02-08 12:00:00,Under 2.75,1.82,1.82,9.000652578640631e-06,6.0,0.0042392122073434,0.0031597222222222,-2.501051868661067e-17,6.0,0.0,0.0,pinnacle,6.0,0.0,0.0,6.76,Super League Switzerland,Goles (Over/Under),2025-02-07,pinnacle:1.8200; betonlineag:1.8200; lowvig:1.8200; bovada:1.8200; betus:1.8200; betanysports:1.8200,1-1,2.0,Sí,
FC Lausanne-Sport vs Yverdon Sport FC,2025-02-08 12:00:00,Under 3.0,1.89,1.88,2.384712653157678e-06,5.0,0.0021836742314865,0.0015654688140948,1.6077180966178168e-06,5.0,0.0017894941015072,0.0011353778562789,coolbet,5.0,0.01,0.0063,4.99,Super League Switzerland,Goles (Over/Under),2025-02-07,coolbet:1.8900; pinnacle:1.8800; betonlineag:1.8800; lowvig:1.8800; bovada:1.8700,4-1,5.0,No,
FC Lausanne-Sport vs Yverdon Sport FC,2025-02-08 12:00:00,Over 2.5,1.56,1.535,4.848418782805257e-05,8.0,0.0096111357606191,0.0088705865105894,5.3092809948448696e-05,8.0,0.0098012374459061,0.0085186266400687,nordicbet,8.0,0.025,0.0229,8.16,Super League Switzerland,Goles (Over/Under),2025-02-07,nordicbet:1.5600; betsson:1.5600; playup:1.5500; tipico_de:1.5500; onexbet:1.5300; williamhill:1.5300; unibet:1.5000; unibet_eu:1.5000,4-1,5.0,Sí,
FC Lausanne-Sport vs Yverdon Sport FC,2025-02-08 12:00:00,Under 2.5,2.45,2.3725,4.848418782805257e-05,8.0,0.009611135760619,0.0088705865105893,7.767262587712908e-05,8.0,0.0123114878906827,0.0115654848980372,williamhill,8.0,0.0775,0.0691,7.48,Super League Switzerland,Goles (Over/Under),2025-02-07,williamhill:2.4500; unibet:2.4500; unibet_eu:2.4500; tipico_de:2.4000; nordicbet:2.3300; betsson:2.3300; playup:2.3000; onexbet:2.2700,4-1,5.0,No,
FC Lugano vs Grasshopper Zürich,2025-02-08 12:00:00,Under 2.5,2.05,1.994,1.4963845901262343e-05,10.0,0.0054632000851586,0.0041575345203666,2.3540203892300543e-05,10.0,0.0068608956022858,0.0048545528835219,coolbet,10.0,0.056,0.0273,5.92,Super League Switzerland,Goles (Over/Under),2025-02-07,coolbet:2.0500; onexbet:2.0100; tipico_de:2.0000; unibet_eu:2.0000; unibet:2.0000; betrivers:2.0000; nordicbet:1.9900; betsson:1.9900; playup:1.9500; williamhill:1.9500,1-1,2.0,Sí,
Empoli vs AC Milan,2025-02-08 12:00:00,Over 2.5,2.0,1.902,6.187737628427279e-06,15.0,0.0035177810943236,0.0028428377003782,7.736961712262221e-05,15.0,0.0124233740418939,0.0094041881268192,matchbook,15.0,0.098,0.0455,4.05,Serie A,Goles (Over/Under),2025-02-07,matchbook:2.0000; onexbet:1.9800; pinnacle:1.9500; coolbet:1.9200; betsson:1.9100; bovada:1.9100; nordicbet:1.9000; lowvig:1.9000; betonlineag:1.9000; playup:1.8800; betus:1.8800; tipico_de:1.8700; betrivers:1.8500; unibet_eu:1.8500; williamhill:1.8300,0-2,2.0,No,
Dender vs Sint Truiden,2025-02-08 12:15:00,Over 2.5,1.99,1.9276,1.6532172178642878e-05,17.0,0.005749504893401,0.0047940781910412,4.4163910505554216e-05,17.0,0.0093882025537176,0.0070116750131163,matchbook,17.0,0.0624,0.0346,5.81,Pro League,Goles (Over/Under),2025-02-07,matchbook:1.9900; pinnacle:1.9800; onexbet:1.9500; lowvig:1.9500; betonlineag:1.9500; betsson:1.9400; nordicbet:1.9400; bovada:1.9300; betrivers:1.9300; unibet:1.9300; unibet_eu:1.9300; betanysports:1.9300; playup:1.9100; tipico_de:1.9000; coolbet:1.8900; betus:1.8700; williamhill:1.8500,2-1,3.0,Sí,
Dender vs Sint Truiden,2025-02-08 12:15:00,Under 2.5,1.92,1.8612,1.6532172178642878e-05,17.0,0.005749504893401,0.0047940781910412,4.515284963376193e-05,17.0,0.0094756266576561,0.0081390240028466,coolbet,17.0,0.0588,0.0329,6.14,Pro League,Goles (Over/Under),2025-02-07,coolbet:1.9200; matchbook:1.9200; bovada:1.8900; betanysports:1.8900; pinnacle:1.8800; betus:1.8800; onexbet:1.8700; lowvig:1.8700; betonlineag:1.8700; tipico_de:1.8500; williamhill:1.8500; betrivers:1.8300; unibet:1.8300; unibet_eu:1.8300; betsson:1.8300; nordicbet:1.8300; playup:1.8000,2-1,3.0,No,
