selected_top8,bets,profit_total,roi,hit_rate,avg_bdi,avg_odds
False,62,-5.25,-0.0846774193548387,0.41935483870967744,2.800209043137352e-05,2.2145161290322584
True,40,6.09,0.15225,0.525,0.00011372431353348398,2.1985
