scope,bets,hit_rate,profit_total,roi,avg_odds,avg_bdi,over_share,pearson_bdi_odds,spearman_bdi_odds
all_chosen,1633,0.43233312921004285,-81.52,-0.049920391916717696,2.222400489895897,6.504768755871762e-05,0.5578689528475199,0.9084228090101083,0.05251915377614712
top8,120,0.4166666666666667,-7.62,-0.0635,2.478416666666667,0.0005351738053977841,0.6,0.987436752263297,0.20940091486065116
top9,135,0.4222222222222222,-7.240000000000001,-0.05362962962962964,2.450296296296296,0.00048550913662999347,0.5851851851851851,0.9860870518698831,0.21727596447050396
