rule,n,hit_rate,roi,hit_lift,roi_lift
diferencia_cuota_promedio <= 0.0133 AND p_win_calibrada >= 0.6001 AND Mercado == X2,74,0.7702702702702703,0.022432432432432425,0.22259300865657838,0.09027326372827596
score_final <= 0.1069 AND diferencia_cuota_promedio <= 0.0133 AND margen_casa_pct >= 6.0800,176,0.6193181818181818,0.022168749999999987,0.07164092020448987,0.09000958129584352
score_final <= 0.1069 AND volatilidad_pct <= 0.7800 AND Mercado == 1X,52,0.7884615384615384,0.022148076923076934,0.24078427684784653,0.08998890821892047
Mercado == X2 AND Mejor_Casa == betsson,55,0.5454545454545454,0.022,-0.0022227161591464872,0.08984083129584353
market_family == double_chance AND Mercado == X2 AND Mejor_Casa == betsson,55,0.5454545454545454,0.022,-0.0022227161591464872,0.08984083129584353
Mercado == X2 AND Tipo_Mercado == Doble Chance AND Mejor_Casa == betsson,55,0.5454545454545454,0.022,-0.0022227161591464872,0.08984083129584353
Mercado == X2 AND Mejor_Casa == betsson AND source_group == historico_maestro,55,0.5454545454545454,0.022,-0.0022227161591464872,0.08984083129584353
diferencia_cuota_promedio >= 0.0416 AND edge_pct >= 2.3121 AND Liga == Super League,42,0.5,0.021904761904761913,-0.0476772616136919,0.08974559320060545
margen_casa_pct <= 3.5600 AND Mercado == 1X AND source_group == analisis_mercados,31,0.7419354838709677,0.021412903225806457,0.19425822225727585,0.08925373452164999
volatilidad_pct >= 1.8700 AND margen_casa_pct <= 3.5600 AND source_group == historico_maestro,76,0.5263157894736842,0.021184210526315764,-0.02136147214000772,0.0890250418221593
diferencia_cuota_promedio >= 0.0416 AND margen_casa_pct <= 3.5600 AND Mercado == 1X,39,0.6410256410256411,0.020882051282051277,0.09334837941194918,0.08872288257789482
margen_casa_pct >= 6.0800 AND num_casas >= 4.0000 AND source_group == analisis_mercados,30,0.5333333333333333,0.020666666666666642,-0.014343928280358575,0.08850749796251017
confianza_calibrada >= 60.0100 AND edge_pct <= 0.8547 AND Mejor_Casa == marathonbet,49,0.7959183673469388,0.02061224489795918,0.24824110573324687,0.08845307619380272
p_win_calibrada >= 0.6001 AND edge_pct <= 0.8547 AND Mejor_Casa == marathonbet,49,0.7959183673469388,0.02061224489795918,0.24824110573324687,0.08845307619380272
volatilidad_pct <= 0.7800 AND num_casas >= 4.0000 AND Mercado == X2,52,0.6923076923076923,0.02057692307692307,0.1446304306940004,0.08841775437276661
diferencia_cuota_promedio <= 0.0133 AND edge_pct <= 0.8547 AND Mercado == X2,66,0.7121212121212122,0.01999999999999999,0.16444395050752025,0.08784083129584352
mejor_cuota <= 1.5100 AND num_casas >= 4.0000 AND edge_pct >= 2.3121,60,0.7666666666666667,0.01969999999999998,0.21898940505297482,0.08754083129584352
mejor_cuota >= 2.0200 AND confianza_calibrada <= 51.1500 AND edge_pct >= 2.3121,106,0.4056603773584906,0.019622641509433946,-0.14201688425520131,0.08746347280527748
mejor_cuota >= 2.0200 AND p_win_calibrada <= 0.5115 AND edge_pct >= 2.3121,106,0.4056603773584906,0.019622641509433946,-0.14201688425520131,0.08746347280527748
mejor_cuota >= 2.0200 AND edge_pct >= 2.3121 AND source_group == historico_maestro,106,0.4056603773584906,0.019622641509433946,-0.14201688425520131,0.08746347280527748
mejor_cuota >= 2.0200 AND volatilidad_pct >= 1.8700 AND Mercado == X2,68,0.38235294117647056,0.01818970588235296,-0.16532432043722134,0.08603053717819649
num_casas <= 2.0000 AND bdi_jsd <= 0.0000 AND source_group == analisis_mercados,30,0.5,0.01800000000000001,-0.0476772616136919,0.08584083129584355
volatilidad_pct <= 0.7800 AND Mercado == X2,76,0.6973684210526315,0.017368421052631595,0.14969115943893962,0.08520925234847512
volatilidad_pct <= 0.7800 AND market_family == double_chance AND Mercado == X2,76,0.6973684210526315,0.017368421052631595,0.14969115943893962,0.08520925234847512
volatilidad_pct <= 0.7800 AND Mercado == X2 AND Tipo_Mercado == Doble Chance,76,0.6973684210526315,0.017368421052631595,0.14969115943893962,0.08520925234847512
volatilidad_pct <= 0.7800 AND Mercado == X2 AND source_group == historico_maestro,76,0.6973684210526315,0.017368421052631595,0.14969115943893962,0.08520925234847512
num_casas <= 2.0000 AND Mercado == Over 2.5 AND Mejor_Casa == betsson,120,0.55,0.016749999999999994,0.002322738386308143,0.08459083129584352
mejor_cuota <= 1.5100 AND volatilidad_pct <= 0.7800 AND Mercado == X2,49,0.7755102040816326,0.016530612244897953,0.22783294246794072,0.08437144354074148
mejor_cuota <= 1.5100 AND edge_pct >= 2.3121 AND Mercado == 1X,47,0.7659574468085106,0.01649361702127659,0.21828018519481873,0.08433444831712013
num_casas <= 2.0000 AND bdi_jsd_fair <= 0.0000 AND source_group == analisis_mercados,30,0.5,0.016333333333333342,-0.0476772616136919,0.08417416462917687
edge_pct <= 0.8547 AND Mejor_Casa == marathonbet,57,0.7543859649122807,0.015964912280701765,0.20670870329858881,0.0838057435765453
edge_pct <= 0.8547 AND market_family == double_chance AND Mejor_Casa == marathonbet,57,0.7543859649122807,0.015964912280701765,0.20670870329858881,0.0838057435765453
edge_pct <= 0.8547 AND Tipo_Mercado == Doble Chance AND Mejor_Casa == marathonbet,57,0.7543859649122807,0.015964912280701765,0.20670870329858881,0.0838057435765453
edge_pct <= 0.8547 AND Mejor_Casa == marathonbet AND source_group == historico_maestro,57,0.7543859649122807,0.015964912280701765,0.20670870329858881,0.0838057435765453
Mercado == Under 2.5 AND Mejor_Casa == codere_it,106,0.5471698113207547,0.015943396226415066,-0.0005074502929371949,0.0837842275222586
market_family == totals AND Mercado == Under 2.5 AND Mejor_Casa == codere_it,106,0.5471698113207547,0.015943396226415066,-0.0005074502929371949,0.0837842275222586
Mercado == Under 2.5 AND Tipo_Mercado == Goles (Over/Under) AND Mejor_Casa == codere_it,106,0.5471698113207547,0.015943396226415066,-0.0005074502929371949,0.0837842275222586
volatilidad_pct <= 0.7800 AND num_casas >= 4.0000 AND Mejor_Casa == marathonbet,50,0.74,0.0158,0.1923227383863081,0.08364083129584354
margen_casa_pct >= 6.0800 AND confianza_calibrada >= 60.0100 AND Mercado == 1X,58,0.8103448275862069,0.015531034482758626,0.26266756597251495,0.08337186577860216
margen_casa_pct >= 6.0800 AND p_win_calibrada >= 0.6001 AND Mercado == 1X,58,0.8103448275862069,0.015531034482758626,0.26266756597251495,0.08337186577860216
score_final <= 0.1069 AND diferencia_cuota_promedio >= 0.0416 AND num_casas >= 4.0000,48,0.4166666666666667,0.015514583333333332,-0.13101059494702522,0.08335541462917687
mejor_cuota <= 1.5100 AND diferencia_cuota_promedio <= 0.0133 AND margen_casa_pct >= 6.0800,56,0.8035714285714286,0.014835714285714301,0.2558941669577367,0.08267654558155783
margen_casa_pct <= 3.5600 AND num_casas >= 4.0000 AND edge_pct <= 0.8547,47,0.7446808510638298,0.013617021276595748,0.19700358945013785,0.08145785257243929
margen_casa_pct <= 3.5600 AND edge_pct <= 0.8547 AND market_family == double_chance,47,0.7446808510638298,0.013617021276595748,0.19700358945013785,0.08145785257243929
margen_casa_pct <= 3.5600 AND edge_pct <= 0.8547 AND Tipo_Mercado == Doble Chance,47,0.7446808510638298,0.013617021276595748,0.19700358945013785,0.08145785257243929
diferencia_cuota_promedio <= 0.0133 AND margen_casa_pct >= 6.0800 AND Mejor_Casa == betsson,126,0.6031746031746031,0.013253968253968264,0.05549734156091124,0.0810947995498118
score_final >= 0.4409 AND diferencia_cuota_promedio >= 0.0416 AND num_casas >= 4.0000,149,0.5771812080536913,0.012899328859060406,0.02950394643999943,0.08074016015490394
volatilidad_pct >= 1.8700 AND Mejor_Casa == pinnacle AND source_group == filtro2,40,0.525,0.012749999999999994,-0.02267726161369188,0.08059083129584353
mejor_cuota <= 1.5100 AND Mejor_Casa == marathonbet,84,0.7976190476190477,0.012738095238095234,0.24994178600535577,0.08057892653393876
mejor_cuota <= 1.5100 AND market_family == double_chance AND Mejor_Casa == marathonbet,84,0.7976190476190477,0.012738095238095234,0.24994178600535577,0.08057892653393876
mejor_cuota <= 1.5100 AND Tipo_Mercado == Doble Chance AND Mejor_Casa == marathonbet,84,0.7976190476190477,0.012738095238095234,0.24994178600535577,0.08057892653393876
mejor_cuota <= 1.5100 AND Mejor_Casa == marathonbet AND source_group == historico_maestro,84,0.7976190476190477,0.012738095238095234,0.24994178600535577,0.08057892653393876
diferencia_cuota_promedio <= 0.0133 AND edge_pct <= 0.8547 AND Mejor_Casa == marathonbet,55,0.7636363636363637,0.012545454545454549,0.21595910202267177,0.08038628584129809
diferencia_cuota_promedio >= 0.0416 AND margen_casa_pct <= 3.5600 AND confianza_calibrada <= 51.1500,72,0.4861111111111111,0.012499999999999968,-0.061566150502580796,0.0803408312958435
diferencia_cuota_promedio >= 0.0416 AND margen_casa_pct <= 3.5600 AND p_win_calibrada <= 0.5115,72,0.4861111111111111,0.012499999999999968,-0.061566150502580796,0.0803408312958435
mejor_cuota >= 2.0200 AND num_casas >= 4.0000 AND source_group == revision_manual,42,0.4523809523809524,0.012380952380952413,-0.09529630923273952,0.08022178367679594
diferencia_cuota_promedio >= 0.0416 AND edge_pct >= 2.3121 AND source_group == historico_maestro,244,0.4918032786885246,0.01227336065573769,-0.05587398292516732,0.08011419195158123
volatilidad_pct <= 0.7800 AND edge_pct <= 0.8547 AND Mercado == X2,59,0.6949152542372882,0.011864406779661012,0.14723799262359627,0.07970523807550454
margen_casa_pct >= 6.0800 AND num_casas >= 4.0000 AND bdi_jsd_fair >= 0.0001,38,0.5526315789473685,0.011842105263157893,0.004954317333676572,0.07968293655900142
score_final >= 0.4409 AND margen_casa_pct <= 3.5600 AND Mercado == Under 2.5,86,0.5232558139534884,0.011511627906976744,-0.024421447660203488,0.07935245920282027
diferencia_cuota_promedio <= 0.0133 AND confianza_calibrada >= 60.0100 AND Mejor_Casa == marathonbet,66,0.803030303030303,0.011363636363636357,0.2553530414166111,0.07920446765947989
diferencia_cuota_promedio <= 0.0133 AND p_win_calibrada >= 0.6001 AND Mejor_Casa == marathonbet,66,0.803030303030303,0.011363636363636357,0.2553530414166111,0.07920446765947989
confianza_calibrada >= 60.0100 AND Mercado == X2 AND Mejor_Casa == pinnacle,66,0.7727272727272727,0.010606060606060612,0.2250500111135808,0.07844689190190415
p_win_calibrada >= 0.6001 AND Mercado == X2 AND Mejor_Casa == pinnacle,66,0.7727272727272727,0.010606060606060612,0.2250500111135808,0.07844689190190415
mejor_cuota <= 1.5100 AND num_casas >= 4.0000 AND source_group == analisis_mercados,33,0.7878787878787878,0.010363636363636353,0.24020152626509594,0.07820446765947989
Mercado == Under 2.5 AND Mejor_Casa == pinnacle AND source_group == historico_maestro,120,0.525,0.010250000000000004,-0.02267726161369188,0.07809083129584354
diferencia_cuota_promedio >= 0.0416 AND volatilidad_pct >= 1.8700 AND Mercado == X2,129,0.4806201550387597,0.010201550387596897,-0.06705710657493219,0.07804238168344044
score_final >= 0.4409 AND mejor_cuota <= 1.5100 AND edge_pct >= 2.3121,58,0.7586206896551724,0.009915517241379297,0.21094342804148047,0.07775634853722282
num_casas >= 4.0000 AND edge_pct <= 0.8547 AND Mejor_Casa == pinnacle,36,0.6944444444444444,0.009722222222222236,0.14676718283075252,0.07756305351806578
diferencia_cuota_promedio <= 0.0133 AND margen_casa_pct <= 3.5600 AND source_group == historico_maestro,70,0.7428571428571429,0.009428571428571425,0.19517988124345098,0.07726940272441496
Liga == Eredivisie,93,0.5698924731182796,0.009247311827956987,0.022215211504587717,0.07708814312380052
confianza_calibrada <= 51.1500 AND Mercado == Under 2.5 AND Mejor_Casa == betsson,37,0.4594594594594595,0.009189189189189137,-0.08821780215423242,0.07703002048503267
p_win_calibrada <= 0.5115 AND Mercado == Under 2.5 AND Mejor_Casa == betsson,37,0.4594594594594595,0.009189189189189137,-0.08821780215423242,0.07703002048503267
Mercado == Over 2.5 AND Mejor_Casa == betsson,128,0.546875,0.009062500000000015,-0.0008022616136919014,0.07690333129584355
market_family == totals AND Mercado == Over 2.5 AND Mejor_Casa == betsson,128,0.546875,0.009062500000000015,-0.0008022616136919014,0.07690333129584355
Mercado == Over 2.5 AND Tipo_Mercado == Goles (Over/Under) AND Mejor_Casa == betsson,128,0.546875,0.009062500000000015,-0.0008022616136919014,0.07690333129584355
mejor_cuota >= 2.0200 AND market_family == double_chance AND Mejor_Casa == betsson,30,0.3333333333333333,0.009000000000000015,-0.2143439282803586,0.07684083129584354
mejor_cuota >= 2.0200 AND Tipo_Mercado == Doble Chance AND Mejor_Casa == betsson,30,0.3333333333333333,0.009000000000000015,-0.2143439282803586,0.07684083129584354
score_final >= 0.4409 AND Liga == La Liga 2 AND source_group == historico_maestro,30,0.5666666666666667,0.009000000000000008,0.01898940505297475,0.07684083129584354
volatilidad_pct >= 1.8700 AND margen_casa_pct <= 3.5600 AND Mercado == 1X,36,0.6944444444444444,0.00892222222222224,0.14676718283075252,0.07676305351806577
diferencia_cuota_promedio >= 0.0416 AND edge_pct >= 2.3121 AND market_family == double_chance,211,0.5213270142180095,0.00853412322274881,-0.02635024739568237,0.07637495451859234
diferencia_cuota_promedio >= 0.0416 AND edge_pct >= 2.3121 AND Tipo_Mercado == Doble Chance,211,0.5213270142180095,0.00853412322274881,-0.02635024739568237,0.07637495451859234
diferencia_cuota_promedio >= 0.0416 AND Mercado == X2 AND Mejor_Casa == pinnacle,92,0.5108695652173914,0.008260869565217408,-0.03680769639630055,0.07610170086106094
volatilidad_pct >= 1.8700 AND source_group == historico_maestro,329,0.513677811550152,0.008068996960486312,-0.03399945006353988,0.07590982825632984
num_casas >= 4.0000 AND confianza_calibrada >= 60.0100 AND Mercado == X2,85,0.7529411764705882,0.00800000000000001,0.20526391485689632,0.07584083129584354
num_casas >= 4.0000 AND p_win_calibrada >= 0.6001 AND Mercado == X2,85,0.7529411764705882,0.00800000000000001,0.20526391485689632,0.07584083129584354
score_final >= 0.4409 AND Mercado == Under 2.5,126,0.5238095238095238,0.0076984126984126966,-0.023867737804168065,0.07553924399425622
score_final >= 0.4409 AND market_family == totals AND Mercado == Under 2.5,126,0.5238095238095238,0.0076984126984126966,-0.023867737804168065,0.07553924399425622
score_final >= 0.4409 AND Mercado == Under 2.5 AND Tipo_Mercado == Goles (Over/Under),126,0.5238095238095238,0.0076984126984126966,-0.023867737804168065,0.07553924399425622
volatilidad_pct >= 1.8700 AND Mercado == X2 AND source_group == historico_maestro,121,0.48760330578512395,0.007685950413223138,-0.06007395582856795,0.07552678170906667
mejor_cuota >= 2.0200 AND num_casas >= 4.0000 AND source_group == historico_maestro,110,0.38181818181818183,0.007454545454545457,-0.16585907979551007,0.075295376750389
confianza_calibrada >= 60.0100 AND Mercado == X2,133,0.7669172932330827,0.007368421052631572,0.21924003161939076,0.0752092523484751
p_win_calibrada >= 0.6001 AND Mercado == X2,133,0.7669172932330827,0.007368421052631572,0.21924003161939076,0.0752092523484751
confianza_calibrada >= 60.0100 AND p_win_calibrada >= 0.6001 AND Mercado == X2,133,0.7669172932330827,0.007368421052631572,0.21924003161939076,0.0752092523484751
confianza_calibrada >= 60.0100 AND market_family == double_chance AND Mercado == X2,133,0.7669172932330827,0.007368421052631572,0.21924003161939076,0.0752092523484751
confianza_calibrada >= 60.0100 AND Mercado == X2 AND Tipo_Mercado == Doble Chance,133,0.7669172932330827,0.007368421052631572,0.21924003161939076,0.0752092523484751
confianza_calibrada >= 60.0100 AND Mercado == X2 AND source_group == historico_maestro,133,0.7669172932330827,0.007368421052631572,0.21924003161939076,0.0752092523484751
p_win_calibrada >= 0.6001 AND market_family == double_chance AND Mercado == X2,133,0.7669172932330827,0.007368421052631572,0.21924003161939076,0.0752092523484751
p_win_calibrada >= 0.6001 AND Mercado == X2 AND Tipo_Mercado == Doble Chance,133,0.7669172932330827,0.007368421052631572,0.21924003161939076,0.0752092523484751
p_win_calibrada >= 0.6001 AND Mercado == X2 AND source_group == historico_maestro,133,0.7669172932330827,0.007368421052631572,0.21924003161939076,0.0752092523484751
num_casas <= 2.0000 AND source_group == analisis_mercados,34,0.5,0.007352941176470595,-0.0476772616136919,0.07519377247231412
num_casas <= 2.0000 AND market_family == totals AND source_group == analisis_mercados,34,0.5,0.007352941176470595,-0.0476772616136919,0.07519377247231412
num_casas <= 2.0000 AND Tipo_Mercado == Goles (Over/Under) AND source_group == analisis_mercados,34,0.5,0.007352941176470595,-0.0476772616136919,0.07519377247231412
margen_casa_pct <= 3.5600 AND confianza_calibrada <= 51.1500 AND edge_pct >= 2.3121,64,0.484375,0.0071874999999999994,-0.0633022616136919,0.07502833129584353
margen_casa_pct <= 3.5600 AND p_win_calibrada <= 0.5115 AND edge_pct >= 2.3121,64,0.484375,0.0071874999999999994,-0.0633022616136919,0.07502833129584353
volatilidad_pct >= 1.8700 AND edge_pct >= 2.3121 AND source_group == historico_maestro,230,0.5043478260869565,0.006585652173913033,-0.043329435526735405,0.07442648346975657
edge_pct >= 2.3121 AND market_family == double_chance AND source_group == historico_maestro,210,0.5333333333333333,0.00654619047619048,-0.014343928280358575,0.07438702177203402
edge_pct >= 2.3121 AND Tipo_Mercado == Doble Chance AND source_group == historico_maestro,210,0.5333333333333333,0.00654619047619048,-0.014343928280358575,0.07438702177203402
num_casas >= 4.0000 AND confianza_calibrada <= 51.1500 AND Mejor_Casa == pinnacle,52,0.4230769230769231,0.006153846153846159,-0.12460033853676883,0.0739946774496897
num_casas >= 4.0000 AND p_win_calibrada <= 0.5115 AND Mejor_Casa == pinnacle,52,0.4230769230769231,0.006153846153846159,-0.12460033853676883,0.0739946774496897
mejor_cuota >= 2.0200 AND num_casas >= 4.0000 AND Mejor_Casa == pinnacle,53,0.41509433962264153,0.006037735849056626,-0.13258292199105037,0.07387856714490015
diferencia_cuota_promedio <= 0.0133 AND Mejor_Casa == marathonbet,72,0.7777777777777778,0.005972222222222218,0.2301005161640859,0.07381305351806575
diferencia_cuota_promedio <= 0.0133 AND market_family == double_chance AND Mejor_Casa == marathonbet,72,0.7777777777777778,0.005972222222222218,0.2301005161640859,0.07381305351806575
diferencia_cuota_promedio <= 0.0133 AND Tipo_Mercado == Doble Chance AND Mejor_Casa == marathonbet,72,0.7777777777777778,0.005972222222222218,0.2301005161640859,0.07381305351806575
diferencia_cuota_promedio <= 0.0133 AND Mejor_Casa == marathonbet AND source_group == historico_maestro,72,0.7777777777777778,0.005972222222222218,0.2301005161640859,0.07381305351806575
score_final >= 0.4409 AND Liga == La Liga 2,34,0.5588235294117647,0.005882352941176476,0.011146267798072818,0.07372318423702001
score_final >= 0.4409 AND Liga == La Liga 2 AND Mejor_Casa == pinnacle,34,0.5588235294117647,0.005882352941176476,0.011146267798072818,0.07372318423702001
margen_casa_pct <= 3.5600 AND edge_pct >= 2.3121 AND Mercado == 1X,50,0.68,0.0056759999999999745,0.13232273838630815,0.07351683129584351
diferencia_cuota_promedio >= 0.0416 AND volatilidad_pct >= 1.8700 AND source_group == historico_maestro,244,0.48360655737704916,0.005634016393442615,-0.06407070423664274,0.07347484768928615
mejor_cuota <= 1.5100 AND diferencia_cuota_promedio <= 0.0133 AND Mercado == X2,66,0.7727272727272727,0.004545454545454526,0.2250500111135808,0.07238628584129805
mejor_cuota >= 2.0200 AND num_casas >= 4.0000 AND confianza_calibrada <= 51.1500,97,0.3711340206185567,0.004536082474226835,-0.1765432409951352,0.07237691377007037
mejor_cuota >= 2.0200 AND num_casas >= 4.0000 AND p_win_calibrada <= 0.5115,97,0.3711340206185567,0.004536082474226835,-0.1765432409951352,0.07237691377007037
volatilidad_pct >= 1.8700 AND edge_pct >= 2.3121 AND market_family == double_chance,206,0.5436893203883495,0.003929611650485437,-0.003987941225342406,0.07177044294632898
volatilidad_pct >= 1.8700 AND edge_pct >= 2.3121 AND Tipo_Mercado == Doble Chance,206,0.5436893203883495,0.003929611650485437,-0.003987941225342406,0.07177044294632898
Liga == Eredivisie AND source_group == historico_maestro,70,0.5857142857142857,0.0032857142857142824,0.03803702410059384,0.07112654558155782
margen_casa_pct <= 3.5600 AND num_casas <= 2.0000 AND source_group == revision_manual,31,0.5161290322580645,0.002903225806451601,-0.0315482293556274,0.07074405710229513
margen_casa_pct <= 3.5600 AND Mejor_Casa == pinnacle AND source_group == historico_maestro,209,0.5741626794258373,0.0028708133971291827,0.026485417812145418,0.07071164469297271
volatilidad_pct >= 1.8700 AND confianza_calibrada <= 51.1500,224,0.45535714285714285,0.002187499999999991,-0.09232011875654905,0.07002833129584353
volatilidad_pct >= 1.8700 AND p_win_calibrada <= 0.5115,224,0.45535714285714285,0.002187499999999991,-0.09232011875654905,0.07002833129584353
volatilidad_pct >= 1.8700 AND confianza_calibrada <= 51.1500 AND p_win_calibrada <= 0.5115,224,0.45535714285714285,0.002187499999999991,-0.09232011875654905,0.07002833129584353
volatilidad_pct >= 1.8700 AND confianza_calibrada <= 51.1500 AND source_group == historico_maestro,224,0.45535714285714285,0.002187499999999991,-0.09232011875654905,0.07002833129584353
volatilidad_pct >= 1.8700 AND p_win_calibrada <= 0.5115 AND source_group == historico_maestro,224,0.45535714285714285,0.002187499999999991,-0.09232011875654905,0.07002833129584353
mejor_cuota <= 1.5100 AND num_casas >= 4.0000 AND Mejor_Casa == marathonbet,69,0.782608695652174,0.002028985507246375,0.23493143403848205,0.06986981680308992
margen_casa_pct >= 6.0800 AND confianza_calibrada >= 60.0100,81,0.7901234567901234,0.0016148148148148152,0.2424461951764315,0.06945564611065835
margen_casa_pct >= 6.0800 AND p_win_calibrada >= 0.6001,81,0.7901234567901234,0.0016148148148148152,0.2424461951764315,0.06945564611065835
margen_casa_pct >= 6.0800 AND confianza_calibrada >= 60.0100 AND p_win_calibrada >= 0.6001,81,0.7901234567901234,0.0016148148148148152,0.2424461951764315,0.06945564611065835
margen_casa_pct >= 6.0800 AND confianza_calibrada >= 60.0100 AND market_family == double_chance,81,0.7901234567901234,0.0016148148148148152,0.2424461951764315,0.06945564611065835
margen_casa_pct >= 6.0800 AND confianza_calibrada >= 60.0100 AND Tipo_Mercado == Doble Chance,81,0.7901234567901234,0.0016148148148148152,0.2424461951764315,0.06945564611065835
margen_casa_pct >= 6.0800 AND confianza_calibrada >= 60.0100 AND source_group == historico_maestro,81,0.7901234567901234,0.0016148148148148152,0.2424461951764315,0.06945564611065835
margen_casa_pct >= 6.0800 AND p_win_calibrada >= 0.6001 AND market_family == double_chance,81,0.7901234567901234,0.0016148148148148152,0.2424461951764315,0.06945564611065835
margen_casa_pct >= 6.0800 AND p_win_calibrada >= 0.6001 AND Tipo_Mercado == Doble Chance,81,0.7901234567901234,0.0016148148148148152,0.2424461951764315,0.06945564611065835
margen_casa_pct >= 6.0800 AND p_win_calibrada >= 0.6001 AND source_group == historico_maestro,81,0.7901234567901234,0.0016148148148148152,0.2424461951764315,0.06945564611065835
edge_pct <= 0.8547 AND Mercado == X2,72,0.6805555555555556,0.0015277777777777668,0.13287829394186368,0.0693686090736213
edge_pct <= 0.8547 AND market_family == double_chance AND Mercado == X2,72,0.6805555555555556,0.0015277777777777668,0.13287829394186368,0.0693686090736213
edge_pct <= 0.8547 AND Mercado == X2 AND Tipo_Mercado == Doble Chance,72,0.6805555555555556,0.0015277777777777668,0.13287829394186368,0.0693686090736213
edge_pct <= 0.8547 AND Mercado == X2 AND source_group == historico_maestro,72,0.6805555555555556,0.0015277777777777668,0.13287829394186368,0.0693686090736213
mejor_cuota <= 1.5100 AND edge_pct >= 2.3121,76,0.75,0.001210526315789466,0.2023227383863081,0.069051357611633
mejor_cuota <= 1.5100 AND edge_pct >= 2.3121 AND market_family == double_chance,76,0.75,0.001210526315789466,0.2023227383863081,0.069051357611633
mejor_cuota <= 1.5100 AND edge_pct >= 2.3121 AND Tipo_Mercado == Doble Chance,76,0.75,0.001210526315789466,0.2023227383863081,0.069051357611633
margen_casa_pct <= 3.5600 AND market_family == double_chance AND source_group == historico_maestro,178,0.6573033707865169,0.0011797752808988663,0.109626109172825,0.0690206065767424
margen_casa_pct <= 3.5600 AND Tipo_Mercado == Doble Chance AND source_group == historico_maestro,178,0.6573033707865169,0.0011797752808988663,0.109626109172825,0.0690206065767424
Liga == Premiership AND Mejor_Casa == pinnacle,43,0.5581395348837209,0.0009558139534883495,0.010462273270029021,0.06879664524933188
mejor_cuota <= 1.5100 AND confianza_calibrada >= 60.0100 AND Mercado == X2,123,0.7723577235772358,0.000731707317073157,0.22468046196354385,0.06857253861291669
mejor_cuota <= 1.5100 AND p_win_calibrada >= 0.6001 AND Mercado == X2,123,0.7723577235772358,0.000731707317073157,0.22468046196354385,0.06857253861291669
num_casas <= 2.0000 AND Mejor_Casa == pinnacle AND source_group == revision_manual,33,0.5151515151515151,0.0006060606060606066,-0.03252574646217676,0.06844689190190414
score_final <= 0.1069 AND diferencia_cuota_promedio >= 0.0416 AND volatilidad_pct >= 1.8700,43,0.4186046511627907,0.00034186046511629307,-0.12907261045090118,0.06818269176095983
diferencia_cuota_promedio >= 0.0416 AND num_casas >= 4.0000 AND edge_pct >= 2.3121,260,0.5192307692307693,-3.576923076924989e-05,-0.028446492382922628,0.06780506206507428
mejor_cuota <= 1.5100 AND margen_casa_pct >= 6.0800 AND confianza_calibrada >= 60.0100,78,0.7948717948717948,-0.0001179487179487135,0.24719453325810292,0.06772288257789483
mejor_cuota <= 1.5100 AND margen_casa_pct >= 6.0800 AND p_win_calibrada >= 0.6001,78,0.7948717948717948,-0.0001179487179487135,0.24719453325810292,0.06772288257789483
volatilidad_pct >= 1.8700 AND num_casas >= 4.0000 AND Liga == Serie B,32,0.625,-0.0006093750000000231,0.0773227383863081,0.06723145629584351
edge_pct >= 2.3121 AND Liga == Super League,47,0.5106382978723404,-0.0006382978723404592,-0.037038963741351516,0.06720253342350307
diferencia_cuota_promedio <= 0.0133 AND margen_casa_pct <= 3.5600 AND Mejor_Casa == marathonbet,39,0.7692307692307693,-0.0007692307692307926,0.22155350761707737,0.06707160052661275
edge_pct >= 2.3121 AND source_group == historico_maestro,301,0.521594684385382,-0.0010475083056478453,-0.026082577228309867,0.06679332299019569
mejor_cuota >= 2.0200 AND margen_casa_pct >= 6.0800 AND Mercado == Over 2.5,58,0.4482758620689655,-0.001379310344827595,-0.09940139954472638,0.06646152095101594
score_final <= 0.1069 AND mejor_cuota >= 2.0200 AND num_casas >= 4.0000,50,0.38,-0.001599999999999948,-0.1676772616136919,0.06624083129584359
diferencia_cuota_promedio >= 0.0416 AND num_casas >= 4.0000,289,0.5086505190311419,-0.0016238754325259594,-0.03902674258255001,0.06621695586331758
diferencia_cuota_promedio >= 0.0416 AND margen_casa_pct <= 3.5600 AND market_family == double_chance,83,0.5662650602409639,-0.0016566265060241065,0.018587798627272,0.06618420478981943
diferencia_cuota_promedio >= 0.0416 AND margen_casa_pct <= 3.5600 AND Tipo_Mercado == Doble Chance,83,0.5662650602409639,-0.0016566265060241065,0.018587798627272,0.06618420478981943
num_casas <= 2.0000 AND Liga == EPL,30,0.5333333333333333,-0.0020000000000000165,-0.014343928280358575,0.06584083129584352
num_casas <= 2.0000 AND market_family == totals AND Liga == EPL,30,0.5333333333333333,-0.0020000000000000165,-0.014343928280358575,0.06584083129584352
num_casas <= 2.0000 AND Tipo_Mercado == Goles (Over/Under) AND Liga == EPL,30,0.5333333333333333,-0.0020000000000000165,-0.014343928280358575,0.06584083129584352
volatilidad_pct >= 1.8700 AND market_family == double_chance AND source_group == analisis_mercados,57,0.6491228070175439,-0.0020210526315789586,0.10144554540385198,0.06581977866426457
volatilidad_pct >= 1.8700 AND Tipo_Mercado == Doble Chance AND source_group == analisis_mercados,57,0.6491228070175439,-0.0020210526315789586,0.10144554540385198,0.06581977866426457
