rank_desc,bets,hits,hit_rate,profit_total,roi,avg_odds,avg_bdi,avg_margin,misses
123,7,3,0.42857142857142855,-0.9600000000000004,-0.1371428571428572,2.1342857142857143,8.511571084749172e-06,6.922857142857143,4
124,7,2,0.2857142857142857,-2.88,-0.4114285714285714,2.22,8.362341906119777e-06,6.424285714285714,5
125,6,5,0.8333333333333334,5.5200000000000005,0.92,2.285,9.523276373458451e-06,5.68,1
126,6,1,0.16666666666666666,-3.9,-0.65,2.1483333333333334,9.230260228203078e-06,6.146666666666666,5
127,6,3,0.5,0.15999999999999992,0.026666666666666655,2.091666666666667,9.056793189348978e-06,5.986666666666667,3
128,6,3,0.5,0.8999999999999997,0.14999999999999994,2.2399999999999998,8.835474531314722e-06,5.766666666666666,3
129,6,4,0.6666666666666666,2.5,0.4166666666666667,2.1083333333333334,8.585022107390513e-06,6.198333333333333,2
130,6,3,0.5,0.04999999999999982,0.008333333333333304,2.0416666666666665,8.215286600224039e-06,6.2683333333333335,3
131,6,2,0.3333333333333333,-1.98,-0.33,2.2866666666666666,8.036651673134628e-06,6.2250000000000005,4
132,6,6,1.0,6.25,1.0416666666666667,2.0416666666666665,7.73115635384927e-06,5.68,0
133,6,1,0.16666666666666666,-3.8,-0.6333333333333333,2.1483333333333334,7.542209537321922e-06,6.5616666666666665,5
134,6,4,0.6666666666666666,2.85,0.47500000000000003,2.265,7.331387211164449e-06,6.713333333333334,2
135,6,1,0.16666666666666666,-3.82,-0.6366666666666666,2.2133333333333334,6.983422595930397e-06,7.091666666666666,5
136,6,2,0.3333333333333333,-2.0300000000000002,-0.3383333333333334,2.1300000000000003,6.711358122737858e-06,6.788333333333334,4
137,6,3,0.5,0.11999999999999988,0.01999999999999998,2.15,6.528701181964479e-06,6.611666666666667,3
138,6,3,0.5,0.14000000000000012,0.023333333333333355,2.1683333333333334,6.375561246087752e-06,6.588333333333334,3
139,6,1,0.16666666666666666,-4.07,-0.6783333333333333,2.151666666666667,6.200466846571568e-06,6.79,5
140,6,1,0.16666666666666666,-4.04,-0.6733333333333333,2.1183333333333336,6.051724639681759e-06,7.086666666666667,5
141,6,3,0.5,0.41999999999999993,0.06999999999999999,2.17,5.741821596218214e-06,6.446666666666666,3
142,6,4,0.6666666666666666,2.9699999999999998,0.49499999999999994,2.143333333333333,5.29643046951936e-06,6.328333333333333,2
143,6,2,0.3333333333333333,-1.13,-0.18833333333333332,2.21,5.040851692658644e-06,6.1816666666666675,4
144,6,2,0.3333333333333333,-1.62,-0.27,2.341666666666667,4.473993275429727e-06,6.901666666666666,4
145,6,1,0.16666666666666666,-3.72,-0.62,2.3383333333333334,4.2804888720543924e-06,6.305,5
146,5,2,0.4,-0.23999999999999977,-0.04799999999999995,2.224,4.785470632304885e-06,7.774000000000001,3
147,5,5,1.0,6.82,1.364,2.364,4.488496798956294e-06,7.752,0
148,4,2,0.5,0.25,0.0625,2.1125,5.168076178116501e-06,6.865,2
149,4,2,0.5,0.09999999999999987,0.024999999999999967,2.125,4.880795798976378e-06,7.3925,2
150,4,2,0.5,0.7799999999999998,0.19499999999999995,2.2575,4.606669472861458e-06,5.645,2
151,4,0,0.0,-4.0,-1.0,2.0175,4.358095455711789e-06,7.18,4
152,4,1,0.25,-2.0,-0.5,2.1975,4.232720318484976e-06,6.545,3
153,4,1,0.25,-2.0700000000000003,-0.5175000000000001,2.355,3.7506355599162636e-06,5.9125,3
154,4,2,0.5,0.3700000000000001,0.09250000000000003,2.2125,3.4654876526191555e-06,5.745,2
155,4,1,0.25,-1.81,-0.4525,2.19,3.3308346533009573e-06,6.4,3
156,4,4,1.0,5.26,1.315,2.315,2.5342689604258895e-06,6.3125,0
157,4,1,0.25,-1.88,-0.47,2.125,2.1903724587897118e-06,6.1075,3
158,4,2,0.5,0.4500000000000002,0.11250000000000004,2.35,1.8175002046488383e-06,7.485,2
159,3,2,0.6666666666666666,1.0699999999999998,0.35666666666666663,2.123333333333333,1.5418181311325596e-06,6.989999999999999,1
160,2,1,0.5,0.04999999999999982,0.02499999999999991,2.3499999999999996,1.4741729422302861e-06,7.05,1
161,1,1,1.0,1.2999999999999998,1.2999999999999998,2.3,1.974248840643356e-06,7.17,0
162,1,0,0.0,-1.0,-1.0,2.55,1.946808263162493e-06,8.66,1
163,1,0,0.0,-1.0,-1.0,4.33,1.4574837101960394e-06,6.43,1
164,1,0,0.0,-1.0,-1.0,2.62,1.0171001404056712e-06,7.61,1
165,1,0,0.0,-1.0,-1.0,2.65,1.4249471448259533e-07,7.18,1
166,1,1,1.0,1.5499999999999998,1.5499999999999998,2.55,0.0,4.58,0
