scope,bets,profit_total,roi_per_bet,hit_rate,pearson_bdi_profit,spearman_bdi_profit,pearson_rank_profit,spearman_rank_profit,pearson_selected_top8_profit
all,112,-0.9099999999999986,-0.008124999999999988,0.45535714285714285,0.08171408641928507,-0.03277543601512632,0.001710984717722751,0.011830666346210954,0.07732962072479081
weekend,102,0.8400000000000012,0.00823529411764707,0.46078431372549017,0.08178175921123552,-0.03538605672288118,-0.019455055071971376,-0.020026313981693144,0.10533101014075605
