selected_top8,bets,profit_total,roi,hit_rate,avg_bdi,avg_odds
False,64,-5.2,-0.08125,0.421875,2.8232444511540694e-05,2.20890625
True,48,4.29,0.089375,0.5,0.00010124408694629158,2.2097916666666664
