Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas,_source_file,_loaded_at,Resultado,Resultado_Cumplido,Confianza,Marcador,Estado_Partido,Fuente_Web,Actualizado_Web_UTC,Estrategia,Prioridad,P_Win_Calibrada,Confianza_Calibrada,Split_Calibracion
Almería vs Burgos CF,2025-12-14 12:30:00,La Liga 2,Doble Chance,1X,1.2,pinnacle,4,0.8129,0.04,2.02,4.17,1.16,pinnacle:1.2; marathonbet:1.15; betsson:1.15; codere_it:1.14,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,34.13,1-2,,,,,,0.6179504772863978,61.8,test
Almería vs Burgos CF,2025-12-14 12:30:00,La Liga 2,Doble Chance,X2,2.1,pinnacle,4,0.8129,0.09,3.34,4.17,2.01,pinnacle:2.1; marathonbet:2.04; betsson:1.98; codere_it:1.92,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,61.28,1-2,,,,,,0.4613157872089515,46.13,test
Falkirk F.C. vs Hearts,2025-12-13 15:00:00,Premiership,Goles (Over/Under),Over 2.5,1.9,pinnacle,3,0.7986,0.0667,2.72,2.88,1.8333,pinnacle:1.9; codere_it:1.82; betsson:1.78,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,64.58,0-2,,,,,,0.48866659997840517,48.87,train
Falkirk F.C. vs Hearts,2025-12-13 15:00:00,Premiership,Goles (Over/Under),Under 2.5,1.99,pinnacle,3,0.7986,0.0133,0.63,2.88,1.9767,pinnacle:1.99; betsson:1.98; codere_it:1.96,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,62.98,0-2,,,,,,0.5425881866981792,54.26,train
Motor Lublin vs Jagiellonia Białystok,2025-12-14 11:30:00,Ekstraklasa,Doble Chance,1X,1.52,pinnacle,4,0.7687,0.0575,2.48,4.54,1.4625,pinnacle:1.52; marathonbet:1.46; betsson:1.45; codere_it:1.42,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,31.5,1-1,,,,,,0.564041799811566,56.4,test
Motor Lublin vs Jagiellonia Białystok,2025-12-14 11:30:00,Ekstraklasa,Doble Chance,X2,1.54,pinnacle,4,0.7687,0.0575,2.45,4.54,1.4825,pinnacle:1.54; marathonbet:1.48; betsson:1.47; codere_it:1.44,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,60.65,1-1,,,,,,0.5620823941392438,56.21,test
Legia Warszawa vs Piast Gliwice,2025-12-14 14:15:00,Ekstraklasa,Doble Chance,1X,1.29,pinnacle,4,0.7574,0.0525,2.52,4.41,1.2375,pinnacle:1.29; betsson:1.23; marathonbet:1.22; codere_it:1.21,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,31.23,0-1,,,,,,0.5935201596401741,59.35,test
Legia Warszawa vs Piast Gliwice,2025-12-14 14:15:00,Ekstraklasa,Doble Chance,X2,1.82,pinnacle,4,0.7574,0.0575,2.14,4.41,1.7625,pinnacle:1.82; marathonbet:1.77; betsson:1.74; codere_it:1.72,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,61.03,0-1,,,,,,0.533050821843658,53.31,test
RB Salzburg vs Wolfsberger AC,2025-12-14 08:30:00,Austrian Bundesliga,Doble Chance,1X,1.24,pinnacle,3,0.7045,0.03,1.79,4.4,1.21,pinnacle:1.24; codere_it:1.2; betsson:1.19,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,31.27,2-1,,,,,,0.614480147639109,61.45,train
RB Salzburg vs Wolfsberger AC,2025-12-14 08:30:00,Austrian Bundesliga,Doble Chance,X2,2.06,pinnacle,3,0.7045,0.0967,3.95,4.4,1.9633,pinnacle:2.06; betsson:1.96; codere_it:1.87,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,57.31,2-1,,,,,,0.44471730336093623,44.47,train
FC Zwolle vs Fortuna Sittard,2025-12-13 15:00:00,Eredivisie,Doble Chance,1X,1.5,pinnacle,4,0.6557,0.03,1.27,3.34,1.47,pinnacle:1.5; betsson:1.47; codere_it:1.46; marathonbet:1.45,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,33.53,1-0,,,,,,0.599758134429469,59.98,train
FC Zwolle vs Fortuna Sittard,2025-12-13 15:00:00,Eredivisie,Doble Chance,X2,1.56,pinnacle,4,0.6557,0.035,1.64,3.34,1.525,pinnacle:1.56; betsson:1.53; codere_it:1.52; marathonbet:1.49,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,60.86,1-0,,,,,,0.5849793721032949,58.5,train
FC Schalke 04 vs 1. FC Nürnberg,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,1X,1.22,pinnacle,4,0.6496,0.03,1.78,3.91,1.19,pinnacle:1.22; codere_it:1.2; betsson:1.17; marathonbet:1.17,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,30.22,1-0,,,,,,0.625568544218163,62.56,train
FC Schalke 04 vs 1. FC Nürnberg,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,X2,2.09,pinnacle,4,0.6496,0.0575,1.95,3.91,2.0325,pinnacle:2.09; marathonbet:2.04; codere_it:2.02; betsson:1.98,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,58.83,1-0,,,,,,0.5034627671329555,50.35,train
Aberdeen vs Kilmarnock,2025-12-14 10:00:00,Premiership,Doble Chance,1X,1.21,pinnacle,4,0.642,0.02,1.33,4.33,1.19,pinnacle:1.21; betsson:1.2; marathonbet:1.18; codere_it:1.17,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,31.4,2-1,,,,,,0.6389112075195748,63.89,train
Aberdeen vs Kilmarnock,2025-12-14 10:00:00,Premiership,Doble Chance,X2,2.01,pinnacle,4,0.642,0.065,2.45,4.33,1.945,pinnacle:2.01; marathonbet:1.97; betsson:1.91; codere_it:1.89,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,57.06,2-1,,,,,,0.5016057275039527,50.16,train
FC Lugano vs Servette,2025-12-14 10:30:00,Swiss Superleague,Doble Chance,1X,1.38,pinnacle,4,0.625,0.035,1.7,3.92,1.345,pinnacle:1.38; codere_it:1.35; marathonbet:1.33; betsson:1.32,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,29.73,4-2,,,,,,0.6052461981628781,60.52,train
FC Lugano vs Servette,2025-12-14 10:30:00,Swiss Superleague,Doble Chance,X2,1.7,pinnacle,4,0.625,0.04,1.86,3.92,1.66,pinnacle:1.7; codere_it:1.68; marathonbet:1.63; betsson:1.63,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,58.33,4-2,,,,,,0.5630886918778575,56.31,train
Auxerre vs Lille,2025-12-14 11:15:00,Ligue 1,Goles (Over/Under),Over 2.5,1.96,pinnacle,3,0.6113,0.0333,1.29,2.83,1.9267,pinnacle:1.96; codere_it:1.92; betsson:1.9,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,63.16,3-4,,,,,,0.5239677056214982,52.4,train
Auxerre vs Lille,2025-12-14 11:15:00,Ligue 1,Goles (Over/Under),Under 2.5,1.93,pinnacle,3,0.6113,0.03,1.87,2.83,1.9,pinnacle:1.93; codere_it:1.92; betsson:1.85,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,46.95,3-4,,,,,,0.5227239442372142,52.27,train
FC Blau-Weiß Linz vs Rapid Wien,2025-12-14 08:30:00,Austrian Bundesliga,Goles (Over/Under),Over 2.5,2.03,pinnacle,3,0.6024,0.04,1.48,3.32,1.99,pinnacle:2.03; betsson:1.98; codere_it:1.96,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,60.85,1-1,,,,,,0.5088841355269158,50.89,train
FC Blau-Weiß Linz vs Rapid Wien,2025-12-14 08:30:00,Austrian Bundesliga,Goles (Over/Under),Under 2.5,1.85,pinnacle,3,0.6024,0.0333,1.58,3.32,1.8167,pinnacle:1.85; codere_it:1.82; betsson:1.78,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,46.63,1-1,,,,,,0.5337235196611535,53.37,train
Racing Club vs Estudiantes,2025-12-13 19:00:00,Primera División,Doble Chance,1X,1.44,pinnacle,3,0.5888,0.0233,1.85,3.21,1.4167,pinnacle:1.44; betsson:1.43; marathonbet:1.38,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,29.3,1-1,,,,,,0.5952751749028922,59.53,train
Racing Club vs Estudiantes,2025-12-13 19:00:00,Primera División,Doble Chance,X2,1.4,pinnacle,3,0.5888,0.0133,0.9,3.21,1.3867,pinnacle:1.4; betsson:1.39; marathonbet:1.37,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,64.11,1-1,,,,,,0.6179456519405753,61.79,train
SV Darmstadt 98 vs SC Preußen Münster,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,X2,2.24,pinnacle,4,0.5843,0.0625,2.11,4.21,2.1775,pinnacle:2.24; codere_it:2.18; marathonbet:2.18; betsson:2.11,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,56.12,1-0,,,,,,0.4805308581343886,48.05,train
Pescara vs Frosinone,2025-12-14 11:15:00,Serie B,Doble Chance,1X,2.01,pinnacle,4,0.5659,0.095,3.01,4.17,1.915,pinnacle:2.01; codere_it:1.91; marathonbet:1.88; betsson:1.86,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,25.1,1-2,,,,,,0.4729935462078911,47.3,train
Pescara vs Frosinone,2025-12-14 11:15:00,Serie B,Doble Chance,X2,1.26,pinnacle,4,0.5659,0.02,1.28,4.17,1.24,pinnacle:1.26; codere_it:1.25; marathonbet:1.23; betsson:1.22,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,58.69,1-2,,,,,,0.6340897392724862,63.41,train
Austria Wien vs Sturm Graz,2025-12-14 11:00:00,Austrian Bundesliga,Goles (Over/Under),Over 2.5,1.93,pinnacle,3,0.562,0.0433,1.75,3.63,1.8867,pinnacle:1.93; betsson:1.88; codere_it:1.85,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,58.08,3-1,,,,,,0.5152875998100828,51.53,train
Austria Wien vs Sturm Graz,2025-12-14 11:00:00,Austrian Bundesliga,Goles (Over/Under),Under 2.5,1.93,pinnacle,3,0.562,0.03,1.87,3.63,1.9,pinnacle:1.93; codere_it:1.92; betsson:1.85,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,43.92,3-1,,,,,,0.5234431625272179,52.34,train
Elversberg vs Fortuna Düsseldorf,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,1X,1.16,pinnacle,4,0.5443,0.02,1.39,4.06,1.14,pinnacle:1.16; codere_it:1.15; betsson:1.13; marathonbet:1.12,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,28.45,1-0,,,,,,0.6437099018032396,64.37,train
Elversberg vs Fortuna Düsseldorf,2025-12-14 07:30:00,Bundesliga 2,Doble Chance,X2,2.56,pinnacle,4,0.5443,0.1075,2.9,4.06,2.4525,pinnacle:2.56; codere_it:2.45; marathonbet:2.44; betsson:2.36,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,53.8,1-0,,,,,,0.40155619502312745,40.16,train
NAC Breda vs FC Utrecht,2025-12-14 10:45:00,Eredivisie,Goles (Over/Under),Over 2.5,1.9,pinnacle,3,0.5398,0.05,2.46,3.39,1.85,pinnacle:1.9; betsson:1.86; codere_it:1.79,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,56.16,1-1,,,,,,0.5050549841954075,50.51,train
Samsunspor vs Basaksehir,2025-12-14 12:00:00,Super League,Doble Chance,1X,1.33,pinnacle,4,0.5393,0.0125,0.83,3.82,1.3175,pinnacle:1.33; betsson:1.32; codere_it:1.32; marathonbet:1.3,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,33.46,0-2,,,,,,0.6364615673313039,63.65,test
Samsunspor vs Basaksehir,2025-12-14 12:00:00,Super League,Doble Chance,X2,1.71,pinnacle,4,0.5393,0.035,1.55,3.82,1.675,pinnacle:1.71; codere_it:1.69; betsson:1.65; marathonbet:1.65,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,56.97,0-2,,,,,,0.5694116738504138,56.94,test
Fatih Karagümrük vs Kocaelispor,2025-12-14 09:00:00,Super League,Doble Chance,1X,1.6,pinnacle,4,0.5273,0.0325,1.83,3.85,1.5675,pinnacle:1.6; codere_it:1.59; marathonbet:1.55; betsson:1.53,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,26.48,1-1,,,,,,0.580549054066078,58.05,train
Raków Częstochowa vs Zagłębie Lubin,2025-12-14 08:45:00,Ekstraklasa,Doble Chance,1X,1.13,pinnacle,4,0.5172,0.015,1.0,4.93,1.115,pinnacle:1.13; betsson:1.12; marathonbet:1.11; codere_it:1.1,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,29.57,0-1,,,,,,0.6552930949209161,65.53,train
Raków Częstochowa vs Zagłębie Lubin,2025-12-14 08:45:00,Ekstraklasa,Doble Chance,X2,2.27,pinnacle,4,0.5172,0.025,1.02,4.93,2.245,pinnacle:2.27; betsson:2.26; marathonbet:2.24; codere_it:2.21,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,58.48,0-1,,,,,,0.5184031290668729,51.84,train
BSC Young Boys vs FC Luzern,2025-12-14 08:00:00,Swiss Superleague,Doble Chance,1X,1.25,pinnacle,4,0.5105,0.0175,1.05,4.29,1.2325,pinnacle:1.25; codere_it:1.24; marathonbet:1.22; betsson:1.22,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,29.5,2-0,,,,,,0.6397118932406785,63.97,train
BSC Young Boys vs FC Luzern,2025-12-14 08:00:00,Swiss Superleague,Doble Chance,X2,2.12,pinnacle,4,0.5105,0.0975,2.93,4.29,2.0225,pinnacle:2.12; marathonbet:2.01; codere_it:2.0; betsson:1.96,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,52.49,2-0,,,,,,0.45946943274920476,45.95,train
Panetolikos Agrinio vs AEK Athens,2025-12-14 10:30:00,Super League,Goles (Over/Under),Under 2.5,1.88,pinnacle,3,0.5089,0.0467,2.24,3.95,1.8333,pinnacle:1.88; betsson:1.84; codere_it:1.78,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,40.99,0-5,,,,,,0.5130315518184754,51.3,train
Famalicão vs Estoril,2025-12-14 10:30:00,Primeira Liga,Goles (Over/Under),Over 2.5,1.87,pinnacle,2,0.5086,0.025,1.36,3.48,1.845,pinnacle:1.87; betsson:1.82,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,58.36,4-0,,,,,,0.5309817197112088,53.1,train
Famalicão vs Estoril,2025-12-14 10:30:00,Primeira Liga,Goles (Over/Under),Under 2.5,2.0,pinnacle,2,0.5086,0.04,2.04,3.48,1.96,pinnacle:2.0; betsson:1.92,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,42.11,4-0,,,,,,0.4963493756574145,49.63,train
Famalicão vs Estoril,2025-12-14 10:30:00,Primeira Liga,Doble Chance,1X,1.22,pinnacle,3,0.5083,0.02,1.18,4.23,1.2,pinnacle:1.22; marathonbet:1.19; betsson:1.19,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,28.45,4-0,,,,,,0.6309801848353811,63.1,train
Famalicão vs Estoril,2025-12-14 10:30:00,Primeira Liga,Doble Chance,X2,2.05,pinnacle,3,0.5083,0.05,1.78,4.23,2.0,pinnacle:2.05; betsson:1.98; marathonbet:1.97,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,54.7,4-0,,,,,,0.5068384367666845,50.68,train
Gent vs Royal Antwerp,2025-12-14 07:30:00,Belgium First Div,Doble Chance,1X,1.35,pinnacle,3,0.5037,0.0167,0.94,4.01,1.3333,pinnacle:1.35; betsson:1.33; marathonbet:1.32,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,30.74,0-2,,,,,,0.6214866264274462,62.15,train
Gent vs Royal Antwerp,2025-12-14 07:30:00,Belgium First Div,Doble Chance,X2,1.7,pinnacle,3,0.5037,0.0333,1.5,4.01,1.6667,pinnacle:1.7; betsson:1.66; marathonbet:1.64,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,55.87,0-2,,,,,,0.56328706155176,56.33,train
Gazişehir Gaziantep vs Goztepe,2025-12-14 06:30:00,Super League,Doble Chance,1X,1.62,pinnacle,4,0.4987,0.0375,1.44,3.91,1.5825,pinnacle:1.62; betsson:1.58; codere_it:1.57; marathonbet:1.56,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,27.02,0-1,,,,,,0.5795337655193621,57.95,train
Wehen Wiesbaden vs FC Energie Cottbus,2025-12-14 07:30:00,3. Liga,Doble Chance,1X,1.48,pinnacle,3,0.4981,0.0267,1.72,5.3,1.4533,pinnacle:1.48; betsson:1.46; codere_it:1.42,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,24.53,3-1,,,,,,0.5916095224923951,59.16,train
Wehen Wiesbaden vs FC Energie Cottbus,2025-12-14 07:30:00,3. Liga,Doble Chance,X2,1.54,pinnacle,3,0.4981,0.0467,2.28,5.3,1.4933,pinnacle:1.54; betsson:1.48; codere_it:1.46,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,52.2,3-1,,,,,,0.5637614803917845,56.38,train
Moreirense FC vs Benfica,2025-12-14 13:00:00,Primeira Liga,Goles (Over/Under),Over 2.5,1.84,pinnacle,2,0.4926,0.03,1.66,3.37,1.81,pinnacle:1.84; betsson:1.78,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,56.74,0-4,,,,,,0.5271519436679395,52.72,test
Moreirense FC vs Benfica,2025-12-14 13:00:00,Primeira Liga,Goles (Over/Under),Under 2.5,2.04,pinnacle,2,0.4926,0.03,1.49,3.37,2.01,pinnacle:2.04; betsson:1.98,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,43.62,0-4,,,,,,0.5056569271923373,50.57,test
Schweinfurt vs TSV Havelse,2025-12-14 13:30:00,3. Liga,Doble Chance,1X,1.45,pinnacle,3,0.4834,0.0433,2.2,5.42,1.4067,pinnacle:1.45; betsson:1.39; codere_it:1.38,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,22.74,2-3,,,,,,0.5776947900801128,57.77,test
Schweinfurt vs TSV Havelse,2025-12-14 13:30:00,3. Liga,Doble Chance,X2,1.6,pinnacle,3,0.4834,0.0267,1.59,5.42,1.5733,pinnacle:1.6; betsson:1.58; codere_it:1.54,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,53.58,2-3,,,,,,0.579535521622827,57.95,test
FC Blau-Weiß Linz vs Rapid Wien,2025-12-14 08:30:00,Austrian Bundesliga,Doble Chance,1X,1.7,pinnacle,3,0.4821,0.04,1.97,3.9,1.66,pinnacle:1.7; codere_it:1.66; betsson:1.62,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,24.67,1-1,,,,,,0.5527187719817367,55.27,train
FC Blau-Weiß Linz vs Rapid Wien,2025-12-14 08:30:00,Austrian Bundesliga,Doble Chance,X2,1.34,pinnacle,3,0.4821,0.02,1.24,3.9,1.32,pinnacle:1.34; codere_it:1.32; betsson:1.3,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,56.76,1-1,,,,,,0.6168111190858476,61.68,train
Jahn Regensburg vs Waldhof Mannheim,2025-12-14 10:30:00,3. Liga,Doble Chance,1X,1.53,pinnacle,3,0.4647,0.04,1.98,5.38,1.49,pinnacle:1.53; betsson:1.48; codere_it:1.46,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,22.71,3-0,,,,,,0.5734821486558138,57.35,train
Jahn Regensburg vs Waldhof Mannheim,2025-12-14 10:30:00,3. Liga,Doble Chance,X2,1.5,pinnacle,3,0.4647,0.0367,1.96,5.38,1.4633,pinnacle:1.5; betsson:1.46; codere_it:1.43,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,51.86,3-0,,,,,,0.5795247327783194,57.95,train
Charleroi vs Union Saint-Gilloise,2025-12-14 12:30:00,Belgium First Div,Doble Chance,1X,1.97,pinnacle,3,0.464,0.0467,1.77,4.03,1.9233,pinnacle:1.97; betsson:1.91; marathonbet:1.89,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,24.53,1-1,,,,,,0.5187665377504185,51.88,test
Charleroi vs Union Saint-Gilloise,2025-12-14 12:30:00,Belgium First Div,Doble Chance,X2,1.22,pinnacle,3,0.464,0.01,0.67,4.03,1.21,pinnacle:1.22; betsson:1.21; marathonbet:1.2,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,62.91,1-1,,,,,,0.6435028899567267,64.35,test
Austria Wien vs Sturm Graz,2025-12-14 11:00:00,Austrian Bundesliga,Doble Chance,X2,1.61,pinnacle,3,0.4578,0.0367,1.67,3.91,1.5733,pinnacle:1.61; betsson:1.56; codere_it:1.55,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,53.94,3-1,,,,,,0.5692820485269956,56.93,train
Genoa vs Inter Milan,2025-12-14 12:00:00,Serie A,Goles (Over/Under),Over 2.5,2.04,pinnacle,3,0.456,0.04,1.87,3.07,2.0,pinnacle:2.04; codere_it:2.01; betsson:1.95,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,55.54,1-2,,,,,,0.503063803863547,50.31,test
Genoa vs Inter Milan,2025-12-14 12:00:00,Serie A,Goles (Over/Under),Under 2.5,1.85,pinnacle,3,0.456,0.0133,0.68,3.07,1.8367,pinnacle:1.85; codere_it:1.84; betsson:1.82,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,51.1,1-2,,,,,,0.5593553607006873,55.94,test
Trabzonspor vs Besiktas JK,2025-12-14 12:00:00,Super League,Doble Chance,1X,1.5,pinnacle,4,0.455,0.025,1.12,4.0,1.475,pinnacle:1.5; codere_it:1.48; betsson:1.46; marathonbet:1.46,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,27.58,3-3,,,,,,0.6059787467872589,60.6,test
Trabzonspor vs Besiktas JK,2025-12-14 12:00:00,Super League,Doble Chance,X2,1.57,pinnacle,4,0.455,0.0425,1.69,4.0,1.5275,pinnacle:1.57; betsson:1.52; codere_it:1.52; marathonbet:1.5,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,53.67,3-3,,,,,,0.5789092079683854,57.89,test
Getafe vs Espanyol,2025-12-13 15:00:00,La Liga,Doble Chance,1X,1.39,pinnacle,4,0.4539,0.0225,1.31,2.71,1.3675,pinnacle:1.39; marathonbet:1.38; codere_it:1.35; betsson:1.35,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,28.63,0-1,,,,,,0.6169085495925669,61.69,train
Getafe vs Espanyol,2025-12-13 15:00:00,La Liga,Doble Chance,X2,1.52,pinnacle,4,0.4539,0.01,0.66,2.71,1.51,pinnacle:1.52; marathonbet:1.52; codere_it:1.5; betsson:1.5,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,65.25,0-1,,,,,,0.6185799043708912,61.86,train
FC Basel vs FC Lausanne-Sport,2025-12-14 10:30:00,Swiss Superleague,Doble Chance,1X,1.22,pinnacle,4,0.4496,0.0175,1.08,4.27,1.2025,pinnacle:1.22; codere_it:1.21; betsson:1.19; marathonbet:1.19,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,27.43,0-0,,,,,,0.6427621586632468,64.28,train
FC Basel vs FC Lausanne-Sport,2025-12-14 10:30:00,Swiss Superleague,Doble Chance,X2,2.22,pinnacle,4,0.4496,0.0475,1.82,4.27,2.1725,pinnacle:2.22; codere_it:2.2; marathonbet:2.15; betsson:2.12,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,52.77,0-0,,,,,,0.4977578525220674,49.78,train
Brentford vs Leeds United,2025-12-14 11:30:00,EPL,Goles (Over/Under),Over 2.5,1.92,pinnacle,3,0.4437,0.02,0.86,2.84,1.9,pinnacle:1.92; codere_it:1.9; betsson:1.88,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,61.98,1-1,,,,,,0.5440197563688983,54.4,test
Brentford vs Leeds United,2025-12-14 11:30:00,EPL,Goles (Over/Under),Under 2.5,1.97,pinnacle,3,0.4437,0.0267,1.06,2.84,1.9433,pinnacle:1.97; codere_it:1.94; betsson:1.92,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,45.99,1-1,,,,,,0.5308461480593383,53.08,test
NAC Breda vs FC Utrecht,2025-12-14 10:45:00,Eredivisie,Doble Chance,1X,1.53,pinnacle,4,0.4425,0.0175,0.98,3.91,1.5125,pinnacle:1.53; betsson:1.52; codere_it:1.51; marathonbet:1.49,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,28.59,1-1,,,,,,0.6094120411305631,60.94,train
