Partido,Fecha_Hora_Colombia,Liga,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas,_source_file,_loaded_at,Resultado,Resultado_Cumplido,Confianza,Marcador,Estado_Partido,Fuente_Web,Actualizado_Web_UTC,Estrategia,Prioridad,P_Win_Calibrada,Confianza_Calibrada,Split_Calibracion
NAC Breda vs FC Utrecht,2025-12-14 10:45:00,Eredivisie,Doble Chance,X2,1.48,pinnacle,4,0.4425,0.0225,1.01,3.91,1.4575,pinnacle:1.48; betsson:1.46; codere_it:1.45; marathonbet:1.44,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,57.39,1-1,,,,,,0.6112249010236511,61.12,train
Ajax vs Feyenoord,2025-12-14 08:30:00,Eredivisie,Doble Chance,X2,1.42,pinnacle,4,0.4419,0.0325,1.72,3.96,1.3875,pinnacle:1.42; betsson:1.4; codere_it:1.37; marathonbet:1.36,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,53.22,2-0,,,,,,0.6027046478837412,60.27,train
Aris Thessaloniki vs Olympiakos Piraeus,2025-12-14 13:00:00,Super League,Goles (Over/Under),Over 2.5,2.03,betsson,2,0.4419,0.04,2.01,4.82,1.99,betsson:2.03; codere_it:1.95,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,52.38,0-0,,,,,,0.49434337651445653,49.43,test
Aris Thessaloniki vs Olympiakos Piraeus,2025-12-14 13:00:00,Super League,Goles (Over/Under),Under 2.5,1.8,betsson,2,0.4419,0.035,1.98,4.82,1.765,betsson:1.8; codere_it:1.73,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,38.66,0-0,,,,,,0.5254943151238921,52.55,test
Charleroi vs Union Saint-Gilloise,2025-12-14 12:30:00,Belgium First Div,Goles (Over/Under),Over 2.5,2.04,pinnacle,2,0.4392,0.01,0.49,3.37,2.03,pinnacle:2.04; betsson:2.02,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,69.52,1-1,,,,,,0.5326568957612013,53.27,test
Charleroi vs Union Saint-Gilloise,2025-12-14 12:30:00,Belgium First Div,Goles (Over/Under),Under 2.5,1.84,pinnacle,2,0.4392,0.04,2.22,3.37,1.8,pinnacle:1.84; betsson:1.76,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,39.82,1-1,,,,,,0.5131158067427022,51.31,test
Paris FC vs Toulouse,2025-12-13 15:05:00,Ligue 1,Doble Chance,1X,1.5,pinnacle,4,0.4349,0.02,1.26,2.69,1.48,pinnacle:1.5; marathonbet:1.49; codere_it:1.48; betsson:1.45,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,28.42,0-3,,,,,,0.6069095102642781,60.69,train
Panathinaikos vs Volos FC,2025-12-14 14:00:00,Super League,Goles (Over/Under),Over 2.5,1.73,betsson,2,0.4205,0.03,1.76,4.97,1.7,betsson:1.73; codere_it:1.67,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,52.32,2-1,,,,,,0.5402210157980559,54.02,test
Panathinaikos vs Volos FC,2025-12-14 14:00:00,Super League,Goles (Over/Under),Under 2.5,2.12,betsson,2,0.4205,0.045,2.17,4.97,2.075,betsson:2.12; codere_it:2.03,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,37.45,2-1,,,,,,0.4782787828168768,47.83,test
Sparta Rotterdam vs Heerenveen,2025-12-14 06:15:00,Eredivisie,Doble Chance,1X,1.65,pinnacle,4,0.415,0.0275,1.4,4.0,1.6225,pinnacle:1.65; codere_it:1.64; marathonbet:1.6; betsson:1.6,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,24.59,0-3,,,,,,0.5839071171973823,58.39,train
Sparta Rotterdam vs Heerenveen,2025-12-14 06:15:00,Eredivisie,Doble Chance,X2,1.44,pinnacle,4,0.415,0.0325,2.03,4.0,1.4075,pinnacle:1.44; betsson:1.43; codere_it:1.39; marathonbet:1.37,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,51.48,0-3,,,,,,0.5968432137173381,59.68,train
Sporting Lisbon vs AVS Futebol SAD,2025-12-13 15:30:00,Primeira Liga,Goles (Over/Under),Over 3.5,2.03,pinnacle,2,0.4086,0.025,1.25,4.21,2.005,pinnacle:2.03; betsson:1.98,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,25.01,6-0,,,,,,0.5142778675447044,51.43,train
Sporting Lisbon vs AVS Futebol SAD,2025-12-13 15:30:00,Primeira Liga,Goles (Over/Under),Under 3.5,1.82,pinnacle,2,0.4086,0.035,1.96,4.21,1.785,pinnacle:1.82; betsson:1.75,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,46.11,6-0,,,,,,0.5230185210397245,52.3,train
AC Milan vs Sassuolo,2025-12-14 06:30:00,Serie A,Goles (Over/Under),Over 2.5,1.9,pinnacle,3,0.4076,0.0267,1.1,3.14,1.8733,pinnacle:1.9; codere_it:1.87; betsson:1.85,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,57.69,2-2,,,,,,0.5388964823657592,53.89,train
AC Milan vs Sassuolo,2025-12-14 06:30:00,Serie A,Goles (Over/Under),Under 2.5,1.98,pinnacle,3,0.4076,0.02,1.44,3.14,1.96,pinnacle:1.98; codere_it:1.98; betsson:1.92,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,41.74,2-2,,,,,,0.5301386197529695,53.01,train
Gent vs Royal Antwerp,2025-12-14 07:30:00,Belgium First Div,Goles (Over/Under),Over 2.5,1.88,pinnacle,2,0.4012,0.025,1.35,3.44,1.855,pinnacle:1.88; betsson:1.83,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,55.26,0-2,,,,,,0.5301746999609483,53.02,train
Gent vs Royal Antwerp,2025-12-14 07:30:00,Belgium First Div,Goles (Over/Under),Under 2.5,1.99,pinnacle,2,0.4012,0.025,1.27,3.44,1.965,pinnacle:1.99; betsson:1.94,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,41.92,0-2,,,,,,0.5181992726349449,51.82,train
Moreirense FC vs Benfica,2025-12-14 13:00:00,Primeira Liga,Doble Chance,1X,3.22,pinnacle,3,0.3982,0.1733,4.16,4.57,3.0467,pinnacle:3.22; betsson:3.0; marathonbet:2.92,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,18.73,0-4,,,,,,0.2690655240335162,26.91,test
Moreirense FC vs Benfica,2025-12-14 13:00:00,Primeira Liga,Doble Chance,X2,1.07,pinnacle,3,0.3982,0.01,0.77,4.57,1.06,pinnacle:1.07; marathonbet:1.06; betsson:1.05,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,58.41,0-4,,,,,,0.6589929135911222,65.9,test
Atromitos Athens vs PAOK Thessaloniki,2025-12-14 11:00:00,Super League,Doble Chance,1X,2.82,pinnacle,3,0.3972,0.11,3.85,4.96,2.71,pinnacle:2.82; betsson:2.74; codere_it:2.57,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,18.55,2-0,,,,,,0.35205670892791313,35.21,train
Atromitos Athens vs PAOK Thessaloniki,2025-12-14 11:00:00,Super League,Doble Chance,X2,1.1,pinnacle,3,0.3972,0.0167,1.57,4.96,1.0833,pinnacle:1.1; betsson:1.09; codere_it:1.06,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,51.42,2-0,,,,,,0.6426071047022139,64.26,train
Atromitos Athens vs PAOK Thessaloniki,2025-12-14 11:00:00,Super League,Goles (Over/Under),Over 2.5,1.81,betsson,2,0.396,0.03,1.69,5.0,1.78,betsson:1.81; codere_it:1.75,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,51.8,2-0,,,,,,0.5317669124773561,53.18,train
Atromitos Athens vs PAOK Thessaloniki,2025-12-14 11:00:00,Super League,Goles (Over/Under),Under 2.5,2.01,betsson,2,0.396,0.04,2.03,5.0,1.97,betsson:2.01; codere_it:1.93,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,37.01,2-0,,,,,,0.4967101455296287,49.67,train
Crystal Palace vs Manchester City,2025-12-14 09:00:00,EPL,Goles (Over/Under),Over 2.5,1.68,betsson,2,0.3936,0.03,1.82,4.98,1.65,betsson:1.68; codere_it:1.62,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,51.32,0-3,,,,,,0.5454229104387934,54.54,train
Crystal Palace vs Manchester City,2025-12-14 09:00:00,EPL,Goles (Over/Under),Under 2.5,2.2,betsson,2,0.3936,0.04,1.85,4.98,2.16,betsson:2.2; codere_it:2.12,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,37.43,0-3,,,,,,0.4765025517973471,47.65,train
Lyon vs Le Havre,2025-12-14 09:00:00,Ligue 1,Doble Chance,1X,1.17,marathonbet,4,0.393,0.0125,0.72,3.13,1.1575,marathonbet:1.17; pinnacle:1.16; betsson:1.15; codere_it:1.15,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,32.07,1-0,,,,,,0.6548804530707915,65.49,train
Lyon vs Le Havre,2025-12-14 09:00:00,Ligue 1,Doble Chance,X2,2.39,marathonbet,4,0.393,0.035,1.29,3.13,2.355,marathonbet:2.39; pinnacle:2.38; codere_it:2.33; betsson:2.32,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,55.03,1-0,,,,,,0.4926157297476217,49.26,train
Panathinaikos vs Volos FC,2025-12-14 14:00:00,Super League,Doble Chance,1X,1.05,pinnacle,3,0.3881,0.0167,1.64,5.23,1.0333,pinnacle:1.05; betsson:1.04; codere_it:1.01,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,21.56,2-1,,,,,,0.6474277416595298,64.74,test
Panathinaikos vs Volos FC,2025-12-14 14:00:00,Super League,Doble Chance,X2,3.46,pinnacle,3,0.3881,0.2,5.01,5.23,3.26,pinnacle:3.46; betsson:3.26; codere_it:3.06,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,46.56,2-1,,,,,,0.22611593759960247,22.61,test
Genk vs Westerlo,2025-12-14 13:15:00,Belgium First Div,Doble Chance,1X,1.23,pinnacle,3,0.3826,0.0167,1.4,4.26,1.2133,pinnacle:1.23; betsson:1.22; marathonbet:1.19,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,23.32,1-1,,,,,,0.629894427920531,62.99,test
Genk vs Westerlo,2025-12-14 13:15:00,Belgium First Div,Doble Chance,X2,2.15,pinnacle,3,0.3826,0.03,1.68,4.26,2.12,pinnacle:2.15; marathonbet:2.14; betsson:2.07,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,51.23,1-1,,,,,,0.5111272081162734,51.11,test
Dender vs Club Brugge,2025-12-14 10:00:00,Belgium First Div,Doble Chance,1X,2.37,pinnacle,3,0.3797,0.0367,1.41,4.24,2.3333,pinnacle:2.37; marathonbet:2.34; betsson:2.29,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,23.2,1-5,,,,,,0.4836185666578796,48.36,train
Dender vs Club Brugge,2025-12-14 10:00:00,Belgium First Div,Doble Chance,X2,1.19,pinnacle,3,0.3797,0.0267,2.14,4.24,1.1633,pinnacle:1.19; betsson:1.17; marathonbet:1.13,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,49.88,1-5,,,,,,0.6189102505592317,61.89,train
Strasbourg vs Lorient,2025-12-14 11:15:00,Ligue 1,Doble Chance,X2,2.18,marathonbet,4,0.3758,0.05,1.72,3.06,2.13,marathonbet:2.18; pinnacle:2.15; codere_it:2.1; betsson:2.09,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,52.72,0-0,,,,,,0.5012002666001912,50.12,train
Getafe vs Espanyol,2025-12-13 15:00:00,La Liga,Goles (Over/Under),Over 1.5,1.78,codere_it,2,0.3737,0.015,0.85,3.8,1.765,codere_it:1.78; betsson:1.75,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,28.24,0-1,,,,,,0.555586897626216,55.56,train
Getafe vs Espanyol,2025-12-13 15:00:00,La Liga,Goles (Over/Under),Under 1.5,2.1,codere_it,2,0.3737,0.04,1.94,3.8,2.06,codere_it:2.1; betsson:2.02,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,21.63,0-1,,,,,,0.4863632821422387,48.64,train
Sunderland vs Newcastle United,2025-12-14 09:00:00,EPL,Goles (Over/Under),Over 2.5,2.05,pinnacle,3,0.3675,0.0133,0.93,2.83,2.0367,pinnacle:2.05; betsson:2.05; codere_it:2.01,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,58.84,1-0,,,,,,0.5329138661819348,53.29,train
Sunderland vs Newcastle United,2025-12-14 09:00:00,EPL,Goles (Over/Under),Under 2.5,1.85,pinnacle,3,0.3675,0.0233,1.81,2.83,1.8267,pinnacle:1.85; codere_it:1.85; betsson:1.78,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,39.82,1-0,,,,,,0.5383514159245518,53.84,train
Sevilla vs Oviedo,2025-12-14 08:00:00,La Liga,Goles (Over/Under),Over 2.5,2.27,codere_it,2,0.3613,0.025,1.11,3.93,2.245,codere_it:2.27; betsson:2.22,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,54.94,4-0,,,,,,0.48757983481846556,48.76,train
Sevilla vs Oviedo,2025-12-14 08:00:00,La Liga,Goles (Over/Under),Under 2.5,1.67,codere_it,2,0.3613,0.025,1.52,3.93,1.645,codere_it:1.67; betsson:1.62,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,38.71,4-0,,,,,,0.5531789237910372,55.32,train
Celta Vigo vs Athletic Bilbao,2025-12-14 10:15:00,La Liga,Doble Chance,X2,1.48,marathonbet,4,0.3583,0.0175,0.89,3.07,1.4625,marathonbet:1.48; pinnacle:1.47; codere_it:1.45; betsson:1.45,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,57.6,2-0,,,,,,0.6156927685827852,61.57,train
Udinese vs Napoli,2025-12-14 09:00:00,Serie A,Goles (Over/Under),Under 2.5,1.62,codere_it,2,0.3342,0.035,2.21,3.92,1.585,codere_it:1.62; betsson:1.55,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,35.85,1-0,,,,,,0.5434321889260416,54.34,train
Aris Thessaloniki vs Olympiakos Piraeus,2025-12-14 13:00:00,Super League,Doble Chance,1X,2.8,pinnacle,3,0.3327,0.17,5.13,5.2,2.63,pinnacle:2.8; betsson:2.62; codere_it:2.47,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,15.78,0-0,,,,,,0.302200613561466,30.22,test
Panetolikos Agrinio vs AEK Athens,2025-12-14 10:30:00,Super League,Doble Chance,1X,3.05,pinnacle,3,0.3283,0.1333,4.28,5.3,2.9167,pinnacle:3.05; betsson:2.95; codere_it:2.75,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,15.96,0-5,,,,,,0.3087551170080126,30.88,train
Auxerre vs Lille,2025-12-14 11:15:00,Ligue 1,Doble Chance,1X,2.06,marathonbet,4,0.3252,0.0675,2.23,3.29,1.9925,marathonbet:2.06; pinnacle:2.0; codere_it:1.97; betsson:1.94,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,20.32,3-4,,,,,,0.496655627959506,49.67,train
Arsenal vs Wolverhampton Wanderers,2025-12-13 15:00:00,EPL,Goles (Over/Under),Over 3.5,2.18,betsson,2,0.3241,0.03,1.4,5.4,2.15,betsson:2.18; codere_it:2.12,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,20.57,2-1,,,,,,0.4921743399306242,49.22,train
Arsenal vs Wolverhampton Wanderers,2025-12-13 15:00:00,EPL,Goles (Over/Under),Under 3.5,1.68,betsson,2,0.3241,0.03,1.82,5.4,1.65,betsson:1.68; codere_it:1.62,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,42.92,2-1,,,,,,0.5459097552059342,54.59,train
Fiorentina vs Hellas Verona,2025-12-14 09:00:00,Serie A,Goles (Over/Under),Over 2.5,2.22,betsson,2,0.3221,0.05,2.3,5.65,2.17,betsson:2.22; codere_it:2.12,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,47.55,1-2,,,,,,0.4620424558669313,46.2,train
Fiorentina vs Hellas Verona,2025-12-14 09:00:00,Serie A,Goles (Over/Under),Under 2.5,1.65,betsson,2,0.3221,0.02,1.23,5.65,1.63,betsson:1.65; codere_it:1.61,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,37.53,1-2,,,,,,0.5639907486946149,56.4,train
Celta Vigo vs Athletic Bilbao,2025-12-14 10:15:00,La Liga,Doble Chance,1X,1.5,pinnacle,4,0.295,0.0125,0.56,3.22,1.4875,pinnacle:1.5; marathonbet:1.49; codere_it:1.48; betsson:1.48,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,32.92,2-0,,,,,,0.6210074254857809,62.1,train
Marseille vs AS Monaco,2025-12-14 14:45:00,Ligue 1,Doble Chance,X2,2.0,marathonbet,4,0.2947,0.0525,2.0,3.19,1.9475,marathonbet:2.0; pinnacle:1.97; betsson:1.91; codere_it:1.91,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,49.21,1-0,,,,,,0.5174798705512123,51.75,test
Fiorentina vs Hellas Verona,2025-12-14 09:00:00,Serie A,Doble Chance,1X,1.24,pinnacle,4,0.2917,0.01,0.57,3.36,1.23,pinnacle:1.24; betsson:1.23; marathonbet:1.23; codere_it:1.22,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,32.25,1-2,,,,,,0.6511059860522186,65.11,train
SC Freiburg vs Borussia Dortmund,2025-12-14 09:30:00,Bundesliga,Doble Chance,1X,1.73,pinnacle,4,0.2909,0.025,1.21,3.3,1.705,pinnacle:1.73; marathonbet:1.72; codere_it:1.69; betsson:1.68,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,23.05,1-1,,,,,,0.5785705182204368,57.86,train
SC Freiburg vs Borussia Dortmund,2025-12-14 09:30:00,Bundesliga,Doble Chance,X2,1.36,pinnacle,4,0.2909,0.0075,0.61,3.3,1.3525,pinnacle:1.36; marathonbet:1.36; betsson:1.35; codere_it:1.34,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,60.28,1-1,,,,,,0.6392947632451946,63.93,train
SC Freiburg vs Borussia Dortmund,2025-12-14 09:30:00,Bundesliga,Goles (Over/Under),Over 2.5,1.78,betsson,2,0.2887,0.015,0.85,5.68,1.765,betsson:1.78; codere_it:1.75,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,53.95,1-1,,,,,,0.5571805296355453,55.72,train
SC Freiburg vs Borussia Dortmund,2025-12-14 09:30:00,Bundesliga,Goles (Over/Under),Under 2.5,2.02,betsson,2,0.2887,0.045,2.28,5.68,1.975,betsson:2.02; codere_it:1.93,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,32.77,1-1,,,,,,0.4895844664287539,48.96,train
FC Twente Enschede vs Go Ahead Eagles,2025-12-14 08:30:00,Eredivisie,Doble Chance,1X,1.1,pinnacle,4,0.2857,0.015,1.03,4.41,1.085,pinnacle:1.1; codere_it:1.09; marathonbet:1.08; betsson:1.07,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,22.81,2-0,,,,,,0.6583441942960275,65.83,train
Udinese vs Napoli,2025-12-14 09:00:00,Serie A,Doble Chance,1X,1.99,pinnacle,4,0.279,0.0325,1.59,3.62,1.9575,pinnacle:1.99; marathonbet:1.98; codere_it:1.95; betsson:1.91,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,20.18,1-0,,,,,,0.5385496678470142,53.85,train
Udinese vs Napoli,2025-12-14 09:00:00,Serie A,Doble Chance,X2,1.22,pinnacle,4,0.279,0.015,0.93,3.62,1.205,pinnacle:1.22; marathonbet:1.21; betsson:1.2; codere_it:1.19,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,53.75,1-0,,,,,,0.6460904087806235,64.61,train
Werder Bremen vs VfB Stuttgart,2025-12-14 13:30:00,Bundesliga,Doble Chance,1X,1.68,pinnacle,4,0.2738,0.025,1.57,3.36,1.655,pinnacle:1.68; marathonbet:1.68; codere_it:1.64; betsson:1.62,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,20.54,0-4,,,,,,0.5800670723424934,58.01,test
Werder Bremen vs VfB Stuttgart,2025-12-14 13:30:00,Bundesliga,Doble Chance,X2,1.45,pinnacle,4,0.2738,0.0175,1.25,3.36,1.4325,pinnacle:1.45; marathonbet:1.45; codere_it:1.42; betsson:1.41,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,51.27,0-4,,,,,,0.6152354902813463,61.52,test
Carrarese vs Virtus Entella,2025-12-14 09:00:00,Serie B,Doble Chance,1X,1.4,codere_it,4,0.264,0.02,1.15,4.81,1.38,codere_it:1.4; pinnacle:1.39; marathonbet:1.37; betsson:1.36,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,20.77,3-1,,,,,,0.6213077267009934,62.13,train
Carrarese vs Virtus Entella,2025-12-14 09:00:00,Serie B,Doble Chance,X2,1.52,codere_it,4,0.264,0.025,1.67,4.81,1.495,codere_it:1.52; pinnacle:1.52; marathonbet:1.47; betsson:1.47,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,47.17,3-1,,,,,,0.5982325472098364,59.82,train
Paris FC vs Toulouse,2025-12-13 15:05:00,Ligue 1,Goles (Over/Under),Over 2.5,2.12,betsson,2,0.2638,0.045,2.17,5.99,2.075,betsson:2.12; codere_it:2.03,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,45.86,0-3,,,,,,0.4794378052677732,47.94,train
Paris FC vs Toulouse,2025-12-13 15:05:00,Ligue 1,Goles (Over/Under),Under 2.5,1.7,betsson,2,0.2638,0.015,0.89,5.99,1.685,betsson:1.7; codere_it:1.67,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,38.69,0-3,,,,,,0.5662890207924184,56.63,train
Sevilla vs Oviedo,2025-12-14 08:00:00,La Liga,Doble Chance,X2,1.87,marathonbet,4,0.2635,0.0425,1.99,3.15,1.8275,marathonbet:1.87; pinnacle:1.84; codere_it:1.83; betsson:1.77,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,48.38,4-0,,,,,,0.5401921421252399,54.02,train
Bologna vs Juventus,2025-12-14 14:45:00,Serie A,Doble Chance,X2,1.44,marathonbet,4,0.2593,0.0125,0.58,3.24,1.4275,marathonbet:1.44; pinnacle:1.43; codere_it:1.42; betsson:1.42,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,60.29,0-1,,,,,,0.6275256605784205,62.75,test
RC Lens vs Nice,2025-12-14 11:15:00,Ligue 1,Goles (Over/Under),Over 3.5,2.31,codere_it,2,0.2576,0.065,2.9,4.27,2.245,codere_it:2.31; betsson:2.18,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Fallido,,15.86,2-0,,,,,,0.4325697630567756,43.26,train
Paris FC vs Toulouse,2025-12-13 15:05:00,Ligue 1,Doble Chance,X2,1.49,marathonbet,4,0.2573,0.0125,0.74,3.07,1.4775,marathonbet:1.49; pinnacle:1.48; betsson:1.48; codere_it:1.46,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,56.85,0-3,,,,,,0.6200063376293146,62.0,train
Sunderland vs Newcastle United,2025-12-14 09:00:00,EPL,Doble Chance,1X,1.7,marathonbet,4,0.25,0.035,1.38,3.2,1.665,marathonbet:1.7; pinnacle:1.67; codere_it:1.65; betsson:1.64,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,21.0,1-0,,,,,,0.572913414905258,57.29,train
Auxerre vs Lille,2025-12-14 11:15:00,Ligue 1,Doble Chance,X2,1.24,pinnacle,4,0.2493,0.0075,0.35,3.49,1.2325,pinnacle:1.24; betsson:1.23; codere_it:1.23; marathonbet:1.23,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,70.88,3-4,,,,,,0.6554064814044213,65.54,train
Nottingham Forest vs Tottenham Hotspur,2025-12-14 09:00:00,EPL,Doble Chance,1X,1.47,marathonbet,4,0.2476,0.015,0.77,3.19,1.455,marathonbet:1.47; pinnacle:1.46; codere_it:1.45; betsson:1.44,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,26.68,3-0,,,,,,0.6202799048202171,62.03,train
West Ham United vs Aston Villa,2025-12-14 09:00:00,EPL,Doble Chance,X2,1.31,marathonbet,4,0.2437,0.01,0.54,3.2,1.3,marathonbet:1.31; pinnacle:1.3; codere_it:1.3; betsson:1.29,analisis_mercados_fusionado_20251213_con_confianza_con_resultados.csv,2025-12-15T20:48:10,Acertado,,61.18,2-3,,,,,,0.6439001902330433,64.39,train
