Partido,Fecha_Hora_Colombia,Estado,Tipo_Mercado,Mercado,Mejor_Cuota,Mejor_Casa,Num_Casas,Score_Final,Diferencia_Cuota_Promedio,Volatilidad_Pct,Margen_Casa_Pct,Cuota_Promedio_Mercado,Todas_Las_Cuotas
Boca Juniors vs Talleres,2025-11-23 18:00:00,🔴 EN VIVO,Goles (Over/Under),Over 1.75,1.91,pinnacle,1,1.2788,0.0,,3.12,1.91,pinnacle:1.91
Boca Juniors vs Talleres,2025-11-23 18:00:00,🔴 EN VIVO,Goles (Over/Under),Under 1.75,1.97,pinnacle,1,1.2788,0.0,,3.12,1.97,pinnacle:1.97
FC Juárez vs Pachuca,2025-11-23 20:00:00,⏰ Próximo,Goles (Over/Under),Over 2.25,1.91,pinnacle,1,1.0629,0.0,,2.86,1.91,pinnacle:1.91
FC Juárez vs Pachuca,2025-11-23 20:00:00,⏰ Próximo,Goles (Over/Under),Under 2.25,1.98,pinnacle,1,1.0629,0.0,,2.86,1.98,pinnacle:1.98
Philadelphia Union vs New York City FC,2025-11-23 19:45:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.07,pinnacle,3,0.9831,0.0667,3.11,2.95,2.0033,pinnacle:2.07; betsson:2.02; codere_it:1.92
Philadelphia Union vs New York City FC,2025-11-23 19:45:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.83,pinnacle,3,0.9831,0.04,1.82,2.95,1.79,pinnacle:1.83; codere_it:1.79; betsson:1.75
San Diego FC vs Minnesota United FC,2025-11-24 22:00:00,⏰ Próximo,Goles (Over/Under),Over 3.0,2.05,pinnacle,1,0.9293,0.0,,2.83,2.05,pinnacle:2.05
San Diego FC vs Minnesota United FC,2025-11-24 22:00:00,⏰ Próximo,Goles (Over/Under),Under 3.0,1.85,pinnacle,1,0.9293,0.0,,2.83,1.85,pinnacle:1.85
TSG Hoffenheim vs Augsburg,2025-11-29 09:30:00,⏰ Próximo,Goles (Over/Under),Over 3.0,2.02,pinnacle,1,0.8889,0.0,,2.7,2.02,pinnacle:2.02
TSG Hoffenheim vs Augsburg,2025-11-29 09:30:00,⏰ Próximo,Goles (Over/Under),Under 3.0,1.88,pinnacle,1,0.8889,0.0,,2.7,1.88,pinnacle:1.88
Bayer Leverkusen vs Borussia Dortmund,2025-11-29 12:30:00,⏰ Próximo,Goles (Over/Under),Over 3.0,1.9,pinnacle,1,0.8507,0.0,,2.88,1.9,pinnacle:1.9
Bayer Leverkusen vs Borussia Dortmund,2025-11-29 12:30:00,⏰ Próximo,Goles (Over/Under),Under 3.0,1.99,pinnacle,1,0.8507,0.0,,2.88,1.99,pinnacle:1.99
Levante vs Athletic Bilbao,2025-11-29 12:30:00,⏰ Próximo,Goles (Over/Under),Over 2.25,1.87,pinnacle,1,0.8321,0.0,,2.74,1.87,pinnacle:1.87
Levante vs Athletic Bilbao,2025-11-29 12:30:00,⏰ Próximo,Goles (Over/Under),Under 2.25,2.03,pinnacle,1,0.8321,0.0,,2.74,2.03,pinnacle:2.03
AC Milan vs Lazio,2025-11-29 14:45:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.99,pinnacle,3,0.816,0.0567,2.08,2.88,1.9333,pinnacle:1.99; codere_it:1.91; betsson:1.9
AC Milan vs Lazio,2025-11-29 14:45:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.9,pinnacle,3,0.816,0.03,1.16,2.88,1.87,pinnacle:1.9; codere_it:1.86; betsson:1.85
Marseille vs Toulouse,2025-11-29 15:05:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.9,pinnacle,3,0.816,0.0267,1.1,2.88,1.8733,pinnacle:1.9; codere_it:1.87; betsson:1.85
Marseille vs Toulouse,2025-11-29 15:05:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.99,pinnacle,3,0.816,0.06,2.2,2.88,1.93,pinnacle:1.99; betsson:1.9; codere_it:1.9
Mallorca vs CA Osasuna,2025-11-29 08:00:00,⏰ Próximo,Goles (Over/Under),Over 2.0,1.87,pinnacle,1,0.7953,0.0,,2.98,1.87,pinnacle:1.87
Mallorca vs CA Osasuna,2025-11-29 08:00:00,⏰ Próximo,Goles (Over/Under),Under 2.0,2.02,pinnacle,1,0.7953,0.0,,2.98,2.02,pinnacle:2.02
Cruzeiro vs Corinthians,2025-11-23 18:30:00,⏰ Próximo,Goles (Over/Under),Over 2.25,1.84,pinnacle,1,0.7923,0.0,,3.13,1.84,pinnacle:1.84
Cruzeiro vs Corinthians,2025-11-23 18:30:00,⏰ Próximo,Goles (Over/Under),Under 2.25,2.05,pinnacle,1,0.7923,0.0,,3.13,2.05,pinnacle:2.05
Parma vs Udinese,2025-11-29 09:00:00,⏰ Próximo,Goles (Over/Under),Over 2.25,1.99,pinnacle,1,0.7917,0.0,,2.88,1.99,pinnacle:1.99
Parma vs Udinese,2025-11-29 09:00:00,⏰ Próximo,Goles (Over/Under),Under 2.25,1.9,pinnacle,1,0.7917,0.0,,2.88,1.9,pinnacle:1.9
AS Monaco vs Paris Saint Germain,2025-11-29 11:00:00,⏰ Próximo,Goles (Over/Under),Over 3.25,1.88,pinnacle,1,0.7687,0.0,,2.94,1.88,pinnacle:1.88
AS Monaco vs Paris Saint Germain,2025-11-29 11:00:00,⏰ Próximo,Goles (Over/Under),Under 3.25,2.01,pinnacle,1,0.7687,0.0,,2.94,2.01,pinnacle:2.01
FC Cincinnati vs Inter Miami CF,2025-11-23 17:12:00,🔴 EN VIVO,Goles (Over/Under),Over 2.75,1.79,pinnacle,1,0.756,0.0,,4.18,1.79,pinnacle:1.79
FC Cincinnati vs Inter Miami CF,2025-11-23 17:12:00,🔴 EN VIVO,Goles (Over/Under),Under 2.75,2.07,pinnacle,1,0.756,0.0,,4.18,2.07,pinnacle:2.07
Union Berlin vs 1. FC Heidenheim,2025-11-29 09:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.89,pinnacle,3,0.7491,0.0333,1.54,2.91,1.8567,pinnacle:1.89; codere_it:1.86; betsson:1.82
Union Berlin vs 1. FC Heidenheim,2025-11-29 09:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.0,pinnacle,3,0.7491,0.0467,1.88,2.91,1.9533,pinnacle:2.0; betsson:1.95; codere_it:1.91
Juventus vs Cagliari,2025-11-29 12:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.99,pinnacle,3,0.7222,0.0433,1.59,2.88,1.9467,pinnacle:1.99; codere_it:1.93; betsson:1.92
Juventus vs Cagliari,2025-11-29 12:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.9,pinnacle,3,0.7222,0.0333,1.26,2.88,1.8667,pinnacle:1.9; betsson:1.85; codere_it:1.85
Mirassol vs Ceará,2025-11-24 17:00:00,⏰ Próximo,Goles (Over/Under),Over 2.25,1.93,pinnacle,1,0.6994,0.0,,3.36,1.93,pinnacle:1.93
Mirassol vs Ceará,2025-11-24 17:00:00,⏰ Próximo,Goles (Over/Under),Under 2.25,1.94,pinnacle,1,0.6994,0.0,,3.36,1.94,pinnacle:1.94
Werder Bremen vs 1. FC Köln,2025-11-29 09:30:00,⏰ Próximo,Goles (Over/Under),Over 3.0,1.89,pinnacle,1,0.6804,0.0,,3.16,1.89,pinnacle:1.89
Werder Bremen vs 1. FC Köln,2025-11-29 09:30:00,⏰ Próximo,Goles (Over/Under),Under 3.0,1.99,pinnacle,1,0.6804,0.0,,3.16,1.99,pinnacle:1.99
Rayo Vallecano vs Valencia,2025-12-01 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.25,1.83,pinnacle,1,0.6708,0.0,,3.19,1.83,pinnacle:1.83
Rayo Vallecano vs Valencia,2025-12-01 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.25,2.06,pinnacle,1,0.6708,0.0,,3.19,2.06,pinnacle:2.06
Everton vs Newcastle United,2025-11-29 12:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.07,pinnacle,3,0.6508,0.0533,2.23,2.95,2.0167,pinnacle:2.07; betsson:2.02; codere_it:1.96
Everton vs Newcastle United,2025-11-29 12:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.83,pinnacle,3,0.6508,0.02,1.19,2.95,1.81,pinnacle:1.83; codere_it:1.82; betsson:1.78
Genoa vs Hellas Verona,2025-11-29 09:00:00,⏰ Próximo,Goles (Over/Under),Over 2.0,2.08,pinnacle,1,0.6225,0.0,,3.02,2.08,pinnacle:2.08
Genoa vs Hellas Verona,2025-11-29 09:00:00,⏰ Próximo,Goles (Over/Under),Under 2.0,1.82,pinnacle,1,0.6225,0.0,,3.02,1.82,pinnacle:1.82
Torino vs Como,2025-11-24 12:30:00,⏰ Próximo,Goles (Over/Under),Over 2.25,2.08,pinnacle,1,0.614,0.0,,2.72,2.08,pinnacle:2.08
Torino vs Como,2025-11-24 12:30:00,⏰ Próximo,Goles (Over/Under),Under 2.25,1.83,pinnacle,1,0.614,0.0,,2.72,1.83,pinnacle:1.83
Eintracht Frankfurt vs VfL Wolfsburg,2025-11-30 11:30:00,⏰ Próximo,Goles (Over/Under),Over 3.25,1.94,pinnacle,1,0.6131,0.0,,3.36,1.94,pinnacle:1.94
Eintracht Frankfurt vs VfL Wolfsburg,2025-11-30 11:30:00,⏰ Próximo,Goles (Over/Under),Under 3.25,1.93,pinnacle,1,0.6131,0.0,,3.36,1.93,pinnacle:1.93
Girona vs Real Madrid,2025-11-30 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.25,1.85,pinnacle,1,0.6114,0.0,,3.32,1.85,pinnacle:1.85
Girona vs Real Madrid,2025-11-30 15:00:00,⏰ Próximo,Goles (Over/Under),Under 3.25,2.03,pinnacle,1,0.6114,0.0,,3.32,2.03,pinnacle:2.03
Brentford vs Burnley,2025-11-29 10:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.87,pinnacle,3,0.6107,0.0333,1.28,2.98,1.8367,pinnacle:1.87; betsson:1.82; codere_it:1.82
Brentford vs Burnley,2025-11-29 10:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.02,pinnacle,3,0.6107,0.0333,1.26,2.98,1.9867,pinnacle:2.02; betsson:1.98; codere_it:1.96
Paris FC vs Auxerre,2025-11-29 13:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.87,pinnacle,3,0.6107,0.0333,1.28,2.98,1.8367,pinnacle:1.87; betsson:1.82; codere_it:1.82
Paris FC vs Auxerre,2025-11-29 13:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.02,pinnacle,3,0.6107,0.0333,1.26,2.98,1.9867,pinnacle:2.02; betsson:1.98; codere_it:1.96
Angers vs RC Lens,2025-11-30 11:15:00,⏰ Próximo,Goles (Over/Under),Over 2.75,2.04,pinnacle,1,0.6053,0.0,,3.37,2.04,pinnacle:2.04
Angers vs RC Lens,2025-11-30 11:15:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.84,pinnacle,1,0.6053,0.0,,3.37,1.84,pinnacle:1.84
Tottenham Hotspur vs Fulham,2025-11-29 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.87,pinnacle,3,0.604,0.0267,1.35,2.98,1.8433,pinnacle:1.87; betsson:1.85; codere_it:1.81
Tottenham Hotspur vs Fulham,2025-11-29 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.02,pinnacle,3,0.604,0.04,1.49,2.98,1.98,pinnacle:2.02; codere_it:1.97; betsson:1.95
SC Freiburg vs FSV Mainz 05,2025-11-30 13:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.04,pinnacle,3,0.5816,0.0333,1.69,3.37,2.0067,pinnacle:2.04; betsson:2.02; codere_it:1.96
SC Freiburg vs FSV Mainz 05,2025-11-30 13:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.84,pinnacle,3,0.5816,0.0367,2.14,3.37,1.8033,pinnacle:1.84; codere_it:1.82; betsson:1.75
Real Sociedad vs Villarreal,2025-11-30 08:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.85,pinnacle,3,0.5783,0.0167,0.68,3.32,1.8333,pinnacle:1.85; codere_it:1.83; betsson:1.82
Real Sociedad vs Villarreal,2025-11-30 08:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.03,pinnacle,3,0.5783,0.0567,2.04,3.32,1.9733,pinnacle:2.03; betsson:1.95; codere_it:1.94
Internacional vs Santos,2025-11-24 19:00:00,⏰ Próximo,Goles (Over/Under),Over 2.25,1.87,pinnacle,1,0.571,0.0,,3.73,1.87,pinnacle:1.87
Internacional vs Santos,2025-11-24 19:00:00,⏰ Próximo,Goles (Over/Under),Under 2.25,1.99,pinnacle,1,0.571,0.0,,3.73,1.99,pinnacle:1.99
Atlético Madrid vs Oviedo,2025-11-29 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.75,1.89,pinnacle,1,0.5702,0.0,,3.42,1.89,pinnacle:1.89
Atlético Madrid vs Oviedo,2025-11-29 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.98,pinnacle,1,0.5702,0.0,,3.42,1.98,pinnacle:1.98
Sassuolo vs Pisa,2025-11-24 14:45:00,⏰ Próximo,Goles (Over/Under),Over 2.25,2.05,pinnacle,1,0.5654,0.0,,2.83,2.05,pinnacle:2.05
Sassuolo vs Pisa,2025-11-24 14:45:00,⏰ Próximo,Goles (Over/Under),Under 2.25,1.85,pinnacle,1,0.5654,0.0,,2.83,1.85,pinnacle:1.85
Sunderland vs Bournemouth,2025-11-29 10:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.98,pinnacle,3,0.5478,0.0333,1.47,3.14,1.9467,pinnacle:1.98; betsson:1.95; codere_it:1.91
Sunderland vs Bournemouth,2025-11-29 10:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.9,pinnacle,3,0.5478,0.03,1.16,3.14,1.87,pinnacle:1.9; codere_it:1.86; betsson:1.85
Getafe vs Elche CF,2025-11-28 15:00:00,⏰ Próximo,Goles (Over/Under),Over 1.75,1.81,pinnacle,1,0.5265,0.0,,2.64,1.81,pinnacle:1.81
Getafe vs Elche CF,2025-11-28 15:00:00,⏰ Próximo,Goles (Over/Under),Under 1.75,2.11,pinnacle,1,0.5265,0.0,,2.64,2.11,pinnacle:2.11
Como vs Sassuolo,2025-11-28 14:45:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.01,pinnacle,3,0.5204,0.0333,1.26,2.94,1.9767,pinnacle:2.01; codere_it:1.97; betsson:1.95
Como vs Sassuolo,2025-11-28 14:45:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.88,pinnacle,3,0.5204,0.0233,1.41,2.94,1.8567,pinnacle:1.88; codere_it:1.87; betsson:1.82
Lyon vs Nantes,2025-11-30 14:45:00,⏰ Próximo,Goles (Over/Under),Over 2.75,1.92,pinnacle,1,0.5193,0.0,,3.37,1.92,pinnacle:1.92
Lyon vs Nantes,2025-11-30 14:45:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.95,pinnacle,1,0.5193,0.0,,3.37,1.95,pinnacle:1.95
Le Havre vs Lille,2025-11-30 11:15:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.97,pinnacle,3,0.5192,0.0267,1.28,3.39,1.9433,pinnacle:1.97; betsson:1.95; codere_it:1.91
Le Havre vs Lille,2025-11-30 11:15:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.9,pinnacle,3,0.5192,0.0367,1.77,3.39,1.8633,pinnacle:1.9; codere_it:1.87; betsson:1.82
Borussia Monchengladbach vs RB Leipzig,2025-11-28 14:30:00,⏰ Próximo,Goles (Over/Under),Over 3.25,1.92,pinnacle,1,0.5176,0.0,,2.84,1.92,pinnacle:1.92
Borussia Monchengladbach vs RB Leipzig,2025-11-28 14:30:00,⏰ Próximo,Goles (Over/Under),Under 3.25,1.97,pinnacle,1,0.5176,0.0,,2.84,1.97,pinnacle:1.97
Barcelona vs Alavés,2025-11-29 10:15:00,⏰ Próximo,Goles (Over/Under),Under 3.5,1.9,pinnacle,3,0.5162,0.06,2.35,3.39,1.84,pinnacle:1.9; betsson:1.82; codere_it:1.8
AS Roma vs Napoli,2025-11-30 14:45:00,⏰ Próximo,Goles (Over/Under),Over 2.0,1.79,pinnacle,1,0.5115,0.0,,3.48,1.79,pinnacle:1.79
AS Roma vs Napoli,2025-11-30 14:45:00,⏰ Próximo,Goles (Over/Under),Under 2.0,2.1,pinnacle,1,0.5115,0.0,,3.48,2.1,pinnacle:2.1
Lecce vs Torino,2025-11-30 06:30:00,⏰ Próximo,Goles (Over/Under),Over 2.0,1.93,pinnacle,1,0.503,0.0,,3.36,1.93,pinnacle:1.93
Lecce vs Torino,2025-11-30 06:30:00,⏰ Próximo,Goles (Over/Under),Under 2.0,1.94,pinnacle,1,0.503,0.0,,3.36,1.94,pinnacle:1.94
Hamburger SV vs VfB Stuttgart,2025-11-30 09:30:00,⏰ Próximo,Goles (Over/Under),Over 3.0,1.85,pinnacle,1,0.497,0.0,,3.32,1.85,pinnacle:1.85
Hamburger SV vs VfB Stuttgart,2025-11-30 09:30:00,⏰ Próximo,Goles (Over/Under),Under 3.0,2.03,pinnacle,1,0.497,0.0,,3.32,2.03,pinnacle:2.03
Racing Club vs River Plate,2025-11-24 17:15:00,⏰ Próximo,Goles (Over/Under),Over 2.25,2.06,pinnacle,1,0.4953,0.0,,3.19,2.06,pinnacle:2.06
Racing Club vs River Plate,2025-11-24 17:15:00,⏰ Próximo,Goles (Over/Under),Under 2.25,1.83,pinnacle,1,0.4953,0.0,,3.19,1.83,pinnacle:1.83
Sevilla vs Real Betis,2025-11-30 10:15:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.01,pinnacle,3,0.4929,0.0367,1.33,3.51,1.9733,pinnacle:2.01; codere_it:1.96; betsson:1.95
Sevilla vs Real Betis,2025-11-30 10:15:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.86,pinnacle,3,0.4929,0.0267,1.03,3.51,1.8333,pinnacle:1.86; betsson:1.82; codere_it:1.82
Napoli vs Qarabağ FK,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.0,1.96,pinnacle,1,0.4912,0.0,,2.83,1.96,pinnacle:1.96
Napoli vs Qarabağ FK,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Under 3.0,1.93,pinnacle,1,0.4912,0.0,,2.83,1.93,pinnacle:1.93
Strasbourg vs Brest,2025-11-30 09:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.86,pinnacle,3,0.4872,0.0233,0.93,3.51,1.8367,pinnacle:1.86; codere_it:1.83; betsson:1.82
Strasbourg vs Brest,2025-11-30 09:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.01,pinnacle,3,0.4872,0.04,1.44,3.51,1.97,pinnacle:2.01; betsson:1.95; codere_it:1.95
Ajax vs Benfica,2025-11-25 12:45:00,⏰ Próximo,Goles (Over/Under),Over 2.75,1.93,pinnacle,1,0.4806,0.0,,2.83,1.93,pinnacle:1.93
Ajax vs Benfica,2025-11-25 12:45:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.96,pinnacle,1,0.4806,0.0,,2.83,1.96,pinnacle:1.96
West Ham United vs Liverpool,2025-11-30 09:05:00,⏰ Próximo,Goles (Over/Under),Over 3.0,1.84,pinnacle,1,0.4777,0.0,,3.37,1.84,pinnacle:1.84
West Ham United vs Liverpool,2025-11-30 09:05:00,⏰ Próximo,Goles (Over/Under),Under 3.0,2.04,pinnacle,1,0.4777,0.0,,3.37,2.04,pinnacle:2.04
Espanyol vs Sevilla,2025-11-24 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.25,1.95,pinnacle,1,0.4742,0.0,,3.1,1.95,pinnacle:1.95
Espanyol vs Sevilla,2025-11-24 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.25,1.93,pinnacle,1,0.4742,0.0,,3.1,1.93,pinnacle:1.93
Aston Villa vs Wolverhampton Wanderers,2025-11-30 09:05:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.83,pinnacle,3,0.449,0.0267,1.14,3.43,1.8033,pinnacle:1.83; codere_it:1.8; betsson:1.78
Aston Villa vs Wolverhampton Wanderers,2025-11-30 09:05:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.05,pinnacle,3,0.449,0.03,1.21,3.43,2.02,pinnacle:2.05; betsson:2.02; codere_it:1.99
Crystal Palace vs Manchester United,2025-11-30 07:00:00,⏰ Próximo,Goles (Over/Under),Over 2.75,1.98,pinnacle,1,0.4474,0.0,,3.42,1.98,pinnacle:1.98
Crystal Palace vs Manchester United,2025-11-30 07:00:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.89,pinnacle,1,0.4474,0.0,,3.42,1.89,pinnacle:1.89
Lorient vs Nice,2025-11-30 11:15:00,⏰ Próximo,Goles (Over/Under),Over 2.75,2.01,pinnacle,1,0.4444,0.0,,3.51,2.01,pinnacle:2.01
Lorient vs Nice,2025-11-30 11:15:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.86,pinnacle,1,0.4444,0.0,,3.51,1.86,pinnacle:1.86
Bayern Munich vs FC St. Pauli,2025-11-29 09:30:00,⏰ Próximo,Goles (Over/Under),Over 3.75,1.93,pinnacle,1,0.4435,0.0,,3.63,1.93,pinnacle:1.93
Bayern Munich vs FC St. Pauli,2025-11-29 09:30:00,⏰ Próximo,Goles (Over/Under),Under 3.75,1.93,pinnacle,1,0.4435,0.0,,3.63,1.93,pinnacle:1.93
Chelsea vs Arsenal,2025-11-30 11:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.99,pinnacle,3,0.4419,0.0433,1.89,3.44,1.9467,pinnacle:1.99; betsson:1.95; codere_it:1.9
Chelsea vs Arsenal,2025-11-30 11:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.88,pinnacle,3,0.4419,0.0133,0.67,3.44,1.8667,pinnacle:1.88; codere_it:1.87; betsson:1.85
Pisa vs Inter Milan,2025-11-30 09:00:00,⏰ Próximo,Goles (Over/Under),Over 2.75,1.97,pinnacle,1,0.4414,0.0,,3.67,1.97,pinnacle:1.97
Pisa vs Inter Milan,2025-11-30 09:00:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.89,pinnacle,1,0.4414,0.0,,3.67,1.89,pinnacle:1.89
Grêmio vs Palmeiras,2025-11-25 19:30:00,⏰ Próximo,Goles (Over/Under),Over 2.25,1.91,pinnacle,1,0.4412,0.0,,4.17,1.91,pinnacle:1.91
Grêmio vs Palmeiras,2025-11-25 19:30:00,⏰ Próximo,Goles (Over/Under),Under 2.25,1.93,pinnacle,1,0.4412,0.0,,4.17,1.93,pinnacle:1.93
Moreirense FC vs Famalicão,2025-11-29 10:30:00,⏰ Próximo,Goles (Over/Under),Over 2.25,1.93,pinnacle,1,0.4317,0.0,,4.17,1.93,pinnacle:1.93
Moreirense FC vs Famalicão,2025-11-29 10:30:00,⏰ Próximo,Goles (Over/Under),Under 2.25,1.91,pinnacle,1,0.4317,0.0,,4.17,1.91,pinnacle:1.91
Juventude vs Bahia,2025-11-28 17:00:00,⏰ Próximo,Goles (Over/Under),Over 2.25,1.83,pinnacle,1,0.4289,0.0,,4.15,1.83,pinnacle:1.83
Juventude vs Bahia,2025-11-28 17:00:00,⏰ Próximo,Goles (Over/Under),Under 2.25,2.02,pinnacle,1,0.4289,0.0,,4.15,2.02,pinnacle:2.02
Celta Vigo vs Espanyol,2025-11-30 12:30:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.01,pinnacle,3,0.4274,0.02,0.71,3.51,1.99,pinnacle:2.01; betsson:1.98; codere_it:1.98
Celta Vigo vs Espanyol,2025-11-30 12:30:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.86,pinnacle,3,0.4274,0.0333,1.37,3.51,1.8267,pinnacle:1.86; betsson:1.82; codere_it:1.8
Metz vs Rennes,2025-11-28 14:45:00,⏰ Próximo,Goles (Over/Under),Over 2.75,1.94,pinnacle,1,0.4239,0.0,,3.09,1.94,pinnacle:1.94
Metz vs Rennes,2025-11-28 14:45:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.94,pinnacle,1,0.4239,0.0,,3.09,1.94,pinnacle:1.94
Pafos FC vs AS Monaco,2025-11-26 12:45:00,⏰ Próximo,Goles (Over/Under),Over 3.0,2.02,pinnacle,1,0.4195,0.0,,2.98,2.02,pinnacle:2.02
Pafos FC vs AS Monaco,2025-11-26 12:45:00,⏰ Próximo,Goles (Over/Under),Under 3.0,1.87,pinnacle,1,0.4195,0.0,,2.98,1.87,pinnacle:1.87
Slavia Praha vs Athletic Bilbao,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,2.07,pinnacle,3,0.4102,0.0333,1.16,2.95,2.0367,pinnacle:2.07; betsson:2.02; codere_it:2.02
Atalanta BC vs Fiorentina,2025-11-30 12:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.85,pinnacle,3,0.4073,0.0233,0.93,3.56,1.8267,pinnacle:1.85; betsson:1.82; codere_it:1.81
Atalanta BC vs Fiorentina,2025-11-30 12:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,2.02,pinnacle,3,0.4073,0.03,1.09,3.56,1.99,pinnacle:2.02; betsson:1.98; codere_it:1.97
Olympiakos Piraeus vs Real Madrid,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.0,1.85,pinnacle,1,0.4064,0.0,,2.83,1.85,pinnacle:1.85
Olympiakos Piraeus vs Real Madrid,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Under 3.0,2.05,pinnacle,1,0.4064,0.0,,2.83,2.05,pinnacle:2.05
Bragantino-SP vs Fortaleza,2025-11-26 17:00:00,⏰ Próximo,Goles (Over/Under),Over 2.5,1.93,pinnacle,3,0.4005,0.04,1.56,4.17,1.89,pinnacle:1.93; betsson:1.88; codere_it:1.86
Bragantino-SP vs Fortaleza,2025-11-26 17:00:00,⏰ Próximo,Goles (Over/Under),Under 2.5,1.91,pinnacle,3,0.4005,0.02,1.5,4.17,1.89,pinnacle:1.91; codere_it:1.91; betsson:1.85
Arsenal vs Bayern Munich,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.75,1.98,pinnacle,1,0.3951,0.0,,2.86,1.98,pinnacle:1.98
Arsenal vs Bayern Munich,2025-11-26 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.91,pinnacle,1,0.3951,0.0,,2.86,1.91,pinnacle:1.91
Deportivo Riestra vs Barracas Central,2025-11-24 15:00:00,⏰ Próximo,Goles (Over/Under),Over 1.75,1.96,pinnacle,1,0.3846,0.0,,3.38,1.96,pinnacle:1.96
Deportivo Riestra vs Barracas Central,2025-11-24 15:00:00,⏰ Próximo,Goles (Over/Under),Under 1.75,1.91,pinnacle,1,0.3846,0.0,,3.38,1.91,pinnacle:1.91
Marseille vs Newcastle United,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Over 2.75,2.05,pinnacle,1,0.3781,0.0,,2.83,2.05,pinnacle:2.05
Marseille vs Newcastle United,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Under 2.75,1.85,pinnacle,1,0.3781,0.0,,2.83,1.85,pinnacle:1.85
Bodø/Glimt vs Juventus,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Over 3.0,1.98,pinnacle,1,0.3776,0.0,,2.86,1.98,pinnacle:1.98
Bodø/Glimt vs Juventus,2025-11-25 15:00:00,⏰ Próximo,Goles (Over/Under),Under 3.0,1.91,pinnacle,1,0.3776,0.0,,2.86,1.91,pinnacle:1.91
